iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss,4_iql_loss
86,8700,1.07988,1.09231,1.08371,0.97682
87,8800,1.10520,1.11820,1.13105,1.07328
88,8900,1.19787,1.06195,1.06657,1.04444
89,9000,1.13555,1.06518,1.08635,1.00834
90,9100,1.09990,1.10011,1.06643,1.02224
91,9200,1.14125,1.13667,1.20014,1.04593
92,9300,1.08834,1.11973,1.11794,1.01456
93,9400,1.16790,1.21807,1.13403,1.04416
94,9500,1.14757,1.09323,1.11608,0.95108
95,9600,1.13950,1.16095,1.13181,1.03398
96,9700,1.15994,1.13267,1.15694,1.07204
97,9800,1.12536,1.15755,1.11198,1.00249
98,9900,1.13672,1.10824,1.12711,0.98213
99,10000,1.14861,1.16183,1.06457,1.01055
100,10100,1.12914,1.15623,1.07222,1.02334
101,10200,1.21564,1.16616,1.07351,1.02938
102,10300,1.16552,1.15195,1.15521,0.99349
103,10400,1.20099,1.05502,1.09526,1.03529
104,10500,1.20837,1.15895,1.08097,0.98868
105,10600,1.13477,1.17727,1.09620,0.98359
106,10700,1.16508,1.09747,1.13107,1.08535
107,10800,1.14651,1.12347,1.13361,0.96536
108,10900,1.21057,1.16169,1.11529,1.03508
109,11000,1.14387,1.10365,1.12341,1.04106
110,11100,1.13185,1.17409,1.06468,1.01341
111,11200,1.23204,1.14116,1.10547,1.03442
112,11300,1.13771,1.14261,1.16522,1.04998
113,11400,1.24277,1.17316,1.18665,0.99970
114,11500,1.15415,1.11857,1.15103,1.00909
115,11600,1.18635,1.20333,1.12416,0.98855
116,11700,1.18828,1.22443,1.15704,1.02121
117,11800,1.16360,1.15965,1.13332,1.04971
118,11900,1.16557,1.12767,1.08233,0.99804
119,12000,1.22882,1.12685,1.10701,0.98268
120,12100,1.22343,1.19294,1.12567,1.03659
121,12200,1.25100,1.12187,1.19992,0.97447
122,12300,1.11334,1.19261,1.09825,1.03918
123,12400,1.21569,1.15572,1.14235,0.99469
124,12500,1.15901,1.21729,1.09600,0.98499
125,12600,1.26276,1.21233,1.14724,0.98635
126,12700,1.21559,1.16809,1.18067,1.01521
127,12800,1.19004,1.30331,1.19986,1.05944
128,12900,1.20998,1.21592,1.15085,1.01713
129,13000,1.21147,1.18195,1.15291,0.97892
130,13100,1.18479,1.20867,1.19571,1.02706
131,13200,1.25736,1.17535,1.18918,1.02336
132,13300,1.12299,1.20121,1.17202,1.03702
133,13400,1.25623,1.17768,1.15171,1.05755
134,13500,1.22568,1.20652,1.16644,1.01980
135,13600,1.21875,1.20875,1.21413,0.98622
136,13700,1.21708,1.25035,1.19340,1.06563
137,13800,1.23533,1.23341,1.20887,0.98386
138,13900,1.19693,1.21793,1.17824,1.03540
139,14000,1.19808,1.21264,1.25434,1.02393
140,14100,1.28273,1.26754,1.20139,1.01707
141,14200,1.23608,1.26968,1.21349,0.99281
142,14300,1.24755,1.24405,1.17042,0.95290
143,14400,1.21860,1.22925,1.15958,1.04077
144,14500,1.14364,1.27588,1.18403,1.00497
145,14600,1.23787,1.25953,1.20269,0.97200
146,14700,1.21585,1.22553,1.19058,1.02135
147,14800,1.17394,1.29151,1.25951,0.99510
148,14900,1.22815,1.30599,1.21459,1.00043
149,15000,1.23702,1.26371,1.23863,1.06488
150,15100,1.24309,1.27953,1.18441,1.02839
151,15200,1.25009,1.25720,1.24214,1.06773
152,15300,1.25629,1.24170,1.23492,0.96876
153,15400,1.26045,1.27990,1.20591,1.01474
154,15500,1.23257,1.23216,1.23108,1.05214
155,15600,1.24032,1.24122,1.26513,0.96413
156,15700,1.28053,1.24705,1.18491,0.98765
157,15800,1.23614,1.24461,1.19104,0.98458
158,15900,1.24959,1.24213,1.18233,0.98221
159,16000,1.32469,1.25653,1.25623,0.99243
160,16100,1.25162,1.30103,1.18398,1.05289
161,16200,1.23195,1.28643,1.21248,1.06051
162,16300,1.29510,1.30689,1.21991,0.95900
163,16400,1.26585,1.19863,1.30268,1.00842
164,16500,1.30321,1.28170,1.22655,1.07155
165,16600,1.29525,1.21616,1.29177,1.04122
166,16700,1.28710,1.30429,1.23027,0.99481
167,16800,1.30464,1.30280,1.26501,1.02498
168,16900,1.25717,1.26511,1.25042,0.99258
169,17000,1.30347,1.30151,1.30776,1.03806
170,17100,1.26297,1.29089,1.29204,1.05284
171,17200,1.30063,1.27825,1.31219,0.97756
172,17300,1.30318,1.25239,1.25437,0.99895
173,17400,1.25282,1.32799,1.29856,1.03797
174,17500,1.26785,1.25297,1.29910,1.01212
175,17600,1.29994,1.25469,1.27162,1.03876
176,17700,1.32049,1.25235,1.32434,0.99068
177,17800,1.29871,1.28056,1.28912,1.04178
178,17900,1.31478,1.35896,1.29536,1.03580
179,18000,1.32902,1.28703,1.26282,1.05294
180,18100,1.34948,1.30373,1.31974,0.99814
181,18200,1.39102,1.32720,1.31296,0.96231
182,18300,1.32009,1.29963,1.34221,1.00186
183,18400,1.30627,1.30332,1.27004,1.04623
184,18500,1.31257,1.26688,1.34173,0.98768
185,18600,1.38634,1.35462,1.29927,1.02541
186,18700,1.33611,1.30423,1.41451,0.97087
187,18800,1.28029,1.27951,1.37713,1.02074
188,18900,1.35184,1.31310,1.26780,1.00556
189,19000,1.35103,1.29494,1.29350,1.01642
190,19100,1.36893,1.34995,1.37200,1.03492
191,19200,1.38929,1.31604,1.31307,0.97438
192,19300,1.38810,1.26531,1.40970,1.01447
193,19400,1.40297,1.28386,1.34226,1.02548
194,19500,1.38739,1.30698,1.35815,1.02929
195,19600,1.39164,1.28098,1.36336,1.02724
196,19700,1.32573,1.31560,1.39177,1.02653
197,19800,1.31125,1.28112,1.36102,1.04809
198,19900,1.34441,1.29225,1.43958,1.00660
199,20000,1.36702,1.35775,1.40965,1.04220
200,20100,1.37263,1.31278,1.35511,0.98888
201,20200,1.36309,1.28194,1.47933,1.03051
202,20300,1.35338,1.31726,1.36955,1.06176
203,20400,1.38343,1.31531,1.36568,0.98554
204,20500,1.39139,1.31603,1.38939,0.97817
205,20600,1.42411,1.30764,1.36361,0.97168
206,20700,1.38699,1.36194,1.42473,1.02928
207,20800,1.37748,1.32012,1.41106,0.95543
208,20900,1.41158,1.34859,1.44238,1.03286
209,21000,1.41572,1.35689,1.41673,0.98912
210,21100,1.45948,1.37517,1.38697,1.00788
211,21200,1.39711,1.40016,1.41263,1.02548
212,21300,1.51016,1.31439,1.33718,1.01469
213,21400,1.37373,1.37236,1.44334,1.02455
214,21500,1.40199,1.37828,1.43540,0.99316
215,21600,1.46610,1.41108,1.51693,1.00181
216,21700,1.49672,1.40520,1.38365,0.98626
217,21800,1.49335,1.36851,1.45417,0.99086
218,21900,1.42846,1.40157,1.42253,0.96072
219,22000,1.44037,1.37435,1.48356,1.09618
220,22100,1.44077,1.40864,1.47503,0.99805
221,22200,1.42644,1.39349,1.46593,1.00789
222,22300,1.44859,1.35339,1.47688,0.95791
223,22400,1.37071,1.39085,1.51293,1.00972
224,22500,1.42090,1.38152,1.46045,0.97852
225,22600,1.38873,1.47497,1.56307,1.03518
226,22700,1.43494,1.38664,1.48078,1.00288
227,22800,1.40664,1.40196,1.41883,0.99601
228,22900,1.45019,1.36842,1.45672,1.04689
229,23000,1.43207,1.36419,1.54607,1.05456
230,23100,1.41838,1.38871,1.48490,1.03905
231,23200,1.51531,1.40671,1.62163,0.97143
232,23300,1.41008,1.38477,1.46765,0.97065
233,23400,1.44801,1.39938,1.50017,1.07459
234,23500,1.48303,1.47216,1.49939,0.99555
235,23600,1.48279,1.38804,1.58330,0.98299
236,23700,1.42290,1.42758,1.52363,1.04060
237,23800,1.40814,1.41805,1.58295,1.04592
238,23900,1.48088,1.46701,1.53264,1.07700
239,24000,1.43151,1.45544,1.57826,1.04092
240,24100,1.47050,1.40574,1.54521,1.01784
241,24200,1.48904,1.52321,1.55839,1.01107
242,24300,1.46955,1.37077,1.57744,1.05763
243,24400,1.44256,1.53091,1.55872,0.98713
244,24500,1.40573,1.42795,1.64115,1.00892
245,24600,1.43761,1.46139,1.55865,1.01405
246,24700,1.43696,1.49010,1.61284,0.94938
247,24800,1.46355,1.39752,1.55673,1.00032
248,24900,1.51348,1.45855,1.56405,0.98377
