iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.79993,2.85416,0.34510,-1.82594,2.78504,0.33612,-1.79584,2.81590,0.33349
1,200,-1.88737,1.71464,0.27397,-1.93987,1.66738,0.26797,-1.92235,1.73335,0.26778
2,300,-2.02226,1.58139,0.24901,-2.19452,1.77663,0.26098,-2.20032,1.70255,0.25594
3,400,-2.29241,1.66983,0.23297,-2.54793,1.77714,0.25229,-2.58466,1.74540,0.24916
4,500,-2.49238,1.52812,0.22138,-3.10514,1.85337,0.24974,-3.10550,1.72028,0.24495
5,600,-2.87965,1.71071,0.22475,-3.79579,1.98829,0.26589,-3.73464,1.75606,0.24881
6,700,-3.00498,1.54047,0.22291,-4.09022,2.03925,0.27490,-3.94308,1.96982,0.25869
7,800,-3.29002,1.53906,0.22591,-4.23911,1.90809,0.27571,-4.19690,1.78722,0.26173
8,900,-3.53550,1.58737,0.22622,-4.48055,1.79159,0.27664,-4.34669,1.74263,0.26081
9,1000,-3.63312,1.58150,0.22336,-4.58800,1.75836,0.27490,-4.56730,1.85684,0.26090
10,1100,-3.87156,1.63047,0.22182,-4.87102,1.79013,0.27297,-4.79721,1.77410,0.26050
11,1200,-4.08397,1.60363,0.21812,-5.06900,1.77626,0.26669,-4.97743,1.66052,0.25986
12,1300,-4.29730,1.72789,0.22358,-5.26146,1.75566,0.26226,-5.26990,1.63612,0.25892
13,1400,-4.54757,1.57492,0.21793,-5.42542,1.67003,0.25459,-5.49463,1.68092,0.25778
14,1500,-4.70743,1.55337,0.21498,-5.54728,1.67987,0.24321,-5.84492,1.84362,0.25715
15,1600,-4.94003,1.55855,0.20938,-5.74951,1.63530,0.24161,-5.96014,1.65573,0.25257
16,1700,-5.20304,1.72885,0.21024,-5.97065,1.63723,0.23679,-6.20871,1.82435,0.25340
