iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,1.00851,0.02311,7.78903,0.50495
1,200,0.97689,0.01049,2.97204,0.38759
2,300,0.98467,0.00748,2.63569,0.37524
3,400,0.97952,0.00615,2.37712,0.37013
4,500,1.00864,0.00534,1.97944,0.36504
5,600,0.99363,0.00479,1.78329,0.36191
6,700,0.98879,0.00438,1.63066,0.35682
7,800,1.00500,0.00406,1.66419,0.35421
8,900,0.99961,0.00380,1.62812,0.35338
9,1000,0.99331,0.00359,1.64417,0.34946
10,1100,1.01155,0.00340,1.62138,0.34518
11,1200,0.99623,0.00325,1.60692,0.33963
12,1300,0.98046,0.00311,1.64516,0.33847
13,1400,0.96163,0.00299,1.67887,0.34076
14,1500,0.99912,0.00288,1.63000,0.33884
15,1600,1.00570,0.00279,1.64630,0.33842
16,1700,1.02377,0.00270,1.67846,0.33444
17,1800,1.02759,0.00262,1.71293,0.33213
18,1900,0.99182,0.00254,1.68952,0.33109
19,2000,0.98524,0.00248,1.66105,0.32845
20,2100,0.98912,0.00241,1.70795,0.32821
21,2200,1.01018,0.00236,1.70723,0.32817
22,2300,1.01139,0.00230,1.70947,0.33132
23,2400,0.97194,0.00225,1.69114,0.32580
24,2500,0.98349,0.00220,1.68641,0.32352
25,2600,1.01789,0.00216,1.71549,0.32359
26,2700,1.00099,0.00212,1.73554,0.32392
27,2800,1.02790,0.00208,1.69176,0.32046
28,2900,0.98226,0.00204,1.66153,0.32127
29,3000,1.00854,0.00200,1.69930,0.31943
30,3100,0.99677,0.00197,1.70533,0.32186
31,3200,0.99650,0.00194,1.72642,0.31891
32,3300,1.02537,0.00191,1.70415,0.31830
33,3400,0.97665,0.00188,1.69425,0.31900
34,3500,0.99087,0.00185,1.66230,0.31761
35,3600,0.99697,0.00183,1.70806,0.31712
36,3700,0.99762,0.00180,1.67727,0.31744
37,3800,0.98972,0.00178,1.66800,0.31588
38,3900,0.99210,0.00175,1.67647,0.31762
39,4000,0.99697,0.00173,1.65580,0.31377
40,4100,0.98795,0.00171,1.68600,0.31391
41,4200,0.99423,0.00169,1.62478,0.31243
42,4300,1.02794,0.00167,1.70651,0.31037
