iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-8.57136,17.75900,1.61624,-8.78165,17.16574,1.69208,-10.05430,15.52622,1.99783
1,200,-10.32123,3.08195,1.78351,-9.67829,2.17194,1.63980,-11.37861,2.22265,1.97725
2,300,-10.86431,1.39853,1.69507,-10.25421,2.06784,1.55768,-12.17260,1.92842,1.91524
3,400,-12.36719,1.79015,1.78127,-10.88646,1.65413,1.53608,-13.72460,1.87566,1.99429
4,500,-14.01171,2.14406,1.85843,-12.04385,1.79831,1.53683,-15.41386,1.85336,2.06322
5,600,-15.56988,2.18095,1.89583,-13.68077,2.21535,1.60880,-17.06674,2.42962,2.10365
6,700,-17.01019,3.05605,1.94292,-15.17650,1.86620,1.67170,-19.44713,3.20283,2.27841
7,800,-18.76824,3.36329,1.98402,-16.02532,2.36170,1.66651,-22.26674,3.54420,2.39383
8,900,-20.59950,4.28436,2.01231,-17.36246,3.05797,1.66336,-23.96069,4.04233,2.46744
9,1000,-21.99642,4.76970,2.05390,-18.76624,3.34663,1.66808,-26.39067,8.42224,2.56025
10,1100,-24.20601,5.79088,2.09576,-20.42472,3.75460,1.70687,-28.80562,5.36078,2.59402
11,1200,-26.19521,4.98087,2.11304,-21.86882,4.31755,1.71390,-30.98826,5.80965,2.61814
12,1300,-27.74995,3.49179,2.10441,-23.29142,4.44482,1.68819,-32.74849,5.71958,2.60149
13,1400,-29.25705,3.14293,2.11088,-24.62843,3.23709,1.70567,-35.24754,6.26262,2.60005
14,1500,-31.20816,3.95456,2.08929,-25.83223,2.79343,1.69932,-37.17150,4.68436,2.55339
15,1600,-32.10138,4.94360,2.06724,-27.02462,3.33924,1.67793,-38.87333,5.37088,2.57571
16,1700,-33.63349,3.72396,2.04729,-28.37384,5.05571,1.68370,-41.08596,9.98847,2.56469
17,1800,-35.59849,7.05351,2.03714,-29.63415,3.68041,1.71894,-41.79318,6.84802,2.52161
18,1900,-36.56352,6.55508,2.05904,-31.18114,5.00888,1.80187,-44.32993,8.01915,2.54474
