iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-5.83206,6.76890,1.15957,-6.00647,6.99475,1.20690,-5.85265,6.68993,1.15590,-5.28349,5.59257,0.97606
1,200,-6.90739,0.93185,1.16682,-7.12729,1.02935,1.21956,-6.76289,1.00945,1.15056,-5.75121,0.83198,0.97162
2,300,-7.62404,0.91660,1.15264,-8.08499,0.99066,1.22319,-7.57958,1.07359,1.14481,-6.29592,0.86017,0.95995
3,400,-8.36938,0.96480,1.14031,-8.81389,1.11973,1.21499,-8.41316,1.29886,1.13769,-6.93649,0.99099,0.95030
4,500,-9.16889,0.95749,1.13310,-9.64614,1.21178,1.20616,-9.17399,1.26231,1.13305,-7.68467,1.16951,0.94507
5,600,-10.05200,1.27779,1.13012,-10.56816,1.29736,1.19759,-10.00734,1.29445,1.12554,-8.37011,1.22108,0.94135
6,700,-10.89539,1.36207,1.12670,-11.43578,1.18282,1.18851,-10.84322,1.19633,1.12022,-9.11181,1.30769,0.93893
7,800,-11.81060,1.30589,1.12371,-12.38678,1.20044,1.18475,-11.66667,1.29183,1.11481,-10.00487,1.18852,0.93573
8,900,-12.68640,2.01351,1.11917,-13.34411,1.36123,1.17802,-12.58486,1.63467,1.11211,-10.61390,1.13226,0.93375
9,1000,-13.54230,1.54229,1.11829,-14.06396,2.25990,1.17206,-13.49841,1.74503,1.11028,-11.30732,1.12317,0.92893
10,1100,-14.48108,1.65848,1.11882,-15.23866,2.15099,1.16857,-14.36944,1.79205,1.10615,-12.05909,1.16239,0.92642
11,1200,-15.43841,1.92983,1.11293,-15.98285,1.90609,1.16423,-15.18695,1.58417,1.10181,-12.76484,1.19262,0.92209
12,1300,-16.27346,2.15326,1.10764,-16.91848,1.68452,1.16001,-16.11901,1.63187,1.09823,-13.46182,1.21955,0.92148
13,1400,-17.11332,2.66467,1.10443,-17.82028,1.56706,1.15417,-16.91298,2.09940,1.09452,-14.08043,1.13707,0.91813
14,1500,-17.84166,1.50741,1.10176,-18.64036,2.42479,1.15043,-17.62879,2.43805,1.09089,-14.77055,1.27465,0.91580
15,1600,-18.57341,1.33743,1.09680,-19.28850,2.29820,1.14757,-18.63407,3.17014,1.08945,-15.45004,1.48178,0.91470
16,1700,-19.34698,1.38608,1.09264,-20.13621,2.48930,1.14340,-19.29449,2.55306,1.08733,-16.10709,1.73244,0.91016
17,1800,-20.41076,2.11163,1.08751,-21.29187,2.04144,1.14228,-20.04692,4.08939,1.08620,-16.58245,1.64415,0.90749
18,1900,-20.93235,1.74431,1.08420,-21.82605,2.36459,1.13868,-20.89251,2.35664,1.08339,-17.13399,1.40967,0.90404
19,2000,-21.65951,1.64804,1.08100,-22.47631,4.13992,1.13479,-21.60747,1.93918,1.08127,-17.92802,1.74846,0.90144
20,2100,-22.32029,3.79907,1.07536,-23.44638,3.31030,1.13300,-22.40294,2.50784,1.07874,-18.26413,1.87748,0.89717
21,2200,-23.11830,2.04837,1.07250,-24.37841,3.29901,1.12923,-23.08072,1.77028,1.07671,-19.00063,1.62222,0.89468
22,2300,-23.55903,2.19322,1.06990,-24.69388,4.60907,1.12519,-23.71001,1.84109,1.07293,-19.51522,1.75873,0.89271
23,2400,-24.54545,1.97456,1.06430,-25.62941,2.28942,1.12099,-24.36399,2.68198,1.07088,-19.79244,2.75612,0.88848
24,2500,-24.92417,1.86721,1.06135,-26.31673,1.71609,1.12046,-24.98899,2.20778,1.06847,-20.43044,2.17101,0.88528
25,2600,-25.40573,3.31229,1.05794,-27.00102,3.62373,1.11698,-25.61649,2.27792,1.06498,-20.93904,1.54301,0.88036
26,2700,-26.41219,5.00318,1.05400,-27.49050,3.26755,1.11256,-26.08110,2.25137,1.06222,-21.43867,2.97413,0.87696
27,2800,-26.84541,2.47723,1.05053,-27.69264,2.06972,1.10821,-26.72560,2.08326,1.05668,-21.95458,2.36657,0.87241
28,2900,-27.52121,1.98261,1.04713,-28.65166,3.51013,1.10378,-27.36872,2.56295,1.05332,-22.50482,2.25441,0.86913
29,3000,-28.01874,1.59223,1.04323,-29.34894,2.96165,1.09929,-27.85932,2.08120,1.05075,-22.95035,2.63765,0.86458
30,3100,-28.40753,2.03084,1.04048,-29.92677,3.33030,1.09579,-28.83231,2.28129,1.04575,-23.45650,2.46673,0.86184
31,3200,-28.83786,3.60733,1.03664,-30.27092,3.48963,1.09193,-28.94239,2.47900,1.04213,-23.67861,2.44871,0.85787
32,3300,-29.67268,2.10550,1.03302,-30.66391,2.76559,1.08675,-29.63048,2.70857,1.04057,-24.47192,2.84061,0.85284
33,3400,-29.93329,2.78252,1.02799,-31.40886,2.58153,1.08291,-30.14420,1.83096,1.03546,-24.51785,1.71202,0.84940
34,3500,-30.51242,1.96144,1.02535,-31.76583,5.48799,1.07538,-30.37186,3.21502,1.03137,-24.86086,2.07693,0.84534
