iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss,4_iql_loss
0,100,0.96531,0.96979,1.03670,0.99094
1,200,0.96641,0.93470,0.88541,0.89032
2,300,0.96602,0.92230,0.89857,0.84616
3,400,0.97384,0.94034,0.96654,0.78694
4,500,0.97645,0.87166,1.01954,0.77719
5,600,1.02604,0.92593,0.95195,0.71803
6,700,0.96581,1.01761,1.09590,0.72981
7,800,0.95133,0.89905,0.96840,0.74154
8,900,0.97177,0.99454,0.93055,0.75595
9,1000,0.95197,1.03901,0.89360,0.77050
10,1100,0.90961,1.02953,1.00435,0.80276
11,1200,0.93870,0.97401,0.96492,0.77047
12,1300,1.06197,1.00342,0.95607,0.75475
13,1400,0.98954,0.96653,0.97451,0.81484
14,1500,0.94081,0.95933,0.93974,0.80941
15,1600,0.94359,0.96043,1.05038,0.83507
16,1700,0.98883,0.94945,0.94710,0.78665
17,1800,0.99199,1.00711,1.00594,0.89079
18,1900,0.91257,1.03132,0.90602,0.81548
19,2000,1.02925,0.99853,0.96046,0.74176
20,2100,0.90837,0.94643,0.93301,0.89205
21,2200,0.98869,1.00410,1.11551,0.77307
22,2300,0.92266,1.02458,0.93353,0.80228
23,2400,1.02812,1.02033,0.99118,0.78806
24,2500,1.01661,0.98183,0.96512,0.88104
25,2600,0.93058,1.02981,1.04275,0.90998
26,2700,0.95258,0.92730,1.02470,0.85573
27,2800,0.90249,0.94698,1.05234,0.91708
28,2900,0.91417,0.98352,0.99893,0.89441
29,3000,1.03177,0.95141,1.02082,0.87075
30,3100,0.97441,1.01251,0.98277,0.92716
31,3200,0.99844,0.96094,1.03947,0.82303
32,3300,1.03576,1.06535,0.94566,0.91203
33,3400,1.04828,0.97369,1.06519,0.88106
34,3500,0.96613,1.05514,0.96964,0.90126
35,3600,0.98575,0.99066,1.02956,0.82706
36,3700,1.02684,0.91381,0.97125,0.79768
37,3800,0.97568,1.01258,0.97213,0.86927
38,3900,0.98612,1.01916,0.95510,0.94579
39,4000,1.04057,0.96565,0.96212,0.86265
40,4100,0.96802,0.95724,1.07106,1.05204
41,4200,0.95757,1.02608,0.92992,0.93117
42,4300,0.99385,0.98247,0.99548,0.94322
43,4400,1.06905,0.93572,1.04103,0.91573
44,4500,0.95379,1.02057,0.90792,0.87032
45,4600,0.96700,1.02463,0.94195,0.90118
46,4700,0.95235,0.90293,0.99334,0.91634
47,4800,0.92942,1.01713,0.97105,0.88541
48,4900,1.05737,0.98734,0.94409,0.91563
49,5000,0.92651,0.94920,0.97904,0.89160
50,5100,1.03307,0.97869,1.02695,0.98280
51,5200,0.96484,0.92947,1.02568,0.93694
52,5300,0.98143,0.91994,0.99263,0.82040
53,5400,0.94519,1.06919,0.97989,0.95029
54,5500,1.02460,0.93115,0.99787,0.89916
55,5600,1.02791,0.94288,0.98547,0.96024
56,5700,0.95372,1.03248,0.98866,1.04553
57,5800,1.00792,0.98768,1.07093,0.95964
58,5900,1.03924,0.96107,1.00437,0.90714
59,6000,0.96789,0.96167,0.98134,1.00229
60,6100,0.96561,0.96282,0.94270,0.94256
61,6200,0.98588,1.02254,0.94029,0.88788
62,6300,0.98412,0.92831,0.95785,0.91113
63,6400,0.94742,1.13745,0.96896,0.95899
64,6500,1.01573,0.94366,0.98881,0.91249
65,6600,1.01850,1.01349,0.98382,0.90834
66,6700,1.01934,0.92659,0.95920,0.92686
67,6800,0.98002,1.04356,0.91922,0.99184
68,6900,1.01467,0.99163,0.92829,0.98617
69,7000,1.00533,0.98944,1.03738,0.91441
70,7100,1.01227,0.98231,0.97189,0.87500
71,7200,0.94860,1.02162,1.05451,0.96282
72,7300,0.94774,0.95516,0.98073,0.93971
73,7400,1.03891,0.99561,1.02180,0.94610
74,7500,0.97575,1.01764,1.01302,1.04513
75,7600,0.99264,1.06824,1.00919,0.94755
76,7700,0.96811,1.05985,1.05069,0.89571
77,7800,0.97550,1.00341,1.01788,0.96392
78,7900,0.99974,1.02553,0.98295,1.00311
79,8000,1.01036,1.02262,1.06328,0.92695
80,8100,0.94712,1.01812,1.04809,0.88968
81,8200,1.02848,1.02070,1.04117,0.94757
82,8300,0.96647,1.02456,1.01369,0.95019
83,8400,1.00002,1.04845,1.06392,0.93619
84,8500,1.02204,1.01522,1.00353,0.96605
85,8600,0.94987,1.02954,1.03082,0.95254
