iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,17.48718,0.89096,18.58236,0.89527
1,200,5.77566,0.92243,6.08417,0.92016
2,300,1.08303,0.90230,2.04295,0.90259
3,400,1.01390,0.87668,1.20710,0.87081
4,500,0.99112,0.84750,0.85297,0.85092
5,600,1.00349,0.82526,0.65500,0.82543
6,700,0.99907,0.80413,0.57591,0.80450
7,800,1.00794,0.78509,0.53737,0.78560
8,900,1.00484,0.76251,0.53919,0.75765
9,1000,1.00497,0.74539,0.54463,0.74357
10,1100,1.01020,0.72687,0.54963,0.72770
11,1200,1.01218,0.70280,0.56857,0.70608
12,1300,1.00258,0.68633,0.56804,0.68613
13,1400,1.02282,0.66662,0.58825,0.66851
14,1500,0.97613,0.64367,0.58386,0.64658
15,1600,1.00905,0.62603,0.59801,0.62618
16,1700,0.99858,0.60616,0.59517,0.60698
17,1800,0.98642,0.58401,0.62698,0.58550
18,1900,1.01125,0.56730,0.62778,0.56541
19,2000,1.03054,0.54917,0.62558,0.54845
20,2100,1.01185,0.53311,0.63487,0.52907
21,2200,0.98831,0.51263,0.65050,0.51436
22,2300,0.98000,0.49824,0.66062,0.49858
23,2400,0.99912,0.48230,0.64772,0.48127
24,2500,0.97387,0.46502,0.68521,0.46670
25,2600,1.01206,0.45131,0.68491,0.45160
26,2700,0.98626,0.43523,0.67220,0.43653
27,2800,1.01208,0.42191,0.69784,0.42312
28,2900,0.99976,0.40840,0.74392,0.40777
29,3000,0.97576,0.39598,0.72325,0.39614
30,3100,1.01680,0.38204,0.70595,0.38408
31,3200,0.98174,0.36913,0.66124,0.36853
32,3300,0.97361,0.35670,0.70228,0.35863
33,3400,1.00495,0.34614,0.70804,0.34636
34,3500,1.00632,0.33560,0.72087,0.33376
35,3600,0.98964,0.32264,0.71536,0.32338
36,3700,1.02956,0.31269,0.70651,0.31119
37,3800,1.01275,0.30116,0.71676,0.30247
38,3900,0.99068,0.29016,0.72824,0.29260
39,4000,1.00449,0.28181,0.78027,0.28259
40,4100,0.98912,0.27161,0.77011,0.27204
41,4200,0.99104,0.26429,0.73957,0.26328
42,4300,1.00512,0.25525,0.70781,0.25576
43,4400,1.00701,0.24749,0.67357,0.24649
44,4500,1.01274,0.23919,0.72715,0.23901
45,4600,0.97296,0.23028,0.70648,0.23239
46,4700,0.97033,0.22396,0.67799,0.22396
47,4800,0.99710,0.21738,0.71532,0.21703
48,4900,0.99128,0.21105,0.71218,0.21094
49,5000,1.03915,0.20442,0.70111,0.20403
50,5100,1.00411,0.19799,0.67852,0.19757
51,5200,1.04750,0.19319,0.68917,0.19256
52,5300,0.98475,0.18597,0.70296,0.18649
53,5400,0.99777,0.18186,0.65106,0.18156
54,5500,1.02747,0.17753,0.66140,0.17719
55,5600,0.98760,0.17255,0.67094,0.17107
56,5700,0.99828,0.16768,0.69800,0.16824
57,5800,0.99690,0.16443,0.70461,0.16401
58,5900,1.01941,0.16022,0.62032,0.15939
59,6000,0.96722,0.15593,0.69886,0.15683
60,6100,1.00291,0.15234,0.65607,0.15428
61,6200,1.01413,0.15022,0.68022,0.15074
62,6300,0.99210,0.14739,0.68002,0.14760
63,6400,1.01590,0.14546,0.67929,0.14427
64,6500,0.99422,0.14261,0.65132,0.14269
65,6600,1.00937,0.14016,0.65185,0.13976
66,6700,0.97772,0.13733,0.67894,0.13844
67,6800,1.02426,0.13670,0.70212,0.13606
68,6900,1.02112,0.13351,0.67464,0.13373
69,7000,1.01357,0.13160,0.62054,0.13156
70,7100,1.02673,0.13098,0.65010,0.12978
71,7200,1.00860,0.12796,0.65236,0.12816
72,7300,1.00678,0.12634,0.69675,0.12699
73,7400,0.95869,0.12402,0.67769,0.12459
74,7500,0.97530,0.12201,0.66038,0.12247
75,7600,1.01218,0.12136,0.65024,0.12083
76,7700,0.99352,0.11946,0.68437,0.11952
77,7800,1.03676,0.11764,0.65977,0.11846
78,7900,1.02516,0.11682,0.64748,0.11604
79,8000,0.98560,0.11457,0.62176,0.11468
80,8100,0.97236,0.11327,0.60060,0.11300
