iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,5.89178,0.39430,4.51780,0.35601,3.80018,0.33010
1,200,2.10325,0.28487,2.02088,0.27654,1.78117,0.27063
2,300,1.85916,0.27681,1.89384,0.27114,1.73836,0.26824
3,400,1.95795,0.27435,1.87188,0.26941,1.78110,0.26738
4,500,1.87954,0.27339,1.86150,0.27034,1.83984,0.26647
5,600,1.94606,0.27150,1.86224,0.26934,1.87503,0.26625
6,700,1.87486,0.27085,1.88666,0.27078,1.88330,0.26777
7,800,1.82567,0.27030,1.83891,0.27045,1.81334,0.26467
8,900,1.78173,0.26795,1.76723,0.26785,1.79970,0.26913
9,1000,1.75916,0.26729,1.83483,0.26849,1.84290,0.26635
10,1100,1.82481,0.27009,1.79714,0.26774,1.83766,0.26556
11,1200,1.77745,0.26845,1.78829,0.26819,1.79451,0.26766
12,1300,1.81881,0.26878,1.79001,0.26829,1.85024,0.26878
13,1400,1.86252,0.26962,1.79748,0.26679,1.84477,0.26633
14,1500,1.84959,0.26783,1.78851,0.26868,1.87078,0.26975
15,1600,1.84011,0.26666,1.83725,0.26856,1.90219,0.26671
16,1700,1.88229,0.26734,1.81717,0.26836,1.92547,0.26666
17,1800,1.97840,0.26962,1.86455,0.26791,1.99483,0.26818
18,1900,1.95682,0.26656,1.86009,0.26784,1.92187,0.26618
19,2000,1.92275,0.26707,1.89518,0.26726,1.98355,0.26623
20,2100,1.96626,0.26830,1.82249,0.26670,1.97835,0.26620
21,2200,1.96085,0.26805,1.83760,0.26797,2.00041,0.26541
22,2300,1.92020,0.26546,1.87923,0.26761,2.01897,0.26586
23,2400,1.92677,0.26603,1.90108,0.26730,2.06634,0.26618
24,2500,1.97718,0.26772,1.84938,0.26447,2.06042,0.26545
25,2600,1.94136,0.26761,1.87172,0.26545,2.03068,0.26508
26,2700,1.98833,0.26699,1.89898,0.26628,2.07501,0.26605
27,2800,1.99209,0.26616,1.96604,0.26974,2.06806,0.26450
28,2900,1.98012,0.26412,1.93537,0.26784,2.06105,0.26449
29,3000,2.01045,0.26457,1.90796,0.26671,2.06876,0.26409
30,3100,2.00390,0.26589,1.92358,0.26428,2.08454,0.26365
31,3200,2.00231,0.26616,1.96556,0.26663,2.13511,0.26283
32,3300,2.03877,0.26513,1.92733,0.26356,2.14001,0.26256
33,3400,2.04147,0.26440,1.93165,0.26272,2.17351,0.26624
34,3500,2.09195,0.26699,1.98906,0.26643,2.12383,0.26124
35,3600,2.06246,0.26499,1.95855,0.26222,2.11760,0.26322
36,3700,2.06168,0.26405,1.96265,0.26383,2.13877,0.26406
37,3800,2.05077,0.26433,2.00237,0.26296,2.17267,0.26592
38,3900,2.04873,0.26362,1.98440,0.26413,2.16843,0.26340
39,4000,2.10363,0.26548,1.98815,0.26294,2.14781,0.26152
40,4100,2.11668,0.26384,2.03083,0.26342,2.20704,0.26373
41,4200,2.06358,0.26344,1.98560,0.26308,2.22032,0.26483
42,4300,2.06385,0.26304,2.04741,0.26427,2.21129,0.26186
43,4400,2.07098,0.26408,2.03434,0.26309,2.25521,0.26321
44,4500,2.09352,0.26379,2.00188,0.26199,2.20288,0.26285
45,4600,2.10702,0.26233,2.08140,0.26302,2.24516,0.26233
46,4700,2.10925,0.26307,2.03023,0.26213,2.23509,0.26358
47,4800,2.14674,0.26009,2.03466,0.26316,2.25432,0.26248
48,4900,2.11758,0.26263,2.01193,0.26146,2.25263,0.26194
49,5000,2.13358,0.26299,1.99712,0.26252,2.26130,0.26076
50,5100,2.09539,0.26078,2.10769,0.26191,2.26122,0.25881
51,5200,2.11586,0.25898,2.05485,0.25972,2.26842,0.26133
52,5300,2.11099,0.25844,2.05159,0.26172,2.25859,0.26038
53,5400,2.06733,0.25915,2.06811,0.25988,2.27811,0.25916
54,5500,2.14756,0.25938,2.01657,0.25833,2.23925,0.25908
55,5600,2.17280,0.25950,2.09833,0.26015,2.22288,0.25909
56,5700,2.17148,0.25968,2.08520,0.25782,2.27046,0.26041
57,5800,2.10701,0.25893,2.12158,0.25856,2.24423,0.25922
58,5900,2.13454,0.25892,2.05638,0.25810,2.22833,0.25852
59,6000,2.13613,0.25945,2.09299,0.25782,2.24010,0.25731
60,6100,2.14880,0.25766,2.10835,0.25854,2.23050,0.25607
61,6200,2.17144,0.25794,2.10508,0.25787,2.21091,0.25727
62,6300,2.15374,0.25858,2.12879,0.25663,2.26243,0.25833
63,6400,2.16147,0.25705,2.09818,0.25757,2.32790,0.25576
64,6500,2.20590,0.25753,2.15484,0.25750,2.29557,0.25736
65,6600,2.15510,0.25642,2.12163,0.25610,2.27198,0.25705
66,6700,2.14856,0.25568,2.17823,0.25797,2.24278,0.25658
67,6800,2.18229,0.25594,2.12295,0.25668,2.25874,0.25442
68,6900,2.16061,0.25564,2.11631,0.25415,2.29254,0.25897
69,7000,2.13459,0.25677,2.11818,0.25505,2.27679,0.25666
70,7100,2.21149,0.25577,2.14411,0.25588,2.26516,0.25609
71,7200,2.16817,0.25530,2.16328,0.25730,2.24058,0.25523
72,7300,2.15268,0.25560,2.16862,0.25661,2.26329,0.25348
73,7400,2.13038,0.25379,2.17937,0.25606,2.24623,0.25521
74,7500,2.17372,0.25479,2.20664,0.25597,2.26609,0.25566
75,7600,2.17482,0.25442,2.21351,0.25353,2.22200,0.25199
76,7700,2.19097,0.25442,2.20534,0.25258,2.29755,0.25253
77,7800,2.19614,0.25424,2.19952,0.25295,2.23203,0.25309
78,7900,2.21400,0.25183,2.21505,0.25380,2.23702,0.25248
79,8000,2.23713,0.25417,2.19299,0.25142,2.26523,0.25241
80,8100,2.20096,0.25419,2.24117,0.25257,2.26598,0.25387
81,8200,2.19485,0.25393,2.23207,0.25514,2.26659,0.25195
82,8300,2.19622,0.25393,2.26255,0.25186,2.27988,0.25318
83,8400,2.25883,0.25570,2.27133,0.25482,2.25927,0.25503
84,8500,2.27415,0.25661,2.27459,0.25240,2.28719,0.25600
85,8600,2.21025,0.25252,2.32303,0.25160,2.31593,0.25278
86,8700,2.23013,0.25389,2.29633,0.25382,2.23993,0.25152
87,8800,2.28184,0.25307,2.30717,0.25301,2.21312,0.25314
88,8900,2.23949,0.25368,2.31706,0.25389,2.28514,0.25482
89,9000,2.27613,0.25385,2.28544,0.25377,2.27564,0.25476
90,9100,2.24338,0.25347,2.28792,0.25361,2.24247,0.25369
91,9200,2.27084,0.25194,2.30362,0.25371,2.30223,0.25462
92,9300,2.25030,0.25294,2.33470,0.25466,2.29543,0.25372
93,9400,2.29117,0.25546,2.32366,0.25523,2.26919,0.25634
94,9500,2.31303,0.25833,2.35403,0.25548,2.27921,0.25466
95,9600,2.28725,0.25333,2.36795,0.25620,2.27902,0.25489
96,9700,2.31340,0.25551,2.40781,0.25674,2.26103,0.25716
97,9800,2.31507,0.25512,2.41417,0.25681,2.29539,0.25594
98,9900,2.29486,0.25452,2.38391,0.25548,2.32271,0.25418
99,10000,2.34200,0.25687,2.42652,0.25544,2.31295,0.25741
100,10100,2.31992,0.25844,2.43923,0.25628,2.34414,0.25698
101,10200,2.34156,0.25662,2.43954,0.25744,2.29090,0.25451
102,10300,2.40402,0.25736,2.47613,0.25573,2.30466,0.25581
103,10400,2.34161,0.25505,2.51597,0.25829,2.27261,0.25663
