iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,8.81605,0.58549,2.72160,8.76896,0.58483,2.72159,8.80636,0.58483,2.72192
1,200,2.97918,0.55730,2.71939,2.97317,0.55661,2.72027,2.88267,0.55703,2.72043
2,300,1.43869,0.54085,2.71907,1.42553,0.54064,2.71903,1.47897,0.54014,2.71912
3,400,1.14404,0.52115,2.71890,1.18592,0.51939,2.71957,1.15901,0.52038,2.71996
4,500,1.10449,0.50664,2.71902,1.06931,0.50627,2.71886,1.07070,0.50678,2.71841
5,600,1.03642,0.49512,2.71847,1.01221,0.49621,2.71914,0.98783,0.49391,2.71755
6,700,1.02843,0.48104,2.71811,1.02312,0.48399,2.71663,1.00955,0.48122,2.71740
7,800,0.98694,0.46661,2.71703,1.01037,0.46697,2.71825,0.93874,0.46784,2.71724
8,900,0.99034,0.45508,2.71621,0.99415,0.45570,2.71582,1.01109,0.45512,2.71604
9,1000,0.97461,0.44308,2.71528,0.94726,0.44392,2.71484,0.96652,0.44505,2.71564
10,1100,1.02448,0.43226,2.71439,0.98484,0.43174,2.71389,0.99295,0.43204,2.71457
11,1200,1.02433,0.42184,2.71356,0.94311,0.42120,2.71297,1.00808,0.42205,2.71360
12,1300,0.99251,0.41177,2.71233,0.93375,0.41247,2.71203,0.95056,0.41029,2.71227
13,1400,0.94499,0.40132,2.71148,0.94434,0.40132,2.71238,0.96365,0.40177,2.71114
14,1500,0.94700,0.39215,2.71062,0.96883,0.39044,2.71186,0.94369,0.39121,2.71194
15,1600,1.00560,0.38068,2.71067,0.95068,0.37976,2.71038,1.00247,0.38087,2.71004
16,1700,0.97026,0.37023,2.70940,1.00061,0.37067,2.70988,1.00448,0.36900,2.70986
17,1800,0.92924,0.35924,2.70791,0.97583,0.36034,2.70826,1.00277,0.35951,2.71000
18,1900,1.01879,0.35100,2.70745,1.00263,0.35203,2.70729,0.99863,0.35136,2.70666
19,2000,0.91283,0.34319,2.70516,0.95261,0.34175,2.70617,0.94317,0.34190,2.70532
20,2100,0.94342,0.33431,2.70485,0.96592,0.33463,2.70392,1.02199,0.33450,2.70519
21,2200,1.02109,0.32561,2.70327,1.01718,0.32626,2.70348,0.95926,0.32564,2.70357
22,2300,0.94993,0.31826,2.70244,0.98384,0.31609,2.70173,0.98521,0.31650,2.70186
23,2400,0.93493,0.30904,2.70049,0.93935,0.30729,2.70136,0.97731,0.30868,2.70035
24,2500,0.94330,0.29923,2.69905,0.97024,0.29941,2.69928,0.96300,0.29929,2.69894
25,2600,0.93601,0.29198,2.69810,0.94655,0.29179,2.69765,0.94562,0.29071,2.69708
26,2700,0.93959,0.28363,2.69668,0.96313,0.28244,2.69663,0.96145,0.28236,2.69678
27,2800,1.01025,0.27412,2.69503,0.92249,0.27477,2.69555,1.01365,0.27475,2.69556
28,2900,0.95766,0.26803,2.69481,0.95486,0.26760,2.69388,0.95576,0.26754,2.69303
29,3000,0.95778,0.26061,2.69337,0.90903,0.25987,2.69301,0.89411,0.25911,2.69316
30,3100,0.98047,0.25293,2.69004,0.98306,0.25266,2.69091,0.97422,0.25390,2.69060
31,3200,0.95431,0.24551,2.68937,0.96385,0.24494,2.68949,0.91867,0.24536,2.68959
32,3300,0.97046,0.23903,2.68772,0.95451,0.23854,2.68872,0.94099,0.23899,2.68845
33,3400,0.92807,0.23283,2.68641,0.94831,0.23157,2.68587,0.95735,0.23222,2.68586
34,3500,0.96803,0.22616,2.68434,0.93462,0.22630,2.68442,0.92601,0.22537,2.68521
35,3600,0.95448,0.21949,2.68184,0.95372,0.21913,2.68336,0.96748,0.21902,2.68192
36,3700,0.94773,0.21405,2.68032,0.93645,0.21380,2.68069,0.94979,0.21305,2.68106
37,3800,0.95294,0.20658,2.67888,0.90579,0.20638,2.67867,0.97621,0.20761,2.67879
38,3900,0.98822,0.20074,2.67711,0.89927,0.20039,2.67671,0.93717,0.20112,2.67688
39,4000,0.93559,0.19539,2.67454,0.94270,0.19535,2.67488,0.88970,0.19598,2.67411
40,4100,0.90958,0.19018,2.67212,0.95927,0.19054,2.67202,0.94777,0.18974,2.67300
