iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,4.39751,0.30541,3.21398,0.27205,2.85932,0.25212,2.46024,0.23921
1,200,1.91809,0.21064,1.85269,0.20280,1.65582,0.19877,1.57742,0.19392
2,300,1.59357,0.20552,1.87287,0.20095,1.72099,0.19833,1.53481,0.19500
3,400,1.55654,0.20170,1.65504,0.19829,1.63922,0.19912,1.46189,0.19435
4,500,1.59046,0.20125,1.79402,0.19940,1.56210,0.19688,1.70144,0.19512
5,600,1.69789,0.19880,1.83509,0.19841,1.72160,0.19497,1.48519,0.19347
6,700,1.61071,0.19899,1.83132,0.19769,1.80469,0.19803,1.65171,0.19488
7,800,1.83110,0.20023,1.83633,0.19745,1.62766,0.19753,1.62146,0.19706
8,900,1.66914,0.20139,1.71052,0.19969,1.57818,0.19913,1.63563,0.19799
9,1000,1.67158,0.20155,1.57899,0.19916,1.70844,0.19685,1.55545,0.19750
10,1100,1.72358,0.20110,1.62920,0.19918,1.67106,0.19840,1.58422,0.19759
11,1200,1.68005,0.20067,1.53203,0.19978,1.70374,0.20042,1.49670,0.20074
12,1300,1.77329,0.20026,1.60031,0.19977,1.68515,0.19892,1.64140,0.20044
13,1400,1.76813,0.19889,1.72954,0.19984,1.65821,0.19785,1.50974,0.19766
14,1500,1.67146,0.20089,1.82273,0.19914,1.73177,0.19797,1.62768,0.19979
15,1600,1.59926,0.20009,1.63443,0.19984,1.54834,0.19951,1.59148,0.19877
16,1700,1.70998,0.19920,1.83495,0.19873,1.39489,0.19871,1.61417,0.19838
17,1800,1.91247,0.19833,1.69128,0.19806,1.63570,0.19820,1.52638,0.19762
18,1900,1.45537,0.19813,1.84272,0.19914,1.55326,0.20021,1.64528,0.19932
19,2000,1.61462,0.19672,1.65632,0.19745,1.74105,0.19769,1.60539,0.19783
20,2100,1.77984,0.19646,1.68706,0.19708,1.70295,0.19625,1.55913,0.19803
21,2200,1.55821,0.19609,1.55835,0.19544,1.51341,0.19530,1.49072,0.19756
22,2300,1.55717,0.19535,1.69434,0.19710,1.63255,0.19550,1.47331,0.19559
23,2400,1.66558,0.19564,1.48346,0.19610,1.52311,0.19558,1.47887,0.19499
24,2500,1.54079,0.19560,1.70514,0.19650,1.45268,0.19393,1.50460,0.19469
25,2600,1.50758,0.19384,1.70350,0.19535,1.61116,0.19342,1.59337,0.19356
26,2700,1.73409,0.19724,1.82892,0.19451,1.64807,0.19161,1.45594,0.19177
27,2800,1.80094,0.19339,1.82447,0.19320,1.60763,0.19379,1.52683,0.19317
28,2900,1.57105,0.19307,1.51253,0.19253,1.64947,0.19305,1.51801,0.19265
29,3000,1.64934,0.19051,1.59384,0.19360,1.70575,0.19395,1.55620,0.19213
30,3100,1.85325,0.19291,1.73076,0.19057,1.41104,0.19191,1.45440,0.19049
31,3200,1.55165,0.19267,1.54984,0.19208,1.61676,0.19351,1.49251,0.18966
32,3300,1.76320,0.18947,1.69448,0.19222,1.87450,0.19090,1.52238,0.18842
33,3400,1.76093,0.18860,1.51038,0.18758,1.66289,0.18884,1.42869,0.18909
34,3500,1.46827,0.18902,1.46862,0.18961,1.69866,0.18764,1.44856,0.18911
35,3600,1.57618,0.18820,1.78256,0.18604,1.50074,0.18672,1.36633,0.18689
36,3700,1.61546,0.18589,1.76362,0.18572,1.61050,0.18602,1.42968,0.18663
37,3800,1.75605,0.18500,1.70929,0.18610,1.75508,0.18600,1.45130,0.18400
38,3900,1.68869,0.18305,1.62076,0.18565,1.56355,0.18506,1.38150,0.18340
39,4000,1.52320,0.18610,1.76080,0.18280,1.55413,0.18366,1.38669,0.18411
40,4100,1.51526,0.18113,1.62586,0.18208,1.49078,0.18317,1.43980,0.18370
41,4200,1.87783,0.18170,1.66109,0.18461,1.53996,0.18088,1.51522,0.18190
42,4300,1.47541,0.18129,1.54560,0.18117,1.62256,0.18129,1.42636,0.17986
43,4400,1.55173,0.18117,1.39990,0.17797,1.42080,0.17878,1.30991,0.17886
44,4500,1.64880,0.17891,1.59918,0.17880,1.44048,0.17931,1.34870,0.17872
45,4600,1.61872,0.17886,1.53170,0.17811,1.66683,0.17720,1.35879,0.17811
46,4700,1.73741,0.17668,1.62233,0.17741,1.55333,0.17770,1.31866,0.17612
47,4800,1.64080,0.17986,1.67928,0.17757,1.59677,0.17738,1.38416,0.17798
48,4900,1.55669,0.17614,1.36627,0.17573,1.69040,0.17349,1.31303,0.17431
49,5000,1.49388,0.17673,1.69578,0.17378,1.67893,0.17505,1.35826,0.17521
50,5100,1.61312,0.17538,1.42673,0.17398,1.71199,0.17351,1.37038,0.17436
51,5200,1.44135,0.17314,1.65403,0.17285,1.45648,0.17259,1.32359,0.17340
52,5300,1.60311,0.17292,1.53998,0.17243,1.86594,0.17201,1.36175,0.17122
53,5400,1.38666,0.17035,1.80822,0.17207,1.83675,0.17268,1.32344,0.17307
54,5500,1.42054,0.17081,1.64031,0.16994,1.54977,0.16954,1.35443,0.17027
55,5600,1.49093,0.16996,1.52180,0.16944,1.79154,0.17000,1.33992,0.17043
56,5700,1.45022,0.16876,1.48589,0.16776,1.63378,0.16868,1.33828,0.16910
57,5800,1.43865,0.16998,1.47197,0.16923,1.72880,0.16890,1.25610,0.16783
58,5900,1.43574,0.16781,1.47141,0.16700,1.37065,0.16849,1.36581,0.16863
59,6000,1.59899,0.16743,1.61504,0.16691,1.25139,0.16689,1.30738,0.16601
60,6100,1.61067,0.16792,1.39535,0.16527,1.42437,0.16716,1.32847,0.16649
61,6200,1.69078,0.16589,1.60838,0.16814,1.59313,0.16593,1.29957,0.16383
62,6300,1.42045,0.16545,1.67234,0.16482,1.65417,0.16542,1.18261,0.16461
63,6400,1.47373,0.16486,1.71452,0.16483,1.37973,0.16483,1.25698,0.16454
64,6500,1.48275,0.16556,1.56580,0.16257,1.70520,0.16451,1.33304,0.16434
65,6600,1.48137,0.16345,1.59399,0.16281,1.49046,0.16343,1.21254,0.16194
66,6700,1.76860,0.16238,1.50586,0.16272,1.80104,0.16059,1.27692,0.16295
67,6800,1.51320,0.16224,1.65710,0.16165,1.52049,0.16320,1.41553,0.16343
68,6900,1.58583,0.16436,1.37954,0.16222,1.50660,0.16133,1.34068,0.16244
69,7000,1.63212,0.16005,1.68562,0.16130,1.47083,0.16033,1.25812,0.15982
70,7100,1.44348,0.15988,1.40885,0.16014,1.41933,0.15892,1.27423,0.15964
71,7200,1.38682,0.15990,1.40733,0.15997,1.44528,0.15935,1.31088,0.16005
72,7300,1.56815,0.16025,1.63213,0.15949,1.72697,0.15932,1.33654,0.15932
73,7400,1.55968,0.16012,1.58210,0.15949,1.44944,0.15781,1.33735,0.15784
74,7500,1.62539,0.15757,1.63787,0.16008,1.51886,0.15699,1.36813,0.15926
75,7600,1.66364,0.15815,1.62563,0.15934,1.48851,0.15903,1.24637,0.15869
76,7700,1.98005,0.15850,1.68678,0.15852,1.61187,0.15817,1.32814,0.15695
77,7800,1.70550,0.15854,1.49010,0.15931,1.62924,0.15755,1.26507,0.15701
78,7900,1.65061,0.15760,1.74275,0.15583,1.34478,0.15686,1.19255,0.15647
79,8000,1.51091,0.15676,1.58347,0.15754,1.63771,0.15697,1.35665,0.15725
80,8100,1.42707,0.15727,1.62093,0.15691,1.61089,0.15663,1.31792,0.15757
81,8200,1.68968,0.15696,1.59305,0.15622,1.55000,0.15806,1.29617,0.15732
82,8300,1.67386,0.15726,1.70281,0.15754,1.56825,0.15630,1.28525,0.15690
83,8400,1.37665,0.15851,1.78800,0.15827,1.47202,0.15518,1.24744,0.15589
84,8500,1.46435,0.15598,1.47595,0.15644,1.62258,0.15562,1.36760,0.15598
85,8600,1.78345,0.15597,1.52359,0.15596,1.30269,0.15475,1.28965,0.15454
86,8700,1.66408,0.15662,1.67757,0.15671,1.41406,0.15617,1.28014,0.15575
87,8800,1.63630,0.15669,1.51100,0.15470,1.69263,0.15545,1.31081,0.15531
88,8900,1.52461,0.15475,1.68140,0.15509,1.43218,0.15567,1.23986,0.15402
89,9000,1.49724,0.15577,1.65365,0.15609,1.53342,0.15490,1.22594,0.15651
