iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-2.43231,3.49056,0.44317,-2.41585,3.34311,0.43884,-2.39052,3.49748,0.43685,-2.27117,3.25338,0.41192
1,200,-2.48354,1.89260,0.35032,-2.47100,1.78864,0.35093,-2.44462,1.86317,0.34241,-2.27346,1.65544,0.32318
2,300,-2.68327,1.75118,0.32748,-2.77947,2.16847,0.34116,-2.73011,1.78519,0.32659,-2.49091,1.81704,0.30319
3,400,-3.18171,1.87965,0.32871,-3.40600,1.99655,0.34219,-3.32706,1.90349,0.32758,-2.99611,1.77544,0.30969
4,500,-3.77728,2.02857,0.33760,-3.77904,1.67327,0.34414,-3.79715,1.90280,0.32822,-3.51166,1.68665,0.32234
5,600,-4.08513,1.74021,0.33579,-4.22833,1.86843,0.34198,-4.15067,1.84273,0.32445,-3.91087,1.56204,0.31925
6,700,-4.53589,1.74216,0.32873,-4.57346,2.16914,0.33534,-4.56229,2.03433,0.32174,-4.24299,1.65056,0.31823
7,800,-4.97845,2.08206,0.32541,-4.98511,1.90760,0.32966,-4.92336,1.78900,0.31953,-4.53121,1.74782,0.31550
8,900,-5.15375,2.35617,0.32052,-5.24604,1.87041,0.32985,-5.30354,1.83981,0.32158,-4.85074,1.72329,0.31490
9,1000,-5.66961,1.89972,0.31908,-5.73594,1.99278,0.32748,-5.70484,1.97095,0.31743,-5.20649,1.79874,0.31150
10,1100,-5.89975,2.06430,0.31758,-6.17171,2.00240,0.32934,-6.04626,1.98511,0.31984,-5.54267,1.93369,0.31211
11,1200,-6.36549,2.02050,0.31244,-6.54688,1.59143,0.32742,-6.32799,2.13881,0.31877,-5.81399,1.80179,0.30879
12,1300,-6.49411,2.20920,0.30967,-6.85606,1.99530,0.32496,-6.75604,1.95950,0.31915,-6.17578,1.81965,0.31116
13,1400,-6.83136,1.71977,0.30381,-7.26778,2.02890,0.32214,-7.14115,1.97363,0.31664,-6.54994,1.55955,0.30290
14,1500,-7.13745,1.83436,0.30039,-7.54679,2.08602,0.32118,-7.52096,1.73237,0.31489,-6.80242,1.73826,0.29636
15,1600,-7.40413,1.77256,0.30076,-8.04479,1.94154,0.32115,-7.78345,1.91222,0.31648,-7.23851,1.70606,0.29374
16,1700,-7.79666,2.14870,0.29857,-8.42861,1.79094,0.31853,-8.23186,1.68774,0.31591,-7.44204,1.71146,0.29358
17,1800,-8.11463,2.20209,0.29769,-8.68747,1.95362,0.31753,-8.56051,2.01394,0.31490,-7.79296,1.64697,0.29051
18,1900,-8.39878,1.90394,0.29417,-9.02169,2.01851,0.31959,-8.80233,2.07277,0.31220,-8.07195,1.74475,0.28977
19,2000,-8.53832,2.16311,0.29111,-9.39210,1.92419,0.32065,-9.10454,2.22676,0.30890,-8.34449,1.99754,0.28599
