iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-6.76919,8.52413,1.19816,-6.86825,7.79838,1.22686,-6.83340,7.76032,1.21913,-7.23809,9.66931,1.37652
1,200,-7.47598,1.36958,1.23891,-7.74952,1.42207,1.29914,-7.63157,1.62765,1.27937,-8.48939,1.75568,1.46306
2,300,-8.14597,1.31327,1.21214,-8.58727,1.25288,1.27318,-8.85366,1.31274,1.33628,-9.41876,1.26939,1.44944
3,400,-8.75391,1.15367,1.17971,-9.30600,1.42526,1.24931,-9.55001,1.57859,1.32113,-10.25836,1.44222,1.42600
4,500,-9.64995,1.18142,1.17592,-10.16576,1.37358,1.24951,-10.49793,1.86344,1.31170,-11.33442,1.42990,1.42435
5,600,-10.65563,1.11888,1.17836,-11.31013,1.33739,1.24952,-11.77218,1.67988,1.31209,-12.22821,1.53402,1.39309
6,700,-11.63857,1.40812,1.18704,-12.23141,1.25909,1.24632,-12.64336,1.52044,1.30589,-13.47588,1.38116,1.39438
7,800,-12.51847,1.46720,1.18368,-13.42846,1.92672,1.24845,-13.64916,2.49018,1.29973,-14.65704,1.86502,1.42368
8,900,-13.50045,1.98703,1.19288,-14.36512,1.75941,1.25489,-14.86048,1.82533,1.30642,-16.12713,2.00865,1.45596
9,1000,-14.52864,1.54787,1.19983,-15.35057,1.54798,1.26124,-15.68068,2.43932,1.30877,-17.01752,2.85732,1.46450
10,1100,-15.53936,1.76959,1.21088,-16.22029,2.34595,1.25965,-16.78759,3.07106,1.30826,-18.72870,1.96842,1.52376
11,1200,-16.54280,1.52716,1.22371,-17.39133,1.78154,1.25492,-17.92229,2.44984,1.30677,-19.80906,2.11154,1.52297
12,1300,-17.67797,1.85380,1.23029,-18.55605,1.41583,1.25324,-18.72367,1.79666,1.29435,-21.12853,1.75726,1.51923
13,1400,-18.54895,2.02584,1.23552,-19.28541,3.37118,1.24981,-19.86762,2.74701,1.28588,-22.32909,3.07546,1.54700
14,1500,-19.53589,2.39597,1.23185,-20.20356,3.19388,1.24290,-20.78448,2.27199,1.29611,-23.58260,2.36914,1.54952
15,1600,-20.50136,2.07921,1.22655,-21.21588,1.85338,1.23562,-21.77958,2.69459,1.29868,-24.88218,2.74318,1.55282
16,1700,-21.33458,1.96199,1.22495,-21.86305,1.76425,1.23149,-22.68960,2.53187,1.31015,-26.04825,3.78589,1.59484
17,1800,-22.17265,2.12896,1.21582,-22.73179,2.07602,1.22394,-23.74447,1.95261,1.30413,-27.69266,2.91819,1.60209
18,1900,-23.15338,2.79721,1.20643,-23.81119,2.08262,1.21215,-24.75847,1.70270,1.30124,-28.31315,2.92458,1.58891
19,2000,-23.77555,4.25652,1.20143,-24.55723,2.46252,1.20512,-25.58533,2.40498,1.31273,-29.83158,4.67393,1.59981
20,2100,-24.80754,2.67900,1.19741,-25.51407,2.86706,1.19825,-26.63410,1.99089,1.31421,-31.01253,3.12718,1.57965
21,2200,-25.50781,2.09619,1.19379,-26.18431,1.73107,1.19800,-27.58147,2.71422,1.31128,-31.70499,2.62848,1.57909
22,2300,-25.82221,4.64577,1.18761,-26.90601,1.61152,1.18992,-28.43139,2.98204,1.30868,-32.84855,3.40263,1.56680
23,2400,-26.90184,4.00521,1.17779,-27.70493,1.69036,1.18216,-29.30819,2.65874,1.30652,-33.90610,4.40068,1.56763
24,2500,-27.31506,3.36048,1.16551,-28.33240,2.15894,1.17401,-29.62607,4.53097,1.31466,-34.62994,4.82919,1.56543
25,2600,-28.39364,3.37101,1.16531,-29.18211,2.45984,1.16226,-30.59753,2.81443,1.29864,-35.80516,5.72954,1.56369
26,2700,-28.89311,3.53388,1.16463,-29.49588,2.92032,1.16058,-31.45403,3.93790,1.29621,-36.46293,2.76064,1.54609
27,2800,-29.34149,2.28091,1.15975,-30.32063,4.82971,1.15607,-32.30676,3.19583,1.30833,-37.51433,1.81278,1.55910
28,2900,-30.07202,2.76890,1.15296,-31.09024,2.82494,1.15072,-33.29765,5.73392,1.31042,-38.60555,3.82183,1.54468
29,3000,-30.78142,5.14529,1.14674,-31.37826,2.23368,1.14826,-33.91352,3.80197,1.30831,-38.99370,3.65164,1.53929
30,3100,-31.29807,2.75533,1.14528,-31.97402,1.55761,1.14412,-34.28779,7.26178,1.29494,-40.11065,3.04624,1.51212
31,3200,-31.97028,1.90390,1.14966,-32.46438,2.89983,1.13870,-35.49736,4.27228,1.29258,-40.73046,4.14133,1.51777
32,3300,-32.61170,1.76317,1.15006,-32.95789,2.03853,1.13083,-35.83765,3.79416,1.28359,-41.54669,3.92360,1.50930
33,3400,-32.92736,1.53266,1.15023,-33.79113,2.78226,1.12647,-36.68740,4.13366,1.28080,-42.62042,5.80301,1.52056
34,3500,-33.51029,1.72483,1.15056,-34.29295,1.79097,1.12594,-37.25809,3.40921,1.28346,-42.95511,4.11244,1.50973
35,3600,-34.55937,3.06220,1.14411,-34.86792,2.30352,1.12299,-37.50878,2.88857,1.26610,-43.70828,7.04245,1.49944
36,3700,-34.89138,2.32896,1.14125,-35.31236,1.72978,1.11247,-38.57652,3.12373,1.26626,-44.39311,2.92708,1.49104
37,3800,-35.37577,3.84485,1.13908,-35.68082,5.74737,1.11540,-39.25332,3.26156,1.26570,-45.29649,1.74363,1.48996
38,3900,-35.72476,4.12258,1.13172,-36.27933,3.81017,1.10985,-39.39235,3.75257,1.26203,-45.66211,3.64691,1.47096
39,4000,-36.29515,1.58716,1.13177,-36.48634,2.21207,1.11384,-39.69873,4.64122,1.24955,-46.24223,2.26342,1.46779
40,4100,-36.56121,3.65468,1.12468,-37.24530,1.40756,1.11203,-40.49855,4.64994,1.24356,-47.16393,2.75568,1.47438
41,4200,-37.12913,3.44143,1.12017,-37.61597,1.65775,1.11307,-40.81637,3.61856,1.22860,-47.77851,2.34871,1.45713
42,4300,-37.28978,2.10269,1.11346,-38.16903,1.55726,1.10747,-41.38138,3.00278,1.22990,-48.62565,3.62584,1.45842
43,4400,-37.69331,4.82653,1.11187,-38.33085,1.73867,1.11462,-41.93501,1.82077,1.22461,-49.13494,3.44321,1.45256
44,4500,-38.68421,3.48322,1.10916,-38.83718,3.98664,1.12279,-42.10525,1.40657,1.21080,-49.75728,1.59666,1.45458
45,4600,-38.44056,3.15609,1.09862,-39.47102,4.65947,1.11584,-42.57464,3.28796,1.21824,-50.15007,2.12530,1.45266
46,4700,-38.88756,3.04319,1.10096,-39.64023,3.23186,1.12044,-42.79613,5.60680,1.20732,-50.50475,4.54300,1.45092
47,4800,-39.65575,3.18638,1.09647,-40.08586,5.09980,1.11598,-43.35398,7.43016,1.19679,-51.69319,7.87117,1.42234
48,4900,-39.73215,2.24972,1.08817,-40.72089,6.83100,1.10772,-43.19754,5.04754,1.18474,-52.08543,2.24368,1.41696
49,5000,-40.06867,1.76508,1.08678,-41.00301,2.94230,1.10905,-43.78069,5.42276,1.19213,-52.05549,1.18831,1.40385
50,5100,-40.43210,1.68207,1.08725,-41.36742,3.53942,1.11253,-44.34875,5.76878,1.18187,-52.59709,1.37318,1.40895
51,5200,-40.60705,3.58427,1.08469,-41.83302,3.10685,1.11730,-44.72179,2.82311,1.17783,-52.83586,7.10565,1.40366
52,5300,-40.88397,3.27775,1.07796,-42.13088,2.90038,1.11223,-44.67669,2.50418,1.17568,-53.46565,3.21925,1.37752
53,5400,-41.19306,3.19169,1.08111,-42.46471,3.91955,1.11263,-44.97934,1.71792,1.16507,-53.30372,2.60044,1.37220
54,5500,-41.68001,5.02680,1.07120,-42.96705,2.93279,1.10891,-45.71760,5.27298,1.16249,-53.87277,9.14377,1.36638
55,5600,-41.29858,4.39830,1.07241,-43.22606,2.30531,1.10875,-45.81111,3.32755,1.15508,-53.92750,8.14161,1.37346
56,5700,-41.87362,4.23452,1.07183,-43.44107,2.33691,1.10352,-46.00407,2.34944,1.15779,-54.73212,3.24856,1.35979
57,5800,-42.23418,2.81370,1.06988,-43.38626,3.42729,1.10852,-46.32159,2.07908,1.15093,-54.07250,5.30865,1.35870
58,5900,-42.28294,2.48132,1.06770,-44.16452,4.47099,1.10741,-46.72886,3.16801,1.14990,-55.08651,2.66575,1.35854
59,6000,-43.15236,4.96824,1.05846,-44.26209,2.96914,1.10462,-47.06492,4.38231,1.14075,-55.29988,3.31369,1.35066
60,6100,-43.01822,2.10073,1.05410,-44.50819,2.27033,1.09315,-47.23760,2.82789,1.13221,-55.43328,11.90591,1.34828
61,6200,-43.09028,1.35529,1.05101,-44.28758,2.53825,1.09403,-47.43704,3.15844,1.12786,-55.44270,3.07358,1.32596
62,6300,-43.55296,2.91221,1.05384,-45.04584,3.60012,1.07967,-47.39964,2.59651,1.12464,-56.34051,4.11130,1.32261
63,6400,-43.32975,3.90548,1.04073,-45.05934,3.72211,1.07939,-47.59562,1.95984,1.11512,-56.30846,2.90003,1.30454
64,6500,-43.63720,5.48559,1.03881,-45.19472,3.20452,1.06945,-47.76790,2.02419,1.10467,-56.00767,2.75393,1.31210
65,6600,-43.66876,4.28003,1.03101,-45.36350,4.34520,1.06691,-48.03830,3.35348,1.10303,-56.52950,3.54499,1.29626
66,6700,-43.56402,3.76155,1.02142,-45.62002,2.41360,1.05877,-48.35368,2.75026,1.09163,-56.31477,2.77345,1.29414
67,6800,-44.02700,1.74107,1.01947,-45.25248,2.66987,1.05415,-48.14173,3.16012,1.08525,-56.55505,2.97456,1.28133
68,6900,-44.28700,2.33291,1.01450,-45.34009,2.62577,1.04917,-47.90990,2.48682,1.08394,-57.03066,3.21325,1.27271
69,7000,-44.62589,2.45793,1.01205,-45.68138,3.16929,1.03967,-47.69017,2.63833,1.07400,-57.48507,3.46177,1.26602
70,7100,-44.86654,2.53677,1.00447,-45.58349,3.14071,1.04332,-48.14788,2.39999,1.06839,-57.26743,2.76496,1.25660
71,7200,-44.96073,2.53263,0.99974,-45.36348,2.66924,1.02931,-48.54387,3.81807,1.06297,-57.14287,2.52917,1.24626
