iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,5.70006,0.49865,2.09610,6.18601,0.49908,2.09616
1,200,1.56540,0.49101,2.09663,1.90966,0.49097,2.09658
2,300,1.00088,0.48287,2.09572,1.09220,0.48250,2.09544
3,400,0.97807,0.47473,2.09464,0.98046,0.47442,2.09444
4,500,1.02022,0.46582,2.09337,0.97310,0.46635,2.09318
5,600,1.02643,0.45817,2.09228,0.98655,0.45800,2.09219
6,700,1.03084,0.45021,2.09109,1.00651,0.45040,2.09132
7,800,0.98959,0.44306,2.08938,1.01645,0.44244,2.09020
8,900,0.99791,0.43535,2.08885,1.04714,0.43526,2.08841
9,1000,1.02377,0.42849,2.08701,1.04101,0.42802,2.08751
10,1100,1.00749,0.42067,2.08656,1.06795,0.42051,2.08602
11,1200,1.02242,0.41364,2.08511,1.06300,0.41337,2.08539
12,1300,1.03347,0.40628,2.08393,1.12460,0.40646,2.08423
13,1400,0.98209,0.39959,2.08283,1.13775,0.39942,2.08288
14,1500,1.01184,0.39301,2.08164,1.14709,0.39260,2.08153
15,1600,1.03594,0.38550,2.08039,1.17931,0.38596,2.08049
16,1700,0.98903,0.37927,2.07928,1.16863,0.37929,2.07937
17,1800,1.00981,0.37288,2.07835,1.19637,0.37260,2.07823
18,1900,0.96269,0.36643,2.07776,1.19828,0.36648,2.07748
19,2000,1.01158,0.36038,2.07626,1.21425,0.36009,2.07584
20,2100,1.01899,0.35413,2.07481,1.24271,0.35378,2.07432
21,2200,1.00066,0.34817,2.07390,1.25179,0.34747,2.07387
22,2300,1.02726,0.34138,2.07224,1.24492,0.34171,2.07313
23,2400,0.98730,0.33586,2.07116,1.25064,0.33547,2.07139
24,2500,1.02424,0.32991,2.06951,1.22728,0.32963,2.06964
25,2600,0.98169,0.32358,2.06826,1.24661,0.32366,2.06774
26,2700,0.99072,0.31848,2.06728,1.28456,0.31850,2.06722
27,2800,0.98906,0.31289,2.06615,1.27875,0.31230,2.06558
28,2900,1.00811,0.30728,2.06452,1.30261,0.30716,2.06473
29,3000,1.00006,0.30193,2.06399,1.27505,0.30184,2.06355
30,3100,1.00084,0.29603,2.06125,1.30643,0.29630,2.06185
31,3200,1.02932,0.29097,2.05991,1.30655,0.29104,2.06048
32,3300,0.99543,0.28597,2.05933,1.29125,0.28581,2.05922
33,3400,1.00098,0.28081,2.05799,1.32647,0.28050,2.05778
34,3500,0.99600,0.27587,2.05647,1.28287,0.27541,2.05609
35,3600,1.02272,0.27091,2.05488,1.32401,0.27039,2.05397
36,3700,1.03302,0.26534,2.05301,1.31140,0.26552,2.05307
37,3800,0.98535,0.26105,2.05182,1.30968,0.26074,2.05174
38,3900,0.99697,0.25588,2.05055,1.32095,0.25592,2.05017
39,4000,1.00939,0.25121,2.04866,1.30979,0.25121,2.04893
40,4100,1.01486,0.24658,2.04702,1.32741,0.24687,2.04718
41,4200,1.01292,0.24195,2.04613,1.31513,0.24202,2.04567
42,4300,1.01707,0.23743,2.04413,1.33568,0.23756,2.04400
43,4400,1.02763,0.23307,2.04242,1.34042,0.23294,2.04303
44,4500,1.02854,0.22865,2.04123,1.32364,0.22871,2.04186
45,4600,1.01409,0.22452,2.03948,1.32251,0.22431,2.04006
46,4700,1.01651,0.22006,2.03835,1.33928,0.22004,2.03856
47,4800,1.00910,0.21606,2.03675,1.30793,0.21580,2.03622
48,4900,1.00762,0.21170,2.03522,1.34580,0.21161,2.03450
49,5000,1.00746,0.20776,2.03350,1.35185,0.20775,2.03316
50,5100,0.99898,0.20371,2.03164,1.35521,0.20375,2.03183
51,5200,1.00557,0.19976,2.03000,1.31500,0.19970,2.02984
52,5300,1.01118,0.19566,2.02821,1.31721,0.19566,2.02856
53,5400,0.98251,0.19181,2.02657,1.33879,0.19165,2.02704
54,5500,0.99240,0.18829,2.02572,1.33661,0.18802,2.02517
55,5600,1.01434,0.18431,2.02334,1.34710,0.18423,2.02307
56,5700,1.00516,0.18077,2.02151,1.31142,0.18053,2.02189
57,5800,0.97849,0.17691,2.02000,1.36202,0.17686,2.01982
58,5900,1.00807,0.17331,2.01810,1.35037,0.17317,2.01798
59,6000,1.01535,0.16988,2.01568,1.35674,0.16971,2.01551
60,6100,1.02506,0.16632,2.01425,1.36378,0.16628,2.01439
61,6200,1.00505,0.16296,2.01240,1.29800,0.16278,2.01166
62,6300,1.00174,0.15953,2.01048,1.33431,0.15944,2.01021
63,6400,1.00887,0.15623,2.00869,1.33304,0.15626,2.00824
64,6500,1.00590,0.15307,2.00649,1.31824,0.15290,2.00643
65,6600,1.00982,0.14997,2.00483,1.31930,0.14980,2.00444
