iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,4.65397,0.33317,3.52774,0.29822,3.00101,0.27678
1,200,2.04003,0.24236,1.89783,0.23481,1.77061,0.22883
2,300,1.86600,0.23400,1.80444,0.22857,1.71161,0.22566
3,400,1.90968,0.23400,1.76828,0.22927,1.71378,0.22772
4,500,1.79193,0.23380,1.73287,0.23034,1.74042,0.22702
5,600,1.79300,0.23232,1.68027,0.22987,1.68789,0.22671
6,700,1.76078,0.22972,1.72089,0.23050,1.72099,0.22816
7,800,1.69722,0.22943,1.74730,0.23039,1.67006,0.22386
8,900,1.69194,0.22636,1.71238,0.22693,1.69814,0.22718
9,1000,1.74983,0.22510,1.69095,0.22628,1.69150,0.22455
10,1100,1.67952,0.22642,1.69956,0.22492,1.70354,0.22303
11,1200,1.73804,0.22458,1.77541,0.22598,1.67450,0.22498
12,1300,1.70864,0.22536,1.74623,0.22534,1.68226,0.22591
13,1400,1.76037,0.22664,1.69245,0.22248,1.69693,0.22262
14,1500,1.79891,0.22512,1.71030,0.22500,1.77133,0.22575
15,1600,1.68852,0.22345,1.70929,0.22416,1.67182,0.22288
16,1700,1.68364,0.22266,1.70981,0.22326,1.65232,0.22283
17,1800,1.76035,0.22468,1.72756,0.22263,1.72685,0.22320
18,1900,1.77100,0.22230,1.67816,0.22302,1.65746,0.22222
19,2000,1.72667,0.22232,1.69297,0.22155,1.67004,0.22144
20,2100,1.68954,0.22204,1.63754,0.22046,1.65988,0.21948
21,2200,1.69378,0.22137,1.68701,0.22088,1.71976,0.22010
22,2300,1.63747,0.21812,1.70781,0.22024,1.66947,0.21961
23,2400,1.65306,0.21901,1.71196,0.22037,1.71731,0.21882
24,2500,1.70620,0.22040,1.68257,0.21813,1.61238,0.21826
25,2600,1.62536,0.21951,1.63066,0.21757,1.67713,0.21691
26,2700,1.67479,0.21782,1.70733,0.21854,1.67082,0.21620
27,2800,1.68272,0.21787,1.72496,0.22116,1.65117,0.21599
28,2900,1.63320,0.21557,1.73388,0.21899,1.62101,0.21509
29,3000,1.55601,0.21645,1.63974,0.21687,1.62806,0.21454
30,3100,1.68106,0.21522,1.70273,0.21415,1.62014,0.21335
31,3200,1.68279,0.21536,1.59884,0.21496,1.61088,0.21152
32,3300,1.61642,0.21318,1.66413,0.21223,1.63651,0.21190
33,3400,1.68509,0.21150,1.62917,0.21122,1.60419,0.21299
34,3500,1.66032,0.21326,1.65476,0.21333,1.58616,0.20822
35,3600,1.60276,0.20978,1.60977,0.20721,1.65386,0.20864
36,3700,1.56214,0.20713,1.65492,0.20781,1.60850,0.20738
37,3800,1.58425,0.20759,1.59424,0.20621,1.61964,0.20844
38,3900,1.57630,0.20573,1.59782,0.20581,1.56753,0.20518
39,4000,1.62922,0.20613,1.58336,0.20334,1.53638,0.20345
40,4100,1.58416,0.20401,1.59516,0.20270,1.53386,0.20401
41,4200,1.57493,0.20173,1.55166,0.20084,1.55435,0.20113
42,4300,1.56851,0.19934,1.62231,0.20030,1.52792,0.19838
43,4400,1.58751,0.19806,1.57133,0.19819,1.59817,0.19812
44,4500,1.48522,0.19534,1.54267,0.19690,1.57427,0.19568
45,4600,1.50639,0.19538,1.49497,0.19555,1.52618,0.19480
46,4700,1.48193,0.19362,1.47071,0.19335,1.54863,0.19258
47,4800,1.44883,0.18888,1.50304,0.19278,1.48488,0.19115
48,4900,1.50503,0.18971,1.52277,0.18923,1.56095,0.19067
49,5000,1.46236,0.18875,1.54034,0.18859,1.46230,0.18737
50,5100,1.44491,0.18674,1.50615,0.18695,1.46038,0.18511
51,5200,1.46520,0.18410,1.45047,0.18564,1.44669,0.18543
52,5300,1.43888,0.18300,1.51681,0.18431,1.44123,0.18409
53,5400,1.42714,0.18217,1.48007,0.18210,1.47140,0.18190
54,5500,1.41166,0.18033,1.48415,0.17963,1.47920,0.18115
55,5600,1.42371,0.17882,1.44951,0.17822,1.43287,0.17705
56,5700,1.41762,0.17769,1.43307,0.17797,1.41868,0.17716
