iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.96657,0.94125,1.00084
1,200,0.95805,1.06828,0.90424
2,300,0.97214,0.93483,0.95310
3,400,1.04689,0.85772,1.01702
4,500,1.01865,0.94557,0.88734
5,600,1.04691,0.93623,0.86010
6,700,0.87234,0.95264,0.98042
7,800,0.99298,1.01760,0.99466
8,900,1.04118,0.98608,1.04418
9,1000,0.94738,1.01626,0.95667
10,1100,1.00584,0.90751,0.93069
11,1200,0.87690,1.02755,1.01446
12,1300,1.01136,1.00091,0.93849
13,1400,0.94256,0.92538,1.01196
14,1500,1.01760,0.97967,0.97088
15,1600,0.98398,0.93104,0.98163
16,1700,1.01949,0.97241,0.99332
17,1800,0.88326,0.91502,1.08864
18,1900,0.94775,0.95906,0.89127
19,2000,1.00108,1.06023,1.01345
20,2100,0.95566,0.98526,0.88516
21,2200,0.97133,1.01750,0.97712
22,2300,1.01666,0.99982,0.85108
23,2400,0.97683,1.06651,1.01489
24,2500,1.03536,0.93499,0.99983
25,2600,0.85555,0.97684,0.95071
26,2700,0.91185,0.95066,0.98888
27,2800,0.90128,0.93229,0.94672
28,2900,0.85660,0.98430,0.95808
29,3000,0.99870,0.94849,1.00747
30,3100,0.97764,0.93488,0.89809
31,3200,0.92628,0.93144,0.95011
32,3300,0.90801,1.02635,0.92684
33,3400,0.96006,0.92665,0.90602
34,3500,0.97193,1.01370,0.98725
35,3600,0.91171,0.98122,0.95997
36,3700,0.86200,0.91466,1.01969
37,3800,0.93589,0.93230,0.97053
38,3900,0.95486,0.93687,1.00556
39,4000,0.96819,0.86045,0.94618
40,4100,0.97645,0.96439,0.99377
41,4200,0.90999,0.90938,0.97217
42,4300,0.97905,1.05149,0.91936
43,4400,0.94962,0.96791,1.05899
44,4500,0.90966,1.05236,0.96986
45,4600,0.90492,0.97779,0.87379
46,4700,0.97014,0.97452,0.95955
47,4800,0.94744,0.93726,0.93732
48,4900,0.93438,1.00875,0.97221
49,5000,1.08532,0.96585,0.99768
50,5100,1.05235,0.94218,1.02485
51,5200,0.87761,0.94556,0.98176
52,5300,0.90747,0.97667,1.07355
53,5400,0.98632,0.94226,0.86759
54,5500,0.93215,0.96807,0.97514
55,5600,0.98875,0.97916,1.10701
56,5700,1.04123,1.02812,0.85271
57,5800,0.89118,1.03853,0.95938
58,5900,0.91524,0.99425,0.97363
59,6000,0.93709,0.97993,0.94979
60,6100,0.97968,1.04539,0.99949
61,6200,1.00234,0.97141,0.97645
62,6300,0.93539,0.91258,0.98913
63,6400,1.02331,0.91510,0.93069
64,6500,0.89502,1.00425,1.02669
65,6600,0.93628,1.01882,0.95505
66,6700,0.91601,0.95876,0.88562
67,6800,1.00256,0.93905,0.91532
68,6900,0.85002,0.93670,0.93054
69,7000,0.98339,0.94428,1.03735
70,7100,0.97036,0.99325,0.95196
71,7200,0.90581,0.94082,0.96971
72,7300,1.06400,1.05913,0.95208
73,7400,0.88764,0.97916,1.03185
74,7500,0.94208,0.88957,1.01005
75,7600,0.87822,1.02594,0.93463
76,7700,1.01279,0.89577,1.04530
77,7800,1.01350,1.00998,0.95077
78,7900,0.96415,1.04058,1.00519
79,8000,0.94346,0.91104,0.97799
80,8100,0.91683,0.91784,0.95515
81,8200,1.02328,0.93445,0.93415
82,8300,0.90269,0.93172,1.00626
83,8400,0.85124,1.00528,1.00604
84,8500,0.98119,0.93687,0.95966
85,8600,1.02100,0.95712,0.89644
86,8700,0.91663,1.05144,0.92671
87,8800,0.98451,0.99643,0.93282
88,8900,0.93429,0.96663,1.02561
89,9000,0.95455,0.97742,0.97166
90,9100,0.99409,0.96244,0.99907
91,9200,0.97915,0.99223,0.97907
92,9300,1.14959,0.93209,0.96841
93,9400,0.88863,0.91565,0.91841
