iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-3.83562,3.96529,0.67416,-3.85591,3.93935,0.67454,-3.82378,3.93437,0.67461
1,200,-4.36488,0.76960,0.69053,-4.30483,0.76738,0.69016,-4.33158,0.83278,0.69026
2,300,-4.78363,0.67379,0.67512,-4.82923,0.65832,0.67451,-4.74395,0.71704,0.67416
3,400,-5.26135,0.77496,0.66042,-5.22353,0.71999,0.66086,-5.23150,0.74515,0.66120
4,500,-5.77632,0.86036,0.64943,-5.71842,0.77337,0.64983,-5.64387,0.79968,0.64976
5,600,-6.27786,0.94145,0.63873,-6.26057,1.02046,0.63879,-6.10519,0.87631,0.63873
6,700,-6.78853,1.01609,0.63069,-6.67295,1.00217,0.63057,-6.59442,0.89607,0.63064
7,800,-7.24489,1.10967,0.62373,-7.13097,0.97015,0.62254,-7.07984,0.95513,0.62373
8,900,-7.65305,1.04099,0.61604,-7.58139,1.07822,0.61665,-7.57754,1.05106,0.61642
9,1000,-8.11256,1.08095,0.60909,-8.11453,1.12318,0.60920,-8.01670,1.09037,0.60887
10,1100,-8.58983,1.23533,0.60193,-8.48323,1.15042,0.60243,-8.51443,1.05523,0.60170
11,1200,-9.09767,1.11247,0.59567,-8.98865,1.30830,0.59542,-8.89531,1.15703,0.59503
12,1300,-9.37542,1.29731,0.58856,-9.29943,1.58545,0.58866,-9.31801,1.31432,0.58874
13,1400,-9.77140,1.62093,0.58248,-9.80232,1.44332,0.58253,-9.76567,1.29275,0.58151
14,1500,-10.22268,1.46437,0.57587,-10.22224,1.35998,0.57590,-10.26157,1.29539,0.57655
15,1600,-10.46284,1.46858,0.57012,-10.56422,1.27862,0.57040,-10.64052,1.55492,0.57063
16,1700,-11.05749,1.22793,0.56424,-11.02795,1.28869,0.56439,-10.87502,1.77602,0.56402
17,1800,-11.17527,1.33658,0.55836,-11.36981,1.29859,0.55838,-11.30117,1.80056,0.55813
18,1900,-11.73840,1.52021,0.55217,-11.67336,1.84352,0.55250,-11.71287,1.75003,0.55215
19,2000,-11.98663,1.83628,0.54640,-11.90438,1.67628,0.54609,-11.99711,1.56953,0.54626
20,2100,-12.26036,1.76736,0.54074,-12.55601,1.47442,0.54057,-12.38967,1.21157,0.54035
21,2200,-12.59690,1.67085,0.53469,-12.65960,1.36593,0.53444,-12.58457,1.42789,0.53452
22,2300,-12.84516,1.60434,0.52894,-12.98910,1.46337,0.52902,-12.97211,1.35907,0.52929
23,2400,-13.12641,2.08816,0.52414,-13.33938,1.56298,0.52320,-13.28073,1.53580,0.52340
24,2500,-13.39411,1.77740,0.51781,-13.68732,1.96895,0.51829,-13.46405,1.48693,0.51829
25,2600,-13.66567,1.64280,0.51310,-13.81775,1.76804,0.51218,-13.93767,1.72605,0.51192
26,2700,-13.91246,1.60953,0.50705,-13.88490,1.99248,0.50761,-13.88929,1.60740,0.50718
27,2800,-14.20527,1.83797,0.50213,-14.33027,1.57769,0.50170,-14.40475,1.56404,0.50171
28,2900,-14.40470,1.58315,0.49602,-14.47218,1.82337,0.49602,-14.41911,1.45151,0.49635
29,3000,-14.62378,1.69124,0.49046,-14.94839,2.19060,0.49084,-14.66922,1.72552,0.49083
30,3100,-14.69889,1.89840,0.48500,-14.95526,1.60595,0.48536,-14.83879,1.83572,0.48522
31,3200,-15.01745,2.63817,0.47981,-15.06607,1.70203,0.47975,-15.15746,2.08060,0.48007
32,3300,-15.13720,1.74748,0.47435,-15.35398,1.76060,0.47453,-15.15515,2.34140,0.47441
33,3400,-15.24754,1.76511,0.46908,-15.49902,1.86028,0.46923,-15.32841,1.65130,0.46925
34,3500,-15.40204,1.83293,0.46422,-15.61553,2.04414,0.46362,-15.61339,1.62563,0.46361
35,3600,-15.67102,1.76345,0.45931,-15.84041,2.63043,0.45848,-15.57081,1.99038,0.45863
36,3700,-15.71432,1.71971,0.45308,-15.85981,2.05749,0.45339,-16.12784,2.67576,0.45357
37,3800,-15.94085,1.81292,0.44822,-16.05172,1.92472,0.44808,-15.87730,2.09921,0.44810
38,3900,-16.15273,2.16737,0.44321,-16.24177,1.90424,0.44284,-16.29657,1.86864,0.44313
39,4000,-16.07332,1.98437,0.43738,-16.40546,1.96749,0.43720,-16.26864,1.71651,0.43734
40,4100,-16.19195,2.01147,0.43216,-16.47206,1.92677,0.43223,-16.43827,1.85366,0.43234
41,4200,-16.68021,2.77857,0.42705,-16.48960,2.15568,0.42758,-16.64352,1.81926,0.42690
