iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.77894,3.46558,0.32009,-1.73056,3.50528,0.31567,-1.73666,3.14708,0.31230
1,200,-1.58367,1.70032,0.21325,-1.70931,1.86956,0.24480,-1.50848,1.48587,0.20419
2,300,-1.53519,1.51985,0.18500,-1.79940,1.76258,0.22126,-1.53640,1.46228,0.17474
3,400,-1.53266,1.36758,0.16111,-1.89512,1.61917,0.20858,-1.60821,1.29892,0.16169
4,500,-1.63324,1.34130,0.15100,-2.10915,1.56687,0.20102,-1.74844,1.33579,0.15532
5,600,-1.74804,1.43807,0.14123,-2.30060,1.56515,0.19840,-1.82020,1.28859,0.14979
6,700,-1.99020,1.54507,0.13891,-2.51598,1.48686,0.19460,-1.95712,1.29956,0.14539
7,800,-2.13939,1.64818,0.13799,-2.75988,1.48157,0.19109,-2.07555,1.33608,0.14512
8,900,-2.21792,1.73699,0.13672,-2.93438,1.44617,0.18782,-2.23019,1.40977,0.14297
9,1000,-2.45414,1.84027,0.14357,-3.10847,1.47209,0.18691,-2.42485,1.46497,0.15012
10,1100,-2.63323,2.07349,0.14657,-3.29982,1.55998,0.18579,-2.58417,1.48554,0.15156
11,1200,-2.84483,1.96704,0.14937,-3.48915,1.54334,0.18650,-2.74631,1.53989,0.15546
12,1300,-3.08929,2.07499,0.15408,-3.67237,1.56729,0.18895,-2.95206,1.63563,0.15618
13,1400,-3.27611,2.10357,0.15354,-3.83487,1.66069,0.18759,-3.11363,1.64061,0.15887
14,1500,-3.47243,2.19247,0.15744,-4.08708,1.65888,0.18653,-3.27312,1.66027,0.16094
15,1600,-3.68202,2.35135,0.15515,-4.15539,1.68860,0.18433,-3.41613,1.80307,0.16209
16,1700,-3.83173,2.42313,0.15952,-4.35950,1.75133,0.18790,-3.57831,1.86115,0.16331
17,1800,-4.07662,2.57471,0.16236,-4.61449,1.83346,0.18926,-3.79627,1.85545,0.16695
18,1900,-4.30461,2.71855,0.16616,-4.77859,1.89941,0.19291,-3.87958,1.96599,0.16587
19,2000,-4.58992,2.70979,0.17150,-4.91439,1.91915,0.19305,-4.11078,2.00856,0.17112
20,2100,-4.79960,2.81137,0.17311,-5.13512,2.02064,0.19383,-4.31576,2.02638,0.17331
21,2200,-5.04599,2.92838,0.17776,-5.38261,2.06462,0.19981,-4.46646,2.12987,0.17586
22,2300,-5.33823,2.91900,0.18186,-5.53258,2.09791,0.19845,-4.63672,2.15545,0.17886
23,2400,-5.48822,2.93876,0.18392,-5.66715,2.25223,0.19683,-4.93280,2.26520,0.18167
24,2500,-5.90023,3.20305,0.18658,-5.89628,2.19484,0.19666,-5.00891,2.29511,0.18055
25,2600,-5.93292,3.35328,0.18470,-6.12943,2.24488,0.19636,-5.17377,2.37198,0.17994
26,2700,-6.13582,3.10376,0.18244,-6.32665,2.26251,0.19764,-5.34742,2.46545,0.18232
27,2800,-6.42409,3.26122,0.18678,-6.42508,2.36242,0.19682,-5.53524,2.38495,0.18039
28,2900,-6.67022,3.43661,0.18917,-6.45527,2.31561,0.19365,-5.73576,2.57260,0.18564
29,3000,-6.86187,3.26022,0.19035,-6.74071,2.38025,0.19428,-5.82592,2.51477,0.18296
30,3100,-7.17141,3.18588,0.19062,-6.90002,2.37294,0.19513,-6.03510,2.68865,0.18490
31,3200,-7.29237,3.29153,0.19058,-7.07021,2.40964,0.19570,-6.20913,2.71712,0.18843
32,3300,-7.50809,3.53047,0.19128,-7.23592,2.40299,0.19533,-6.47160,2.69396,0.19305
33,3400,-7.77806,3.34833,0.19224,-7.31367,2.40416,0.19347,-6.58526,2.74294,0.19089
34,3500,-7.94762,3.31769,0.19361,-7.48630,2.58377,0.19599,-6.76861,2.80156,0.18874
35,3600,-8.12510,3.64012,0.19341,-7.64879,2.56716,0.19453,-6.91595,2.86202,0.18858
36,3700,-8.40196,3.70404,0.19485,-7.76480,2.67868,0.19420,-7.09149,2.92133,0.19355
37,3800,-8.53020,3.95630,0.19747,-7.95115,2.63783,0.19638,-7.24653,2.90804,0.19273
38,3900,-8.74783,3.71430,0.19608,-8.19926,2.89836,0.19963,-7.45917,3.12199,0.19497
39,4000,-8.84391,3.78856,0.19588,-8.28494,2.65088,0.19859,-7.63762,2.94383,0.19262
40,4100,-9.08772,3.83556,0.19254,-8.55328,2.82202,0.20009,-7.73747,2.89002,0.19423
41,4200,-9.33681,3.77079,0.19588,-8.62252,2.73930,0.20043,-7.87536,3.04184,0.19374
42,4300,-9.43484,4.02162,0.19555,-8.87374,2.91833,0.20010,-8.09486,3.15685,0.19385
43,4400,-9.68282,4.01452,0.19433,-9.01823,2.89053,0.20326,-8.14975,3.12433,0.19332
44,4500,-9.75052,3.69892,0.19251,-9.10225,2.94749,0.19966,-8.38123,3.30277,0.19480
45,4600,-10.07517,3.72951,0.19381,-9.18755,3.11113,0.20006,-8.34531,3.21026,0.19096
46,4700,-10.26891,3.82251,0.19417,-9.44120,2.93930,0.19999,-8.67094,3.20128,0.19293
