iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,4.97840,0.47016,1.09874,8.31885,0.59476,1.61142
1,200,1.34690,0.46699,1.09924,2.14019,0.60033,1.61198
2,300,0.98960,0.46256,1.09844,1.28445,0.59718,1.61065
3,400,0.99418,0.45761,1.09879,0.96057,0.58877,1.61099
4,500,0.96401,0.45325,1.09872,1.05229,0.58352,1.61061
5,600,1.02562,0.44944,1.09907,0.99460,0.57721,1.61024
6,700,0.96188,0.44500,1.09912,1.04514,0.57257,1.61177
7,800,1.12042,0.44105,1.09923,0.94245,0.56899,1.61105
8,900,1.06358,0.43734,1.09868,0.95208,0.56271,1.61092
9,1000,0.98645,0.43327,1.09934,0.95437,0.56034,1.60962
10,1100,1.01175,0.42920,1.09914,1.08851,0.55656,1.60985
11,1200,1.08544,0.42531,1.09883,1.00927,0.55227,1.60942
12,1300,1.05787,0.42140,1.09899,0.98981,0.54933,1.60957
13,1400,1.07121,0.41730,1.09891,1.10812,0.54592,1.60907
14,1500,0.95808,0.41280,1.09875,1.00180,0.54095,1.60978
15,1600,0.92827,0.40884,1.09934,1.00189,0.53697,1.60922
16,1700,1.02367,0.40476,1.09937,1.07853,0.53179,1.60858
17,1800,0.95851,0.40129,1.09928,0.99786,0.52656,1.60804
18,1900,1.12051,0.39782,1.09879,1.02511,0.52167,1.60882
19,2000,1.05506,0.39372,1.09874,1.01940,0.51767,1.60776
20,2100,1.02633,0.39024,1.09902,1.08833,0.51303,1.60844
21,2200,0.96044,0.38614,1.09903,0.94791,0.50825,1.60778
22,2300,1.05975,0.38255,1.09902,1.03469,0.50468,1.60737
23,2400,1.10309,0.37882,1.09901,1.00317,0.49754,1.60671
24,2500,0.97605,0.37541,1.09879,1.04532,0.49540,1.60597
25,2600,1.05166,0.37165,1.09909,1.02395,0.49051,1.60526
26,2700,1.02909,0.36839,1.09888,1.08013,0.48587,1.60504
27,2800,0.98639,0.36459,1.09866,1.03167,0.48283,1.60471
28,2900,1.01825,0.36085,1.09875,1.09137,0.47794,1.60466
29,3000,0.87222,0.35742,1.09880,1.08603,0.47291,1.60372
30,3100,0.95903,0.35397,1.09878,0.96507,0.46966,1.60466
