iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,-0.10305,0.55379,-0.11184,0.54382,-0.12559,0.52512
1,200,-0.22012,0.37733,-0.21928,0.40515,-0.23188,0.39216
2,300,-0.31043,0.31696,-0.31431,0.33187,-0.30705,0.32796
3,400,-0.35549,0.28000,-0.34505,0.30478,-0.35651,0.28386
4,500,-0.38262,0.24665,-0.37425,0.29933,-0.39305,0.24392
5,600,-0.42068,0.23437,-0.38097,0.26200,-0.39325,0.22466
6,700,-0.47939,0.21085,-0.44964,0.23147,-0.44226,0.21990
7,800,-0.51688,0.22173,-0.46480,0.24017,-0.47641,0.22860
8,900,-0.55179,0.23337,-0.52151,0.23224,-0.53167,0.22874
9,1000,-0.57728,0.25956,-0.55682,0.25662,-0.56410,0.24196
10,1100,-0.62939,0.25674,-0.61466,0.24622,-0.61505,0.23762
11,1200,-0.71171,0.25156,-0.66854,0.26391,-0.67249,0.24440
12,1300,-0.76735,0.27097,-0.76229,0.27876,-0.74463,0.25186
13,1400,-0.81003,0.32112,-0.75365,0.34481,-0.77335,0.26315
14,1500,-0.88573,0.33125,-0.85159,0.32561,-0.86253,0.26530
15,1600,-0.91477,0.33425,-0.92569,0.28737,-0.88243,0.27740
16,1700,-0.95129,0.34458,-0.95893,0.29806,-0.97597,0.28803
17,1800,-1.02129,0.36922,-1.05154,0.29190,-1.00054,0.29418
18,1900,-1.13867,0.37348,-1.14375,0.30854,-1.08004,0.29462
19,2000,-1.16898,0.33975,-1.19131,0.31243,-1.13366,0.29728
20,2100,-1.28016,0.34027,-1.27661,0.30646,-1.22024,0.29569
21,2200,-1.34845,0.33948,-1.34095,0.29952,-1.28538,0.32115
22,2300,-1.43284,0.33596,-1.38691,0.30860,-1.32309,0.31094
23,2400,-1.50381,0.36114,-1.44154,0.31780,-1.41326,0.32650
24,2500,-1.56851,0.35254,-1.57909,0.31216,-1.50461,0.34383
25,2600,-1.64789,0.39877,-1.62538,0.31387,-1.57713,0.35026
26,2700,-1.67356,0.38045,-1.73584,0.32484,-1.61965,0.37574
27,2800,-1.77871,0.38905,-1.82304,0.33035,-1.69271,0.43804
28,2900,-1.85373,0.40992,-1.89262,0.33607,-1.80571,0.38455
29,3000,-1.97887,0.39376,-1.97933,0.35458,-1.84966,0.37104
30,3100,-2.00278,0.35894,-1.98277,0.38182,-1.94948,0.37375
31,3200,-2.10918,0.38349,-2.10051,0.38732,-2.03151,0.36878
32,3300,-2.19530,0.36392,-2.21129,0.39350,-2.13029,0.38080
33,3400,-2.27324,0.34633,-2.27053,0.42065,-2.19413,0.38643
