iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,4.17701,0.42666,2.05762,4.54395,0.42690,2.05772
1,200,1.23493,0.42889,2.05615,1.40661,0.42890,2.05633
2,300,0.98217,0.42170,2.05480,1.14086,0.42177,2.05496
3,400,0.99387,0.41424,2.05379,0.90998,0.41382,2.05387
4,500,0.96142,0.40563,2.05306,1.02878,0.40675,2.05236
5,600,1.00186,0.39858,2.05200,0.96765,0.39852,2.05185
6,700,0.97665,0.39128,2.05121,1.01949,0.39153,2.05073
7,800,1.13351,0.38548,2.04970,0.92411,0.38588,2.04938
8,900,1.04855,0.37809,2.04837,0.94087,0.37789,2.04820
9,1000,0.98976,0.37254,2.04757,0.95066,0.37236,2.04693
10,1100,1.00742,0.36586,2.04703,1.05521,0.36675,2.04652
11,1200,1.07859,0.36025,2.04524,0.98828,0.36001,2.04501
12,1300,1.06052,0.35440,2.04435,0.96855,0.35431,2.04479
13,1400,1.06318,0.34803,2.04307,1.09127,0.34776,2.04321
14,1500,0.96649,0.34190,2.04191,0.96543,0.34182,2.04196
15,1600,0.93157,0.33601,2.04133,1.00567,0.33646,2.04099
16,1700,1.01960,0.32946,2.04003,1.05520,0.32991,2.04004
17,1800,0.95476,0.32360,2.03916,0.95267,0.32300,2.03806
18,1900,1.11069,0.31799,2.03695,0.97541,0.31729,2.03672
19,2000,1.09187,0.31157,2.03574,0.99460,0.31166,2.03604
20,2100,1.01728,0.30656,2.03451,1.05297,0.30620,2.03433
21,2200,0.96024,0.30034,2.03393,0.94254,0.30071,2.03309
22,2300,1.03165,0.29512,2.03242,1.01840,0.29515,2.03264
23,2400,1.08038,0.28978,2.03070,0.96458,0.28871,2.03092
24,2500,1.00145,0.28424,2.02979,1.00622,0.28420,2.03005
25,2600,1.02259,0.27908,2.02830,1.00160,0.27893,2.02896
26,2700,1.02035,0.27373,2.02709,1.03363,0.27388,2.02684
27,2800,0.99840,0.26843,2.02571,0.97010,0.26889,2.02553
28,2900,1.05214,0.26343,2.02497,0.99471,0.26381,2.02401
29,3000,0.89442,0.25809,2.02379,1.04220,0.25868,2.02330
30,3100,1.00103,0.25352,2.02186,0.88993,0.25359,2.02195
31,3200,1.01872,0.24886,2.02006,0.92125,0.24888,2.01996
32,3300,1.05177,0.24437,2.01804,1.00931,0.24431,2.01877
33,3400,1.01749,0.23901,2.01803,1.02421,0.23911,2.01731
34,3500,0.91654,0.23473,2.01637,1.00432,0.23445,2.01631
35,3600,1.00351,0.22963,2.01475,0.97219,0.22937,2.01501
36,3700,1.00477,0.22475,2.01344,1.03334,0.22519,2.01306
37,3800,1.08673,0.22019,2.01233,1.05192,0.22040,2.01194
38,3900,1.04327,0.21606,2.01037,1.05988,0.21599,2.01009
39,4000,0.95758,0.21157,2.00922,0.91613,0.21158,2.00924
40,4100,1.04381,0.20736,2.00727,1.03865,0.20711,2.00791
41,4200,0.92180,0.20352,2.00561,0.88538,0.20288,2.00698
42,4300,0.98533,0.19881,2.00478,0.96162,0.19858,2.00572
43,4400,0.91885,0.19506,2.00356,0.98886,0.19482,2.00388
44,4500,1.01339,0.19063,2.00195,1.00774,0.19063,2.00293
45,4600,0.96280,0.18659,2.00048,0.99983,0.18661,2.00133
46,4700,0.99647,0.18246,1.99946,1.09805,0.18276,1.99994
47,4800,1.14382,0.17877,1.99678,0.92134,0.17875,1.99824
48,4900,1.07007,0.17486,1.99674,1.07978,0.17468,1.99611
49,5000,0.98975,0.17097,1.99617,0.99711,0.17126,1.99620
50,5100,0.98801,0.16749,1.99348,0.92267,0.16756,1.99331
51,5200,0.93573,0.16404,1.99258,0.97307,0.16392,1.99232
52,5300,1.12303,0.16053,1.99051,0.86712,0.16014,1.99140
53,5400,1.15188,0.15720,1.98857,0.92437,0.15663,1.98923
54,5500,1.09113,0.15335,1.98860,0.97874,0.15328,1.98862
55,5600,1.01956,0.15017,1.98626,1.01907,0.15007,1.98608
56,5700,0.96285,0.14704,1.98460,0.94534,0.14724,1.98513
57,5800,1.07740,0.14401,1.98317,0.93715,0.14359,1.98316
58,5900,1.11017,0.14072,1.98193,0.92959,0.14077,1.98162
59,6000,0.92170,0.13766,1.98168,1.03378,0.13796,1.97958
60,6100,1.04046,0.13451,1.97882,0.98388,0.13469,1.97852
61,6200,1.11640,0.13154,1.97787,0.99212,0.13166,1.97723
62,6300,0.97854,0.12859,1.97551,1.02821,0.12894,1.97543
63,6400,0.92794,0.12585,1.97408,1.07480,0.12589,1.97410
64,6500,0.97391,0.12310,1.97364,0.97474,0.12332,1.97249
65,6600,0.98329,0.12057,1.97063,0.97156,0.12046,1.97020
66,6700,0.98993,0.11796,1.96999,1.01364,0.11792,1.96967
67,6800,0.86246,0.11542,1.96875,1.02924,0.11523,1.96873
68,6900,0.88507,0.11280,1.96692,1.03689,0.11260,1.96682
69,7000,0.93156,0.11034,1.96507,0.91908,0.11018,1.96456
70,7100,0.89382,0.10774,1.96511,1.06070,0.10786,1.96467
71,7200,1.05072,0.10548,1.96183,0.98196,0.10544,1.96311
72,7300,0.98349,0.10327,1.96031,0.98426,0.10315,1.95940
73,7400,0.94419,0.10084,1.95954,1.00651,0.10064,1.95872
74,7500,1.13547,0.09860,1.95740,1.03749,0.09854,1.95712
75,7600,0.88607,0.09677,1.95550,0.90200,0.09653,1.95651
76,7700,0.98927,0.09443,1.95410,1.17489,0.09452,1.95401
77,7800,1.02125,0.09248,1.95307,0.92796,0.09237,1.95283
78,7900,1.01544,0.09057,1.95116,0.99501,0.09060,1.94877
79,8000,1.01839,0.08855,1.94683,0.92087,0.08840,1.94884
80,8100,1.07089,0.08651,1.94683,1.07009,0.08671,1.94586
81,8200,1.04461,0.08484,1.94559,0.98945,0.08488,1.94471
82,8300,1.01799,0.08324,1.94205,1.04930,0.08320,1.94221
83,8400,0.99496,0.08125,1.94160,0.94610,0.08126,1.94056
84,8500,1.02572,0.07991,1.93860,0.90125,0.07970,1.93985
85,8600,1.06635,0.07823,1.93542,0.98275,0.07825,1.93829
86,8700,1.21798,0.07656,1.93586,0.99461,0.07701,1.93500
87,8800,0.98512,0.07521,1.93429,1.04477,0.07531,1.93270
88,8900,0.98746,0.07379,1.93148,0.93028,0.07342,1.93261
89,9000,0.94709,0.07229,1.92796,1.08303,0.07230,1.92928
90,9100,0.99137,0.07103,1.92772,0.92257,0.07083,1.92677
91,9200,1.03567,0.06980,1.92574,1.02507,0.06947,1.92626
92,9300,1.17689,0.06835,1.92330,1.11524,0.06845,1.92297
93,9400,1.01706,0.06696,1.92266,0.88849,0.06705,1.92084
94,9500,1.05124,0.06593,1.91953,0.99535,0.06584,1.91876
95,9600,0.96416,0.06464,1.91555,0.98905,0.06464,1.91559
96,9700,0.98687,0.06352,1.91661,0.97777,0.06365,1.91469
97,9800,0.95019,0.06242,1.91337,1.05472,0.06240,1.91158
98,9900,1.02448,0.06171,1.90985,1.01858,0.06175,1.91078
99,10000,0.88006,0.06052,1.90740,0.94081,0.06038,1.90943
100,10100,1.05879,0.05985,1.90443,1.08525,0.05953,1.90440
101,10200,0.89690,0.05861,1.90497,0.99169,0.05872,1.90446
102,10300,1.06712,0.05770,1.90224,0.99076,0.05770,1.90209
103,10400,0.90529,0.05697,1.89822,0.98277,0.05678,1.89877
104,10500,0.97815,0.05610,1.89628,1.01743,0.05616,1.89645
105,10600,1.12243,0.05546,1.89419,0.95913,0.05539,1.89401
106,10700,1.18625,0.05452,1.89389,0.96703,0.05460,1.89295
107,10800,1.02307,0.05400,1.88966,0.92512,0.05372,1.89184
