iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-2.07238,3.41887,0.39738,-1.95353,2.39037,0.35584
1,200,-2.04714,1.58148,0.26246,-1.96748,1.45145,0.25268
2,300,-2.24265,1.45089,0.23127,-2.17197,1.33600,0.22719
3,400,-2.43934,1.23871,0.21081,-2.39351,1.22264,0.20924
4,500,-2.61825,1.23560,0.19847,-2.65071,1.16232,0.19734
5,600,-2.80800,1.12980,0.19017,-2.84662,1.06119,0.18826
6,700,-3.00863,1.12693,0.18439,-3.02117,1.14340,0.18409
7,800,-3.10021,1.12474,0.17757,-3.16171,1.09993,0.17730
8,900,-3.28428,1.16159,0.17282,-3.32285,1.11510,0.16947
9,1000,-3.44452,1.17934,0.16428,-3.39759,1.09772,0.16274
10,1100,-3.42683,1.31493,0.16183,-3.56963,1.31492,0.16285
11,1200,-3.69714,1.32620,0.16158,-3.68485,1.33880,0.16184
12,1300,-3.85958,1.49337,0.15936,-3.86595,1.33030,0.15932
13,1400,-4.00019,1.52090,0.15744,-4.10365,1.33595,0.15575
14,1500,-4.18653,1.54516,0.15827,-4.28502,1.48258,0.15803
15,1600,-4.44051,1.62913,0.15992,-4.44219,1.51168,0.15681
16,1700,-4.58677,1.75442,0.16010,-4.65830,1.58397,0.16017
17,1800,-4.88304,1.70415,0.16098,-4.88103,1.64721,0.15911
18,1900,-4.97634,1.58274,0.15602,-5.03546,1.61897,0.15762
19,2000,-5.13892,1.71222,0.15375,-5.27537,1.55841,0.15533
20,2100,-5.25951,1.77348,0.15475,-5.40304,1.57993,0.15755
21,2200,-5.46460,1.73426,0.15520,-5.60531,1.55588,0.15549
22,2300,-5.64535,1.69247,0.15579,-5.73006,1.63545,0.15434
23,2400,-5.81356,1.75764,0.15585,-5.92279,1.67778,0.15342
24,2500,-5.92292,1.78064,0.15505,-6.07892,1.67731,0.15489
25,2600,-6.11528,1.92074,0.15626,-6.21278,1.70868,0.15447
26,2700,-6.26564,1.72885,0.15534,-6.33338,1.77480,0.15333
27,2800,-6.47462,1.73872,0.15379,-6.47771,1.66850,0.15271
28,2900,-6.59794,1.80038,0.15194,-6.59049,1.73842,0.15165
29,3000,-6.69779,1.85327,0.15172,-6.81274,1.74275,0.15173
30,3100,-6.88817,1.87849,0.15191,-6.91462,1.82638,0.15158
31,3200,-7.02487,1.90480,0.15248,-7.02140,1.89070,0.15211
32,3300,-7.12315,1.91398,0.15344,-7.22319,1.88947,0.15069
33,3400,-7.33958,2.00801,0.15342,-7.36488,1.85486,0.15244
34,3500,-7.36065,2.07847,0.15425,-7.43128,2.03279,0.15185
35,3600,-7.62934,2.00604,0.15405,-7.71270,1.91071,0.15321
36,3700,-7.77509,2.11787,0.15173,-7.80834,1.99584,0.15217
37,3800,-7.91305,2.10201,0.15184,-7.93323,2.01879,0.15120
38,3900,-7.98988,2.02988,0.15274,-7.98463,2.03252,0.15081
39,4000,-8.12269,2.19439,0.14997,-8.07476,2.07618,0.14912
40,4100,-8.25558,2.09368,0.14972,-8.18148,2.11016,0.14887
41,4200,-8.36019,2.32506,0.15024,-8.25210,2.00245,0.14751
42,4300,-8.56195,2.49282,0.15064,-8.25953,2.27929,0.14644
43,4400,-8.37099,2.45085,0.14706,-8.39399,2.25597,0.14713
44,4500,-8.51704,2.24057,0.14684,-8.65482,2.23209,0.14763
45,4600,-8.61918,2.46915,0.14916,-8.73496,2.26043,0.14770
46,4700,-8.62961,2.64413,0.14555,-8.75297,2.27177,0.14714
47,4800,-8.80882,2.37520,0.14628,-8.87579,2.18223,0.14546
48,4900,-8.82451,2.62224,0.14484,-8.94009,2.37688,0.14691
49,5000,-8.91626,2.51190,0.14674,-8.98647,2.44155,0.14573
50,5100,-8.94554,2.45370,0.14423,-9.08441,2.53802,0.14459
51,5200,-9.07907,2.55472,0.14536,-9.20365,2.53793,0.14495
52,5300,-9.05233,2.65178,0.14394,-9.29111,2.57770,0.14354
53,5400,-9.18062,2.57376,0.14344,-9.40015,2.49540,0.14421
54,5500,-9.22948,2.63838,0.14364,-9.44502,2.67912,0.14415
55,5600,-9.26450,2.67744,0.14421,-9.49283,2.59345,0.14111
56,5700,-9.32278,2.84573,0.14048,-9.65131,2.43221,0.14238
57,5800,-9.44520,2.84535,0.14439,-9.73129,2.75552,0.14175
58,5900,-9.50696,2.79163,0.14267,-9.67168,2.78637,0.14111
59,6000,-9.55991,2.93359,0.14423,-9.87654,2.61228,0.14187
60,6100,-9.53048,2.76822,0.14190,-9.96673,2.83898,0.14115
61,6200,-9.62090,2.72462,0.14215,-9.95137,2.88196,0.13917
62,6300,-9.67337,2.87511,0.14003,-10.06449,2.79356,0.14021
63,6400,-9.71134,3.03973,0.13948,-10.17951,2.70875,0.14146
64,6500,-9.74171,2.85406,0.14057,-10.10666,2.91797,0.13692
65,6600,-9.70509,3.01456,0.13748,-10.12904,2.93066,0.13694
66,6700,-9.79226,3.04634,0.13777,-10.18887,2.93523,0.13931
67,6800,-9.89176,2.90405,0.13899,-10.21775,2.72615,0.13829
68,6900,-9.97968,2.98923,0.13909,-10.29091,2.93968,0.13716
69,7000,-9.86243,2.93547,0.13666,-10.36617,2.77803,0.13555
70,7100,-9.76823,2.95205,0.13352,-10.32117,3.06477,0.13547
71,7200,-9.96249,3.07771,0.13629,-10.44322,2.99755,0.13647
72,7300,-9.87467,3.11023,0.13549,-10.45596,2.80175,0.13515
73,7400,-9.97715,3.10717,0.13511,-10.50609,2.89396,0.13460
74,7500,-9.97054,2.84964,0.13265,-10.38979,2.97021,0.13272
75,7600,-9.93874,2.86048,0.13483,-10.47767,2.97514,0.13439
76,7700,-9.90087,3.07616,0.13286,-10.47680,2.99808,0.13253
77,7800,-9.97027,2.97775,0.13174,-10.45530,2.88805,0.13284
78,7900,-9.97087,3.02108,0.13218,-10.55664,2.69465,0.13126
79,8000,-9.91581,3.16840,0.13151,-10.53628,2.81997,0.13087
80,8100,-9.91336,3.24211,0.13059,-10.57499,3.05890,0.12940
81,8200,-10.04168,2.97773,0.13102,-10.62165,2.93725,0.13091
