iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss,4_iql_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,3.71392,0.35980,1.61271,3.72686,0.36179,1.61229,3.72382,0.36137,1.61299,5.49850,0.47826,1.61490
1,200,1.63033,0.35820,1.61070,1.72685,0.35890,1.61073,1.61029,0.35795,1.61115,2.12169,0.47480,1.61576
2,300,1.17390,0.35549,1.61030,1.11873,0.35476,1.61014,1.21543,0.35486,1.61150,1.42474,0.47231,1.61327
3,400,1.05939,0.35256,1.61140,1.04202,0.35159,1.61015,1.14194,0.35134,1.61100,1.17597,0.46945,1.61292
4,500,0.95763,0.34984,1.61109,1.05778,0.34895,1.60996,1.04266,0.34827,1.61070,0.96162,0.46597,1.61315
5,600,1.08438,0.34627,1.61102,1.03089,0.34611,1.61080,0.99471,0.34556,1.61026,0.87964,0.46332,1.61269
6,700,1.06499,0.34370,1.61031,1.01172,0.34329,1.61092,0.94038,0.34240,1.61074,0.84233,0.45973,1.61254
7,800,1.08144,0.34065,1.61073,1.05611,0.34017,1.61122,1.00643,0.33975,1.61092,0.81313,0.45619,1.61369
8,900,0.99840,0.33795,1.61137,1.09229,0.33763,1.61055,1.08203,0.33691,1.61101,0.79886,0.45270,1.61328
9,1000,0.95105,0.33520,1.61054,0.94411,0.33430,1.61080,0.98746,0.33389,1.61131,0.84132,0.44902,1.61437
10,1100,1.04206,0.33228,1.61068,1.00371,0.33151,1.61148,1.01510,0.33115,1.61099,0.80257,0.44560,1.61376
11,1200,0.95489,0.32945,1.61179,1.03518,0.32880,1.61155,1.07959,0.32875,1.61093,0.85824,0.44251,1.61389
12,1300,0.95831,0.32629,1.61140,0.99815,0.32631,1.61103,1.01214,0.32581,1.61162,0.82779,0.43930,1.61300
13,1400,1.08480,0.32355,1.61182,1.02054,0.32351,1.61145,1.01490,0.32290,1.61148,0.76575,0.43563,1.61364
14,1500,0.96661,0.32098,1.61186,0.96760,0.32038,1.61235,1.01626,0.32030,1.61182,0.79753,0.43228,1.61410
15,1600,1.03543,0.31793,1.61219,1.01216,0.31834,1.61176,1.06696,0.31753,1.61212,0.88626,0.42914,1.61469
16,1700,1.11265,0.31535,1.61201,1.03847,0.31558,1.61223,1.15997,0.31513,1.61192,0.84355,0.42574,1.61358
17,1800,1.08380,0.31267,1.61153,1.02247,0.31285,1.61222,1.10084,0.31254,1.61245,0.89209,0.42249,1.61282
18,1900,1.05755,0.31022,1.61237,1.02050,0.31004,1.61155,1.13125,0.30966,1.61284,0.84150,0.41883,1.61422
19,2000,0.94485,0.30751,1.61245,1.02946,0.30755,1.61289,1.01249,0.30734,1.61213,0.88360,0.41607,1.61479
20,2100,1.09742,0.30503,1.61185,1.04984,0.30506,1.61202,1.01895,0.30437,1.61227,0.92287,0.41262,1.61332
21,2200,1.03919,0.30200,1.61272,0.94359,0.30265,1.61278,1.03836,0.30186,1.61252,0.88106,0.40967,1.61289
