iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-2.28926,3.39098,0.43776,-2.23470,3.24712,0.43235,-2.28515,3.34552,0.42430
1,200,-2.47242,1.84178,0.34109,-2.41889,1.73223,0.32809,-2.40825,1.83522,0.33617
2,300,-2.76028,1.72407,0.31917,-2.67288,1.75819,0.30497,-2.80028,1.73089,0.32474
3,400,-3.02101,1.67510,0.30550,-3.04360,1.65109,0.30047,-3.16909,1.71802,0.32374
4,500,-3.39945,1.71497,0.30316,-3.49348,1.79541,0.30413,-3.62626,1.75445,0.32969
5,600,-3.66798,1.68409,0.29532,-3.67948,1.74141,0.30851,-3.99512,1.70597,0.33394
6,700,-3.87019,1.70686,0.28828,-4.04587,1.71778,0.31245,-4.22162,1.74903,0.33206
7,800,-4.13583,1.68816,0.28404,-4.27916,1.76637,0.31404,-4.51677,1.74263,0.32788
8,900,-4.40138,1.75079,0.28248,-4.58859,1.72743,0.31324,-4.88357,1.76948,0.32512
9,1000,-4.67519,1.70933,0.27880,-4.86639,1.75399,0.31323,-5.07793,1.73182,0.32217
10,1100,-4.86414,1.72957,0.27449,-5.19001,1.81587,0.31169,-5.35231,1.97733,0.31987
11,1200,-5.16116,1.71044,0.27226,-5.45698,1.83079,0.31304,-5.64973,2.02613,0.31971
12,1300,-5.39630,1.79310,0.27380,-5.84479,1.87844,0.31873,-6.04595,1.76034,0.32136
13,1400,-5.64292,1.82203,0.27664,-6.30017,1.90538,0.32333,-6.35966,1.91236,0.32080
14,1500,-6.02842,1.85573,0.27985,-6.61366,1.92700,0.32926,-6.62316,2.00150,0.31933
15,1600,-6.32905,1.85896,0.28136,-7.03491,1.93810,0.32889,-6.93200,2.00039,0.32278
16,1700,-6.65695,1.89000,0.28505,-7.42541,1.84174,0.33376,-7.18529,1.88796,0.32191
17,1800,-7.01606,1.82531,0.28801,-7.83579,1.90592,0.33602,-7.50101,1.89028,0.32067
18,1900,-7.29107,1.90535,0.29135,-8.13473,1.83062,0.33700,-7.87258,1.83739,0.32213
19,2000,-7.68456,1.90420,0.29573,-8.51644,1.89882,0.34566,-8.21381,1.89831,0.32352
20,2100,-7.99128,1.89750,0.29692,-8.97772,1.82861,0.34564,-8.46530,1.79870,0.32532
21,2200,-8.26570,1.96621,0.30113,-9.28047,2.03234,0.34771,-8.80337,1.84311,0.32717
22,2300,-8.64108,1.86120,0.30294,-9.70659,1.87681,0.35061,-9.22850,2.09804,0.32532
23,2400,-8.93029,1.87439,0.30729,-10.08598,2.09406,0.34891,-9.28963,2.04446,0.32784
24,2500,-9.28456,1.91204,0.31414,-10.38402,2.02876,0.35002,-9.60761,2.04878,0.32696
25,2600,-9.62195,1.90848,0.31229,-10.68037,2.05560,0.34746,-10.05022,2.10108,0.32952
26,2700,-9.96920,2.02159,0.31690,-11.20989,2.16079,0.34877,-10.20082,2.04089,0.32513
27,2800,-10.31227,2.09570,0.31492,-11.41423,2.07124,0.35121,-10.61865,2.14676,0.32721
28,2900,-10.65031,2.21730,0.31949,-11.84318,2.00758,0.35339,-10.84295,2.05043,0.32544
29,3000,-10.95362,2.13772,0.31894,-11.95647,2.34460,0.35032,-11.10469,1.98171,0.32312
30,3100,-11.48122,1.99729,0.31902,-12.28985,2.33680,0.35097,-11.40397,1.90190,0.32474
31,3200,-11.79572,2.11186,0.32075,-12.85355,2.01693,0.35320,-11.54428,2.29208,0.32022
32,3300,-12.15780,2.04803,0.31848,-13.04504,1.93570,0.34917,-11.85768,2.11074,0.32233
33,3400,-12.50581,2.16499,0.31933,-13.29057,1.99869,0.34873,-12.16357,1.95482,0.32216
34,3500,-12.82728,1.93749,0.31797,-13.63939,2.14550,0.34884,-12.57250,1.99457,0.32310
35,3600,-13.19667,1.97048,0.32028,-13.94152,2.09390,0.34756,-12.67021,2.11321,0.32530
36,3700,-13.49145,1.88786,0.32076,-14.14458,2.00547,0.34997,-13.16374,2.57871,0.32103
37,3800,-13.87373,1.92706,0.32038,-14.49734,1.95115,0.34667,-13.29629,2.05085,0.31874
