iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.85803,3.30581,0.32383,-1.75741,2.67054,0.28886,-1.72791,2.41590,0.26937
1,200,-1.77305,1.80026,0.23347,-1.70660,1.57743,0.22576,-1.73623,1.44713,0.21957
2,300,-2.11965,1.58437,0.22747,-2.08613,1.45224,0.22351,-2.07763,1.37246,0.21785
3,400,-2.39626,1.47055,0.21903,-2.36636,1.39208,0.21791,-2.32884,1.40232,0.21435
4,500,-2.66923,1.41524,0.21463,-2.57882,1.39176,0.21210,-2.55034,1.34430,0.20852
5,600,-2.76969,1.40556,0.20398,-2.75714,1.37907,0.20257,-2.75588,1.31949,0.20198
6,700,-2.92244,1.41865,0.19847,-2.92226,1.32700,0.19668,-2.94085,1.38057,0.19654
7,800,-3.13260,1.45882,0.19554,-3.09939,1.44013,0.19600,-3.12703,1.43808,0.19283
8,900,-3.35111,1.44363,0.19760,-3.35042,1.39971,0.19719,-3.37579,1.33588,0.19547
9,1000,-3.57412,1.44677,0.19718,-3.53726,1.42263,0.19495,-3.53246,1.48454,0.19491
10,1100,-3.81041,1.42227,0.19840,-3.83971,1.37558,0.19835,-3.80887,1.44626,0.19595
11,1200,-4.07451,1.41824,0.19822,-4.06594,1.47622,0.20014,-4.02816,1.45450,0.19861
12,1300,-4.27585,1.48043,0.20400,-4.30973,1.36697,0.20324,-4.27674,1.44079,0.20187
13,1400,-4.47347,1.43381,0.20587,-4.53475,1.40352,0.20539,-4.48082,1.36920,0.20533
14,1500,-4.74217,1.52414,0.20702,-4.76662,1.41484,0.20652,-4.64171,1.43683,0.20482
15,1600,-4.94102,1.42103,0.20365,-4.97438,1.32940,0.20380,-4.97639,1.39995,0.20609
16,1700,-5.17432,1.43524,0.20438,-5.25479,1.44337,0.20496,-5.15652,1.38686,0.20351
17,1800,-5.41643,1.43844,0.20301,-5.44901,1.41259,0.20222,-5.47533,1.44981,0.20264
18,1900,-5.57341,1.46377,0.20200,-5.65830,1.38789,0.20173,-5.63925,1.45853,0.20303
19,2000,-5.84786,1.38907,0.20140,-5.81229,1.39091,0.20170,-5.77039,1.47284,0.19687
20,2100,-6.00864,1.45468,0.19781,-6.05274,1.46426,0.19612,-6.16387,1.40070,0.19763
21,2200,-6.16691,1.40522,0.19584,-6.24963,1.45542,0.19595,-6.26363,1.44108,0.19673
22,2300,-6.34982,1.45806,0.19387,-6.46614,1.50878,0.19484,-6.45101,1.48913,0.19278
23,2400,-6.59305,1.54666,0.19397,-6.73869,1.42894,0.19369,-6.69096,1.48713,0.19399
24,2500,-6.82061,1.42832,0.19404,-7.02548,1.49962,0.19290,-7.00199,1.41389,0.19290
25,2600,-7.10663,1.48826,0.19196,-7.19427,1.63255,0.19053,-7.10358,1.46623,0.19262
26,2700,-7.28716,1.50304,0.19422,-7.34864,1.52042,0.19160,-7.37423,1.57465,0.19166
27,2800,-7.51907,1.56708,0.19256,-7.65454,1.48431,0.19403,-7.60042,1.44582,0.19313
28,2900,-7.73343,1.60210,0.19484,-7.87290,1.77260,0.19270,-7.89335,1.52154,0.19515
29,3000,-8.00557,1.56531,0.19257,-7.95152,1.56082,0.19327,-8.00915,1.65312,0.19184
30,3100,-8.20948,1.40001,0.19218,-8.30827,1.61221,0.19284,-8.35813,1.63939,0.19494
31,3200,-8.46728,1.46217,0.19348,-8.50747,1.61979,0.19523,-8.46263,1.47370,0.19288
32,3300,-8.65285,1.46435,0.19286,-8.70949,1.62706,0.19361,-8.65524,1.44531,0.19349
33,3400,-8.86805,1.51286,0.19577,-8.93050,1.56437,0.19455,-8.93809,1.48424,0.19496
34,3500,-9.18720,1.40291,0.19418,-9.15814,1.52336,0.19553,-9.11089,1.43436,0.19661
35,3600,-9.43948,1.44220,0.19654,-9.40856,1.61359,0.19441,-9.39553,1.41260,0.19787
36,3700,-9.68714,1.41428,0.19753,-9.58368,1.81465,0.19730,-9.55875,1.51290,0.19585
37,3800,-9.90004,1.40481,0.19512,-9.86252,1.48127,0.19513,-9.82170,1.61730,0.19386
38,3900,-10.14612,1.44080,0.19619,-9.96666,1.51135,0.19471,-10.02072,1.63340,0.19623
39,4000,-10.19226,1.79343,0.19494,-10.30213,1.48995,0.19446,-10.09475,1.68628,0.19436
40,4100,-10.47985,1.70054,0.19643,-10.56711,1.51620,0.19744,-10.41327,1.83509,0.19573
41,4200,-10.70854,1.67200,0.19488,-10.63355,1.37888,0.19398,-10.58970,1.48718,0.19453
42,4300,-10.77484,1.64698,0.19526,-10.80001,1.47941,0.19301,-10.65004,1.56842,0.19338
43,4400,-10.89480,1.74130,0.19072,-10.97712,1.52919,0.19336,-10.85779,1.49621,0.19289
44,4500,-11.22497,1.54320,0.19102,-11.19374,1.58328,0.19276,-10.97510,1.43461,0.19287
45,4600,-11.34471,1.50791,0.19248,-11.16959,1.67420,0.19071,-11.09344,1.41510,0.18944
46,4700,-11.58478,1.69368,0.18908,-11.43396,1.42878,0.19052,-11.32639,1.44250,0.19026
47,4800,-11.72539,1.53400,0.19019,-11.55905,1.41347,0.18784,-11.42214,1.40734,0.18588
48,4900,-11.84432,1.59583,0.18873,-11.62053,1.42691,0.18777,-11.52983,1.59289,0.18842
49,5000,-12.06278,1.54221,0.18719,-11.79895,1.43870,0.18673,-11.70883,1.48437,0.18656
50,5100,-12.07851,1.68636,0.18747,-11.96062,1.46875,0.18848,-11.93009,1.67389,0.18840
51,5200,-12.12397,1.58547,0.18362,-12.11197,1.49061,0.18462,-11.86707,1.73909,0.18430
52,5300,-12.26023,1.55076,0.18277,-12.25794,1.54149,0.18573,-12.03118,1.74622,0.18432
53,5400,-12.52377,1.54329,0.18602,-12.35687,1.50847,0.18343,-12.34855,1.74584,0.18632
54,5500,-12.66129,1.58620,0.18512,-12.53381,1.50366,0.18573,-12.45583,1.67204,0.18575
55,5600,-12.76178,1.62249,0.18572,-12.70270,1.84904,0.18276,-12.59099,2.26481,0.18526
56,5700,-12.93741,1.59301,0.18612,-12.85954,2.12023,0.18355,-12.67212,2.05918,0.18403
57,5800,-12.88118,1.73582,0.18426,-13.08578,1.56202,0.18396,-12.87301,1.61977,0.18521
58,5900,-13.10352,1.79866,0.18394,-13.10821,1.62835,0.18451,-12.99264,1.55064,0.18441
59,6000,-13.37376,1.68892,0.18580,-13.21287,1.57083,0.18317,-13.16275,1.76461,0.18412
60,6100,-13.35948,1.65844,0.18431,-13.34035,1.57882,0.18591,-13.17697,1.61361,0.18526
61,6200,-13.55287,1.60627,0.18368,-13.68044,1.82135,0.18445,-13.49987,1.70049,0.18393
62,6300,-13.73868,1.46806,0.18361,-13.60834,1.72304,0.18437,-13.53819,1.49567,0.18438
63,6400,-13.79429,1.49018,0.18431,-13.85211,1.80626,0.18523,-13.66684,1.46979,0.18705
64,6500,-13.92092,1.51434,0.18454,-14.04917,1.53039,0.18493,-13.82666,1.53924,0.18464
65,6600,-14.01301,1.49815,0.18362,-14.12086,1.63267,0.18498,-13.82803,1.57614,0.18511
66,6700,-14.08980,1.50522,0.18547,-14.21038,1.64578,0.18676,-14.12075,1.60995,0.18786
67,6800,-14.28241,1.56464,0.18624,-14.21553,1.73882,0.18579,-14.20306,1.49063,0.18494
68,6900,-14.41551,1.54430,0.18548,-14.44337,1.45407,0.18618,-14.28104,1.52645,0.18491
69,7000,-14.54297,1.55656,0.18521,-14.58558,1.63730,0.18805,-14.44812,1.51304,0.18647
70,7100,-14.66091,1.49197,0.18557,-14.74430,1.72361,0.18659,-14.59632,1.53063,0.18903
71,7200,-14.77026,1.51462,0.18576,-14.92258,1.69855,0.18778,-14.74370,1.61158,0.18898
72,7300,-14.98877,1.63473,0.18865,-15.21835,1.67857,0.18759,-14.64930,2.49538,0.18793
73,7400,-15.09242,1.61575,0.18800,-15.17544,1.70601,0.18830,-14.98499,2.09500,0.18869
74,7500,-15.24664,1.56844,0.18686,-15.29053,1.77302,0.18894,-15.05791,1.55380,0.18963
