iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,-0.06021,0.75199,-0.04232,0.74713,-0.03205,0.76257
1,200,-0.03037,0.50694,-0.04347,0.51147,-0.05813,0.50147
2,300,-0.08438,0.45260,-0.00370,0.41505,-0.04624,0.41544
3,400,-0.10135,0.44766,-0.04053,0.35712,-0.04785,0.36139
4,500,-0.07569,0.44697,-0.02522,0.36755,-0.07176,0.36432
5,600,-0.10956,0.44838,-0.04635,0.37060,-0.07990,0.37417
6,700,-0.09995,0.46192,-0.05988,0.38599,-0.10108,0.38479
7,800,-0.10485,0.45219,-0.06865,0.38280,-0.08459,0.39927
8,900,-0.08138,0.50145,-0.04102,0.41001,-0.07339,0.42463
9,1000,-0.09899,0.52812,-0.05515,0.44403,-0.06819,0.45264
10,1100,-0.12452,0.57228,-0.07103,0.47081,-0.10541,0.48841
11,1200,-0.13919,0.55295,-0.06923,0.50884,-0.08818,0.49797
12,1300,-0.13663,0.59843,-0.09594,0.54808,-0.09831,0.56421
13,1400,-0.15315,0.60657,-0.08984,0.56950,-0.09379,0.56245
14,1500,-0.12637,0.64411,-0.09103,0.60825,-0.12564,0.61257
15,1600,-0.15147,0.68652,-0.11247,0.64801,-0.11963,0.63905
16,1700,-0.14835,0.70781,-0.09593,0.66560,-0.11543,0.67597
17,1800,-0.17578,0.72512,-0.12237,0.72506,-0.15714,0.71070
18,1900,-0.18394,0.77569,-0.12935,0.73854,-0.09985,0.74472
19,2000,-0.23465,0.72814,-0.12721,0.79734,-0.13684,0.78329
20,2100,-0.18834,0.76049,-0.12421,0.81838,-0.17247,0.78232
21,2200,-0.24646,0.78741,-0.11828,0.83814,-0.17167,0.81451
22,2300,-0.23347,0.83361,-0.11478,0.88918,-0.16977,0.86839
23,2400,-0.23798,0.87861,-0.12740,0.89254,-0.22273,0.90739
24,2500,-0.26218,0.89803,-0.16649,0.99761,-0.22438,0.93594
25,2600,-0.26131,0.93593,-0.18651,0.98487,-0.21486,1.01246
26,2700,-0.23549,0.90677,-0.17607,1.01619,-0.22705,1.01913
27,2800,-0.30238,0.96636,-0.20137,1.05653,-0.21967,1.02332
28,2900,-0.31702,0.95900,-0.12501,1.10414,-0.24224,1.11908
29,3000,-0.33008,1.02161,-0.22534,1.10212,-0.24474,1.10555
30,3100,-0.27930,1.02424,-0.23771,1.17284,-0.26004,1.16694
31,3200,-0.26886,1.07880,-0.21112,1.23302,-0.23668,1.21774
32,3300,-0.33138,1.13971,-0.22662,1.23613,-0.26103,1.27385
33,3400,-0.31013,1.12204,-0.26642,1.30600,-0.23839,1.31393
34,3500,-0.31253,1.19203,-0.23415,1.31710,-0.22324,1.31841
35,3600,-0.32497,1.17627,-0.28023,1.38554,-0.25235,1.38140
36,3700,-0.36031,1.17143,-0.24893,1.36534,-0.18187,1.38063
37,3800,-0.34092,1.20525,-0.21258,1.44153,-0.26786,1.43632
38,3900,-0.35462,1.26981,-0.29814,1.45225,-0.25520,1.47489
39,4000,-0.39438,1.32332,-0.26759,1.47328,-0.23358,1.45586
40,4100,-0.36853,1.32398,-0.36210,1.55122,-0.23345,1.54834
41,4200,-0.37832,1.33116,-0.31010,1.61255,-0.25820,1.56057
42,4300,-0.32554,1.38169,-0.34253,1.65203,-0.23890,1.65410
43,4400,-0.34559,1.37404,-0.32488,1.69333,-0.25840,1.66468
44,4500,-0.34484,1.36300,-0.39369,1.68490,-0.34203,1.67843
45,4600,-0.36310,1.50749,-0.39915,1.73333,-0.23750,1.63903
46,4700,-0.34630,1.44277,-0.40122,1.70539,-0.37551,1.73548
47,4800,-0.34353,1.49465,-0.40481,1.90494,-0.29162,1.79438
48,4900,-0.35602,1.49960,-0.43711,1.89206,-0.31110,1.88465
49,5000,-0.37988,1.55729,-0.43185,1.82632,-0.31575,1.82754
50,5100,-0.37234,1.54161,-0.41578,1.91176,-0.33483,1.85263
51,5200,-0.32226,1.59398,-0.37474,1.93516,-0.27490,1.89977
52,5300,-0.34913,1.56484,-0.41762,1.96642,-0.27900,1.78468
53,5400,-0.42160,1.58228,-0.42292,1.94357,-0.23708,1.89690
54,5500,-0.46663,1.59440,-0.46643,2.03235,-0.33916,1.96046
55,5600,-0.39154,1.57977,-0.42066,1.92063,-0.30804,1.99749
56,5700,-0.40174,1.66544,-0.42933,2.01234,-0.30419,1.91374
57,5800,-0.42454,1.75026,-0.43700,2.14644,-0.27828,2.05716
58,5900,-0.39383,1.70841,-0.53638,2.10844,-0.26820,2.02781
59,6000,-0.42086,1.69117,-0.48552,2.07700,-0.26926,2.05221
60,6100,-0.41329,1.70790,-0.51554,2.13139,-0.38249,2.19513
61,6200,-0.41058,1.77161,-0.52649,2.23133,-0.30669,2.12935
62,6300,-0.39519,1.83765,-0.55774,2.40505,-0.36762,2.11075
63,6400,-0.37181,1.83564,-0.49023,2.25871,-0.37076,2.16045
64,6500,-0.41676,1.82307,-0.49046,2.29944,-0.39490,2.14536
65,6600,-0.41694,1.76050,-0.59350,2.35039,-0.38358,2.31499
66,6700,-0.39553,1.84390,-0.66806,2.30967,-0.47062,2.27586
67,6800,-0.41849,1.82127,-0.54452,2.34343,-0.38026,2.37429
68,6900,-0.43695,1.84618,-0.59541,2.28680,-0.49092,2.39478
69,7000,-0.39956,1.98472,-0.61574,2.50432,-0.47815,2.38703
70,7100,-0.41937,1.96015,-0.71118,2.49682,-0.45204,2.32859
71,7200,-0.35869,1.99050,-0.70724,2.33778,-0.47112,2.29695
72,7300,-0.42795,1.88692,-0.62670,2.48223,-0.52581,2.53553
73,7400,-0.41661,1.93958,-0.67817,2.54714,-0.54506,2.38659
74,7500,-0.45695,1.82461,-0.66970,2.51099,-0.48498,2.38471
75,7600,-0.42348,1.96394,-0.75098,2.62148,-0.46027,2.41534
76,7700,-0.41364,1.94061,-0.67537,2.57071,-0.56603,2.47139
77,7800,-0.43968,1.84821,-0.68457,2.47650,-0.49396,2.49540
78,7900,-0.45820,1.94144,-0.73317,2.71058,-0.51428,2.53125
79,8000,-0.49661,1.99533,-0.60888,2.54457,-0.51312,2.53062
80,8100,-0.42977,1.91198,-0.67603,2.66029,-0.53023,2.49222
81,8200,-0.47799,1.96603,-0.74725,2.68085,-0.56524,2.71984
82,8300,-0.45602,1.98592,-0.73418,2.56522,-0.56809,2.54545
83,8400,-0.42979,2.02648,-0.72892,2.79251,-0.57423,2.56873
84,8500,-0.48295,1.94130,-0.76148,2.65942,-0.63067,2.60524
85,8600,-0.45567,2.02520,-0.72163,2.65606,-0.61578,2.63809
86,8700,-0.50447,1.94863,-0.85282,2.80063,-0.65164,2.54720
87,8800,-0.47539,2.01511,-0.79084,2.62458,-0.55853,2.54681
88,8900,-0.53282,2.00153,-0.79308,2.80939,-0.71946,2.55707
89,9000,-0.57303,2.00082,-0.73185,2.69420,-0.73982,2.52867
90,9100,-0.48073,2.05900,-0.80908,2.77717,-0.74643,2.47784
91,9200,-0.54645,1.96650,-0.82340,2.84307,-0.72271,2.65393
