iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,4.41508,0.41454,1.61489,4.44405,0.41709,1.61510,4.44808,0.41509,1.61403
1,200,1.68175,0.41145,1.61448,1.64869,0.41272,1.61231,1.66102,0.41149,1.61359
2,300,1.12926,0.40821,1.61276,1.14273,0.40975,1.61230,1.09684,0.40721,1.61283
3,400,0.94885,0.40542,1.61242,0.98172,0.40557,1.61242,0.97417,0.40360,1.61249
4,500,0.90078,0.40225,1.61148,0.90714,0.40214,1.61089,0.94105,0.40108,1.61229
5,600,0.93369,0.39861,1.61243,0.89642,0.39925,1.61286,0.93647,0.39871,1.61303
6,700,0.91513,0.39510,1.61198,0.91754,0.39554,1.61204,0.94445,0.39583,1.61337
7,800,0.93058,0.39191,1.61131,0.92233,0.39243,1.61252,0.93044,0.39305,1.61311
8,900,0.91272,0.38856,1.61224,0.92969,0.38935,1.61271,0.94461,0.39009,1.61250
9,1000,0.93296,0.38461,1.61048,0.94705,0.38603,1.61181,0.94949,0.38650,1.61186
10,1100,0.95878,0.38281,1.61179,0.95305,0.38271,1.61249,0.95386,0.38434,1.61307
11,1200,0.96661,0.37957,1.61253,0.97201,0.37967,1.61205,0.98108,0.38111,1.61284
12,1300,0.99499,0.37636,1.61150,0.99626,0.37690,1.61267,0.97447,0.37789,1.61180
13,1400,1.00545,0.37331,1.61160,1.00304,0.37368,1.61236,0.99104,0.37482,1.61167
14,1500,0.99601,0.37016,1.61033,1.02932,0.37084,1.61264,1.00515,0.37139,1.61144
15,1600,1.00760,0.36747,1.61128,1.02342,0.36743,1.61297,1.03338,0.36843,1.61063
16,1700,1.03601,0.36435,1.61110,1.02802,0.36451,1.61240,1.05287,0.36552,1.61141
17,1800,1.04911,0.36116,1.61077,1.06735,0.36147,1.61252,1.04345,0.36286,1.61126
18,1900,1.05034,0.35799,1.61088,1.06676,0.35841,1.61208,1.06429,0.35960,1.61070
