iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,4.09131,0.30590,3.12516,0.27519,2.70739,0.25536,2.45475,0.24234
1,200,1.93409,0.21423,1.75447,0.20708,1.63173,0.20252,1.62706,0.19903
2,300,1.68000,0.20053,1.68978,0.19915,1.68881,0.19683,1.52654,0.19260
3,400,1.60733,0.20067,1.69925,0.19935,1.58914,0.19448,1.59431,0.19442
4,500,1.62403,0.20095,1.72681,0.19664,1.59865,0.19467,1.48962,0.19328
5,600,1.65776,0.19741,1.77148,0.19774,1.66908,0.19478,1.43385,0.19492
6,700,1.68432,0.19752,1.54490,0.19598,1.73323,0.19563,1.42829,0.19609
7,800,1.71260,0.20051,1.60354,0.19651,1.63245,0.19745,1.48399,0.19735
8,900,1.78682,0.19946,1.70139,0.19911,1.65810,0.19755,1.48933,0.19639
9,1000,1.78184,0.20050,1.76681,0.19952,1.70505,0.19966,1.43643,0.19610
10,1100,1.63331,0.19911,1.67432,0.19996,1.60262,0.19879,1.42452,0.19644
11,1200,1.72146,0.19962,1.79700,0.20033,1.63763,0.19866,1.44983,0.19694
12,1300,1.64314,0.19930,1.66313,0.19931,1.61981,0.19637,1.39923,0.19933
13,1400,1.62964,0.19830,1.66837,0.19906,1.76405,0.20127,1.35259,0.19836
14,1500,1.61273,0.20020,1.78298,0.19837,1.68254,0.20066,1.39726,0.19941
15,1600,1.60943,0.19823,1.62933,0.19773,1.71057,0.19949,1.49072,0.19885
16,1700,1.66725,0.19933,1.70867,0.19995,1.73365,0.20060,1.39642,0.19787
17,1800,1.64396,0.20005,1.66919,0.19906,1.78710,0.19850,1.47618,0.19849
18,1900,1.64303,0.19842,1.70716,0.19823,1.68681,0.20095,1.39979,0.19843
19,2000,1.73318,0.19979,1.67416,0.19766,1.71695,0.19833,1.38000,0.19897
20,2100,1.72197,0.19930,1.55786,0.19725,1.74275,0.19960,1.33809,0.19708
21,2200,1.64830,0.19869,1.70034,0.19998,1.70312,0.19706,1.48087,0.19662
22,2300,1.76907,0.19941,1.66677,0.19916,1.70805,0.20000,1.45696,0.19955
23,2400,1.73739,0.19997,1.55819,0.19737,1.71699,0.19836,1.36196,0.19731
24,2500,1.67266,0.19931,1.63431,0.19821,1.60975,0.19802,1.41920,0.19765
25,2600,1.68326,0.19726,1.60571,0.19955,1.68821,0.19852,1.54408,0.19830
26,2700,1.68934,0.19629,1.69399,0.19641,1.61611,0.19630,1.46044,0.19614
27,2800,1.61879,0.19756,1.68163,0.19714,1.71408,0.19679,1.45390,0.19746
28,2900,1.72058,0.19795,1.80187,0.19886,1.67313,0.19606,1.39341,0.19590
29,3000,1.57810,0.19612,1.68424,0.19842,1.71686,0.19739,1.43562,0.19671
30,3100,1.68673,0.19414,1.60297,0.19586,1.70054,0.19619,1.42194,0.19496
31,3200,1.67939,0.19431,1.63416,0.19550,1.72943,0.19479,1.45360,0.19483
32,3300,1.67875,0.19464,1.66331,0.19438,1.73832,0.19527,1.38841,0.19537
33,3400,1.74765,0.19498,1.59351,0.19547,1.65721,0.19596,1.45514,0.19465
34,3500,1.61292,0.19208,1.72455,0.19482,1.60055,0.19162,1.50324,0.19367
35,3600,1.71388,0.19379,1.72926,0.19290,1.71078,0.19565,1.42208,0.19175
36,3700,1.65115,0.19424,1.66669,0.19266,1.64458,0.19081,1.44315,0.19459
37,3800,1.74905,0.19280,1.65442,0.19334,1.64709,0.19095,1.49015,0.19216
38,3900,1.69137,0.19405,1.60663,0.19065,1.71881,0.19230,1.47842,0.19189
39,4000,1.75304,0.19323,1.62531,0.19357,1.66889,0.19125,1.46681,0.19246
40,4100,1.74091,0.19252,1.71603,0.19135,1.69575,0.19051,1.42652,0.19069
41,4200,1.63302,0.18976,1.67979,0.18978,1.60167,0.19089,1.45739,0.19122
42,4300,1.76728,0.18969,1.64321,0.18914,1.64597,0.18974,1.48975,0.19228
43,4400,1.71901,0.18801,1.68509,0.18816,1.65735,0.18887,1.44850,0.18895
44,4500,1.72884,0.18662,1.63011,0.18854,1.63255,0.18708,1.43741,0.18911
45,4600,1.67847,0.18777,1.65253,0.18769,1.62533,0.18687,1.45293,0.18650
46,4700,1.72582,0.18637,1.69770,0.18691,1.65476,0.18681,1.47097,0.18618
47,4800,1.77777,0.18754,1.69876,0.18808,1.77941,0.18679,1.40601,0.18438
48,4900,1.69590,0.18604,1.69126,0.18614,1.69464,0.18521,1.42761,0.18595
49,5000,1.74858,0.18496,1.66915,0.18598,1.65786,0.18571,1.48715,0.18461
50,5100,1.68807,0.18227,1.68443,0.18254,1.60834,0.18411,1.44839,0.18477
51,5200,1.66384,0.18190,1.63412,0.18357,1.64485,0.18501,1.47801,0.18324
52,5300,1.65434,0.18278,1.74490,0.18176,1.60457,0.18242,1.43708,0.18115
53,5400,1.74947,0.18218,1.69377,0.18073,1.58535,0.18129,1.42035,0.18080
54,5500,1.71200,0.17915,1.65773,0.18121,1.65589,0.18067,1.43250,0.18221
55,5600,1.62278,0.17826,1.63672,0.18000,1.67070,0.17902,1.38231,0.17871
56,5700,1.63671,0.17778,1.71941,0.17937,1.66002,0.17976,1.47547,0.17858
57,5800,1.53590,0.17984,1.61469,0.17809,1.68277,0.17871,1.45924,0.17943
58,5900,1.67321,0.17962,1.74612,0.17839,1.61210,0.17717,1.42190,0.17719
59,6000,1.67295,0.17568,1.63758,0.17938,1.66636,0.17878,1.42168,0.17614
60,6100,1.68132,0.17912,1.59880,0.17729,1.68933,0.17900,1.34944,0.17552
61,6200,1.67300,0.17634,1.65050,0.17581,1.60124,0.17749,1.46166,0.17601
62,6300,1.59655,0.17694,1.69847,0.17420,1.72666,0.17784,1.46961,0.17583
63,6400,1.59612,0.17473,1.73143,0.17796,1.71700,0.17464,1.44225,0.17558
64,6500,1.68572,0.17475,1.69081,0.17323,1.55117,0.17539,1.42973,0.17524
65,6600,1.54117,0.17563,1.61773,0.17380,1.64956,0.17626,1.50803,0.17366
66,6700,1.59209,0.17326,1.60530,0.17351,1.59971,0.17372,1.44033,0.17554
67,6800,1.68227,0.17371,1.59508,0.17229,1.58152,0.17350,1.37004,0.17293
68,6900,1.65526,0.17345,1.69075,0.17515,1.64830,0.17420,1.49758,0.17279
69,7000,1.63592,0.17232,1.55577,0.17123,1.60059,0.17197,1.39858,0.17342
70,7100,1.68839,0.17289,1.58540,0.17208,1.50389,0.17114,1.46713,0.17541
71,7200,1.54259,0.17147,1.65213,0.17164,1.59330,0.17218,1.44923,0.17303
72,7300,1.69830,0.17198,1.65286,0.17050,1.55211,0.17244,1.42159,0.17330
73,7400,1.62049,0.17139,1.65716,0.17113,1.64753,0.17180,1.38268,0.17014
74,7500,1.61531,0.17079,1.60658,0.17073,1.61883,0.16980,1.45040,0.17204
