iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-8.40261,17.27972,1.48053,-8.20269,17.89465,1.48122,-8.18442,18.03525,1.47778
1,200,-8.91192,1.99451,1.58006,-8.94602,2.01157,1.57574,-9.20255,2.58599,1.58246
2,300,-10.13523,1.28215,1.61182,-10.10249,1.37506,1.61590,-10.04419,1.48525,1.61662
3,400,-10.96986,1.35651,1.58360,-10.86975,1.29142,1.58892,-10.91520,1.53929,1.57695
4,500,-12.36519,1.56832,1.64503,-12.23413,1.43250,1.63816,-12.36943,1.63276,1.65334
5,600,-13.39482,2.50149,1.62052,-13.29175,1.93487,1.62233,-13.34898,1.55825,1.61708
6,700,-14.10401,2.06518,1.56655,-14.15204,1.67137,1.55951,-14.23486,2.32667,1.55593
7,800,-15.51968,1.78264,1.54342,-15.69457,1.58036,1.54278,-15.53025,2.45082,1.54037
8,900,-16.40028,1.97300,1.50724,-16.33167,1.60033,1.51097,-16.47590,2.21531,1.51202
9,1000,-17.39480,2.15987,1.47551,-17.56641,1.84540,1.47116,-17.47069,1.92335,1.47414
10,1100,-18.60462,2.24294,1.46292,-18.37234,2.00302,1.45694,-18.61093,2.22275,1.45857
11,1200,-19.45581,2.47212,1.44143,-19.56097,1.84606,1.44365,-19.73445,2.33871,1.43843
12,1300,-20.79451,2.73803,1.43483,-20.78184,1.84527,1.43055,-20.42164,3.63176,1.43255
13,1400,-21.60080,2.76283,1.41082,-21.83272,2.48060,1.40746,-21.52691,3.47929,1.41872
14,1500,-22.71157,4.05486,1.40126,-22.63644,2.28674,1.40823,-22.74845,3.25942,1.40630
15,1600,-23.53467,3.88253,1.38049,-23.62819,4.50416,1.38344,-23.54457,3.87983,1.38199
16,1700,-24.38967,3.82851,1.36966,-24.71791,4.20853,1.37178,-24.29883,3.77268,1.37260
17,1800,-25.03574,3.68220,1.34944,-25.41656,2.40218,1.34483,-25.20100,3.22821,1.34713
18,1900,-25.87691,2.82967,1.32596,-26.23633,1.77372,1.32526,-25.90577,3.70278,1.32501
19,2000,-26.54872,3.44895,1.29974,-27.02936,2.65910,1.29903,-27.06395,4.60137,1.30215
20,2100,-27.61692,3.39564,1.28309,-28.27923,6.34298,1.27741,-27.95930,3.81166,1.28514
21,2200,-28.22042,4.23115,1.25931,-28.32434,5.33427,1.25579,-28.29647,3.45415,1.25712
22,2300,-28.81995,3.00594,1.23056,-29.57845,3.31202,1.23566,-29.18725,3.18171,1.23795
23,2400,-29.39089,2.54017,1.22110,-29.86405,4.06658,1.21585,-29.79706,2.92833,1.21430
24,2500,-29.94904,2.66118,1.19445,-30.62060,3.26910,1.19915,-30.47945,3.46340,1.19643
25,2600,-30.44873,2.28572,1.17450,-30.77817,2.72893,1.17386,-31.04236,3.45470,1.17892
26,2700,-31.11247,2.43582,1.15932,-31.37952,2.41449,1.15944,-31.43856,3.35772,1.15468
27,2800,-31.80124,3.50746,1.14439,-32.45035,3.26564,1.14037,-31.73427,3.24198,1.14531
28,2900,-32.22695,2.54330,1.12612,-32.44987,2.34879,1.13072,-33.47175,6.68207,1.13528
29,3000,-32.33132,3.00979,1.11028,-33.10669,2.40309,1.10813,-32.54494,3.99481,1.10923
30,3100,-33.05564,2.17753,1.09377,-33.26151,5.59810,1.09401,-33.77345,3.04227,1.09722
31,3200,-33.55789,2.03929,1.07806,-34.02678,1.79782,1.07020,-33.35936,2.29544,1.06516
32,3300,-33.77024,3.11579,1.05601,-34.03841,1.28407,1.06106,-33.84675,2.18979,1.05738
33,3400,-34.19967,2.80765,1.04219,-34.19249,1.40652,1.03875,-34.48973,2.10534,1.04022
34,3500,-34.35961,5.14044,1.02879,-34.40565,1.34786,1.02541,-34.84234,2.11344,1.02715
35,3600,-34.87908,3.93233,1.01930,-34.95332,1.32522,1.01807,-34.86436,3.25072,1.02708
36,3700,-35.46693,1.57204,1.01877,-35.32114,1.47484,1.02565,-35.38270,1.80397,1.01863
37,3800,-35.78128,2.68494,1.01604,-35.98864,3.08079,1.01570,-35.55566,1.79114,1.01347
38,3900,-36.21302,5.41527,1.01439,-36.54077,4.62291,1.01625,-35.78293,4.62609,1.00777
39,4000,-36.61695,2.63863,0.99840,-36.57534,4.08886,1.00268,-36.81726,2.66957,0.99950
40,4100,-37.03091,3.47427,0.99461,-36.90286,1.90585,0.98758,-36.96574,1.61096,0.99435
41,4200,-37.06727,2.36018,0.98366,-37.22360,1.65998,0.97300,-37.06431,1.38725,0.98007
42,4300,-37.20634,3.53761,0.97045,-37.44961,3.12539,0.96991,-37.18663,1.74538,0.97105
43,4400,-37.47503,1.77458,0.96090,-37.30649,3.82837,0.95940,-37.29894,2.12277,0.95399
44,4500,-37.50128,1.81077,0.94065,-37.53494,2.38513,0.94564,-37.67438,2.48395,0.94155
45,4600,-37.95475,1.79847,0.92472,-37.87494,1.98412,0.92743,-37.36847,1.96765,0.93020
46,4700,-37.89407,1.75327,0.92060,-38.08091,2.01820,0.91856,-37.48851,4.64642,0.91734
47,4800,-38.08025,2.46055,0.90363,-38.38137,1.87315,0.90197,-38.05242,2.38158,0.91188
48,4900,-38.30340,2.42801,0.89124,-37.91792,2.07226,0.89690,-37.68324,3.13261,0.89616
49,5000,-38.57011,3.14422,0.88010,-38.20397,1.76877,0.88278,-37.87407,2.06814,0.87291
50,5100,-38.14422,2.09669,0.86522,-38.23828,3.37750,0.86767,-38.00116,2.55490,0.86396
51,5200,-38.46750,3.16735,0.84938,-38.20737,1.74597,0.84974,-38.24215,1.81009,0.85420
52,5300,-38.31876,4.19648,0.83851,-38.09777,1.29854,0.83801,-38.15721,1.61952,0.83198
53,5400,-38.46197,3.16435,0.82369,-37.95911,1.47832,0.82516,-38.36978,1.92826,0.82469
