iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-2.14161,3.57550,0.37773,-2.09982,2.69368,0.33678
1,200,-1.90206,1.66953,0.24345,-1.86684,1.53765,0.23590
2,300,-2.16385,1.62936,0.22846,-2.12032,1.53837,0.22338
3,400,-2.39267,1.58202,0.22154,-2.37798,1.45092,0.21728
4,500,-2.67523,1.48561,0.21692,-2.65782,1.47534,0.21330
5,600,-2.80742,1.29658,0.20258,-2.84851,1.22989,0.20001
6,700,-3.01726,1.19214,0.18946,-3.00347,1.21406,0.18824
7,800,-3.16653,1.16895,0.17856,-3.14309,1.17468,0.17680
8,900,-3.24186,1.17324,0.16468,-3.19451,1.15275,0.16211
9,1000,-3.35938,1.16769,0.15648,-3.32303,1.22786,0.15739
10,1100,-3.47601,1.18859,0.14888,-3.35771,1.19538,0.14811
11,1200,-3.51093,1.28160,0.14396,-3.39828,1.19758,0.14297
12,1300,-3.48954,1.34515,0.13987,-3.51157,1.26577,0.14085
13,1400,-3.61096,1.35881,0.13602,-3.55784,1.32391,0.13613
14,1500,-3.59944,1.39073,0.13012,-3.57826,1.38004,0.13143
15,1600,-3.68010,1.44339,0.12940,-3.58443,1.46493,0.12966
16,1700,-3.70629,1.53453,0.12886,-3.62788,1.52407,0.12830
17,1800,-3.77845,1.54158,0.12951,-3.69022,1.53190,0.12922
18,1900,-3.84836,1.60938,0.12834,-3.75412,1.63771,0.12700
19,2000,-3.89499,1.65801,0.12714,-3.80041,1.70384,0.12895
20,2100,-4.05661,1.73427,0.13264,-4.05223,1.75409,0.13214
21,2200,-4.20505,1.78679,0.13458,-4.19515,1.83013,0.13430
22,2300,-4.38437,1.89536,0.13838,-4.33484,1.84401,0.13715
23,2400,-4.59256,1.91310,0.13995,-4.54587,1.85471,0.13911
24,2500,-4.75661,2.07148,0.14311,-4.87343,2.03221,0.14533
25,2600,-4.97608,2.07595,0.14555,-5.05536,2.08145,0.14731
26,2700,-5.22972,2.17990,0.14703,-5.32023,2.20869,0.14674
27,2800,-5.47117,2.30504,0.14895,-5.53083,2.08049,0.14901
28,2900,-5.56561,2.19502,0.14784,-5.65208,2.19762,0.14616
29,3000,-5.80108,2.18777,0.14736,-5.89275,2.21217,0.14921
30,3100,-6.03117,2.22882,0.14885,-6.13325,2.30742,0.14680
31,3200,-6.23125,2.30434,0.14750,-6.26197,2.34434,0.14586
32,3300,-6.32631,2.53846,0.14699,-6.37679,2.32471,0.14436
33,3400,-6.57930,2.54582,0.14576,-6.60867,2.52175,0.14474
34,3500,-6.66286,2.73636,0.14335,-6.74273,2.60276,0.14391
35,3600,-6.71258,2.65458,0.14409,-6.87518,2.45862,0.14245
36,3700,-6.94135,2.85177,0.14197,-6.97009,2.61614,0.14165
37,3800,-7.00960,2.64679,0.14094,-7.23838,2.68752,0.14031
38,3900,-7.20440,2.57594,0.14061,-7.30856,2.64777,0.13877
39,4000,-7.26453,2.94316,0.13825,-7.48773,2.56697,0.13941
40,4100,-7.44009,2.80749,0.14024,-7.62121,2.70777,0.14003
41,4200,-7.42342,2.91372,0.14020,-7.70197,2.83817,0.13976
42,4300,-7.64513,2.91359,0.13908,-7.84560,2.89000,0.13921
