iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,5.15965,0.36027,3.87000,0.32426,3.31759,0.30188,2.84933,0.28547
1,200,1.93431,0.25089,1.80007,0.24479,1.64185,0.24052,1.61805,0.23363
2,300,1.81537,0.24117,1.70299,0.23799,1.60924,0.23577,1.74866,0.23296
3,400,1.74664,0.23940,1.73513,0.23506,1.63483,0.23395,1.67026,0.23190
4,500,1.87722,0.23772,1.74422,0.23518,1.73273,0.23266,1.74454,0.23386
5,600,1.97589,0.23712,1.76503,0.23514,1.76117,0.23331,1.61117,0.23182
6,700,1.80686,0.23740,1.76388,0.23351,1.87686,0.23367,1.65136,0.23408
7,800,1.83419,0.23568,1.73289,0.23550,1.77843,0.23363,1.55460,0.23303
8,900,1.77419,0.23569,1.75087,0.23482,1.68584,0.23385,1.64353,0.23394
9,1000,1.79205,0.23541,1.74222,0.23346,1.79949,0.23318,1.65815,0.23329
10,1100,1.77287,0.23688,1.81334,0.23662,1.79013,0.23322,1.62237,0.23227
11,1200,1.79090,0.23692,1.79052,0.23406,1.75111,0.23393,1.62347,0.23514
12,1300,1.83787,0.23397,1.85863,0.23489,1.74047,0.23281,1.69186,0.23513
13,1400,1.78205,0.23533,1.67261,0.23467,1.76513,0.23156,1.63226,0.23321
14,1500,1.81873,0.23549,1.81291,0.23310,1.72606,0.23268,1.66314,0.23410
15,1600,1.82639,0.23489,1.77377,0.23352,1.74900,0.23441,1.62924,0.23282
16,1700,1.78344,0.23634,1.76786,0.23295,1.75107,0.23296,1.60239,0.23424
17,1800,1.88580,0.23594,1.91872,0.23740,1.75208,0.23303,1.70406,0.23378
18,1900,1.78639,0.23598,1.86522,0.23434,1.72148,0.23446,1.53047,0.23254
19,2000,1.86325,0.23390,1.87370,0.23417,1.77769,0.23308,1.63094,0.23503
20,2100,1.88985,0.23520,1.75498,0.23286,1.73716,0.23407,1.71357,0.23416
21,2200,1.85692,0.23522,1.87462,0.23495,1.84044,0.23408,1.63221,0.23464
22,2300,1.74202,0.23533,1.88982,0.23674,1.83693,0.23374,1.68256,0.23467
23,2400,1.88289,0.23510,1.83493,0.23530,1.78799,0.23414,1.68407,0.23330
24,2500,1.80818,0.23417,1.81971,0.23352,1.81342,0.23539,1.61102,0.23323
25,2600,1.85836,0.23574,1.78538,0.23485,1.81791,0.23383,1.70166,0.23563
26,2700,1.82484,0.23464,1.75398,0.23636,1.90086,0.23527,1.70009,0.23541
27,2800,1.90139,0.23685,1.91003,0.23326,1.83221,0.23344,1.69948,0.23360
28,2900,1.75169,0.23507,1.78293,0.23438,1.88522,0.23609,1.68832,0.23498
29,3000,1.86726,0.23676,1.79533,0.23394,1.88542,0.23386,1.70014,0.23442
30,3100,1.85736,0.23506,2.00021,0.23524,1.76826,0.23417,1.66566,0.23422
31,3200,1.86531,0.23387,1.79187,0.23200,1.93512,0.23583,1.63899,0.23218
32,3300,1.83868,0.23658,1.89837,0.23397,1.81252,0.23427,1.74371,0.23598
33,3400,1.94169,0.23484,1.91341,0.23534,1.99730,0.23323,1.73663,0.23558
34,3500,1.90259,0.23550,1.90609,0.23420,1.88946,0.23377,1.63233,0.23263
