iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-6.97434,8.70294,1.28181,-7.13159,8.48198,1.32707,-7.64006,8.82690,1.42294,-6.70548,7.94777,1.22576
1,200,-7.70841,1.52227,1.28656,-7.84406,1.45141,1.28694,-8.46253,1.95528,1.43629,-7.07664,1.22021,1.18209
2,300,-8.23087,1.60561,1.19197,-8.17227,1.31408,1.19888,-8.86752,1.50206,1.30249,-7.34719,0.95365,1.08757
3,400,-8.84673,1.37304,1.14028,-8.97891,1.52916,1.18240,-9.51683,1.34720,1.25302,-7.86394,0.94926,1.02389
4,500,-9.52357,1.43339,1.12119,-9.97266,1.47565,1.20586,-10.27947,1.49840,1.22149,-8.55469,1.28548,1.00443
5,600,-10.38093,1.50499,1.13492,-11.00695,1.65851,1.23962,-11.27825,1.93990,1.20920,-9.20314,0.99405,0.96648
6,700,-11.26137,1.46318,1.12605,-12.08534,1.95052,1.25936,-11.90637,1.54460,1.18064,-9.90922,1.32325,0.93705
7,800,-12.20594,1.27649,1.11223,-13.26562,1.90665,1.29121,-12.79363,1.27710,1.16690,-10.50457,1.42375,0.92640
8,900,-13.02816,1.35892,1.11047,-14.34657,1.43409,1.28475,-13.69380,2.58546,1.15280,-11.40985,1.85762,0.90678
9,1000,-13.96573,1.31417,1.11320,-15.13141,1.57979,1.26064,-14.64999,2.25707,1.15202,-11.83284,1.32321,0.88795
10,1100,-14.62234,1.56063,1.09702,-16.26477,1.85526,1.26418,-15.60173,2.93637,1.14292,-12.49668,1.27835,0.87155
11,1200,-15.58200,1.70329,1.08109,-17.05434,1.58892,1.23826,-16.34554,2.49433,1.11986,-13.12549,1.31054,0.84403
12,1300,-16.26164,1.79652,1.07476,-17.92059,2.78428,1.22848,-17.16473,1.78958,1.11435,-13.51808,1.49430,0.81961
13,1400,-17.05316,2.43070,1.07332,-18.79044,2.07800,1.22004,-17.84171,1.93947,1.09961,-14.19492,1.70481,0.80601
14,1500,-17.82467,2.60722,1.06782,-19.64340,2.05969,1.20655,-18.43114,2.63456,1.08073,-14.47238,1.37230,0.78509
15,1600,-18.48485,3.42932,1.07343,-20.66854,2.07297,1.19155,-19.41454,2.98291,1.07919,-15.10820,1.27805,0.77323
16,1700,-19.62329,2.98373,1.10077,-21.21776,2.87361,1.18404,-20.08585,2.10529,1.07951,-15.61407,1.70260,0.76671
17,1800,-20.41285,2.34491,1.10539,-22.40118,1.77736,1.18649,-20.84120,2.80618,1.07292,-16.08830,1.65721,0.76441
18,1900,-21.18595,3.76425,1.10000,-23.03677,2.64746,1.17258,-21.64789,2.34454,1.08267,-16.45392,1.57600,0.75160
19,2000,-21.88036,2.94079,1.10770,-23.89169,3.24212,1.17528,-22.35754,2.00939,1.08110,-16.78738,1.39369,0.73902
20,2100,-22.89239,2.28880,1.11470,-24.62571,2.02427,1.16547,-23.01554,1.95035,1.08576,-17.24030,1.37635,0.73434
21,2200,-23.40014,3.32229,1.10502,-25.25177,2.69127,1.15510,-23.76406,1.97551,1.07913,-17.71713,1.72446,0.72585
22,2300,-24.18059,3.92103,1.09609,-25.80271,2.86598,1.14054,-24.69283,2.06966,1.06240,-18.20078,1.77303,0.71435
23,2400,-24.61670,3.71834,1.09166,-26.62086,2.83734,1.13149,-25.18816,1.91110,1.06201,-18.61878,1.73232,0.71057
24,2500,-25.46636,2.56754,1.07823,-26.95384,2.51378,1.12280,-25.82704,2.73470,1.05894,-19.03719,1.43115,0.69865
25,2600,-26.03765,2.47934,1.07525,-27.59975,2.15417,1.10724,-26.65146,3.25563,1.04694,-19.33000,1.56749,0.69157
