iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-3.99566,5.05142,0.69844,1.61069,-4.96808,4.73332,0.90112,1.61272,-5.20617,5.16747,0.98385,1.61168
1,200,-4.90119,1.14144,0.81659,1.60278,-5.62581,1.11334,0.94732,1.61178,-6.40421,1.71816,1.07054,1.61035
2,300,-5.06516,1.15706,0.77115,1.59950,-6.00524,0.98546,0.91126,1.61341,-7.51270,1.35337,1.16326,1.60314
3,400,-5.39897,1.32241,0.74001,1.59556,-6.61068,1.08249,0.90368,1.61603,-8.71238,1.40599,1.28294,1.59916
4,500,-5.86383,1.38408,0.75402,1.59586,-7.32988,1.15451,0.92692,1.62115,-9.73688,1.61182,1.35124,1.59932
5,600,-6.42631,1.46931,0.74440,1.59528,-8.08003,1.35618,0.92270,1.62057,-10.95390,1.97498,1.34876,1.59847
6,700,-7.13082,1.34435,0.72575,1.59487,-8.76866,1.35459,0.91135,1.61940,-11.76416,1.98288,1.32366,1.59725
7,800,-7.42683,1.27925,0.70484,1.59512,-9.41050,1.50989,0.90096,1.61910,-12.59449,2.13424,1.29084,1.59750
8,900,-7.77397,1.40467,0.69063,1.59636,-9.97173,1.70836,0.89385,1.61929,-13.35513,2.36682,1.27614,1.59721
9,1000,-8.33753,1.63338,0.67665,1.59750,-10.88785,1.79210,0.88651,1.61802,-14.38770,2.87179,1.23384,1.59835
10,1100,-8.86837,1.39033,0.67095,1.59808,-11.38155,1.82870,0.88098,1.61737,-15.03308,2.56361,1.20029,1.59860
11,1200,-9.36853,1.42387,0.67227,1.59910,-12.05774,1.77169,0.88246,1.61660,-16.06115,2.83973,1.20580,1.59885
12,1300,-9.90975,1.55882,0.68063,1.59993,-12.77780,1.66743,0.88651,1.61635,-17.07677,3.28951,1.25202,1.59803
13,1400,-10.49454,1.68966,0.69197,1.60107,-13.28512,1.93406,0.88355,1.61488,-18.25338,3.01841,1.28466,1.59798
14,1500,-10.84296,1.61981,0.69928,1.60131,-13.80957,2.55451,0.87684,1.61484,-18.87721,3.39837,1.28545,1.59786
15,1600,-11.29658,2.10667,0.71065,1.60077,-14.23102,2.61298,0.86881,1.61387,-19.65384,3.53016,1.29377,1.59773
16,1700,-11.90151,1.91118,0.71692,1.60015,-14.78472,1.89271,0.85946,1.61299,-20.61265,3.76571,1.27923,1.59820
17,1800,-12.44154,2.05714,0.71344,1.59997,-15.28380,2.04757,0.85454,1.61259,-21.59168,2.84551,1.27347,1.59794
18,1900,-12.70389,2.22455,0.70055,1.60060,-15.74775,2.09650,0.84838,1.61154,-22.14465,2.53738,1.26398,1.59857
19,2000,-12.98762,2.10520,0.68423,1.59978,-16.17053,2.83878,0.84436,1.61068,-23.22849,3.42159,1.26017,1.59781
20,2100,-13.37501,2.12087,0.67445,1.60049,-16.64839,3.52457,0.84091,1.61010,-23.65181,4.93502,1.23078,1.59818
21,2200,-13.63959,2.35775,0.66932,1.60055,-17.08809,3.12883,0.83208,1.60976,-24.10569,4.64430,1.22890,1.59714
22,2300,-13.97438,2.12268,0.66073,1.60033,-17.51830,3.16016,0.82622,1.60912,-24.77767,4.21151,1.21373,1.59715
23,2400,-14.50742,2.15685,0.64823,1.60098,-17.83825,3.56282,0.81900,1.60848,-25.95261,5.94069,1.19730,1.59661
24,2500,-14.93913,1.69861,0.64075,1.60074,-18.43203,2.54054,0.81657,1.60807,-26.36704,4.35855,1.19347,1.59683
25,2600,-15.33408,1.56003,0.63665,1.60075,-18.93974,1.96115,0.80840,1.60750,-27.24737,2.60851,1.17471,1.59692
26,2700,-15.62204,1.81773,0.62878,1.60017,-19.45569,2.63667,0.80041,1.60732,-27.75634,4.11924,1.17815,1.59589
27,2800,-15.97877,1.92424,0.62651,1.59968,-19.97957,2.64236,0.79518,1.60618,-28.49202,5.05356,1.16994,1.59612
28,2900,-16.46499,1.94642,0.62494,1.59985,-20.41887,2.26813,0.79115,1.60589,-29.25490,4.23740,1.17462,1.59563
29,3000,-16.60430,1.96369,0.61615,1.60039,-20.93190,2.67682,0.78447,1.60493,-29.91415,4.56682,1.15843,1.59525
30,3100,-16.88937,1.87879,0.60999,1.59974,-20.97995,2.40772,0.77677,1.60488,-30.24518,4.50873,1.16038,1.59523
31,3200,-17.22343,1.37666,0.60327,1.60034,-21.29707,2.25981,0.77309,1.60452,-30.98893,4.42688,1.15978,1.59397
32,3300,-17.36820,1.34407,0.59791,1.60029,-21.74358,2.10856,0.76357,1.60353,-31.46761,3.64493,1.14447,1.59448
33,3400,-17.64363,1.55371,0.59169,1.60016,-21.90463,2.52769,0.76014,1.60318,-31.86401,4.16003,1.13789,1.59344
34,3500,-17.81485,1.60133,0.58583,1.60022,-22.31954,2.45665,0.75344,1.60251,-32.31824,4.58124,1.12802,1.59342
35,3600,-18.01596,1.54565,0.57923,1.60032,-22.56200,2.19226,0.74460,1.60185,-32.83534,4.34561,1.10359,1.59291
36,3700,-18.46952,1.83381,0.57434,1.59984,-23.12270,2.88260,0.73724,1.60144,-32.99180,3.89728,1.10007,1.59277
37,3800,-18.36155,1.80275,0.56887,1.60083,-23.29198,2.23893,0.72949,1.60069,-33.52811,3.80559,1.08114,1.59255
38,3900,-18.62767,1.64252,0.55985,1.59981,-23.49602,1.88345,0.72504,1.59965,-33.95407,3.26052,1.07535,1.59255
