iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-1.93424,1.47648,0.36950,2.05646,-1.94271,1.50612,0.36966,2.05616
1,200,-2.39449,0.93506,0.36595,2.05260,-2.39374,0.94522,0.36583,2.05286
2,300,-2.68488,0.94972,0.35835,2.04890,-2.67151,0.95381,0.35834,2.04865
3,400,-3.01847,0.96847,0.35280,2.04501,-2.99200,0.87782,0.35303,2.04544
4,500,-3.29266,0.98313,0.34839,2.04225,-3.24970,0.94362,0.34784,2.04236
5,600,-3.55053,0.94314,0.34131,2.03919,-3.50841,0.90362,0.34154,2.03907
6,700,-3.79128,0.95382,0.33495,2.03682,-3.72841,0.97924,0.33518,2.03686
7,800,-4.02326,0.96842,0.32921,2.03446,-4.06382,0.98239,0.32941,2.03501
8,900,-4.28182,1.02250,0.32352,2.03168,-4.34217,1.05671,0.32354,2.03232
9,1000,-4.50026,1.04750,0.31806,2.02895,-4.51634,1.11507,0.31780,2.02964
10,1100,-4.71830,1.01759,0.31192,2.02735,-4.76686,1.02339,0.31239,2.02658
11,1200,-4.90587,1.02589,0.30618,2.02503,-4.95922,1.06918,0.30580,2.02501
12,1300,-5.15548,1.07486,0.30090,2.02289,-5.19462,1.09574,0.30098,2.02276
13,1400,-5.38384,1.08199,0.29523,2.02144,-5.36958,1.13582,0.29503,2.02162
14,1500,-5.56064,1.06326,0.28915,2.01913,-5.63806,1.13886,0.28939,2.01887
15,1600,-5.81196,1.13014,0.28411,2.01723,-5.83510,1.11167,0.28373,2.01783
16,1700,-5.94844,1.15772,0.27883,2.01563,-6.02323,1.12014,0.27869,2.01509
17,1800,-6.25131,1.13740,0.27370,2.01354,-6.29786,1.14137,0.27363,2.01370
18,1900,-6.40659,1.14328,0.26868,2.01238,-6.46226,1.14013,0.26877,2.01207
19,2000,-6.55082,1.11472,0.26349,2.01066,-6.67107,1.17938,0.26388,2.01065
20,2100,-6.75117,1.11982,0.25853,2.00885,-6.83056,1.12650,0.25862,2.00981
21,2200,-6.88207,1.17788,0.25400,2.00846,-7.00249,1.14866,0.25401,2.00759
22,2300,-7.03041,1.13265,0.24912,2.00658,-7.18456,1.16931,0.24922,2.00668
23,2400,-7.20598,1.14686,0.24450,2.00476,-7.30354,1.21530,0.24468,2.00465
24,2500,-7.31986,1.17038,0.24035,2.00261,-7.45317,1.18891,0.23985,2.00287
25,2600,-7.44408,1.15654,0.23586,2.00081,-7.56376,1.17129,0.23585,2.00103
26,2700,-7.53361,1.15612,0.23100,2.00028,-7.70569,1.13315,0.23125,1.99982
27,2800,-7.63328,1.15014,0.22673,1.99882,-7.81340,1.19487,0.22659,1.99938
28,2900,-7.70532,1.18800,0.22217,1.99724,-7.86260,1.25785,0.22205,1.99731
29,3000,-7.83926,1.16177,0.21792,1.99690,-8.00214,1.24320,0.21766,1.99548
30,3100,-7.93470,1.14430,0.21367,1.99444,-8.06905,1.20349,0.21349,1.99480
31,3200,-8.02362,1.18665,0.20938,1.99250,-8.09980,1.23160,0.20941,1.99252
32,3300,-8.07971,1.23244,0.20538,1.99070,-8.25452,1.22823,0.20527,1.99124
33,3400,-8.15517,1.20347,0.20168,1.98929,-8.27671,1.22149,0.20143,1.98869
34,3500,-8.18320,1.24168,0.19725,1.98715,-8.35779,1.24924,0.19712,1.98730
35,3600,-8.24386,1.18760,0.19355,1.98494,-8.40205,1.29865,0.19340,1.98558
36,3700,-8.24225,1.24809,0.18941,1.98415,-8.41692,1.36091,0.18925,1.98430
37,3800,-8.31661,1.25966,0.18537,1.98230,-8.55035,1.36506,0.18519,1.98197
38,3900,-8.32182,1.22454,0.18140,1.98078,-8.52779,1.31456,0.18133,1.98050
39,4000,-8.36613,1.33439,0.17737,1.97902,-8.55049,1.42372,0.17739,1.97887
40,4100,-8.35990,1.35125,0.17381,1.97763,-8.59861,1.33492,0.17356,1.97791
41,4200,-8.40428,1.27079,0.17012,1.97628,-8.65638,1.37830,0.16993,1.97599
42,4300,-8.44903,1.30785,0.16636,1.97447,-8.65880,1.33143,0.16611,1.97430
43,4400,-8.44034,1.26041,0.16268,1.97194,-8.70552,1.35769,0.16255,1.97353
44,4500,-8.45454,1.30200,0.15915,1.97119,-8.66369,1.37316,0.15920,1.97071
45,4600,-8.37948,1.37067,0.15549,1.97011,-8.67645,1.35153,0.15554,1.96901
46,4700,-8.42684,1.27909,0.15229,1.96769,-8.68429,1.40439,0.15203,1.96779
47,4800,-8.35374,1.32800,0.14853,1.96647,-8.70318,1.37401,0.14865,1.96539
48,4900,-8.41955,1.34086,0.14536,1.96335,-8.61709,1.48345,0.14519,1.96418
49,5000,-8.31954,1.26827,0.14196,1.96172,-8.60276,1.34996,0.14191,1.96233
50,5100,-8.30562,1.34310,0.13874,1.96011,-8.62668,1.39628,0.13856,1.95975
51,5200,-8.29538,1.37484,0.13550,1.95853,-8.59889,1.39678,0.13549,1.95914
52,5300,-8.24063,1.35667,0.13232,1.95736,-8.55018,1.34958,0.13229,1.95713
53,5400,-8.21195,1.35188,0.12938,1.95532,-8.49593,1.38001,0.12920,1.95568
54,5500,-8.19208,1.36776,0.12627,1.95287,-8.51632,1.49050,0.12623,1.95237
55,5600,-8.12883,1.34857,0.12313,1.95071,-8.46051,1.57118,0.12316,1.95055
56,5700,-8.16172,1.39148,0.12029,1.94927,-8.35427,1.55728,0.12027,1.94954
57,5800,-8.04876,1.38022,0.11746,1.94662,-8.33136,1.44968,0.11729,1.94692
58,5900,-8.03967,1.45913,0.11443,1.94545,-8.26563,1.54342,0.11434,1.94567
59,6000,-7.98039,1.48105,0.11172,1.94356,-8.22042,1.48383,0.11175,1.94278
60,6100,-7.96607,1.39315,0.10906,1.94083,-8.19134,1.45678,0.10881,1.94142
61,6200,-7.85066,1.46495,0.10644,1.93967,-8.10412,1.47422,0.10623,1.93971
62,6300,-7.77749,1.38551,0.10375,1.93760,-8.04856,1.55902,0.10380,1.93754
63,6400,-7.77689,1.39262,0.10107,1.93576,-7.94735,1.71025,0.10110,1.93573
64,6500,-7.68592,1.43846,0.09863,1.93334,-8.01342,1.52015,0.09859,1.93325
65,6600,-7.59881,1.40644,0.09624,1.93096,-7.79120,1.68512,0.09605,1.93220
66,6700,-7.53632,1.53594,0.09377,1.92966,-7.74247,1.50426,0.09372,1.92835
67,6800,-7.49322,1.57713,0.09147,1.92825,-7.69711,1.58301,0.09139,1.92619
68,6900,-7.43799,1.49310,0.08918,1.92576,-7.60583,1.58673,0.08915,1.92501
69,7000,-7.31169,1.52818,0.08685,1.92355,-7.54978,1.56346,0.08688,1.92274
70,7100,-7.25695,1.46571,0.08475,1.92121,-7.52409,1.51460,0.08448,1.92090
71,7200,-7.17363,1.44169,0.08258,1.91896,-7.44604,1.59016,0.08245,1.91891
72,7300,-7.10286,1.52290,0.08055,1.91771,-7.35188,1.51805,0.08039,1.91753
73,7400,-7.02986,1.49597,0.07865,1.91603,-7.30391,1.59317,0.07859,1.91638
74,7500,-7.00791,1.41459,0.07661,1.91409,-7.24595,1.62352,0.07654,1.91377
75,7600,-6.91860,1.53062,0.07479,1.91283,-7.12632,1.63272,0.07469,1.91307
76,7700,-6.82389,1.51898,0.07286,1.90973,-7.03387,1.46207,0.07272,1.90978
77,7800,-6.75639,1.61073,0.07113,1.90874,-7.06145,1.81196,0.07112,1.90834
78,7900,-6.65664,1.56123,0.06936,1.90663,-6.85140,1.63946,0.06939,1.90640
79,8000,-6.61429,1.51503,0.06766,1.90592,-6.83988,1.65782,0.06784,1.90566
80,8100,-6.49864,1.62987,0.06599,1.90387,-6.70507,1.65290,0.06606,1.90395
81,8200,-6.46918,1.53587,0.06441,1.90076,-6.82082,1.96402,0.06429,1.90162
82,8300,-6.42634,1.56749,0.06289,1.89869,-6.58941,1.65950,0.06274,1.89827
83,8400,-6.30558,1.65779,0.06125,1.89657,-6.55479,1.63455,0.06115,1.89599
84,8500,-6.19285,1.76679,0.05983,1.89516,-6.45122,1.65885,0.05962,1.89268
85,8600,-6.13530,1.59159,0.05839,1.89134,-6.42598,1.74526,0.05832,1.89046
86,8700,-6.09692,1.52351,0.05699,1.88737,-6.30226,1.76644,0.05694,1.89013
87,8800,-5.97648,1.51213,0.05570,1.88869,-6.22413,1.72427,0.05557,1.88694
88,8900,-5.93812,1.44764,0.05434,1.88419,-6.13448,1.73336,0.05440,1.88628
89,9000,-5.90883,1.50913,0.05307,1.88302,-6.06707,1.62603,0.05313,1.88349
90,9100,-5.82956,1.49371,0.05199,1.88086,-5.88916,1.69472,0.05190,1.88158
91,9200,-5.78722,1.63727,0.05082,1.88121,-5.85321,1.69888,0.05092,1.87921
92,9300,-5.66876,1.57411,0.04975,1.87737,-5.78992,1.62193,0.04968,1.87776
93,9400,-5.63584,1.55205,0.04865,1.87732,-5.75994,1.72781,0.04859,1.87573
94,9500,-5.49176,1.59915,0.04774,1.87552,-5.60600,1.72614,0.04755,1.87562
95,9600,-5.43739,1.65608,0.04677,1.87279,-5.63954,1.70828,0.04657,1.87314
96,9700,-5.40257,1.56093,0.04561,1.87105,-5.51669,1.76067,0.04561,1.87136
97,9800,-5.32819,1.57783,0.04480,1.87012,-5.46483,1.64351,0.04474,1.86997
98,9900,-5.29662,1.55553,0.04382,1.86870,-5.36228,1.69729,0.04370,1.86490
99,10000,-5.23874,1.55909,0.04290,1.86570,-5.27503,1.70302,0.04291,1.86551
100,10100,-5.15928,1.64343,0.04215,1.86477,-5.23688,1.75800,0.04202,1.86197
101,10200,-5.06156,1.61697,0.04141,1.86366,-5.14146,1.67314,0.04134,1.86322
102,10300,-4.97408,1.68294,0.04052,1.85960,-5.10465,1.72262,0.04042,1.85883
103,10400,-4.94325,1.62300,0.03970,1.85969,-5.03291,1.70442,0.03969,1.85827
104,10500,-4.92986,1.61328,0.03913,1.85699,-4.99636,1.75977,0.03892,1.85470
105,10600,-4.83584,1.62992,0.03828,1.85402,-4.87309,1.59653,0.03835,1.85563
106,10700,-4.74581,1.62411,0.03755,1.85105,-4.82937,1.63549,0.03769,1.85113
107,10800,-4.61523,1.63764,0.03695,1.85163,-4.89567,1.71478,0.03694,1.84850
108,10900,-4.67071,1.62752,0.03653,1.85080,-4.78429,1.73682,0.03640,1.84766
109,11000,-4.53907,1.68203,0.03584,1.84647,-4.71551,1.72486,0.03574,1.84590
110,11100,-4.49186,1.64102,0.03520,1.84374,-4.64460,1.73227,0.03529,1.84638
111,11200,-4.47392,1.67257,0.03477,1.84139,-4.62708,1.75215,0.03459,1.83890
112,11300,-4.35972,1.62541,0.03417,1.83916,-4.57966,1.78786,0.03420,1.83825
113,11400,-4.33416,1.65200,0.03374,1.83725,-4.51377,1.81422,0.03369,1.83655
114,11500,-4.23548,1.72375,0.03330,1.83492,-4.51647,1.58802,0.03326,1.83329
115,11600,-4.31147,1.56917,0.03288,1.83128,-4.41386,1.74218,0.03287,1.83190
116,11700,-4.15868,1.53473,0.03243,1.83145,-4.33909,1.77748,0.03244,1.83185
117,11800,-4.06985,1.58744,0.03208,1.82909,-4.25376,1.65646,0.03209,1.82866
118,11900,-4.01030,1.58802,0.03174,1.82497,-4.28367,1.76345,0.03168,1.82641
119,12000,-4.03856,1.70975,0.03134,1.82345,-4.15994,1.69342,0.03128,1.82406
120,12100,-4.01377,1.60845,0.03096,1.82244,-4.18394,1.72735,0.03095,1.82140
121,12200,-3.92166,1.61184,0.03062,1.81858,-4.09645,1.76882,0.03071,1.82163
122,12300,-3.88610,1.67725,0.03038,1.81924,-4.10997,1.73047,0.03041,1.81682
123,12400,-3.84193,1.58848,0.03002,1.81683,-4.02428,1.74575,0.03002,1.81873
124,12500,-3.82530,1.60365,0.02979,1.81387,-3.99120,1.75635,0.02980,1.81391
125,12600,-3.75506,1.60924,0.02956,1.81551,-3.95505,1.77770,0.02951,1.81355
126,12700,-3.71203,1.59711,0.02939,1.81286,-3.96954,1.70491,0.02932,1.80845
127,12800,-3.65922,1.64109,0.02915,1.81032,-3.90491,1.80705,0.02914,1.80859
128,12900,-3.63381,1.58553,0.02886,1.80636,-3.83325,1.78358,0.02882,1.80646
129,13000,-3.53924,1.78603,0.02861,1.80350,-3.83389,1.80860,0.02863,1.80268
130,13100,-3.49064,1.70828,0.02846,1.80166,-3.85093,1.88874,0.02851,1.80276
131,13200,-3.51178,1.65386,0.02829,1.80014,-3.73658,1.71682,0.02834,1.79966
132,13300,-3.44537,1.53362,0.02812,1.79772,-3.70723,1.78309,0.02815,1.79630
133,13400,-3.40973,1.63094,0.02814,1.79592,-3.67470,1.72207,0.02804,1.79521
134,13500,-3.28865,1.68223,0.02781,1.79313,-3.65212,1.75036,0.02775,1.79248
135,13600,-3.36322,1.70512,0.02766,1.79210,-3.60682,1.81764,0.02778,1.79516
136,13700,-3.28252,1.56454,0.02763,1.79228,-3.56132,1.84927,0.02759,1.78835
137,13800,-3.27760,1.58244,0.02740,1.78530,-3.52614,1.71187,0.02736,1.78597
138,13900,-3.17286,1.67283,0.02744,1.78148,-3.45665,1.84669,0.02732,1.78283
139,14000,-3.16801,1.65983,0.02731,1.78089,-3.46010,1.82475,0.02717,1.77725
140,14100,-3.16874,1.79339,0.02723,1.77411,-3.43987,1.94130,0.02720,1.77414
141,14200,-3.13336,1.56017,0.02710,1.77538,-3.47035,1.80732,0.02711,1.77621
142,14300,-3.11100,1.63586,0.02716,1.77374,-3.36532,1.75848,0.02698,1.77417
143,14400,-3.08782,1.58918,0.02691,1.77110,-3.35771,1.70804,0.02700,1.77265
144,14500,-3.10873,1.63611,0.02691,1.76679,-3.33919,1.85605,0.02696,1.76751
145,14600,-2.98361,1.67118,0.02683,1.76869,-3.31955,1.73345,0.02672,1.76145
146,14700,-3.00053,1.65174,0.02678,1.76024,-3.29958,1.81609,0.02685,1.76302
147,14800,-3.04180,1.58404,0.02678,1.75788,-3.26890,1.85035,0.02671,1.75936
148,14900,-2.94837,1.64048,0.02668,1.75547,-3.23205,1.85321,0.02661,1.75549
149,15000,-2.94256,1.72253,0.02659,1.75206,-3.24409,1.86258,0.02658,1.75409
150,15100,-2.89563,1.60058,0.02658,1.75023,-3.18012,1.85305,0.02670,1.74760
151,15200,-2.87074,1.77335,0.02659,1.74941,-3.13446,1.86697,0.02661,1.74879
152,15300,-2.99719,1.79458,0.02659,1.74136,-3.11570,1.76390,0.02659,1.74243
153,15400,-2.86543,1.75003,0.02665,1.74031,-3.10880,1.72811,0.02670,1.74005
154,15500,-2.82090,1.60513,0.02655,1.73446,-2.98471,1.70659,0.02657,1.73544
155,15600,-2.77190,1.72536,0.02652,1.73279,-2.98046,1.77606,0.02660,1.73240
156,15700,-2.77373,1.57949,0.02664,1.72678,-2.98816,1.72852,0.02653,1.72889
157,15800,-2.79083,1.66009,0.02667,1.72425,-3.02721,1.77841,0.02664,1.72576
158,15900,-2.73512,1.67500,0.02656,1.72202,-3.00447,1.72541,0.02666,1.72041
159,16000,-2.75554,1.66891,0.02666,1.71477,-2.93444,1.80228,0.02676,1.71914
160,16100,-2.75940,1.75964,0.02664,1.71515,-2.94250,1.84738,0.02672,1.71134
161,16200,-2.66569,1.66959,0.02682,1.70939,-2.90184,1.76359,0.02666,1.71047
162,16300,-2.64486,1.58164,0.02670,1.70939,-2.89804,1.97314,0.02673,1.71156
163,16400,-2.65589,1.66866,0.02675,1.70494,-2.87623,1.80094,0.02685,1.70517
164,16500,-2.62717,1.61668,0.02699,1.70092,-2.87301,1.69457,0.02690,1.70446
165,16600,-2.63134,1.71986,0.02689,1.69563,-2.79754,1.78915,0.02679,1.69902
166,16700,-2.59463,1.77090,0.02681,1.69269,-2.81876,1.76470,0.02691,1.69618
167,16800,-2.57128,1.67325,0.02706,1.69262,-2.80843,1.66502,0.02696,1.69670
168,16900,-2.61324,1.66499,0.02695,1.69046,-2.73537,1.85682,0.02699,1.68775
169,17000,-2.54045,1.69412,0.02696,1.68838,-2.80380,1.70326,0.02708,1.68694
170,17100,-2.55615,1.60331,0.02709,1.68300,-2.75776,1.78711,0.02701,1.68213
171,17200,-2.57925,1.60320,0.02693,1.68400,-2.72392,1.76401,0.02699,1.68250
172,17300,-2.57535,1.69496,0.02695,1.67838,-2.69975,1.79088,0.02707,1.67795
173,17400,-2.47273,1.72914,0.02712,1.67647,-2.74572,1.75240,0.02710,1.67244
174,17500,-2.46454,1.62829,0.02714,1.67813,-2.68374,1.75527,0.02725,1.67363
175,17600,-2.54354,1.57820,0.02727,1.66684,-2.65458,1.82892,0.02719,1.67084
176,17700,-2.49708,1.65346,0.02731,1.66307,-2.72161,1.79420,0.02722,1.66775
177,17800,-2.54781,1.62920,0.02739,1.66142,-2.67029,1.78733,0.02732,1.66168
178,17900,-2.47732,1.58711,0.02737,1.65938,-2.67068,1.85633,0.02739,1.65676
179,18000,-2.51293,1.76737,0.02762,1.65725,-2.59007,1.89593,0.02762,1.64556
180,18100,-2.44129,1.67820,0.02755,1.64776,-2.65003,1.90509,0.02761,1.65376
181,18200,-2.44865,1.62358,0.02765,1.64749,-2.56932,1.85395,0.02751,1.64749
182,18300,-2.41517,1.71896,0.02738,1.64472,-2.54526,1.81138,0.02764,1.64370
183,18400,-2.41802,1.68151,0.02764,1.64330,-2.53946,1.80104,0.02760,1.64287
184,18500,-2.41561,1.61637,0.02769,1.63611,-2.59246,1.85226,0.02764,1.63991
185,18600,-2.39083,1.69196,0.02789,1.63040,-2.49561,1.79334,0.02774,1.63368
186,18700,-2.43208,1.60416,0.02785,1.63605,-2.50457,1.94834,0.02775,1.63118
