iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,37.07367,1.27567,42.33945,1.35953,36.52172,1.26359,32.78948,1.19712
1,200,13.72402,1.28855,16.65372,1.38122,12.49161,1.25100,10.70528,1.13957
2,300,3.15854,1.28110,3.49124,1.31129,3.03846,1.24056,3.39793,1.12120
3,400,1.97898,1.26911,2.14347,1.28663,2.00005,1.23416,2.02667,1.10986
4,500,1.54578,1.25433,1.53373,1.26717,1.60726,1.23486,1.43751,1.08034
5,600,1.46509,1.23466,1.43743,1.25280,1.36319,1.23299,1.04138,1.06735
6,700,1.34367,1.21837,1.41436,1.24722,1.43109,1.22351,0.97433,1.05985
7,800,1.29168,1.19873,1.21350,1.23080,1.18333,1.21145,0.90183,1.05033
8,900,1.21385,1.18740,1.23218,1.20815,1.13057,1.19316,0.86491,1.03067
9,1000,1.20060,1.17793,1.24343,1.20210,1.18324,1.18952,0.84413,1.01630
10,1100,1.06995,1.17691,1.16542,1.19622,1.22952,1.17733,0.83816,1.00544
11,1200,1.09786,1.16326,1.10832,1.18441,1.18070,1.16637,0.77457,0.99354
12,1300,1.11129,1.15931,1.15273,1.17051,1.22417,1.15169,0.87632,0.98293
13,1400,1.06261,1.14180,1.04857,1.16382,1.15955,1.14142,0.88116,0.96189
14,1500,1.11540,1.12764,1.10581,1.14641,1.02904,1.12394,0.87949,0.94719
15,1600,1.15072,1.11267,1.06587,1.13330,1.12384,1.11398,0.84203,0.92634
16,1700,1.09948,1.10089,1.09289,1.11816,1.09297,1.10623,0.81858,0.91588
17,1800,1.04484,1.08762,1.13921,1.10515,1.03105,1.09715,0.85335,0.90469
18,1900,0.99366,1.07329,1.13123,1.09959,1.03530,1.08624,0.81856,0.88365
19,2000,1.07774,1.05870,1.14041,1.08478,1.06712,1.07873,0.76464,0.87229
20,2100,1.00502,1.05052,1.05575,1.07576,1.00634,1.06443,0.86400,0.85965
21,2200,1.07721,1.04258,1.09495,1.06569,1.18932,1.06279,0.82073,0.84177
22,2300,1.04610,1.02468,1.13214,1.05785,1.02897,1.04537,0.84299,0.82914
23,2400,1.05357,1.01710,1.15709,1.04777,1.05599,1.04013,0.83497,0.81923
24,2500,1.05227,1.00716,1.09264,1.03799,1.03706,1.03052,0.83528,0.80555
25,2600,1.07546,1.00306,0.96862,1.03268,1.08243,1.01842,0.88235,0.79143
26,2700,0.96437,0.98593,1.04739,1.01698,1.10202,1.01025,0.89494,0.77702
27,2800,1.00143,0.97794,1.09849,1.00927,1.12793,1.00139,0.93158,0.76242
28,2900,1.08488,0.96429,1.12218,0.99659,1.03697,0.99458,0.87353,0.75411
29,3000,1.09905,0.95497,1.04077,0.99670,1.17140,0.98485,0.91842,0.74288
30,3100,1.06059,0.94804,1.18304,0.98417,0.98683,0.97440,0.89910,0.73089
31,3200,0.95653,0.94130,1.00608,0.97673,1.16379,0.97183,0.91374,0.72332
32,3300,1.11170,0.93497,1.12988,0.96356,1.11162,0.96330,0.93684,0.70838
33,3400,1.15624,0.92992,1.02455,0.95351,1.15976,0.94898,0.83685,0.70460
34,3500,1.04829,0.91585,1.12401,0.95496,1.02459,0.94396,0.91715,0.69612
35,3600,1.06651,0.90826,1.06343,0.93298,1.02273,0.93635,0.87346,0.68374
36,3700,1.07360,0.90360,1.12114,0.92948,1.02254,0.92780,0.90406,0.67706
37,3800,0.99520,0.89479,1.08696,0.92138,1.07356,0.92228,0.90594,0.66902
38,3900,1.05218,0.88533,1.04019,0.92156,1.09091,0.91284,0.90957,0.66210
39,4000,1.04346,0.87896,1.08143,0.90997,1.02531,0.90639,0.83035,0.65168
40,4100,1.02304,0.87306,0.98069,0.90258,1.20776,0.89353,0.92939,0.64158
41,4200,1.03077,0.86489,1.11009,0.89468,1.03989,0.89118,0.92329,0.63469
42,4300,1.07565,0.85007,0.94404,0.88681,0.97233,0.87993,0.93360,0.62959
43,4400,1.06942,0.84541,1.01827,0.87406,1.06382,0.87330,0.99984,0.61979
44,4500,1.04806,0.83290,0.98883,0.86002,1.11284,0.86883,0.95059,0.61227
45,4600,1.03397,0.82967,1.09581,0.86148,0.99722,0.86364,0.96297,0.60662
46,4700,0.99868,0.82442,1.10201,0.85238,1.01856,0.84858,0.94797,0.59724
47,4800,0.94041,0.81165,0.98040,0.84096,1.03238,0.84181,0.91437,0.59007
48,4900,1.08040,0.80370,1.10496,0.83266,0.98444,0.83376,0.89039,0.58267
49,5000,1.07304,0.79917,1.02497,0.82639,1.04943,0.82342,0.90751,0.57808
50,5100,1.03472,0.78539,1.04971,0.81603,1.04510,0.81785,0.93212,0.56779
51,5200,1.06277,0.78004,0.99434,0.80966,1.05777,0.80850,0.87934,0.56300
52,5300,1.10021,0.76896,1.08121,0.79842,1.12562,0.79547,0.92056,0.55548
53,5400,1.03110,0.76472,0.99247,0.79405,1.02861,0.78768,0.95070,0.54871
54,5500,1.00591,0.75512,1.01202,0.78136,1.00592,0.78350,0.97068,0.54329
55,5600,1.00873,0.74258,1.06128,0.76958,1.01615,0.77214,0.97847,0.53496
56,5700,0.98079,0.73814,0.98654,0.75617,1.01313,0.75961,1.05240,0.52615
57,5800,0.98779,0.72732,1.03900,0.75128,1.12198,0.75103,0.93707,0.52278
58,5900,1.02332,0.72171,1.11316,0.74287,1.07102,0.74374,0.93162,0.51577
59,6000,1.07245,0.70895,1.08022,0.73600,0.92872,0.73661,0.95791,0.50892
60,6100,0.98336,0.70495,1.15400,0.72777,0.96875,0.72809,0.90056,0.50360
61,6200,1.12546,0.69556,1.01664,0.71810,1.03915,0.71595,0.98904,0.49742
62,6300,1.05420,0.69016,1.03886,0.70813,0.99457,0.71281,0.95641,0.49072
63,6400,1.06263,0.68106,1.03423,0.70700,1.00359,0.70765,0.89676,0.48559
64,6500,1.05957,0.67493,1.02556,0.69051,1.05947,0.69265,0.90756,0.47889
65,6600,1.08759,0.66716,1.04682,0.68227,1.02309,0.68704,0.94767,0.47377
