iteration,episode,1_iql_loss,2_iql_loss
110,11100,0.97784,1.56149
111,11200,1.00255,1.49885
112,11300,0.99253,1.48578
113,11400,1.01757,1.54788
114,11500,0.98588,1.54014
115,11600,0.99637,1.48758
116,11700,0.99089,1.52645
117,11800,1.02113,1.45733
118,11900,0.99067,1.47478
119,12000,1.00870,1.58720
120,12100,0.99827,1.50232
121,12200,1.00158,1.47316
122,12300,1.04190,1.52309
123,12400,1.01354,1.51839
124,12500,0.97479,1.53715
125,12600,0.98776,1.51285
126,12700,0.99981,1.54162
127,12800,1.01216,1.54325
128,12900,1.00532,1.54670
129,13000,0.97330,1.42703
130,13100,0.97559,1.41026
131,13200,1.03187,1.45024
132,13300,1.02452,1.54498
133,13400,0.98707,1.58627
134,13500,1.00933,1.47442
135,13600,0.98837,1.45227
136,13700,1.00237,1.53007
137,13800,0.98575,1.64283
138,13900,1.00742,1.50947
139,14000,1.02486,1.45451
140,14100,0.99384,1.59306
141,14200,1.01672,1.55151
142,14300,0.99098,1.49574
143,14400,1.03385,1.53598
144,14500,1.01071,1.49753
145,14600,0.99458,1.46245
146,14700,0.95131,1.54127
147,14800,1.02067,1.42983
148,14900,1.03122,1.56600
149,15000,1.01679,1.53062
150,15100,0.99797,1.60759
151,15200,0.98273,1.49872
152,15300,1.02300,1.63651
153,15400,1.00378,1.52344
154,15500,0.96516,1.53381
155,15600,0.98904,1.48443
156,15700,1.02339,1.56572
157,15800,1.00154,1.59953
158,15900,1.01927,1.51273
159,16000,1.00842,1.54859
160,16100,1.03650,1.52904
161,16200,1.01277,1.60524
162,16300,0.97644,1.47686
163,16400,0.99210,1.50005
164,16500,1.00930,1.49841
165,16600,1.01735,1.56545
166,16700,0.97893,1.51409
167,16800,0.99375,1.67815
168,16900,0.99803,1.62953
169,17000,0.99106,1.56144
170,17100,0.97384,1.53115
171,17200,0.98470,1.58977
172,17300,0.97914,1.50395
173,17400,1.00061,1.56630
174,17500,0.97015,1.50638
175,17600,1.02965,1.62070
176,17700,0.99696,1.50049
177,17800,0.98426,1.58705
178,17900,0.98339,1.57859
179,18000,0.99875,1.61720
180,18100,1.00877,1.50859
181,18200,1.00290,1.49914
182,18300,0.99234,1.64709
183,18400,0.97298,1.51879
184,18500,1.00360,1.48234
185,18600,1.01642,1.54314
186,18700,0.99439,1.46713
187,18800,0.98262,1.55323
188,18900,0.99976,1.49476
189,19000,1.02592,1.57940
190,19100,0.99165,1.43405
191,19200,0.97624,1.60069
192,19300,0.97086,1.55022
193,19400,0.96107,1.56036
194,19500,0.99290,1.54522
195,19600,1.02090,1.62039
196,19700,0.99558,1.46744
197,19800,1.01101,1.57677
198,19900,0.99605,1.56708
199,20000,0.96856,1.50463
200,20100,1.02802,1.46117
201,20200,1.03002,1.54840
202,20300,1.00095,1.51322
203,20400,0.99156,1.54151
204,20500,0.99094,1.52086
205,20600,0.98789,1.47201
206,20700,0.95452,1.50560
207,20800,0.99989,1.58179
208,20900,1.01023,1.56347
209,21000,0.99535,1.53474
210,21100,0.99896,1.53488
211,21200,0.99738,1.58285
212,21300,0.98583,1.56264
213,21400,0.98878,1.45392
214,21500,0.98412,1.51558
215,21600,0.98620,1.56643
216,21700,0.98343,1.58185
217,21800,1.00664,1.57966
218,21900,1.00132,1.56418
219,22000,0.96776,1.48247
220,22100,0.97740,1.59626
221,22200,0.97504,1.61995
222,22300,1.01485,1.49158
223,22400,1.02252,1.59262
224,22500,0.98520,1.49486
225,22600,1.01932,1.54288
226,22700,1.00518,1.55711
227,22800,0.96176,1.46834
228,22900,1.04100,1.56027
229,23000,0.98764,1.52964
230,23100,0.99504,1.49727
231,23200,1.00827,1.66904
232,23300,0.97377,1.55426
233,23400,0.97812,1.59668
234,23500,1.00316,1.51743
235,23600,0.98753,1.54772
236,23700,0.99979,1.67999
237,23800,0.97640,1.58772
238,23900,1.00464,1.58894
239,24000,1.02179,1.59120
240,24100,1.01088,1.62061
241,24200,1.02584,1.56216
242,24300,0.98845,1.60428
243,24400,1.04174,1.50405
244,24500,1.01409,1.54407
245,24600,1.01824,1.59859
246,24700,0.96941,1.55559
247,24800,0.98161,1.57679
248,24900,1.00776,1.58831
