iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
106,10700,-5.40544,1.03739,0.06393,1.59295,-5.38852,1.02097,0.06407,1.59468,-5.36052,0.87582,0.06413,1.57429,-5.36248,0.85403,0.05566,1.59204
107,10800,-5.36641,0.97384,0.06350,1.59342,-5.35007,1.14538,0.06319,1.59443,-5.28439,0.94542,0.06357,1.57461,-5.31811,0.97149,0.05507,1.59335
108,10900,-5.31291,0.97706,0.06264,1.59200,-5.25353,0.94862,0.06292,1.59498,-5.23289,1.14653,0.06325,1.57364,-5.26913,0.99492,0.05436,1.59232
109,11000,-5.25525,1.04768,0.06178,1.59250,-5.18509,0.90521,0.06185,1.59513,-5.17751,1.02415,0.06256,1.57520,-5.23953,0.95438,0.05359,1.59257
110,11100,-5.19977,1.03596,0.06161,1.59127,-5.16628,0.96238,0.06151,1.59436,-5.11031,0.99671,0.06194,1.57220,-5.22168,0.96729,0.05323,1.59271
111,11200,-5.12451,1.04001,0.06123,1.59202,-5.05832,1.12636,0.06105,1.59339,-4.99627,0.90091,0.06118,1.57277,-5.21063,0.96784,0.05276,1.59200
112,11300,-5.07031,0.94766,0.06107,1.59136,-5.07571,1.01040,0.06060,1.59437,-4.95038,1.00150,0.06081,1.57261,-5.20612,0.96910,0.05216,1.59264
113,11400,-5.03025,0.99008,0.06001,1.59118,-4.99284,0.97105,0.06006,1.59430,-4.91880,1.21380,0.06043,1.57149,-5.17884,0.90814,0.05165,1.59239
114,11500,-4.97557,1.11792,0.05934,1.59112,-4.96226,0.99278,0.05922,1.59482,-4.82128,1.04299,0.06012,1.57254,-5.13431,0.98862,0.05104,1.59314
115,11600,-4.91791,1.10026,0.05914,1.59102,-4.89937,1.09136,0.05897,1.59379,-4.79758,1.06931,0.05928,1.57278,-5.12526,0.92633,0.05057,1.59148
116,11700,-4.85221,1.01100,0.05844,1.59087,-4.86572,1.00440,0.05838,1.59328,-4.69965,0.88598,0.05884,1.57167,-5.10629,0.98697,0.05000,1.59207
117,11800,-4.79371,0.94315,0.05828,1.59034,-4.80064,0.94012,0.05802,1.59333,-4.65736,1.09308,0.05800,1.57286,-5.04589,0.93286,0.04986,1.59225
118,11900,-4.74993,1.00614,0.05794,1.59073,-4.79936,1.08537,0.05780,1.59309,-4.59574,1.01545,0.05782,1.57151,-5.05376,0.97577,0.04927,1.59326
