iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
46,4700,-11.21880,1.97226,0.18570,-11.50984,1.76494,0.18804,-11.24783,1.49054,0.18725,-10.95481,1.36821,0.18683
47,4800,-11.29677,1.42825,0.18613,-11.71629,1.39424,0.18660,-11.42748,2.30644,0.18835,-11.07708,1.48347,0.18720
48,4900,-11.49926,1.50492,0.18775,-11.86619,1.51879,0.18710,-11.62017,1.41214,0.18603,-11.29247,1.39663,0.18661
49,5000,-11.66586,1.62248,0.18716,-12.04727,1.35323,0.18781,-11.76906,1.37416,0.18781,-11.28750,1.63486,0.18713
50,5100,-11.74794,1.38180,0.18681,-12.27662,1.50190,0.18692,-11.89762,1.75602,0.18588,-11.50140,1.55922,0.18502
51,5200,-12.10296,1.55182,0.18746,-12.41805,1.67517,0.18573,-12.10386,1.63280,0.18476,-11.74573,1.43125,0.18677
52,5300,-12.14490,1.47647,0.18943,-12.58252,1.66978,0.18789,-12.29680,1.67754,0.18733,-11.86791,1.40148,0.18877
53,5400,-12.39683,1.61715,0.18869,-12.85827,1.69150,0.18824,-12.44940,1.68540,0.18721,-11.92210,1.48958,0.18704
54,5500,-12.49807,1.67726,0.18822,-12.93805,1.42711,0.18815,-12.52480,1.76835,0.18724,-12.35320,1.66693,0.18936
55,5600,-12.69153,1.57707,0.18858,-13.14764,1.37010,0.18779,-12.75289,1.38510,0.18958,-12.35864,1.28157,0.18945
56,5700,-12.91491,1.87037,0.19166,-13.23950,1.36241,0.19061,-12.88712,1.45648,0.18872,-12.40699,1.65245,0.18849
57,5800,-12.97637,1.85428,0.18827,-13.40676,1.47467,0.18929,-13.13144,1.59413,0.18862,-12.66236,1.58239,0.18790
58,5900,-13.20128,1.84185,0.18946,-13.55817,1.50459,0.18756,-13.27010,1.79722,0.19062,-12.80744,1.56933,0.18815
59,6000,-13.34393,1.70670,0.19039,-13.71136,1.62030,0.19003,-13.36609,1.60171,0.18961,-12.89893,1.61649,0.19000
60,6100,-13.45632,1.76336,0.18883,-13.92464,2.02140,0.19084,-13.62785,1.52339,0.19194,-13.03618,1.56377,0.19077
61,6200,-13.62196,1.54942,0.19104,-14.06374,1.59466,0.18849,-13.68640,1.45360,0.18857,-13.21648,1.31807,0.19049
62,6300,-13.67931,1.56519,0.19077,-14.21179,1.97033,0.18860,-13.85966,1.60848,0.18962,-13.41765,1.44913,0.19051
63,6400,-13.86715,1.60245,0.18943,-14.26725,1.52110,0.19102,-14.06207,1.74063,0.19067,-13.44622,1.53371,0.19062
64,6500,-14.00846,1.57504,0.19189,-14.47371,2.62371,0.18853,-14.11991,1.73902,0.19182,-13.57975,1.58739,0.19106
65,6600,-14.14261,1.28181,0.18893,-14.46166,1.78809,0.18823,-14.37888,1.53135,0.19011,-13.64663,1.49556,0.19014
66,6700,-14.18482,1.91398,0.18929,-14.69768,1.81338,0.18903,-14.44840,1.66809,0.18958,-13.76024,1.47580,0.18805
67,6800,-14.30068,1.82450,0.18722,-14.70584,1.50048,0.18873,-14.67715,1.68253,0.19079,-13.91349,1.43898,0.19002
68,6900,-14.41834,1.77288,0.18845,-14.86752,1.51096,0.19055,-14.75664,1.77479,0.18836,-14.00425,1.57580,0.19093
69,7000,-14.53731,1.60753,0.18814,-15.05732,1.68744,0.18807,-14.83375,1.76570,0.18892,-14.14440,1.46393,0.18712
70,7100,-14.59510,1.62771,0.18843,-15.06717,1.83689,0.18866,-15.09160,1.80677,0.18977,-14.22313,1.58926,0.18727
71,7200,-14.76260,1.70701,0.18864,-15.22416,1.65052,0.18691,-15.10547,1.53076,0.18852,-14.35132,1.46834,0.18913
72,7300,-14.87024,1.63447,0.18903,-15.21801,1.74098,0.18717,-15.21445,1.63579,0.19026,-14.38343,1.72960,0.18666
73,7400,-15.03170,1.72924,0.18745,-15.35031,1.74024,0.19088,-15.25585,1.44992,0.18806,-14.62733,1.54943,0.18847
74,7500,-15.23472,1.50789,0.18656,-15.38701,1.89236,0.18849,-15.45400,1.49329,0.18727,-14.64191,1.62622,0.18717
75,7600,-15.33274,1.69015,0.18953,-15.57236,1.72498,0.18828,-15.60114,1.59048,0.18925,-14.75963,1.43652,0.18945
76,7700,-15.42022,1.62562,0.18895,-15.71325,1.63147,0.19069,-15.65193,1.84855,0.18767,-14.95652,1.54379,0.18908
77,7800,-15.45763,1.62106,0.18767,-15.78630,1.57661,0.19024,-15.86185,1.61893,0.18981,-15.04595,1.56504,0.18975
78,7900,-15.67837,1.87088,0.19010,-15.92465,1.73841,0.18997,-15.87372,1.59977,0.18758,-15.11335,1.73504,0.18940
79,8000,-15.65135,1.81063,0.18942,-15.93769,1.75826,0.18752,-15.88861,1.49935,0.18870,-15.28687,1.64197,0.18903
80,8100,-15.74314,1.36986,0.18677,-16.11421,1.63418,0.18941,-16.13162,1.79338,0.18882,-15.35335,1.69967,0.18773
81,8200,-15.85637,1.46773,0.18933,-16.27811,1.70473,0.18866,-16.12617,1.64781,0.18954,-15.47984,1.54531,0.18882
82,8300,-15.97421,2.29039,0.18781,-16.25895,1.98450,0.18960,-16.18329,1.51493,0.19083,-15.54021,1.51212,0.18813
83,8400,-16.14555,1.61616,0.18821,-16.46553,1.57282,0.18975,-16.28974,1.53330,0.18949,-15.67760,1.76035,0.19009
84,8500,-16.18815,1.42304,0.18851,-16.47975,1.52184,0.18967,-16.37861,1.37166,0.18844,-15.74429,1.72594,0.18773
85,8600,-16.30399,1.63823,0.18932,-16.57581,1.72311,0.18564,-16.49349,1.63013,0.18834,-15.93025,1.54536,0.18940
86,8700,-16.26762,1.54604,0.18906,-16.75862,1.78531,0.18984,-16.46570,1.63678,0.18948,-16.09841,1.52673,0.18855
87,8800,-16.38254,1.57734,0.18831,-16.85792,1.53410,0.18860,-16.68467,1.59861,0.18834,-16.09178,1.75163,0.18937
88,8900,-16.54973,1.67688,0.18730,-16.87502,1.62969,0.18901,-16.75226,1.35916,0.18746,-16.19144,1.59169,0.19033
89,9000,-16.68034,1.28718,0.18791,-16.94211,1.55951,0.18946,-16.68049,1.30677,0.18658,-16.19223,1.73827,0.18947
90,9100,-16.73539,1.89173,0.18806,-16.99380,1.71542,0.18851,-16.80219,1.54641,0.18717,-16.55406,1.85109,0.18874
91,9200,-16.77810,1.53419,0.18823,-17.05506,1.76191,0.19056,-16.91370,1.75266,0.18754,-16.54383,1.56051,0.18975
92,9300,-16.97324,1.65131,0.18817,-17.18893,1.54751,0.18843,-16.82056,1.75586,0.18705,-16.56212,1.62094,0.18750
93,9400,-17.05845,1.68203,0.18732,-17.21537,1.62177,0.18851,-16.89921,1.75018,0.18694,-16.73138,1.45391,0.18863
94,9500,-17.14060,2.06409,0.19005,-17.31419,1.40390,0.18794,-16.98822,1.50483,0.18740,-16.78150,1.69289,0.18837
95,9600,-17.04775,1.43620,0.18778,-17.39874,1.61209,0.18925,-17.05794,1.75308,0.18843,-16.87647,1.79610,0.18904
96,9700,-17.22049,1.97552,0.18764,-17.40177,1.61073,0.18848,-16.99284,1.48618,0.18874,-16.85518,1.57997,0.18921
97,9800,-17.35139,1.54162,0.18835,-17.43401,1.51649,0.18742,-17.16885,1.31524,0.18835,-16.91703,1.62237,0.18874
98,9900,-17.50658,1.88505,0.18934,-17.62580,1.63951,0.19137,-17.10032,1.48934,0.18884,-17.09329,1.59525,0.18728
99,10000,-17.43020,1.71418,0.18904,-17.67962,2.02385,0.18889,-17.20136,1.61678,0.18979,-17.11999,1.76193,0.18861
100,10100,-17.58990,1.67897,0.18905,-17.75759,1.89111,0.19222,-17.33632,1.48100,0.18849,-17.28986,1.49437,0.18902
101,10200,-17.59836,1.65648,0.18741,-17.74819,1.61571,0.19021,-17.37382,1.54653,0.18946,-17.24607,1.57027,0.18935
102,10300,-17.70331,1.59034,0.18967,-17.87109,1.94296,0.19123,-17.44346,1.58497,0.19050,-17.27325,1.71278,0.18884
103,10400,-17.65304,1.89687,0.18855,-17.96298,2.07866,0.18779,-17.42397,1.42420,0.19180,-17.38602,1.98964,0.18961
104,10500,-17.79258,1.88184,0.18931,-17.85924,1.73396,0.18854,-17.61739,1.56790,0.19155,-17.42362,2.22405,0.18895
105,10600,-17.81695,1.88779,0.18823,-18.00593,1.74113,0.18896,-17.51740,1.52259,0.19113,-17.48220,2.29096,0.18971
106,10700,-17.93471,1.81274,0.18776,-18.04286,1.64960,0.18955,-17.66713,1.60958,0.19173,-17.76342,2.08604,0.18868
107,10800,-18.05565,1.60318,0.18982,-17.96008,1.57761,0.18947,-17.54602,1.66787,0.18971,-17.66917,1.35370,0.18831
108,10900,-18.02963,1.83556,0.18991,-18.20117,1.78292,0.18863,-17.78949,1.46909,0.18896,-17.62015,1.68470,0.18747
109,11000,-18.12750,1.62893,0.18980,-18.15516,1.64025,0.18937,-17.75195,1.60313,0.18896,-17.81104,1.55428,0.19046
110,11100,-18.18810,1.58825,0.18844,-18.19679,1.58482,0.18939,-17.75149,1.79879,0.18984,-17.92010,1.75936,0.18990
111,11200,-18.25918,1.54809,0.18820,-18.28241,1.64477,0.18897,-17.91585,1.47517,0.19033,-17.94897,1.63032,0.18945
112,11300,-18.34707,1.80236,0.18952,-18.30521,1.47393,0.18905,-17.88562,1.53648,0.19148,-17.85940,1.97689,0.18835
113,11400,-18.47447,1.62708,0.19017,-18.29028,1.59129,0.18915,-17.93059,1.57074,0.18931,-18.03758,1.43356,0.18913
114,11500,-18.44984,1.47995,0.18948,-18.52832,1.66483,0.19082,-18.04221,1.81952,0.19201,-18.06701,1.58212,0.19043
115,11600,-18.54628,1.84948,0.19077,-18.50292,1.59698,0.19077,-18.08870,2.20513,0.19106,-18.05723,1.62499,0.18943
116,11700,-18.59906,1.89777,0.18892,-18.74409,1.56505,0.18989,-18.06362,1.70360,0.19069,-18.07589,1.55214,0.18891
117,11800,-18.68959,1.50737,0.18945,-18.67073,1.70011,0.19017,-18.24169,1.69059,0.18922,-18.19657,1.50096,0.18803
118,11900,-18.70753,1.66781,0.19032,-18.67714,1.52730,0.18943,-18.28477,1.62319,0.18870,-18.16419,1.71373,0.18949
119,12000,-18.65530,1.69918,0.18923,-18.68793,1.49677,0.18911,-18.23111,1.49068,0.18941,-18.25121,1.66208,0.18879
120,12100,-18.71528,1.66506,0.19069,-18.91491,2.21725,0.18881,-18.33854,1.80018,0.18815,-18.36934,1.62538,0.19018
121,12200,-18.88898,1.52733,0.18976,-18.78723,1.85978,0.18977,-18.42008,1.76576,0.18850,-18.33567,1.85567,0.18879
122,12300,-18.87293,1.41708,0.18893,-19.05725,1.76665,0.18949,-18.40735,1.88893,0.18914,-18.46018,1.69992,0.18765
123,12400,-18.78924,1.46087,0.18898,-18.82481,1.54262,0.18724,-18.49182,1.80913,0.18930,-18.46279,1.59226,0.18980
124,12500,-18.82173,1.68992,0.18940,-18.88790,1.60717,0.18777,-18.39862,1.69000,0.18766,-18.45702,1.71624,0.18910
125,12600,-18.90134,1.46354,0.18757,-18.95243,1.47930,0.18753,-18.64962,2.22430,0.18835,-18.45806,1.83936,0.18978
126,12700,-18.86490,1.53989,0.18941,-19.00689,1.54812,0.18627,-18.64279,2.10682,0.18748,-18.46931,1.65016,0.18860
127,12800,-19.04487,1.50012,0.18757,-19.02320,1.39223,0.18797,-18.70290,1.91554,0.19031,-18.52524,1.56977,0.18783
128,12900,-19.12380,1.80275,0.18961,-19.20219,1.52680,0.18929,-18.74975,2.00597,0.18840,-18.60231,2.07641,0.18736
129,13000,-19.18506,1.90332,0.18997,-19.19166,1.73001,0.18567,-18.76408,1.99972,0.18859,-18.38629,2.29247,0.18698
130,13100,-19.13278,1.61096,0.18757,-19.27248,1.55453,0.18761,-18.90862,2.18078,0.18912,-18.52306,1.89916,0.18723
131,13200,-19.08519,1.53217,0.18836,-19.23406,1.64381,0.18759,-18.82764,1.84598,0.18838,-18.52603,1.55305,0.18703
132,13300,-19.16922,1.62992,0.18886,-19.28519,1.62311,0.18975,-18.96939,2.01327,0.18896,-18.76147,1.87516,0.18801
133,13400,-19.13755,1.66410,0.18683,-19.35214,1.66527,0.18812,-18.89728,1.55150,0.18737,-18.65645,1.48289,0.18702
134,13500,-19.21192,1.67874,0.18734,-19.34939,1.85096,0.18652,-19.06878,1.59577,0.18707,-18.68384,1.50026,0.18682
135,13600,-19.23744,1.73058,0.18738,-19.38096,1.89085,0.18812,-19.10084,1.53451,0.18872,-18.72301,1.69218,0.18847
136,13700,-19.33157,1.72034,0.18849,-19.32813,1.82673,0.18807,-19.13016,1.73627,0.18868,-18.71760,1.53356,0.18879
137,13800,-19.19998,1.76534,0.18674,-19.38932,1.94509,0.19052,-19.04409,1.77958,0.18951,-18.78375,1.45183,0.18698
138,13900,-19.36303,1.69270,0.18853,-19.44220,1.78972,0.18613,-19.22342,1.69264,0.18923,-18.77710,1.73639,0.18793
139,14000,-19.15260,1.49485,0.18579,-19.50533,1.80680,0.18715,-19.14759,1.50055,0.18770,-18.79527,1.91214,0.18803
140,14100,-19.11600,1.70506,0.18663,-19.48522,1.60739,0.18793,-19.20322,1.75012,0.18720,-18.77287,1.75843,0.18744
141,14200,-19.13683,1.57690,0.18682,-19.48536,1.77614,0.18732,-19.17706,1.54733,0.18769,-18.91295,1.70659,0.18700
142,14300,-19.26481,1.59578,0.18817,-19.58928,1.73615,0.18855,-19.33920,1.71549,0.18697,-18.92788,2.06257,0.18956
143,14400,-19.22065,1.67635,0.18684,-19.80584,1.96733,0.18736,-19.29045,1.74673,0.18758,-18.92918,1.63880,0.18668
144,14500,-19.25770,1.35162,0.18783,-19.55442,1.82097,0.18798,-19.26642,1.59851,0.18687,-18.90669,1.83004,0.18759
145,14600,-19.17344,1.51389,0.18785,-19.71944,2.23064,0.18897,-19.44366,2.01837,0.18840,-18.92654,1.79827,0.18642
146,14700,-19.38296,2.04388,0.18650,-19.71867,1.92840,0.18786,-19.54452,2.48124,0.18937,-18.97328,1.63715,0.18667
147,14800,-19.26786,1.78482,0.18797,-19.66636,1.71489,0.18816,-19.38223,1.74263,0.18708,-18.97732,1.74626,0.18502
148,14900,-19.33998,1.67714,0.18762,-19.76223,1.56730,0.19016,-19.46490,1.87995,0.18970,-19.00492,1.63388,0.18590
149,15000,-19.38732,1.59815,0.18625,-19.87896,1.52774,0.18962,-19.48144,1.72180,0.18543,-19.02969,1.64427,0.18838
150,15100,-19.41129,1.70848,0.18733,-19.84322,1.65158,0.18538,-19.54163,2.00027,0.18675,-19.08630,1.69321,0.18976
151,15200,-19.41237,1.73913,0.18752,-19.89655,1.47193,0.18846,-19.80677,2.44643,0.18806,-19.05215,1.71971,0.18639
152,15300,-19.44154,2.21600,0.18581,-19.93974,1.44508,0.18781,-19.57161,1.82569,0.18505,-19.13382,1.64469,0.18854
153,15400,-19.36334,2.00664,0.18881,-19.97689,1.71720,0.18592,-19.63276,1.61999,0.18889,-19.18113,1.86573,0.18820
154,15500,-19.38426,2.25202,0.18820,-19.93740,1.63569,0.18583,-19.86236,1.77742,0.18930,-19.09723,1.63015,0.18733
155,15600,-19.49928,1.54456,0.18721,-20.01690,1.48642,0.18663,-19.78105,1.76551,0.18681,-19.15696,1.61873,0.18840
156,15700,-19.62754,1.53249,0.18719,-20.13419,1.51015,0.18906,-19.80456,1.85080,0.18735,-19.24496,1.74885,0.18682
157,15800,-19.60840,1.93039,0.18601,-20.10780,1.64000,0.18742,-19.85683,1.66344,0.18744,-19.17349,1.82558,0.18667
158,15900,-19.58002,1.36522,0.18814,-20.06777,1.65058,0.18573,-19.82895,1.71866,0.18685,-19.12698,1.59980,0.18749
159,16000,-19.59531,1.72730,0.18726,-20.07399,1.85453,0.18620,-19.99629,1.76381,0.18656,-19.18412,1.71542,0.18724
160,16100,-19.77176,1.59240,0.18754,-20.02850,1.94984,0.18854,-19.87768,1.70749,0.18638,-19.15246,1.69239,0.18747
161,16200,-19.65895,1.63598,0.18875,-20.11240,1.87679,0.18718,-19.86479,1.67071,0.18701,-19.19118,1.65429,0.18806
162,16300,-19.83951,1.50552,0.18717,-19.94229,1.97916,0.18938,-19.99541,1.59321,0.18546,-19.17135,2.15037,0.18632
163,16400,-19.83359,1.42366,0.18638,-19.92742,1.89740,0.18677,-19.99219,1.65719,0.18749,-19.19005,1.59437,0.18901
164,16500,-19.78836,1.55910,0.18742,-19.98094,1.70159,0.18881,-20.06847,1.52565,0.18629,-19.16510,1.67085,0.18564
165,16600,-19.84338,1.64126,0.18705,-19.96947,1.86949,0.18601,-20.08413,1.64880,0.18731,-19.27661,1.61585,0.18593
166,16700,-19.79649,1.71587,0.18567,-20.03424,1.95681,0.18693,-20.22915,1.75387,0.18632,-19.25712,1.70172,0.18743
167,16800,-19.77787,1.78251,0.18746,-20.02152,1.74758,0.18707,-19.97356,1.72189,0.18511,-19.24657,2.55384,0.18741
168,16900,-19.86943,1.61074,0.18521,-20.03073,1.70261,0.18592,-20.01665,1.75810,0.18703,-19.20991,1.57349,0.18686
169,17000,-19.90843,1.58943,0.18599,-19.96893,1.71766,0.18514,-20.10998,1.64337,0.18787,-19.35208,1.88908,0.18780
170,17100,-19.84558,1.73634,0.18652,-19.93083,1.52047,0.18555,-20.01634,1.45997,0.18769,-19.19432,1.60898,0.18626
171,17200,-19.90419,1.66623,0.18528,-19.85400,1.48515,0.18724,-20.08579,1.75058,0.18617,-19.15181,1.75731,0.18804
172,17300,-19.86088,1.70499,0.18546,-19.92259,1.44298,0.18563,-20.18834,1.95130,0.18771,-19.25737,1.53634,0.18590
173,17400,-19.93514,2.20630,0.18646,-19.97644,1.62616,0.18717,-20.04668,1.71996,0.18600,-19.17925,1.84086,0.18797
174,17500,-19.96603,2.85364,0.18489,-19.90220,1.54221,0.18553,-20.10767,1.74907,0.18620,-19.12712,1.77860,0.18647
175,17600,-20.11735,2.09778,0.18564,-19.90248,1.52135,0.18658,-20.04281,1.86408,0.18556,-19.13156,1.79670,0.18579
176,17700,-20.05808,1.84112,0.18816,-19.84244,1.39194,0.18693,-20.03807,1.81242,0.18637,-19.17104,1.79329,0.18522
177,17800,-19.99629,1.98161,0.18762,-19.83608,1.57131,0.18708,-20.06552,1.83696,0.18568,-19.15735,1.49527,0.18738
178,17900,-19.96922,1.43975,0.18685,-19.79100,1.56816,0.18534,-20.15886,1.83791,0.18739,-19.16357,1.85355,0.18614
179,18000,-20.07584,1.50815,0.18725,-19.65929,1.57877,0.18594,-19.93732,1.63714,0.18444,-19.00978,1.63766,0.18604
180,18100,-20.06214,1.47604,0.18613,-19.71386,1.40887,0.18681,-20.07906,1.78993,0.18624,-19.10518,1.66854,0.18525
181,18200,-19.98349,1.66668,0.18523,-19.66115,1.62636,0.18735,-20.15037,1.59225,0.18665,-18.98153,1.74633,0.18727
182,18300,-19.89797,1.65403,0.18572,-19.60553,1.69061,0.18659,-20.09431,1.84374,0.18727,-19.01552,1.74226,0.18597
183,18400,-19.93311,1.62758,0.18669,-19.59030,1.32597,0.18675,-20.10559,1.59767,0.18742,-18.99548,1.54937,0.18704
184,18500,-20.02569,1.63465,0.18579,-19.55844,1.74272,0.18779,-20.03148,1.64264,0.18650,-19.05479,1.64206,0.18687
185,18600,-19.95900,1.62505,0.18581,-19.48249,1.61614,0.18770,-19.99914,1.51766,0.18829,-19.02426,1.58098,0.18783
186,18700,-19.95313,1.58761,0.18536,-19.45326,1.68627,0.18749,-19.92586,1.29597,0.18436,-18.96995,1.83042,0.18744
187,18800,-19.88833,1.91542,0.18779,-19.57898,1.74769,0.18659,-19.89279,1.71643,0.18830,-19.07104,1.81101,0.18713
188,18900,-19.91419,1.55519,0.18724,-19.49214,1.94081,0.18970,-20.08701,1.57316,0.18595,-19.01771,2.00036,0.18885
189,19000,-19.93350,1.41423,0.18576,-19.64025,1.56594,0.18735,-19.95845,1.75577,0.18595,-19.04596,1.87466,0.18654
190,19100,-19.85428,1.76335,0.18621,-19.53676,1.51439,0.18558,-20.01383,1.40715,0.18861,-19.09569,2.10345,0.18684
191,19200,-19.94029,1.65132,0.18839,-19.44095,1.48769,0.18781,-19.91736,1.74501,0.18649,-19.04658,1.65181,0.18684
192,19300,-19.84847,1.56260,0.18605,-19.33214,1.68922,0.18721,-20.02168,1.60767,0.18890,-18.96334,1.84504,0.18756
193,19400,-19.89291,1.55767,0.18789,-19.48688,1.74755,0.18879,-19.97157,1.44085,0.18618,-18.97501,1.54074,0.18677
194,19500,-19.87826,1.57046,0.18788,-19.39595,1.66734,0.18853,-19.93393,1.51512,0.18716,-19.02037,1.83166,0.18662
195,19600,-19.86497,1.81174,0.18749,-19.34229,1.63471,0.18917,-19.93268,1.65381,0.18907,-18.92188,1.80870,0.18620
196,19700,-19.89026,1.64788,0.18868,-19.27774,1.57702,0.18858,-19.93748,1.68768,0.18667,-19.00356,1.92598,0.18492
197,19800,-19.87800,1.72033,0.18822,-19.33788,1.97374,0.18919,-19.91610,1.61355,0.18782,-18.84863,1.85019,0.19085
198,19900,-19.95239,1.62569,0.18704,-19.38142,1.62150,0.18838,-19.85460,1.50653,0.18750,-19.01811,1.84786,0.18895
