iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,0.10000,0.48877,0.03839,0.49255,0.02396,0.54081
1,200,-0.01622,0.13644,0.01074,0.16362,-0.00755,0.19005
2,300,-0.07823,0.05711,0.08206,0.10230,0.04601,0.11640
3,400,-0.14005,0.04505,0.12810,0.08873,0.08495,0.08262
4,500,-0.19127,0.03859,0.09487,0.08198,0.05499,0.07689
5,600,-0.21166,0.05896,0.08808,0.07053,0.04109,0.05652
6,700,-0.22676,0.06429,0.03102,0.07501,-0.00040,0.05517
7,800,-0.25018,0.06126,-0.02418,0.06074,-0.05108,0.06148
8,900,-0.25974,0.07683,-0.05915,0.07097,-0.07104,0.06837
9,1000,-0.26118,0.09789,-0.10174,0.06996,-0.13769,0.07557
10,1100,-0.27551,0.08075,-0.13476,0.07972,-0.14136,0.07797
11,1200,-0.31577,0.09330,-0.14537,0.09057,-0.19369,0.09246
12,1300,-0.31334,0.12325,-0.22893,0.10184,-0.24498,0.09953
13,1400,-0.30784,0.13650,-0.25323,0.10979,-0.26543,0.10518
14,1500,-0.39342,0.12692,-0.24921,0.12474,-0.31758,0.12336
15,1600,-0.38538,0.12700,-0.30820,0.12845,-0.35373,0.13063
16,1700,-0.38924,0.12997,-0.36085,0.14118,-0.38026,0.14700
17,1800,-0.45921,0.16744,-0.42387,0.15551,-0.43057,0.15687
18,1900,-0.46501,0.16462,-0.43758,0.16937,-0.44614,0.16696
19,2000,-0.52159,0.15777,-0.46036,0.17439,-0.47534,0.19287
20,2100,-0.51711,0.20090,-0.48358,0.18565,-0.51743,0.19140
21,2200,-0.55464,0.18256,-0.55246,0.19065,-0.52756,0.19851
22,2300,-0.59865,0.21498,-0.56177,0.21011,-0.60995,0.20367
23,2400,-0.56903,0.25990,-0.61738,0.21633,-0.60705,0.20380
24,2500,-0.64637,0.22250,-0.60035,0.24664,-0.63224,0.21247
25,2600,-0.65220,0.25245,-0.62133,0.23228,-0.68917,0.25193
26,2700,-0.66729,0.19805,-0.65103,0.26682,-0.64391,0.24875
27,2800,-0.75701,0.20853,-0.70529,0.26085,-0.69186,0.26681
28,2900,-0.75216,0.33566,-0.67195,0.26972,-0.72823,0.27382
29,3000,-0.83281,0.24680,-0.72828,0.30705,-0.72920,0.29261
30,3100,-0.91576,0.22170,-0.75001,0.28709,-0.79613,0.29902
31,3200,-0.91640,0.31791,-0.77249,0.28540,-0.70550,0.28417
32,3300,-0.92260,0.30611,-0.77253,0.29285,-0.81674,0.31331
33,3400,-1.01245,0.28856,-0.77628,0.34556,-0.75351,0.32995
34,3500,-1.04116,0.30575,-0.76986,0.35000,-0.77401,0.30826
35,3600,-1.04867,0.30895,-0.76941,0.32331,-0.79260,0.32182
36,3700,-1.13366,0.29932,-0.80904,0.38272,-0.79087,0.33487
37,3800,-1.15939,0.30729,-0.78347,0.36162,-0.84742,0.36934
38,3900,-1.17280,0.29276,-0.82193,0.36497,-0.85264,0.32702
39,4000,-1.24806,0.35516,-0.74873,0.36692,-0.80622,0.36036
40,4100,-1.28045,0.29489,-0.82261,0.38220,-0.83210,0.36612
41,4200,-1.27089,0.36146,-0.80247,0.39752,-0.87007,0.38008
42,4300,-1.36036,0.34878,-0.82687,0.38174,-0.84011,0.40005
43,4400,-1.38123,0.34256,-0.88053,0.39226,-0.82403,0.39605
44,4500,-1.38404,0.34291,-0.89320,0.42370,-0.83723,0.38472
45,4600,-1.56573,0.34502,-0.85529,0.41667,-0.88400,0.38903
46,4700,-1.42232,0.34477,-0.78429,0.41808,-0.86375,0.41195
47,4800,-1.54815,0.30221,-0.88709,0.39801,-0.80715,0.41754
48,4900,-1.61813,0.34098,-0.74721,0.42547,-0.79654,0.42823
49,5000,-1.61695,0.33351,-0.86229,0.41702,-0.76435,0.42037
50,5100,-1.66963,0.33590,-0.77134,0.44338,-0.84838,0.46221
51,5200,-1.66666,0.35115,-0.82736,0.47895,-0.78704,0.42829
52,5300,-1.70588,0.33726,-0.89984,0.46639,-0.75091,0.46189
53,5400,-1.73311,0.39868,-0.80417,0.48361,-0.77555,0.48749
54,5500,-1.81132,0.36175,-0.74294,0.48855,-0.74289,0.46690
55,5600,-1.77581,0.40099,-0.78235,0.46083,-0.78153,0.47088
56,5700,-1.86832,0.39519,-0.75687,0.48035,-0.79057,0.49773
57,5800,-1.85632,0.44823,-0.76483,0.45105,-0.77002,0.46703
58,5900,-1.90279,0.41791,-0.68751,0.46113,-0.74800,0.48309
59,6000,-1.89593,0.39066,-0.68951,0.51121,-0.67911,0.53336
60,6100,-1.97182,0.43579,-0.68663,0.45838,-0.74870,0.49485
61,6200,-2.03576,0.37011,-0.73333,0.47375,-0.76689,0.48058
62,6300,-1.99446,0.49310,-0.69326,0.52154,-0.65308,0.51730
63,6400,-2.10310,0.37709,-0.69615,0.49293,-0.73330,0.47203
64,6500,-2.07873,0.39123,-0.70893,0.48759,-0.70690,0.55194
65,6600,-2.16605,0.39071,-0.70564,0.48999,-0.61048,0.50571
66,6700,-2.22663,0.39504,-0.67256,0.50368,-0.62002,0.50812
67,6800,-2.17043,0.38573,-0.60082,0.47945,-0.64158,0.51724
68,6900,-2.20518,0.39815,-0.60716,0.51077,-0.65095,0.55140
69,7000,-2.22423,0.49805,-0.55092,0.51771,-0.66073,0.56064
70,7100,-2.29588,0.36851,-0.56375,0.49493,-0.55924,0.52499
71,7200,-2.32271,0.42037,-0.54255,0.52331,-0.55244,0.51559
72,7300,-2.33708,0.41226,-0.53144,0.50475,-0.56428,0.56663
73,7400,-2.36929,0.43994,-0.54893,0.56752,-0.54879,0.51288
74,7500,-2.31207,0.42256,-0.53177,0.51881,-0.58218,0.53038
75,7600,-2.35186,0.39797,-0.45574,0.54801,-0.49950,0.54835
76,7700,-2.36710,0.42310,-0.54939,0.55538,-0.55631,0.62433
77,7800,-2.34643,0.46814,-0.53242,0.55957,-0.53270,0.61651
78,7900,-2.46879,0.43922,-0.51306,0.55757,-0.55108,0.59768
79,8000,-2.40107,0.49096,-0.47854,0.53120,-0.53996,0.62509
80,8100,-2.50161,0.54053,-0.54225,0.59182,-0.53082,0.60820
81,8200,-2.47774,0.53568,-0.45581,0.63486,-0.52445,0.59256
82,8300,-2.54901,0.53081,-0.51441,0.57822,-0.49985,0.66110
83,8400,-2.59373,0.43121,-0.43369,0.64537,-0.46534,0.62395
84,8500,-2.50799,0.49074,-0.46931,0.58802,-0.49438,0.64582
85,8600,-2.53958,0.49031,-0.46253,0.64132,-0.55264,0.63050
86,8700,-2.50128,0.45738,-0.42664,0.64583,-0.45343,0.63212
87,8800,-2.53077,0.42262,-0.37593,0.60482,-0.53471,0.63063
88,8900,-2.58840,0.43090,-0.37538,0.57942,-0.45419,0.63516
89,9000,-2.55764,0.51821,-0.41954,0.64043,-0.47779,0.66446
90,9100,-2.67963,0.50210,-0.44415,0.63834,-0.56123,0.63791
91,9200,-2.62364,0.45933,-0.45072,0.62032,-0.45686,0.66093
92,9300,-2.64166,0.48371,-0.32077,0.66343,-0.43561,0.66804
93,9400,-2.73192,0.42055,-0.32869,0.65097,-0.47676,0.63186
94,9500,-2.69776,0.48560,-0.29484,0.62140,-0.49139,0.64263
95,9600,-2.69003,0.53054,-0.34469,0.58738,-0.39046,0.66794
96,9700,-2.71048,0.53406,-0.35441,0.61983,-0.41344,0.68602
97,9800,-2.76023,0.48619,-0.31668,0.63477,-0.42799,0.70070
98,9900,-2.77326,0.41621,-0.30776,0.62766,-0.51021,0.68033
99,10000,-2.75350,0.41228,-0.35482,0.65234,-0.36397,0.71945
100,10100,-2.75157,0.49151,-0.35548,0.64032,-0.36630,0.67685
101,10200,-2.77736,0.55613,-0.32129,0.63853,-0.39891,0.70643
102,10300,-2.70452,0.53430,-0.35168,0.66284,-0.44914,0.79079
103,10400,-2.77215,0.50927,-0.36540,0.70860,-0.45204,0.73344
104,10500,-2.78628,0.56416,-0.23751,0.65424,-0.41839,0.71995
105,10600,-2.83321,0.47635,-0.29349,0.66943,-0.39092,0.70577
106,10700,-2.82974,0.48861,-0.31734,0.64801,-0.41881,0.74292
