iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-5.96562,7.27287,0.99095,-6.04918,7.12165,0.99432,-6.05874,7.13835,0.99126,-5.85200,7.90978,0.99322
1,200,-6.26816,1.35101,1.02719,-6.27531,1.76027,1.02789,-6.35719,1.44177,1.02389,-6.15154,1.11808,1.02229
2,300,-6.77183,1.27737,0.96365,-6.66622,1.27340,0.95930,-6.70307,1.17721,0.95610,-6.54540,0.77419,0.95388
3,400,-7.09175,1.20364,0.91458,-7.10539,1.11145,0.90645,-7.02047,1.08972,0.90788,-6.94351,0.70081,0.91213
4,500,-7.53435,1.19322,0.86819,-7.64669,1.34483,0.86490,-7.52464,1.24418,0.86455,-7.44135,0.73552,0.86535
5,600,-8.03303,1.19603,0.81903,-7.98872,1.43772,0.81879,-8.03281,1.27898,0.81995,-7.77747,0.70672,0.81815
6,700,-8.40140,1.14484,0.77483,-8.47993,1.20617,0.77406,-8.37858,1.25501,0.77302,-8.18810,0.77670,0.77560
7,800,-8.74322,1.16344,0.73472,-8.82974,1.06977,0.73169,-8.87459,1.21967,0.73661,-8.60120,0.72647,0.73297
8,900,-9.23447,1.20550,0.69578,-9.30450,1.31465,0.69915,-9.29020,1.14667,0.69664,-9.04746,0.93267,0.69438
9,1000,-9.56798,1.31654,0.66231,-9.67416,1.41463,0.66118,-9.56111,1.25485,0.66035,-9.35945,0.86851,0.66005
10,1100,-10.00560,1.31718,0.62896,-9.89713,1.22198,0.62615,-9.95413,1.35526,0.62589,-9.68839,0.92417,0.62605
11,1200,-10.21215,1.56725,0.59508,-10.34282,1.28079,0.59523,-10.27046,1.18589,0.59627,-9.99901,0.83472,0.59282
12,1300,-10.56025,1.05613,0.56677,-10.48113,1.48088,0.56547,-10.52770,1.28930,0.56547,-10.26400,1.12804,0.56587
13,1400,-10.79380,1.07727,0.53588,-10.79316,1.30265,0.53520,-10.93792,1.30550,0.53732,-10.40572,1.05644,0.53541
14,1500,-11.10095,1.25461,0.50871,-11.07020,1.37283,0.50963,-11.15058,1.30250,0.50925,-10.67037,0.87275,0.50863
15,1600,-11.18075,1.42487,0.48021,-11.16694,1.74051,0.47946,-11.28006,1.32799,0.47883,-10.96903,1.07152,0.48017
16,1700,-11.46279,1.14448,0.45778,-11.39334,1.23368,0.45493,-11.43800,1.62611,0.45756,-11.10858,1.01302,0.45411
17,1800,-11.56252,1.04928,0.43453,-11.57558,1.80475,0.43257,-11.49715,1.19691,0.43369,-11.22906,1.28139,0.43313
18,1900,-11.69687,1.38420,0.41225,-11.69113,1.27552,0.40865,-11.63906,1.16976,0.40974,-11.38140,0.99414,0.40804
19,2000,-11.72726,1.41929,0.38832,-11.62741,2.12363,0.38605,-11.78670,1.36810,0.38718,-11.33707,1.12049,0.38520
20,2100,-11.83087,1.49479,0.36886,-11.91062,1.52969,0.36769,-11.84891,1.09649,0.36666,-11.52109,1.18108,0.36722
21,2200,-11.91981,1.35444,0.34806,-11.90397,1.12418,0.34809,-11.85243,1.13747,0.34976,-11.59645,1.24859,0.34689
22,2300,-11.80078,1.28504,0.33082,-11.86291,1.04142,0.32980,-11.78491,1.91133,0.33079,-11.67566,1.32409,0.32916
