iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.52130,1.24240,0.43763,1.61508,-2.55547,1.23978,0.43746,1.61589,-2.55643,1.24083,0.44201,1.61224
1,200,-2.96734,0.61947,0.44930,1.62207,-2.85789,0.61688,0.43688,1.62176,-2.90110,0.57365,0.44069,1.60935
2,300,-3.25927,0.65223,0.44438,1.61836,-3.21840,0.63106,0.43522,1.62458,-3.29158,0.61336,0.44444,1.61066
3,400,-3.58763,0.64328,0.43621,1.61887,-3.60697,0.64172,0.43344,1.62219,-3.65049,0.63320,0.44017,1.61151
4,500,-3.93172,0.66344,0.42939,1.61797,-3.93811,0.64771,0.42923,1.62140,-3.99274,0.73322,0.43485,1.61280
5,600,-4.34801,0.74144,0.42262,1.61782,-4.28281,0.71241,0.42510,1.62046,-4.33867,0.68217,0.42961,1.61346
6,700,-4.63660,0.80418,0.41819,1.61741,-4.63971,0.72052,0.41963,1.62150,-4.72311,0.68653,0.42528,1.61354
7,800,-4.95727,0.76427,0.41408,1.61724,-4.91654,0.81368,0.41639,1.62050,-5.08844,0.71144,0.42116,1.61483
8,900,-5.28991,0.72972,0.40942,1.61768,-5.24964,0.83274,0.41276,1.62004,-5.36500,0.98517,0.41764,1.61526
9,1000,-5.62172,0.89926,0.40624,1.61700,-5.62276,0.82474,0.40949,1.61993,-5.73089,0.85173,0.41420,1.61470
10,1100,-5.94902,0.83447,0.40291,1.61584,-5.93957,0.97067,0.40623,1.61953,-6.06087,0.87092,0.41178,1.61543
11,1200,-6.23329,0.87794,0.39901,1.61593,-6.36763,0.96083,0.40317,1.61904,-6.36941,0.98195,0.40848,1.61557
12,1300,-6.50979,0.92012,0.39548,1.61551,-6.52935,0.98019,0.39968,1.61851,-6.66747,0.92845,0.40562,1.61660
13,1400,-6.79532,1.05602,0.39152,1.61520,-6.92315,0.99187,0.39706,1.61821,-6.96617,1.04209,0.40128,1.61664
14,1500,-7.14937,0.96120,0.38813,1.61449,-7.13900,1.09562,0.39315,1.61796,-7.19903,1.32577,0.39838,1.61711
15,1600,-7.32778,0.99936,0.38454,1.61439,-7.42871,1.04732,0.38991,1.61716,-7.62638,1.13148,0.39483,1.61683
16,1700,-7.69409,1.04384,0.38207,1.61410,-7.80371,1.17170,0.38703,1.61716,-7.71464,1.23800,0.39182,1.61710
17,1800,-7.90939,1.07204,0.37834,1.61409,-8.01155,1.16406,0.38405,1.61713,-8.03143,1.25180,0.38915,1.61836
18,1900,-8.10714,1.13529,0.37503,1.61491,-8.22753,1.14507,0.38129,1.61688,-8.30883,1.14399,0.38586,1.61768
19,2000,-8.41482,1.25699,0.37259,1.61445,-8.51842,1.10268,0.37851,1.61649,-8.58588,1.07931,0.38222,1.61685
20,2100,-8.61224,1.33531,0.36892,1.61345,-8.70498,1.11770,0.37524,1.61648,-8.80078,1.18233,0.37898,1.61771
21,2200,-8.85952,1.21893,0.36611,1.61398,-9.07996,1.24735,0.37182,1.61671,-9.07692,1.18691,0.37609,1.61717
22,2300,-9.05229,1.20173,0.36313,1.61359,-9.17586,1.32357,0.36903,1.61657,-9.21405,1.17249,0.37292,1.61753
23,2400,-9.24377,1.31500,0.36011,1.61254,-9.51776,1.49274,0.36621,1.61587,-9.47187,1.21466,0.37014,1.61738
24,2500,-9.55543,1.27580,0.35781,1.61263,-9.65604,1.38544,0.36325,1.61539,-9.64777,1.27530,0.36702,1.61753
25,2600,-9.71654,1.19976,0.35465,1.61348,-9.84074,1.30069,0.36072,1.61445,-9.88445,1.31901,0.36367,1.61715
26,2700,-9.95478,1.44249,0.35219,1.61294,-10.01873,1.44364,0.35775,1.61501,-10.07929,1.42107,0.36114,1.61715
27,2800,-10.04672,1.35172,0.34958,1.61138,-10.21652,1.33019,0.35465,1.61471,-10.23074,1.29821,0.35828,1.61745
28,2900,-10.27677,1.42054,0.34660,1.61207,-10.44838,1.43824,0.35190,1.61505,-10.43491,1.35997,0.35532,1.61719
29,3000,-10.51746,1.64412,0.34400,1.61164,-10.46229,1.50720,0.34904,1.61447,-10.58748,1.38179,0.35261,1.61695
30,3100,-10.64470,1.55230,0.34148,1.61220,-10.77309,1.46278,0.34628,1.61477,-10.77387,1.43177,0.34973,1.61723
31,3200,-10.76010,1.53485,0.33858,1.61153,-10.90572,1.44971,0.34371,1.61396,-10.95574,1.45149,0.34658,1.61736
32,3300,-11.01823,1.55205,0.33660,1.61143,-11.05331,1.45065,0.34107,1.61327,-11.09959,1.55927,0.34378,1.61741
33,3400,-11.09010,1.51385,0.33368,1.61155,-11.21728,1.55544,0.33843,1.61371,-11.30564,1.67646,0.34116,1.61694
34,3500,-11.25776,1.56518,0.33088,1.61074,-11.30702,1.70164,0.33559,1.61380,-11.45615,1.50060,0.33814,1.61747
35,3600,-11.37359,2.01523,0.32862,1.61060,-11.42229,1.67741,0.33309,1.61331,-11.60478,1.57539,0.33530,1.61734
36,3700,-11.28924,2.01740,0.32635,1.61017,-11.66344,1.74039,0.33040,1.61257,-11.65226,1.64495,0.33265,1.61573
37,3800,-11.54104,1.76917,0.32334,1.61079,-11.77270,1.59889,0.32785,1.61356,-11.76125,1.55107,0.32988,1.61566
38,3900,-11.73886,1.76773,0.32068,1.61092,-11.87288,1.80158,0.32511,1.61366,-12.04222,1.85023,0.32707,1.61598
39,4000,-11.85693,1.72800,0.31844,1.61064,-12.05203,1.77080,0.32249,1.61193,-12.05986,1.87049,0.32458,1.61683
40,4100,-12.00047,1.77903,0.31554,1.61062,-12.17740,1.66924,0.32012,1.61261,-12.23619,1.87355,0.32191,1.61559
41,4200,-12.09755,1.72704,0.31381,1.61045,-12.20957,1.74463,0.31749,1.61250,-12.34108,1.78401,0.31935,1.61636
42,4300,-12.13783,1.83025,0.31165,1.60939,-12.42560,1.84235,0.31488,1.61209,-12.48987,1.79537,0.31654,1.61611
43,4400,-12.26106,2.35525,0.30899,1.60948,-12.51166,1.80798,0.31264,1.61251,-12.57124,1.94955,0.31387,1.61549
44,4500,-12.37576,2.06437,0.30620,1.60975,-12.53108,1.97117,0.31051,1.61292,-12.57716,1.96445,0.31146,1.61507
45,4600,-12.36073,1.90086,0.30392,1.60977,-12.64321,2.20500,0.30773,1.61135,-12.72493,1.80776,0.30873,1.61546
46,4700,-12.57730,2.01673,0.30183,1.60954,-12.92853,2.08875,0.30532,1.61121,-12.94759,1.90690,0.30640,1.61534
47,4800,-12.65211,1.92246,0.29942,1.60960,-12.92902,1.88301,0.30285,1.61097,-12.95168,1.94670,0.30382,1.61572
48,4900,-12.62483,2.19565,0.29693,1.60886,-12.90176,2.10603,0.29999,1.61152,-12.89348,2.14475,0.30137,1.61508
49,5000,-12.82193,2.05748,0.29467,1.60875,-12.94062,2.12987,0.29819,1.61079,-12.94780,2.14702,0.29894,1.61516
50,5100,-12.80930,2.01764,0.29272,1.60981,-13.03994,2.11755,0.29563,1.61083,-13.14601,1.92507,0.29639,1.61463
51,5200,-12.80613,1.93855,0.29006,1.60920,-13.08961,2.46763,0.29367,1.61035,-13.12610,2.01818,0.29379,1.61533
52,5300,-13.00832,2.27789,0.28763,1.60844,-13.22117,2.14132,0.29112,1.61035,-13.31039,1.92130,0.29141,1.61487
53,5400,-12.90461,2.22655,0.28576,1.60770,-13.16524,2.06426,0.28889,1.61030,-13.37937,2.10498,0.28907,1.61546
54,5500,-13.00015,2.44000,0.28342,1.60861,-13.24375,2.16822,0.28606,1.61035,-13.34189,2.02236,0.28671,1.61442
55,5600,-13.01994,2.08239,0.28122,1.60821,-13.27937,2.20224,0.28406,1.61055,-13.29594,2.00108,0.28407,1.61453
56,5700,-13.10001,2.28221,0.27895,1.60861,-13.36426,2.34582,0.28188,1.60933,-13.37419,1.99408,0.28183,1.61484
57,5800,-13.16946,2.24794,0.27699,1.60869,-13.34260,2.26232,0.27961,1.60984,-13.38922,2.00211,0.27941,1.61437
58,5900,-13.21332,2.23950,0.27453,1.60851,-13.42716,2.06871,0.27742,1.61040,-13.52873,2.04241,0.27691,1.61426
59,6000,-13.19395,2.26185,0.27251,1.60825,-13.50330,2.19894,0.27524,1.60927,-13.58135,2.01697,0.27478,1.61389
60,6100,-13.26659,2.16791,0.27033,1.60784,-13.41376,2.36002,0.27284,1.61006,-13.58871,2.00969,0.27266,1.61401
61,6200,-13.40409,2.67655,0.26791,1.60780,-13.56310,2.19577,0.27052,1.60893,-13.65017,2.10580,0.27031,1.61359
62,6300,-13.30319,2.38423,0.26584,1.60815,-13.69249,2.31185,0.26847,1.60901,-13.67717,2.08293,0.26791,1.61377
63,6400,-13.27636,2.32907,0.26398,1.60866,-13.64612,2.49052,0.26635,1.60935,-13.71332,2.06379,0.26563,1.61407
64,6500,-13.44807,2.30341,0.26163,1.60793,-13.63980,2.35390,0.26419,1.60973,-13.82736,2.19333,0.26350,1.61342
65,6600,-13.34172,2.24314,0.25938,1.60813,-13.65608,2.43884,0.26199,1.60931,-13.72510,2.31959,0.26111,1.61341
66,6700,-13.36764,2.38869,0.25753,1.60743,-13.66568,2.40416,0.25984,1.60908,-13.81053,2.16594,0.25892,1.61319
67,6800,-13.46574,2.30866,0.25514,1.60699,-13.71890,2.41654,0.25781,1.60829,-13.77961,2.15083,0.25677,1.61302
68,6900,-13.47042,2.36503,0.25330,1.60720,-13.80551,2.37581,0.25566,1.60921,-13.85153,2.14728,0.25430,1.61339
69,7000,-13.40424,2.24571,0.25107,1.60690,-13.73625,2.38604,0.25374,1.60907,-13.90098,2.22193,0.25239,1.61279
70,7100,-13.57368,2.36511,0.24912,1.60785,-13.80129,2.51892,0.25165,1.60795,-13.89337,2.45432,0.25011,1.61325
71,7200,-13.41790,2.31664,0.24692,1.60695,-13.82795,2.69633,0.24931,1.60861,-13.85718,2.51860,0.24788,1.61249
72,7300,-13.47253,2.39591,0.24502,1.60634,-13.77353,2.66125,0.24728,1.60886,-13.83649,2.51111,0.24565,1.61317
73,7400,-13.44986,2.71022,0.24278,1.60705,-13.76837,2.46971,0.24526,1.60787,-13.95996,2.70440,0.24358,1.61384
74,7500,-13.44135,2.50199,0.24089,1.60820,-13.66986,2.43658,0.24339,1.60825,-13.83672,2.60216,0.24155,1.61269
75,7600,-13.53483,2.40362,0.23885,1.60670,-13.80440,2.47960,0.24143,1.60777,-13.79716,2.44289,0.23919,1.61304
76,7700,-13.45331,2.66456,0.23680,1.60707,-13.66452,2.52581,0.23934,1.60788,-13.69674,2.33941,0.23736,1.61243
77,7800,-13.49251,2.45703,0.23492,1.60654,-13.74196,2.43789,0.23717,1.60796,-13.81556,2.34394,0.23494,1.61219
78,7900,-13.52541,2.50583,0.23291,1.60731,-13.64105,2.45483,0.23521,1.60812,-13.83567,2.33031,0.23314,1.61223
79,8000,-13.68410,3.06357,0.23097,1.60675,-13.74182,2.36317,0.23331,1.60792,-13.76990,2.38207,0.23088,1.61237
80,8100,-13.56579,2.70548,0.22903,1.60722,-13.68467,2.37810,0.23118,1.60763,-13.78752,3.00134,0.22892,1.61242
81,8200,-13.55653,2.55145,0.22704,1.60687,-13.64373,2.41431,0.22955,1.60733,-13.67143,2.83805,0.22698,1.61207
82,8300,-13.59941,2.82610,0.22500,1.60686,-13.66051,2.45296,0.22739,1.60702,-13.56411,2.96253,0.22485,1.61250
83,8400,-13.43504,2.50156,0.22322,1.60611,-13.65199,2.45546,0.22565,1.60756,-13.68385,2.67032,0.22274,1.61160
84,8500,-13.43609,2.66474,0.22126,1.60620,-13.61897,2.41536,0.22358,1.60740,-13.64597,2.62714,0.22077,1.61158
85,8600,-13.35208,2.82583,0.21930,1.60517,-13.65409,2.39432,0.22146,1.60732,-13.58810,2.56742,0.21881,1.61154
86,8700,-13.45357,2.75201,0.21751,1.60571,-13.56887,2.58563,0.21974,1.60715,-13.54863,2.88991,0.21676,1.61138
87,8800,-13.43767,2.67799,0.21553,1.60660,-13.50182,2.55977,0.21787,1.60739,-13.62534,2.76404,0.21490,1.61112
88,8900,-13.26271,2.69363,0.21377,1.60679,-13.47499,2.45267,0.21606,1.60721,-13.56331,2.60684,0.21281,1.61152
89,9000,-13.27162,2.55246,0.21189,1.60534,-13.49627,2.89046,0.21413,1.60639,-13.39582,2.83458,0.21080,1.61135
90,9100,-13.27343,2.62103,0.20997,1.60669,-13.51717,2.97221,0.21219,1.60748,-13.50493,3.07034,0.20904,1.61093
91,9200,-13.24691,2.51888,0.20835,1.60607,-13.47563,2.83323,0.21025,1.60721,-13.29664,2.74258,0.20718,1.61076
92,9300,-13.21544,2.91787,0.20659,1.60556,-13.46852,2.87759,0.20859,1.60612,-13.35885,2.80949,0.20510,1.61078
93,9400,-13.08053,2.89354,0.20450,1.60556,-13.35079,2.87276,0.20661,1.60686,-13.24817,2.98256,0.20322,1.61058
94,9500,-13.04469,2.78325,0.20270,1.60565,-13.40074,2.79517,0.20465,1.60674,-13.27413,2.82289,0.20143,1.61061
95,9600,-13.06036,2.96045,0.20071,1.60550,-13.33034,2.78995,0.20293,1.60719,-13.16968,2.76504,0.19937,1.61059
96,9700,-13.01632,2.80539,0.19938,1.60538,-13.18707,2.65225,0.20122,1.60609,-13.09025,2.85490,0.19770,1.61072
97,9800,-13.17327,2.97335,0.19746,1.60551,-13.17544,2.51340,0.19960,1.60581,-13.17153,3.15718,0.19572,1.61056
98,9900,-12.93616,2.86924,0.19569,1.60530,-13.29657,2.90164,0.19748,1.60638,-13.07247,2.81630,0.19398,1.61009
99,10000,-12.98175,2.72135,0.19381,1.60455,-13.02368,3.06737,0.19605,1.60522,-13.05403,2.87759,0.19204,1.61088
100,10100,-12.87530,2.91408,0.19233,1.60511,-13.11624,2.91731,0.19414,1.60560,-12.96226,2.97301,0.19020,1.61004
101,10200,-12.83892,2.89975,0.19031,1.60496,-13.13379,2.89380,0.19217,1.60727,-12.99340,2.90817,0.18836,1.61038
102,10300,-12.68696,2.73107,0.18874,1.60479,-13.04379,2.94364,0.19048,1.60575,-12.84572,2.92085,0.18652,1.60977
103,10400,-12.73829,2.71724,0.18702,1.60521,-12.93432,2.92009,0.18885,1.60578,-12.77186,3.02187,0.18479,1.61022
104,10500,-12.74834,2.59976,0.18520,1.60473,-12.81492,2.86395,0.18707,1.60565,-12.71156,2.98935,0.18296,1.61045
105,10600,-12.64757,2.74742,0.18339,1.60532,-12.80657,2.82527,0.18532,1.60532,-12.79683,3.07757,0.18128,1.60976
106,10700,-12.57713,2.68484,0.18175,1.60552,-12.83873,2.82936,0.18359,1.60559,-12.59462,3.02078,0.17949,1.61007
107,10800,-12.68886,3.05321,0.18026,1.60561,-12.85865,2.86370,0.18195,1.60460,-12.59961,2.97181,0.17772,1.60945
108,10900,-12.49962,3.10812,0.17860,1.60432,-12.78868,2.87108,0.18030,1.60500,-12.70536,3.04324,0.17603,1.60953
109,11000,-12.39506,3.03348,0.17656,1.60513,-12.76873,2.77257,0.17880,1.60503,-12.66988,3.36171,0.17423,1.61020
110,11100,-12.37906,2.89740,0.17495,1.60484,-12.62509,2.88882,0.17689,1.60561,-12.48888,3.14236,0.17244,1.61010
111,11200,-12.30811,2.90361,0.17353,1.60444,-12.60326,2.95154,0.17520,1.60509,-12.33925,3.20864,0.17088,1.60956
112,11300,-12.45794,2.98700,0.17189,1.60407,-12.42031,2.86727,0.17356,1.60533,-12.35596,3.03026,0.16929,1.60902
113,11400,-12.30637,2.97983,0.17047,1.60473,-12.41079,2.86147,0.17210,1.60440,-12.28256,2.88845,0.16730,1.60970
114,11500,-12.29275,2.82045,0.16854,1.60429,-12.31413,3.15211,0.17012,1.60521,-12.26580,3.10745,0.16568,1.60967
115,11600,-12.26089,3.21069,0.16699,1.60448,-12.36829,2.95884,0.16879,1.60499,-12.19427,2.90377,0.16410,1.60936
116,11700,-12.16432,3.02203,0.16540,1.60413,-12.19110,2.87303,0.16698,1.60439,-12.18320,2.93297,0.16246,1.60896
117,11800,-12.15142,2.87139,0.16382,1.60406,-12.09850,2.77879,0.16543,1.60492,-12.14281,2.90433,0.16076,1.60893
118,11900,-12.12034,2.85931,0.16231,1.60421,-12.13615,2.80952,0.16389,1.60417,-12.16127,2.83255,0.15918,1.60967
119,12000,-12.11170,2.79865,0.16086,1.60419,-12.11905,2.71995,0.16242,1.60379,-12.03489,2.82402,0.15780,1.60884
120,12100,-12.01141,2.81800,0.15906,1.60407,-12.02624,2.89571,0.16071,1.60439,-11.94456,2.83713,0.15604,1.60901
121,12200,-11.98806,2.81911,0.15779,1.60455,-12.02307,2.80838,0.15910,1.60447,-11.88182,3.14492,0.15443,1.60930
122,12300,-11.96760,2.99465,0.15602,1.60367,-11.86973,2.97932,0.15726,1.60534,-11.84666,3.03951,0.15275,1.60885
123,12400,-11.83519,2.97248,0.15447,1.60455,-11.88418,3.05487,0.15582,1.60468,-11.76883,2.83130,0.15124,1.60866
124,12500,-11.83038,2.91304,0.15309,1.60305,-11.72919,2.98635,0.15442,1.60394,-11.77965,3.05600,0.14966,1.60838
125,12600,-11.65378,3.00172,0.15164,1.60331,-11.67150,2.87295,0.15268,1.60459,-11.61266,3.35245,0.14808,1.60901
126,12700,-11.74175,3.12080,0.15006,1.60374,-11.67064,2.83054,0.15124,1.60473,-11.56977,3.12592,0.14658,1.60879
127,12800,-11.61069,3.18880,0.14853,1.60380,-11.59388,2.86765,0.14972,1.60389,-11.49303,3.09856,0.14505,1.60860
128,12900,-11.49468,3.32223,0.14696,1.60349,-11.57148,2.83367,0.14826,1.60370,-11.32847,2.85864,0.14347,1.60824
129,13000,-11.48659,3.08105,0.14559,1.60319,-11.51884,2.85425,0.14658,1.60436,-11.33062,2.99186,0.14193,1.60844
130,13100,-11.40279,3.10568,0.14387,1.60362,-11.48566,2.75720,0.14526,1.60284,-11.32692,2.93893,0.14043,1.60821
131,13200,-11.42551,3.13362,0.14272,1.60268,-11.48376,2.92633,0.14370,1.60362,-11.28186,2.87810,0.13883,1.60785
132,13300,-11.25205,3.30658,0.14116,1.60266,-11.35088,2.82874,0.14224,1.60312,-11.25962,3.06458,0.13747,1.60834
133,13400,-11.23514,3.06926,0.13948,1.60317,-11.19143,2.80040,0.14074,1.60278,-11.20276,2.91914,0.13605,1.60876
134,13500,-11.25348,3.17645,0.13825,1.60202,-11.13531,2.89315,0.13941,1.60311,-11.17759,3.14560,0.13439,1.60803
135,13600,-11.18451,3.07391,0.13680,1.60209,-11.06499,3.29785,0.13775,1.60335,-11.06495,3.11477,0.13306,1.60830
136,13700,-11.08621,3.00490,0.13533,1.60247,-11.04812,2.94101,0.13636,1.60310,-10.83670,3.78664,0.13151,1.60787
137,13800,-10.98792,3.06248,0.13411,1.60232,-10.93041,3.04204,0.13506,1.60287,-10.80652,3.01366,0.13011,1.60745
138,13900,-11.03388,3.22791,0.13246,1.60270,-10.77540,3.21561,0.13334,1.60284,-10.80539,3.10736,0.12865,1.60740
139,14000,-10.84912,3.16051,0.13121,1.60188,-10.75887,2.99803,0.13192,1.60329,-10.88327,3.31814,0.12719,1.60759
140,14100,-10.85855,3.02933,0.12973,1.60216,-10.74232,3.11780,0.13061,1.60284,-10.68948,3.12960,0.12585,1.60775
141,14200,-10.77330,3.19341,0.12837,1.60246,-10.71681,2.89583,0.12931,1.60226,-10.70225,3.02272,0.12441,1.60756
142,14300,-10.74419,3.32131,0.12681,1.60188,-10.54328,2.96752,0.12773,1.60223,-10.59557,2.96245,0.12296,1.60699
143,14400,-10.64727,3.18715,0.12554,1.60101,-10.53745,3.03817,0.12646,1.60239,-10.52196,3.06740,0.12159,1.60763
144,14500,-10.63707,3.27938,0.12426,1.60112,-10.48295,2.90357,0.12489,1.60223,-10.50863,3.07888,0.12014,1.60738
145,14600,-10.41695,3.21871,0.12287,1.60153,-10.24391,3.08394,0.12360,1.60257,-10.50486,3.07455,0.11895,1.60708
146,14700,-10.41932,3.10580,0.12151,1.60128,-10.30903,2.92661,0.12233,1.60263,-10.34180,2.92730,0.11746,1.60711
147,14800,-10.37267,3.24021,0.12011,1.60152,-10.30912,2.93380,0.12077,1.60194,-10.32934,3.01614,0.11607,1.60687
148,14900,-10.49707,3.33373,0.11894,1.60143,-10.24183,2.84453,0.11943,1.60228,-10.20317,2.93593,0.11466,1.60713
149,15000,-10.20646,3.47011,0.11729,1.60161,-10.28499,3.00489,0.11810,1.60194,-10.18432,3.02582,0.11335,1.60712
