iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.94695,0.98555,0.96522
1,200,0.89052,0.89705,0.86210
2,300,0.81854,0.84884,0.83381
3,400,0.81210,0.79308,0.83304
4,500,0.81304,0.79284,0.83345
5,600,0.84121,0.79862,0.84133
6,700,0.81699,0.81482,0.85073
7,800,0.82159,0.81499,0.82215
8,900,0.81650,0.81116,0.84378
9,1000,0.83192,0.80744,0.85160
10,1100,0.84254,0.81510,0.85332
11,1200,0.84054,0.83397,0.84988
12,1300,0.86221,0.83057,0.86001
13,1400,0.86897,0.84131,0.87204
14,1500,0.84529,0.86035,0.88424
15,1600,0.84915,0.86726,0.91875
16,1700,0.89189,0.86199,0.90977
17,1800,0.88986,0.88644,0.92568
18,1900,0.90306,0.91234,0.92673
19,2000,0.91484,0.91362,0.93439
20,2100,0.93777,0.90622,0.93320
21,2200,0.94058,0.90903,0.96016
22,2300,0.95774,0.93871,0.98900
23,2400,0.94044,0.93185,1.00650
24,2500,0.95999,0.94856,0.98340
25,2600,0.97220,0.97024,1.01114
26,2700,0.96673,0.97314,1.00626
27,2800,1.00520,0.98474,1.01651
28,2900,1.00925,0.98751,1.03056
29,3000,1.02295,1.00181,1.03886
30,3100,1.02793,1.02876,1.04230
31,3200,1.02775,0.99776,1.07296
32,3300,1.03505,1.01248,1.07093
33,3400,1.02618,1.02960,1.07598
34,3500,1.04807,1.05262,1.07240
35,3600,1.06326,1.05297,1.08694
36,3700,1.08030,1.06434,1.11026
37,3800,1.07344,1.08200,1.11230
38,3900,1.08485,1.06353,1.10158
39,4000,1.09749,1.09631,1.12378
40,4100,1.08748,1.10738,1.11863
41,4200,1.09543,1.09278,1.13216
42,4300,1.09710,1.09540,1.13947
43,4400,1.09991,1.11775,1.11255
44,4500,1.13436,1.11120,1.12492
45,4600,1.12011,1.12759,1.12914
46,4700,1.12589,1.13391,1.12715
47,4800,1.15804,1.13157,1.13886
48,4900,1.15908,1.13394,1.13869
49,5000,1.15870,1.13250,1.14256
50,5100,1.12342,1.15113,1.17687
51,5200,1.16386,1.13284,1.13865
52,5300,1.12639,1.16042,1.13449
