iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,48.84287,1.46394,26.12250,1.05929
1,200,22.27080,1.46103,8.71052,1.05448
2,300,1.54870,1.45550,2.36270,1.05195
3,400,1.05829,1.44886,1.32280,1.04727
4,500,1.00070,1.44308,1.15824,1.04584
5,600,1.00941,1.43700,1.16061,1.04258
6,700,1.00528,1.42719,1.18845,1.03890
7,800,1.02997,1.41918,1.20303,1.03478
8,900,1.02938,1.41462,1.20080,1.03201
9,1000,1.02309,1.40901,1.23927,1.02862
10,1100,1.02740,1.40294,1.28694,1.02499
11,1200,1.05271,1.39933,1.30646,1.02197
12,1300,1.03099,1.39375,1.32432,1.01884
13,1400,1.01939,1.38831,1.37088,1.01489
14,1500,0.99795,1.37805,1.35200,1.01226
15,1600,1.01971,1.37457,1.39801,1.00608
16,1700,1.05117,1.36583,1.37445,1.00207
17,1800,1.01518,1.36363,1.46496,0.99911
18,1900,1.06883,1.35900,1.42655,0.99542
19,2000,1.03487,1.35153,1.50486,0.99112
20,2100,1.03891,1.34814,1.50649,0.98639
21,2200,1.02661,1.34205,1.51122,0.98136
22,2300,1.04058,1.33653,1.55207,0.97673
23,2400,1.04244,1.33103,1.50310,0.97277
24,2500,1.02477,1.32553,1.57204,0.96774
25,2600,1.05093,1.32030,1.55065,0.96228
26,2700,1.01224,1.31626,1.58038,0.95653
27,2800,1.02490,1.30987,1.58600,0.95168
28,2900,0.99655,1.30269,1.60169,0.94674
29,3000,1.01670,1.29957,1.64361,0.94147
30,3100,1.02240,1.29401,1.57794,0.93827
31,3200,1.01212,1.28816,1.56220,0.93403
32,3300,1.01600,1.28332,1.58518,0.92927
33,3400,1.04639,1.27685,1.66171,0.92515
34,3500,1.05053,1.27171,1.62950,0.92074
35,3600,1.03152,1.26663,1.56721,0.91617
36,3700,1.00199,1.26187,1.60757,0.91179
37,3800,1.03512,1.25449,1.69572,0.90781
38,3900,1.02799,1.25083,1.60593,0.90411
39,4000,1.04109,1.24723,1.62417,0.89871
40,4100,1.05667,1.23997,1.61954,0.89697
41,4200,1.02671,1.23379,1.64244,0.89126
42,4300,1.06213,1.22860,1.56810,0.88662
43,4400,1.02882,1.22416,1.58034,0.88250
44,4500,1.02950,1.21781,1.60117,0.87699
45,4600,1.03314,1.21356,1.74457,0.87340
46,4700,1.02223,1.20731,1.68246,0.86981
47,4800,1.02653,1.20371,1.61700,0.86564
48,4900,1.05698,1.19793,1.64739,0.86297
49,5000,1.08679,1.19390,1.59975,0.85718
50,5100,1.01827,1.18900,1.61881,0.85453
51,5200,1.05133,1.18391,1.61273,0.84977
52,5300,1.00213,1.17839,1.60755,0.84494
53,5400,1.03738,1.17305,1.68129,0.84286
54,5500,1.07220,1.16676,1.64820,0.83783
55,5600,0.99692,1.16223,1.73818,0.83341
56,5700,0.99628,1.15752,1.65480,0.82977
57,5800,1.02702,1.15249,1.56823,0.82587
58,5900,1.03183,1.14660,1.55878,0.82133
59,6000,1.03235,1.14096,1.59183,0.81810
60,6100,1.02259,1.13761,1.61013,0.81413
61,6200,1.05367,1.13282,1.54911,0.80916
62,6300,1.02107,1.12644,1.57314,0.80576
63,6400,1.04755,1.12218,1.53609,0.80154
64,6500,1.03651,1.11806,1.55737,0.79685
65,6600,1.04038,1.11121,1.58785,0.79336
66,6700,1.00795,1.10835,1.62732,0.78876
67,6800,1.02909,1.10293,1.57709,0.78529
