iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-8.28680,14.16829,1.68954,-6.91437,13.26869,1.23544,-7.69283,13.04788,1.39431
1,200,-9.68288,1.57425,1.64424,-8.11976,1.59476,1.34690,-9.59508,1.04625,1.64536
2,300,-10.00994,1.02876,1.58350,-9.66295,1.15570,1.55683,-9.96736,0.82786,1.56631
3,400,-11.12481,1.22304,1.57721,-10.60293,0.82441,1.50535,-11.12521,1.33591,1.59904
4,500,-12.33099,1.57462,1.58308,-11.88737,1.49354,1.56253,-12.40835,1.59485,1.58086
5,600,-13.69511,1.58814,1.61398,-13.83982,1.72975,1.69600,-13.46684,2.16738,1.57959
6,700,-14.53776,2.37937,1.58393,-14.87399,2.43347,1.66709,-14.50100,1.63756,1.55346
7,800,-15.49112,2.71533,1.55356,-16.09408,2.22721,1.62002,-15.68068,2.00987,1.53088
8,900,-16.67919,3.36176,1.53619,-17.21960,2.59601,1.59436,-16.86210,2.92910,1.51616
9,1000,-17.47239,4.02278,1.54374,-18.45854,3.08178,1.59154,-18.01579,2.66610,1.49758
10,1100,-19.43364,3.74275,1.57743,-19.57384,2.75752,1.56658,-19.30583,3.04818,1.47957
11,1200,-20.18816,4.58952,1.56686,-20.80294,2.72156,1.56813,-20.16700,2.59250,1.46198
12,1300,-21.41838,4.46302,1.56077,-21.70422,3.03481,1.53604,-21.05810,3.24259,1.45295
13,1400,-22.53160,4.44592,1.56982,-22.67401,2.21033,1.52403,-22.20643,2.57554,1.43625
14,1500,-23.90729,4.27652,1.56262,-23.64367,3.19485,1.48466,-23.16659,2.64725,1.43203
15,1600,-24.86459,5.07659,1.57144,-24.49707,2.84062,1.46115,-24.26881,3.30505,1.42795
16,1700,-25.37084,7.76134,1.55268,-25.58533,4.12883,1.43757,-25.19144,5.02865,1.41610
17,1800,-26.46207,5.22946,1.53622,-26.24467,3.81741,1.39269,-26.33642,3.48258,1.39259
18,1900,-27.46185,5.31115,1.51617,-26.89626,3.80888,1.35910,-26.88406,4.49743,1.35929
19,2000,-28.36251,6.03574,1.47535,-28.01970,4.65931,1.34096,-27.69159,4.38851,1.34143
20,2100,-29.30072,7.75160,1.46343,-28.51896,5.18714,1.31351,-28.26752,3.47268,1.31252
21,2200,-30.07354,8.42814,1.41433,-28.96544,4.12482,1.28438,-28.67995,2.84623,1.27304
22,2300,-30.39989,8.53985,1.40527,-29.16690,3.80368,1.25752,-29.23587,2.99374,1.24821
23,2400,-31.37828,7.33843,1.37065,-29.92641,3.55086,1.22704,-29.76453,2.62507,1.22919
24,2500,-31.80786,8.06024,1.34465,-30.84995,5.60394,1.20697,-30.28108,3.07195,1.20616
25,2600,-32.32156,9.95174,1.31902,-31.02452,7.04013,1.18204,-30.74987,5.15957,1.19024
26,2700,-32.78156,8.07335,1.29967,-31.44201,5.23432,1.16856,-31.04092,5.58443,1.16216
27,2800,-33.87233,7.02514,1.28240,-31.89137,4.19848,1.13617,-31.72420,3.38932,1.13114
28,2900,-34.14620,6.35025,1.24739,-32.29863,3.84108,1.11149,-31.88261,5.11086,1.11253
29,3000,-34.33877,7.34751,1.22766,-32.52866,4.05061,1.09915,-32.23440,3.04895,1.08615
30,3100,-34.67863,6.39621,1.20820,-32.95801,5.90192,1.06410,-32.52106,3.29362,1.06720
31,3200,-35.73779,6.45721,1.19345,-33.16410,3.78461,1.04793,-32.84277,2.92468,1.04741
32,3300,-36.19154,4.38234,1.16570,-33.72377,3.85130,1.02441,-33.36087,2.63994,1.02727
33,3400,-36.36717,3.46963,1.15385,-33.38696,3.43396,1.00450,-33.52806,3.60454,0.99898
34,3500,-37.28902,3.44220,1.13813,-34.13620,1.98413,0.98783,-33.97216,2.84573,0.98829
35,3600,-37.34494,2.79179,1.13378,-34.36982,1.61233,0.96860,-34.47666,2.25572,0.97123
36,3700,-37.60399,2.62468,1.10991,-34.69240,1.65598,0.94979,-34.49595,4.01661,0.95550
37,3800,-37.87799,2.91272,1.10327,-34.69148,1.62124,0.94221,-34.75048,4.53988,0.93520
38,3900,-38.03698,3.61140,1.09449,-35.02209,2.37910,0.92541,-35.02232,2.68934,0.91871
39,4000,-38.38925,3.80403,1.08129,-35.31829,2.46021,0.90395,-34.66015,2.58508,0.90859
40,4100,-38.55036,3.55365,1.06347,-35.30851,2.34371,0.89337,-35.25121,3.20343,0.89042
41,4200,-38.85353,3.41471,1.05677,-35.43166,3.28624,0.87468,-35.45577,1.95978,0.86884
42,4300,-38.94705,3.04953,1.04002,-35.52257,3.44665,0.86003,-35.37972,2.45247,0.86145
43,4400,-39.40018,2.76066,1.02184,-35.75573,3.03315,0.84692,-35.53503,1.60880,0.84224
44,4500,-39.30840,2.98048,1.01549,-36.02883,2.31086,0.83298,-35.94475,3.52715,0.82599
45,4600,-39.48145,5.49550,0.99001,-35.93958,2.83528,0.81944,-35.46964,3.44559,0.82554
46,4700,-39.28684,5.17456,0.98364,-35.99260,4.11018,0.81251,-35.82582,3.97650,0.80993
