iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,4.89189,0.43898,1.60970,5.06944,0.42411,1.61175,5.87460,0.45617,1.61310
1,200,1.93092,0.43010,1.61076,2.02347,0.43340,1.61200,2.03411,0.43568,1.61303
2,300,1.20025,0.42340,1.61085,1.08029,0.41879,1.61308,1.14902,0.43614,1.61171
3,400,0.67575,0.41725,1.61116,0.59112,0.40527,1.61270,0.59700,0.42220,1.61278
4,500,0.42794,0.40832,1.61096,0.34445,0.39857,1.61160,0.35628,0.40806,1.61176
5,600,0.35428,0.39835,1.61278,0.24783,0.38863,1.61172,0.26371,0.40174,1.61110
6,700,0.33313,0.38827,1.61149,0.20874,0.37957,1.61162,0.22350,0.39350,1.61058
7,800,0.32508,0.37607,1.61227,0.18247,0.36652,1.61136,0.19252,0.38381,1.61085
8,900,0.31987,0.36523,1.61302,0.16881,0.35699,1.61110,0.17188,0.37298,1.61081
9,1000,0.31829,0.35319,1.61069,0.16205,0.34757,1.61145,0.17611,0.36527,1.60996
10,1100,0.32971,0.34369,1.61120,0.15589,0.33864,1.61046,0.16823,0.35673,1.61039
11,1200,0.32853,0.33332,1.61099,0.14901,0.33008,1.61113,0.15359,0.34371,1.61064
12,1300,0.32586,0.32234,1.61120,0.14668,0.32068,1.61139,0.15536,0.33341,1.61111
13,1400,0.33914,0.31339,1.61149,0.15456,0.31030,1.61105,0.16542,0.32422,1.61069
14,1500,0.33525,0.30469,1.61088,0.15495,0.30025,1.61080,0.15874,0.31555,1.61021
15,1600,0.34243,0.29613,1.61052,0.15873,0.29401,1.61064,0.15942,0.30545,1.61049
16,1700,0.34126,0.28816,1.61094,0.16214,0.28249,1.61112,0.16251,0.29865,1.61051
17,1800,0.35091,0.27925,1.61040,0.16877,0.27751,1.61156,0.16803,0.28880,1.61050
18,1900,0.33950,0.27106,1.61055,0.17149,0.26760,1.61109,0.17112,0.27951,1.61114
19,2000,0.35337,0.26482,1.61015,0.18149,0.25895,1.61154,0.17557,0.27204,1.61095
20,2100,0.35942,0.25678,1.61040,0.18021,0.25404,1.61121,0.17550,0.26203,1.61092
21,2200,0.34755,0.24923,1.61074,0.18450,0.24558,1.61128,0.17584,0.25531,1.61053
22,2300,0.36204,0.24265,1.61028,0.19186,0.23908,1.61116,0.18242,0.24725,1.61122
23,2400,0.36336,0.23548,1.60950,0.19210,0.23185,1.61123,0.18866,0.23813,1.61060
24,2500,0.36236,0.22891,1.60977,0.19640,0.22525,1.61090,0.18975,0.23222,1.61152
25,2600,0.36568,0.22350,1.60955,0.20517,0.21940,1.61138,0.20267,0.22447,1.61112
26,2700,0.35225,0.21626,1.60995,0.20661,0.21192,1.61115,0.21187,0.21781,1.61164
27,2800,0.35735,0.21061,1.60985,0.21835,0.20602,1.61160,0.22419,0.21194,1.61136
28,2900,0.36671,0.20535,1.60993,0.22587,0.19967,1.61088,0.22609,0.20548,1.61104
29,3000,0.36970,0.20050,1.60954,0.23183,0.19459,1.61124,0.23984,0.19867,1.61118
30,3100,0.37810,0.19535,1.60973,0.24856,0.18849,1.61146,0.24412,0.19328,1.61156
31,3200,0.37274,0.18950,1.60945,0.25766,0.18271,1.61121,0.26017,0.18714,1.61217
32,3300,0.38302,0.18559,1.60853,0.26631,0.17831,1.61234,0.27250,0.18275,1.61225
33,3400,0.37590,0.18015,1.60886,0.27829,0.17329,1.61080,0.28534,0.17680,1.61246
34,3500,0.38934,0.17633,1.60867,0.29434,0.16834,1.61132,0.28919,0.17235,1.61145
35,3600,0.40149,0.17108,1.60821,0.30651,0.16308,1.61137,0.30595,0.16731,1.61167
36,3700,0.39425,0.16801,1.60770,0.31471,0.15914,1.61158,0.32172,0.16240,1.61149
37,3800,0.39273,0.16276,1.60834,0.34354,0.15429,1.61126,0.34501,0.15725,1.61170
