iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-7.68801,14.53552,1.45804,-7.68942,11.00896,1.49947,-7.55816,14.40662,1.44048,-7.05510,8.70037,1.37602
1,200,-8.15426,2.24256,1.37131,-8.65053,1.76160,1.47115,-8.20605,1.74925,1.37505,-7.50862,1.48197,1.30188
2,300,-9.07567,1.37314,1.37813,-9.91793,1.63013,1.52978,-9.18648,1.46023,1.40745,-8.78894,1.42488,1.36014
3,400,-10.30086,1.31789,1.41070,-10.87177,1.66604,1.49611,-10.28607,1.81625,1.41244,-9.78363,1.24590,1.33993
4,500,-11.44908,1.36726,1.43803,-12.03880,2.29805,1.51868,-11.39137,1.48096,1.43001,-10.41173,1.42027,1.30756
5,600,-12.57115,1.40992,1.47308,-13.32538,1.76956,1.54413,-12.59038,2.14116,1.44393,-11.48748,1.74998,1.30632
6,700,-13.73905,1.66694,1.46947,-14.56419,1.67979,1.53160,-13.59811,1.72512,1.44939,-12.52813,1.17699,1.30037
7,800,-14.96559,1.80692,1.46963,-15.52347,2.52564,1.53188,-14.91083,1.72842,1.44837,-13.32268,2.05735,1.27769
8,900,-16.24427,2.61375,1.45878,-16.82859,4.84050,1.51160,-16.05039,1.89995,1.43792,-14.22107,1.73757,1.25166
9,1000,-17.23175,1.60930,1.44536,-17.98547,2.10171,1.50580,-17.29781,3.08366,1.42073,-15.07266,1.82452,1.23746
10,1100,-18.23797,1.87418,1.43367,-18.85675,2.47894,1.49504,-18.24930,3.01273,1.40460,-15.98805,1.71006,1.21518
11,1200,-19.25232,1.79074,1.41425,-20.30341,2.39521,1.47766,-19.19101,1.70276,1.40157,-16.91010,1.46007,1.19018
12,1300,-20.31131,2.37479,1.40988,-21.25626,3.83740,1.47804,-20.23749,1.60168,1.39075,-17.52802,1.39289,1.17395
13,1400,-21.17559,2.15763,1.39085,-22.58753,1.93611,1.47962,-21.28141,1.83723,1.37685,-18.37815,1.21287,1.16463
14,1500,-22.22203,2.49732,1.38130,-23.36662,4.54777,1.46286,-22.06210,2.76118,1.36168,-19.16383,1.87919,1.15217
15,1600,-23.06869,2.66445,1.37356,-24.50007,2.68942,1.45229,-23.60358,3.21473,1.36011,-19.98707,2.51147,1.13945
16,1700,-24.14346,5.04962,1.36836,-25.37107,2.30547,1.44341,-24.22549,3.38429,1.34839,-20.62704,2.35034,1.12203
17,1800,-24.94769,3.08873,1.34687,-26.53193,2.36548,1.43015,-25.34852,2.69094,1.34110,-21.07162,4.47883,1.10635
18,1900,-25.95003,1.86516,1.33345,-27.48400,3.51553,1.41910,-26.00833,2.56161,1.32595,-22.22799,3.85785,1.09929
19,2000,-26.85039,2.95778,1.31563,-28.00355,2.24804,1.39106,-26.89133,2.41205,1.30795,-22.67875,2.73855,1.08541
20,2100,-27.64090,2.27479,1.29547,-28.78651,3.07788,1.37303,-27.85365,3.29508,1.29200,-23.19186,2.19669,1.06901
21,2200,-28.19536,2.40611,1.27307,-29.88001,3.64106,1.35307,-28.88079,4.13319,1.27550,-23.74630,2.98351,1.04902
22,2300,-28.84745,4.57818,1.26675,-30.30470,5.53605,1.32685,-29.12550,6.59763,1.27091,-24.71003,3.87220,1.03292
23,2400,-29.82699,3.81064,1.25905,-31.38085,3.04775,1.30814,-30.07082,3.60664,1.25469,-24.64785,3.34685,1.01758
24,2500,-30.63031,3.03776,1.24923,-32.25601,4.24326,1.29340,-30.70426,4.97835,1.24497,-25.81772,2.00040,1.00229
25,2600,-31.05720,2.13634,1.23843,-32.46684,4.93597,1.27269,-31.40624,2.44902,1.23054,-25.91627,1.32015,0.98664
26,2700,-31.88165,3.09147,1.23142,-32.93541,3.45113,1.23199,-32.04356,3.68676,1.21198,-26.52690,2.46560,0.97348
27,2800,-32.45177,2.74567,1.22173,-33.89042,4.44988,1.22426,-32.92602,3.02883,1.19969,-26.51518,4.06715,0.95772
28,2900,-33.18810,3.32092,1.21146,-34.59302,5.57901,1.21325,-33.09872,2.20222,1.18267,-27.44492,2.79241,0.94729
29,3000,-33.94906,4.93242,1.20413,-35.29651,3.70063,1.19257,-33.52777,2.60844,1.17498,-27.93520,3.21693,0.93525
30,3100,-34.26306,2.89959,1.19455,-35.21962,3.82858,1.18252,-34.15443,2.20500,1.15633,-28.32194,2.81897,0.93109
31,3200,-35.05569,3.80984,1.18403,-35.94353,2.78475,1.16962,-34.59507,2.51326,1.14380,-28.74571,1.35187,0.91497
32,3300,-35.49169,4.25633,1.17566,-36.71355,3.38265,1.15616,-35.19327,2.37155,1.13331,-29.17129,2.63713,0.90060
33,3400,-36.27137,5.62272,1.15941,-37.07372,2.54892,1.14179,-35.49420,3.12592,1.11737,-29.44222,1.53908,0.89007
34,3500,-36.46247,2.02970,1.15112,-37.60177,2.85100,1.13360,-36.33321,4.13994,1.09988,-29.56184,1.41608,0.87958
