iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-3.05432,1.92575,0.52453,1.61308,-2.99079,1.94873,0.52914,1.60715,-3.22459,1.90624,0.55528,1.61205,-3.17321,1.89825,0.55303,1.60787
1,200,-3.44723,1.03307,0.53638,1.61652,-3.60342,1.16476,0.55593,1.60256,-3.81260,1.10043,0.59153,1.61068,-3.44597,0.95746,0.55901,1.60922
2,300,-3.80770,1.01862,0.50193,1.61634,-4.04424,1.11250,0.56108,1.60219,-4.08581,1.04365,0.56544,1.61071,-3.79082,0.60271,0.51973,1.60917
3,400,-4.02058,1.10557,0.47776,1.61545,-4.40528,1.00768,0.53423,1.60127,-4.41358,1.08339,0.54258,1.61028,-4.02688,0.59038,0.49167,1.60891
4,500,-4.28759,1.05203,0.46715,1.61444,-4.78007,1.21530,0.53096,1.60088,-4.90335,1.06004,0.53896,1.60938,-4.25960,0.63823,0.47127,1.61028
5,600,-4.75821,1.06646,0.45238,1.61420,-5.24499,1.07056,0.52675,1.59894,-5.29146,1.10609,0.52506,1.60786,-4.57252,0.66260,0.45552,1.61160
6,700,-5.09037,1.12913,0.44351,1.61341,-5.65052,1.11838,0.51321,1.59876,-5.77394,1.04735,0.52034,1.60635,-4.89933,0.72086,0.44506,1.61207
7,800,-5.44424,1.04303,0.43586,1.61307,-6.05120,1.14501,0.50360,1.59818,-6.11212,1.09895,0.50781,1.60574,-5.21773,0.79837,0.43192,1.61143
8,900,-5.78099,1.02558,0.42578,1.61280,-6.40305,1.13651,0.49727,1.59772,-6.49464,1.02201,0.49033,1.60594,-5.61972,0.84243,0.41888,1.61163
9,1000,-6.06987,1.01802,0.41607,1.61237,-6.78480,1.18597,0.49028,1.59681,-6.93679,1.25049,0.47757,1.60562,-5.87379,0.83347,0.40567,1.61141
10,1100,-6.35401,1.04152,0.40732,1.61149,-7.12462,1.35083,0.48111,1.59730,-7.23701,1.31410,0.46580,1.60586,-6.19165,0.75426,0.39748,1.61225
11,1200,-6.60313,1.13403,0.39889,1.61093,-7.46790,1.18178,0.47279,1.59671,-7.27110,1.53498,0.45245,1.60536,-6.48906,0.94791,0.38724,1.61135
12,1300,-6.92041,1.10375,0.39494,1.61011,-7.82132,1.17297,0.46574,1.59760,-7.74478,1.12345,0.44406,1.60526,-6.64572,0.89126,0.37921,1.61144
13,1400,-7.23922,1.14581,0.38850,1.60962,-8.00437,1.27366,0.45956,1.59814,-7.98550,0.96708,0.43539,1.60505,-6.90285,0.89110,0.37221,1.61116
14,1500,-7.47813,1.13857,0.38335,1.60961,-8.32689,1.21198,0.45165,1.59796,-8.32794,1.21784,0.42459,1.60386,-7.18735,1.08430,0.36637,1.61100
15,1600,-7.62505,1.08052,0.37630,1.60930,-8.61590,1.12487,0.44256,1.59761,-8.51919,1.18670,0.41602,1.60388,-7.48572,0.90272,0.35744,1.61157
16,1700,-7.87597,1.20895,0.36908,1.60869,-8.80331,1.01818,0.43476,1.59781,-8.68878,1.24426,0.40631,1.60318,-7.67736,1.12381,0.34823,1.61180
17,1800,-8.09044,1.34530,0.36109,1.60796,-9.19107,1.18270,0.42455,1.59786,-8.99103,1.19626,0.39503,1.60307,-7.71980,1.10676,0.33939,1.61140
18,1900,-8.28346,1.04972,0.35653,1.60758,-9.43506,1.92417,0.41704,1.59716,-9.15634,1.13195,0.38807,1.60302,-7.95092,0.93935,0.33222,1.61112
19,2000,-8.50261,1.07413,0.34981,1.60728,-9.57618,1.44939,0.40845,1.59686,-9.29767,1.28974,0.37972,1.60277,-8.08834,0.97051,0.32514,1.61127
20,2100,-8.60481,1.29197,0.34201,1.60651,-9.83128,1.32069,0.40085,1.59667,-9.53888,1.34917,0.37314,1.60212,-8.26953,1.29071,0.31875,1.61164
21,2200,-8.82780,1.09989,0.33536,1.60613,-9.98786,1.39750,0.39121,1.59664,-9.72773,1.50284,0.36519,1.60176,-8.33635,1.10545,0.30949,1.61185
22,2300,-8.93566,1.19131,0.32811,1.60571,-10.09334,1.13801,0.38034,1.59616,-9.81559,1.18597,0.35879,1.60090,-8.42449,1.13060,0.30275,1.61122
23,2400,-9.20705,1.23076,0.32076,1.60509,-10.31126,1.19387,0.37272,1.59685,-9.98095,1.20152,0.35122,1.60074,-8.60701,0.98182,0.29709,1.61203
24,2500,-9.22324,1.10269,0.31383,1.60426,-10.39967,1.05466,0.36061,1.59735,-10.28574,1.08138,0.34556,1.60055,-8.71290,1.18218,0.29021,1.61264
25,2600,-9.25544,1.38690,0.30644,1.60416,-10.53154,1.18119,0.35173,1.59781,-10.18641,1.13146,0.33834,1.60043,-8.89804,1.18178,0.28306,1.61175
26,2700,-9.34844,1.06028,0.29964,1.60317,-10.66261,1.12358,0.34609,1.59792,-10.46700,1.06429,0.33229,1.59983,-8.90150,1.00555,0.27810,1.61207
27,2800,-9.48527,1.04265,0.29279,1.60319,-10.84690,1.38940,0.33575,1.59782,-10.44122,1.08258,0.32401,1.59969,-8.99284,1.23485,0.27056,1.61154
28,2900,-9.58590,1.01618,0.28612,1.60314,-10.87285,1.08299,0.32691,1.59783,-10.59497,1.31662,0.31669,1.59938,-9.12508,1.56763,0.26459,1.61208
29,3000,-9.63214,1.16034,0.27934,1.60281,-10.85922,1.19157,0.31962,1.59808,-10.73424,1.63296,0.31099,1.59914,-9.16862,0.98989,0.25786,1.61205
30,3100,-9.69714,1.06942,0.27456,1.60219,-11.02972,1.29182,0.31179,1.59743,-10.92226,1.54196,0.30292,1.59951,-9.18776,1.18413,0.25203,1.61159
31,3200,-9.71736,1.06825,0.26666,1.60144,-11.05497,1.13099,0.30370,1.59766,-10.77157,1.39558,0.29670,1.59881,-9.22421,1.29138,0.24707,1.61225
32,3300,-9.74677,1.35755,0.26071,1.60126,-11.20676,1.36681,0.29555,1.59773,-10.74676,1.24641,0.28967,1.59908,-9.29239,1.02992,0.24059,1.61182
33,3400,-9.80165,1.22849,0.25337,1.60121,-11.08088,1.28425,0.28681,1.59774,-10.94086,1.14796,0.28200,1.59910,-9.36139,1.02264,0.23484,1.61141
34,3500,-9.96606,1.28886,0.24781,1.60055,-10.98394,1.14613,0.28141,1.59786,-10.89195,1.10235,0.27593,1.59845,-9.18488,1.18524,0.22949,1.61166
35,3600,-9.92491,1.58683,0.24229,1.60037,-11.11949,1.16377,0.27342,1.59765,-10.92200,1.14312,0.26886,1.59883,-9.35039,1.01567,0.22425,1.61144
36,3700,-9.95677,1.17761,0.23520,1.59962,-11.26108,1.22826,0.26693,1.59781,-10.91301,1.86920,0.26265,1.59849,-9.36858,1.16397,0.21869,1.61058
37,3800,-10.00387,1.17712,0.23012,1.59930,-11.16105,1.12649,0.25997,1.59763,-10.98257,1.23779,0.25741,1.59783,-9.36166,1.13272,0.21479,1.61121
38,3900,-9.93926,1.49667,0.22479,1.59883,-11.11894,1.13561,0.25361,1.59819,-10.87235,1.15753,0.25122,1.59840,-9.23069,1.11319,0.20956,1.61132
39,4000,-9.89060,1.37818,0.21868,1.59817,-11.14506,1.04918,0.24793,1.59846,-10.87184,1.64307,0.24630,1.59736,-9.28571,1.17666,0.20431,1.61135
40,4100,-9.90280,1.02903,0.21373,1.59776,-11.15684,1.29962,0.24205,1.59885,-10.77377,1.18897,0.23911,1.59747,-9.23021,1.10714,0.19963,1.61123
41,4200,-9.95731,1.14380,0.20854,1.59759,-11.19703,1.28073,0.23554,1.59902,-10.83861,1.15240,0.23507,1.59737,-9.24791,1.05533,0.19583,1.61021
42,4300,-9.83384,1.14942,0.20355,1.59677,-11.23012,1.44325,0.23079,1.59943,-10.79804,1.12313,0.23077,1.59739,-9.17174,1.08866,0.19060,1.61058
43,4400,-9.73324,1.09855,0.19855,1.59602,-11.17357,1.17548,0.22246,1.60016,-10.87319,1.33222,0.22483,1.59694,-9.12758,1.16846,0.18649,1.61002
44,4500,-9.87531,1.11787,0.19278,1.59612,-11.08636,1.16351,0.21806,1.59916,-10.91134,1.10635,0.21862,1.59665,-9.13970,1.18860,0.18262,1.60981
45,4600,-9.73423,1.03819,0.18854,1.59537,-11.10360,1.08803,0.21346,1.59859,-10.70089,1.03802,0.21317,1.59728,-8.99045,1.03409,0.17782,1.60929
46,4700,-9.71587,1.05018,0.18395,1.59486,-11.10044,1.17519,0.20694,1.59916,-10.66103,1.15029,0.20725,1.59741,-8.93895,1.00141,0.17413,1.60892
47,4800,-9.58985,1.28571,0.18059,1.59490,-11.07208,1.22421,0.20124,1.59903,-10.63716,1.27864,0.20318,1.59684,-8.94706,1.14756,0.17026,1.60935
48,4900,-9.72251,1.19572,0.17550,1.59439,-10.94444,1.24850,0.19782,1.59924,-10.66352,1.21380,0.19837,1.59750,-8.87464,1.18188,0.16670,1.60874
49,5000,-9.62057,1.05302,0.17188,1.59372,-11.01466,1.27120,0.19206,1.59955,-10.78935,1.72603,0.19339,1.59722,-8.83762,1.00999,0.16305,1.60876
50,5100,-9.63854,1.04438,0.16817,1.59343,-10.93054,1.17371,0.18673,1.59920,-10.44940,1.30129,0.18925,1.59655,-8.81997,0.97482,0.15905,1.60864
51,5200,-9.55838,1.17618,0.16419,1.59307,-10.87337,1.20288,0.18143,1.59955,-10.50215,1.35377,0.18346,1.59689,-8.67706,0.94391,0.15574,1.60824
52,5300,-9.41061,1.07502,0.16022,1.59214,-10.63699,1.18891,0.17761,1.59841,-10.41330,1.03983,0.17904,1.59718,-8.71318,0.98826,0.15182,1.60768
53,5400,-9.37939,1.12997,0.15585,1.59162,-10.68676,1.28543,0.17340,1.59900,-10.38341,0.99446,0.17549,1.59700,-8.65075,1.07388,0.14803,1.60741
54,5500,-9.19907,1.08165,0.15295,1.59149,-10.47142,1.12529,0.16779,1.59900,-10.28521,0.99789,0.17050,1.59662,-8.74019,1.10164,0.14464,1.60751
55,5600,-9.10265,1.00443,0.14952,1.59091,-10.55065,1.02592,0.16455,1.59945,-10.14501,1.24832,0.16705,1.59674,-8.51039,0.96124,0.14188,1.60696
56,5700,-9.09243,1.10256,0.14534,1.59046,-10.47645,1.12323,0.16065,1.59892,-10.05939,1.20877,0.16323,1.59643,-8.51676,0.99505,0.13890,1.60761
57,5800,-8.92544,1.05180,0.14267,1.59001,-10.31491,1.06264,0.15652,1.59928,-10.01636,1.17666,0.15916,1.59579,-8.43599,0.93410,0.13570,1.60727
58,5900,-8.91742,1.05173,0.13901,1.58898,-10.37400,1.22339,0.15301,1.59937,-9.96271,1.12393,0.15622,1.59606,-8.38293,1.15068,0.13225,1.60682
59,6000,-8.80096,1.06224,0.13582,1.58868,-10.12054,1.16702,0.14906,1.59972,-9.81936,1.33111,0.15238,1.59641,-8.28137,1.02599,0.13006,1.60679
60,6100,-8.77761,1.06198,0.13309,1.58835,-10.07950,1.04525,0.14535,1.59940,-9.72309,1.18585,0.14854,1.59524,-8.30322,0.95703,0.12671,1.60666
61,6200,-8.63580,1.10345,0.12955,1.58782,-10.04559,1.05196,0.14185,1.59883,-9.52090,1.13304,0.14524,1.59554,-8.20554,0.99563,0.12390,1.60638
62,6300,-8.53497,1.04719,0.12633,1.58779,-9.89635,1.07913,0.13810,1.59965,-9.63377,1.43196,0.14198,1.59555,-8.11694,0.93557,0.12119,1.60675
63,6400,-8.47119,1.13606,0.12355,1.58686,-9.70351,1.10871,0.13471,1.59889,-9.39232,1.34611,0.13802,1.59452,-8.09639,0.96557,0.11856,1.60648
64,6500,-8.39935,1.08260,0.12067,1.58604,-9.67533,1.08065,0.13152,1.59868,-9.33384,1.01812,0.13529,1.59506,-8.07826,1.02383,0.11527,1.60540
65,6600,-8.32439,1.17161,0.11807,1.58666,-9.54469,1.17748,0.12858,1.59889,-9.16854,1.14332,0.13160,1.59496,-8.01628,0.95401,0.11295,1.60563
66,6700,-8.18215,1.15422,0.11524,1.58575,-9.51994,1.23283,0.12538,1.59818,-9.16692,1.07553,0.12859,1.59468,-7.88312,0.91905,0.11031,1.60563
67,6800,-8.05124,1.07377,0.11286,1.58569,-9.38799,1.16472,0.12307,1.59838,-9.09141,1.27829,0.12523,1.59493,-7.80894,1.04058,0.10802,1.60561
68,6900,-7.94952,1.07903,0.11040,1.58534,-9.21936,1.34550,0.12012,1.59949,-8.93126,1.10067,0.12278,1.59426,-7.77431,1.03192,0.10549,1.60577
69,7000,-7.85253,1.14093,0.10820,1.58517,-9.16418,1.17195,0.11706,1.59797,-8.83509,1.20680,0.12000,1.59506,-7.70235,0.97614,0.10317,1.60470
70,7100,-7.83173,1.08986,0.10594,1.58467,-9.05637,1.18565,0.11415,1.59883,-8.70438,1.13248,0.11670,1.59439,-7.67701,0.99841,0.10066,1.60457
71,7200,-7.64099,1.08404,0.10332,1.58386,-8.87123,1.26819,0.11183,1.59962,-8.63206,1.05659,0.11436,1.59430,-7.60052,1.13005,0.09872,1.60462
