iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.97469,2.61934,0.32835,-1.97821,2.78317,0.35066,-2.00584,2.80508,0.34915
1,200,-2.06980,1.82157,0.26760,-2.15424,1.89551,0.28752,-2.16235,1.93510,0.28936
2,300,-2.37933,1.66769,0.25591,-2.46379,1.77548,0.27426,-2.48776,1.74778,0.27744
3,400,-2.67847,1.66430,0.25065,-2.84158,1.83909,0.26415,-2.85107,1.74125,0.27268
4,500,-2.79539,1.64555,0.23726,-3.10612,1.74774,0.26214,-3.05295,1.73560,0.26140
5,600,-2.89831,1.53189,0.22351,-3.37638,1.81670,0.25594,-3.36181,1.72821,0.25043
6,700,-3.18411,1.68004,0.21766,-3.76795,1.77172,0.25740,-3.68184,1.77547,0.25133
7,800,-3.56857,1.66608,0.22218,-4.20591,1.80730,0.25880,-4.02155,1.78112,0.25112
8,900,-3.76454,1.72050,0.22302,-4.57730,1.82797,0.25829,-4.41948,1.85052,0.24888
9,1000,-4.04455,1.73308,0.22764,-4.67861,1.80056,0.25463,-4.58136,1.81318,0.25459
10,1100,-4.31331,1.76701,0.23048,-5.03358,1.85439,0.25344,-4.94672,1.94799,0.25018
11,1200,-4.45312,1.82549,0.23126,-5.15500,1.91925,0.25017,-5.19405,1.84401,0.24864
12,1300,-4.69126,1.71386,0.22868,-5.52230,1.79833,0.24868,-5.37987,1.76805,0.24441
13,1400,-4.90161,1.70705,0.23286,-5.74677,1.91242,0.24714,-5.65054,1.76448,0.24606
14,1500,-5.19424,1.86463,0.23687,-5.90158,1.80842,0.24269,-5.84930,1.76250,0.24678
15,1600,-5.36672,1.76638,0.23788,-6.00804,1.82505,0.23714,-6.08843,1.86189,0.24747
16,1700,-5.64487,1.81372,0.23959,-6.35488,1.99491,0.23892,-6.35799,1.93588,0.24760
17,1800,-5.89744,1.85547,0.24160,-6.57713,1.85775,0.23920,-6.50425,1.83003,0.24829
18,1900,-6.25565,1.78758,0.24603,-6.70354,1.88733,0.23797,-6.83058,1.82142,0.24910
19,2000,-6.50595,1.88857,0.24826,-6.83582,1.92921,0.23592,-7.04190,1.88148,0.25171
20,2100,-6.75403,1.93007,0.24694,-7.06405,1.84975,0.23714,-7.33958,1.86778,0.25691
21,2200,-7.16675,1.82772,0.25181,-7.23691,1.85614,0.23724,-7.49339,1.97055,0.25916
22,2300,-7.42106,1.86175,0.25523,-7.46461,1.91427,0.23599,-7.87363,2.08237,0.25772
23,2400,-7.69057,1.71265,0.25162,-7.58770,1.94499,0.23717,-8.06225,1.92143,0.25625
24,2500,-8.00048,1.81604,0.25372,-7.81783,1.85423,0.23664,-8.28881,2.01434,0.25886
25,2600,-8.38832,1.94651,0.25535,-8.12925,1.98987,0.23784,-8.55982,1.90065,0.25853
26,2700,-8.54345,2.01357,0.24970,-8.38897,1.94799,0.23856,-8.73708,2.00497,0.25547
27,2800,-8.86407,1.92878,0.25250,-8.53579,1.88726,0.23733,-8.92746,1.94902,0.25926
28,2900,-9.13790,1.93112,0.25223,-8.64728,2.00884,0.23516,-9.22277,2.03062,0.25643
29,3000,-9.38456,2.02211,0.25129,-8.71907,2.00733,0.23560,-9.43590,2.13707,0.25724
30,3100,-9.70670,1.90452,0.25391,-9.01643,1.90661,0.23328,-9.71406,2.03003,0.25336
31,3200,-9.86512,1.86210,0.25066,-9.22004,2.02858,0.23235,-9.97491,2.14731,0.25418
