iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,-0.04789,0.66801,-0.06817,0.67602,-0.03376,0.69430
1,200,-0.14158,0.37840,-0.15673,0.40604,-0.15243,0.37681
2,300,-0.25132,0.28171,-0.20829,0.28009,-0.18424,0.30733
3,400,-0.29105,0.24350,-0.26206,0.23423,-0.27207,0.25529
4,500,-0.30797,0.20951,-0.31280,0.23321,-0.29507,0.22183
5,600,-0.33146,0.22932,-0.34463,0.21117,-0.32297,0.21440
6,700,-0.40110,0.25090,-0.37357,0.21169,-0.36902,0.20949
7,800,-0.42271,0.25335,-0.42759,0.22941,-0.40475,0.22484
8,900,-0.43391,0.26285,-0.48845,0.24688,-0.45458,0.20751
9,1000,-0.53832,0.24180,-0.52848,0.22576,-0.54454,0.21086
10,1100,-0.59054,0.22697,-0.62016,0.22291,-0.59449,0.23268
11,1200,-0.64034,0.26874,-0.70950,0.24221,-0.64324,0.23976
12,1300,-0.66918,0.31433,-0.72355,0.25519,-0.68757,0.25998
13,1400,-0.74950,0.28952,-0.78819,0.25243,-0.76949,0.27113
14,1500,-0.80962,0.26734,-0.82760,0.27438,-0.83463,0.25201
15,1600,-0.85561,0.27085,-0.89862,0.26682,-0.90770,0.24613
16,1700,-0.93831,0.28545,-0.98888,0.26283,-0.93507,0.26168
17,1800,-1.02422,0.28129,-1.06091,0.30505,-1.03859,0.27557
18,1900,-1.06309,0.29203,-1.18247,0.30988,-1.12230,0.27876
19,2000,-1.15095,0.29398,-1.23045,0.31440,-1.18127,0.28326
20,2100,-1.20698,0.32026,-1.26057,0.27813,-1.21305,0.30224
21,2200,-1.28411,0.31666,-1.34911,0.32043,-1.29742,0.36036
22,2300,-1.37131,0.28805,-1.45234,0.33708,-1.34329,0.37777
23,2400,-1.45065,0.28189,-1.47795,0.34100,-1.41592,0.35061
24,2500,-1.50827,0.29741,-1.58670,0.34982,-1.51570,0.36338
25,2600,-1.59328,0.32118,-1.67026,0.32123,-1.57515,0.33300
