iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-2.56965,3.68335,0.48197,-2.51976,3.62817,0.48591,-2.66479,3.71544,0.49789,-2.48080,3.29543,0.47354
1,200,-2.53642,1.73847,0.36422,-2.45152,1.78867,0.34816,-2.53418,1.79857,0.37335,-2.47019,1.78937,0.35710
2,300,-2.76309,1.76552,0.34220,-2.69793,1.76218,0.32802,-2.74184,1.79620,0.34666,-2.84122,1.79634,0.36110
3,400,-3.04444,1.84455,0.33580,-3.06042,1.83737,0.33392,-3.01113,1.96251,0.34298,-3.25604,1.66558,0.36382
4,500,-3.46035,1.79892,0.33870,-3.41950,1.96937,0.33375,-3.34107,2.00871,0.33608,-3.71488,1.74742,0.36394
5,600,-3.86654,1.95976,0.34659,-3.95553,2.13684,0.33848,-3.80965,1.98316,0.34277,-4.13611,1.62324,0.36160
6,700,-4.22754,1.94430,0.34748,-4.29453,2.01968,0.34195,-4.24736,1.96593,0.35128,-4.49212,1.73619,0.36488
7,800,-4.65856,1.94780,0.34906,-4.66852,1.93985,0.34663,-4.69430,1.98078,0.35703,-4.95986,1.67342,0.36520
8,900,-5.01639,2.01767,0.34907,-5.11579,2.07386,0.35155,-5.07391,1.95841,0.35829,-5.39974,1.55097,0.36598
9,1000,-5.41550,1.97557,0.35252,-5.50572,2.05834,0.35663,-5.52314,2.05886,0.36113,-5.78890,1.61372,0.36403
10,1100,-5.84010,2.06614,0.35302,-5.95189,1.98214,0.36030,-5.95885,2.03041,0.36632,-6.16870,1.64278,0.36754
11,1200,-6.19120,2.13598,0.35672,-6.32543,2.08041,0.36237,-6.24816,2.06885,0.36141,-6.58941,1.80582,0.36769
12,1300,-6.58997,2.14866,0.35241,-6.77934,2.11483,0.36685,-6.74639,2.07984,0.36574,-7.02014,1.75402,0.37074
13,1400,-6.86938,2.15812,0.35197,-7.14961,2.06036,0.36662,-7.12367,2.23672,0.36657,-7.20714,2.09049,0.36849
14,1500,-7.31265,2.17077,0.35569,-7.57900,2.08369,0.36793,-7.42141,2.23262,0.36688,-7.67153,1.93521,0.37137
15,1600,-7.64976,2.17346,0.35538,-8.01938,2.03356,0.37343,-7.78878,2.12581,0.36580,-8.01201,1.98854,0.36828
16,1700,-8.07972,2.12321,0.35764,-8.44467,2.27270,0.37439,-8.22685,2.02242,0.36640,-8.39503,1.97323,0.37367
17,1800,-8.51195,2.08427,0.35610,-8.82957,2.05628,0.37726,-8.62097,2.19886,0.36759,-8.79409,1.89885,0.37294
18,1900,-8.83161,2.22935,0.35982,-9.28840,2.17603,0.37748,-9.03561,2.38460,0.36893,-9.17019,1.93213,0.37049
19,2000,-9.24523,2.19312,0.35776,-9.66795,2.16158,0.37722,-9.36787,2.32455,0.36990,-9.49029,1.87264,0.37285
20,2100,-9.59767,2.19899,0.35792,-9.89728,2.05871,0.37646,-9.65981,2.26496,0.36929,-9.76486,2.12038,0.37481
21,2200,-10.04980,2.24772,0.36435,-10.30249,2.16308,0.37895,-10.12270,2.44399,0.36908,-10.18290,2.14287,0.37281
22,2300,-10.25841,2.48922,0.35769,-10.67033,2.14856,0.37779,-10.46651,2.22423,0.37125,-10.55985,1.92790,0.37503
23,2400,-10.66524,2.43982,0.35943,-11.02483,2.18940,0.37762,-10.83648,2.21666,0.37294,-10.77133,2.29627,0.37072
24,2500,-10.91729,2.36469,0.35746,-11.29855,2.13794,0.37971,-11.08296,2.53057,0.37412,-11.11781,2.04851,0.37205
25,2600,-11.30043,2.44810,0.35808,-11.71559,2.30471,0.38147,-11.40833,2.43055,0.37757,-11.46688,2.20483,0.37763
26,2700,-11.60348,2.32976,0.35767,-11.98333,2.14564,0.37775,-11.73947,2.39482,0.37222,-11.70851,2.14593,0.37204
27,2800,-11.85496,2.60003,0.35880,-12.39170,2.47033,0.38132,-11.97098,2.90366,0.37724,-12.11600,1.94005,0.37183
28,2900,-12.07448,2.78750,0.35943,-12.68988,2.23818,0.37956,-12.33148,2.38642,0.37622,-12.32950,2.26982,0.37180
29,3000,-12.40955,2.55348,0.35839,-13.01582,2.43687,0.38080,-12.76664,2.53182,0.37594,-12.61311,2.20850,0.36974
30,3100,-12.70977,2.36831,0.35767,-13.43793,2.50976,0.38047,-13.06066,2.28468,0.38061,-13.01497,2.00082,0.37239
31,3200,-12.99937,2.47983,0.35698,-13.76019,2.76493,0.38083,-13.30947,2.85989,0.37529,-13.28641,2.30383,0.37433
32,3300,-13.20479,2.72346,0.35768,-13.99748,2.29180,0.38193,-13.47809,2.69973,0.37799,-13.42573,2.39460,0.36985
33,3400,-13.48403,2.64456,0.35846,-14.29533,2.30452,0.38266,-13.79010,2.48224,0.37725,-13.87047,2.24963,0.37054
34,3500,-13.84275,2.81374,0.35568,-14.58680,2.30427,0.38435,-14.18888,2.37276,0.37918,-14.09642,2.35795,0.36916
35,3600,-14.12118,2.30210,0.35747,-14.78756,2.25473,0.37965,-14.53947,2.69107,0.38099,-14.22801,2.39771,0.36787
36,3700,-14.32103,2.32583,0.35584,-15.17053,2.28818,0.38205,-14.76482,2.49733,0.37971,-14.48146,2.28513,0.37034
37,3800,-14.57205,2.68796,0.35619,-15.55872,2.39521,0.38213,-15.07141,2.31012,0.37930,-14.71229,2.31484,0.36952
38,3900,-14.73867,2.62044,0.35627,-15.80659,2.31895,0.38320,-15.30275,2.60466,0.37790,-15.04003,2.82856,0.36642
39,4000,-15.18932,3.10082,0.35827,-16.08074,2.41072,0.38117,-15.67826,2.32973,0.37967,-15.20483,2.20612,0.36628
40,4100,-15.38794,2.63721,0.35703,-16.39351,2.52041,0.38612,-15.84776,2.70954,0.38057,-15.34054,2.45488,0.36406
41,4200,-15.63483,2.61307,0.35851,-16.64776,2.68461,0.38101,-16.04925,2.32588,0.37931,-15.56825,2.80390,0.36572
42,4300,-15.87609,2.59053,0.35728,-16.91655,2.34147,0.38420,-16.19311,2.27168,0.37871,-15.84243,2.48267,0.36430
43,4400,-16.05757,2.68997,0.35596,-17.30068,2.47257,0.38294,-16.41237,2.32614,0.37945,-16.05471,2.69305,0.36518
44,4500,-16.31004,2.44216,0.35681,-17.44350,2.41552,0.38102,-16.72495,2.29184,0.37735,-16.27938,2.43260,0.36173
45,4600,-16.44877,2.74358,0.35903,-17.64046,2.78225,0.37858,-17.04322,2.23845,0.37905,-16.42634,2.38136,0.36195
46,4700,-16.64507,3.14437,0.35840,-17.87691,2.50749,0.37878,-17.07294,3.05002,0.37987,-16.66927,2.43255,0.35982
47,4800,-17.04798,2.73488,0.35907,-18.24547,2.67272,0.38469,-17.30675,2.76602,0.38025,-16.79890,2.71770,0.35872
48,4900,-17.04076,2.77212,0.35851,-18.19772,2.30871,0.38146,-17.65571,2.63003,0.38105,-17.06397,2.44104,0.35731
49,5000,-17.32115,2.47242,0.35470,-18.50057,2.36160,0.38259,-17.61220,2.42042,0.37705,-17.19681,2.37741,0.35628
50,5100,-17.37635,2.60977,0.35550,-18.75326,2.53909,0.37799,-18.03159,2.32035,0.37835,-17.39175,2.52560,0.35300
51,5200,-17.61223,2.51022,0.35769,-19.03026,2.42689,0.38006,-18.20544,2.11641,0.38070,-17.60166,2.55014,0.35431
52,5300,-17.89166,2.64127,0.35877,-19.13079,2.42011,0.37984,-18.48052,2.04823,0.37969,-17.74419,2.35933,0.35095
53,5400,-17.92969,2.29398,0.35896,-19.32812,2.55422,0.37858,-18.59981,2.14054,0.37647,-17.86762,2.34954,0.35008
54,5500,-17.99487,2.36429,0.35982,-19.56075,2.10569,0.37849,-18.87973,2.45020,0.37865,-18.07487,2.41429,0.34649
55,5600,-18.36771,2.44782,0.35841,-19.65467,2.03364,0.37777,-18.88156,2.73334,0.37605,-18.16821,2.36887,0.34344
56,5700,-18.41430,2.30649,0.35960,-19.82319,2.12394,0.37526,-19.11706,2.98817,0.37672,-18.30134,2.68612,0.34174
57,5800,-18.53243,2.28430,0.35990,-19.84499,3.23799,0.37621,-19.15444,2.54180,0.37599,-18.48021,2.49149,0.34024
58,5900,-18.94890,2.18765,0.36112,-20.11028,3.18108,0.37590,-19.42923,2.33008,0.37540,-18.77613,2.46313,0.33888
59,6000,-19.08213,2.44477,0.36148,-20.06037,3.09314,0.37636,-19.63948,2.21188,0.37617,-18.65283,2.42776,0.33568
60,6100,-19.18828,2.87811,0.36234,-20.21930,2.59506,0.37487,-19.73229,2.09444,0.37645,-18.88983,2.33879,0.33545
61,6200,-19.20752,2.30673,0.35809,-20.38909,2.70121,0.37581,-19.96878,2.35808,0.37605,-19.05473,2.64051,0.33187
62,6300,-19.43593,2.84240,0.35940,-20.41369,2.69072,0.37727,-20.03432,2.74583,0.37524,-19.15472,2.53688,0.33073
63,6400,-19.67511,3.01707,0.36150,-20.49645,2.51350,0.37504,-20.08960,2.47709,0.37733,-19.16500,2.39096,0.32718
64,6500,-19.78716,2.63668,0.36177,-20.47795,2.77250,0.37361,-20.12017,2.18872,0.37354,-19.26403,2.88030,0.32871
65,6600,-20.21725,3.02338,0.36150,-20.62686,2.69597,0.37472,-20.49987,2.43399,0.37536,-19.40038,2.69653,0.32453
66,6700,-20.24801,2.36402,0.36194,-20.67373,2.69309,0.37318,-20.65447,2.42249,0.37434,-19.44332,2.68149,0.32290
67,6800,-20.16065,2.23518,0.36160,-20.97067,2.14104,0.37246,-20.65371,2.61846,0.37443,-19.46735,2.61580,0.31925
68,6900,-20.19406,2.31972,0.36282,-21.06219,2.10078,0.37319,-20.77725,2.68904,0.37165,-19.62218,2.55270,0.31826
69,7000,-20.52574,2.75539,0.35898,-21.13251,2.48039,0.37033,-20.90035,2.42960,0.37298,-19.63420,3.06483,0.31784
70,7100,-20.28178,3.66436,0.36082,-21.30496,2.26801,0.37144,-20.89490,2.27761,0.36978,-19.63634,2.97872,0.31673
