iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,1.00495,1.00123,1.02904
1,200,0.98410,0.97301,0.94704
2,300,0.98360,0.93824,1.00873
3,400,0.96569,0.99310,0.98270
4,500,1.01503,0.97092,0.98597
5,600,0.97107,0.95822,0.93958
6,700,0.98728,0.99104,0.95763
7,800,0.95740,0.98539,0.91169
8,900,0.96535,0.96898,0.97521
9,1000,0.94636,0.93322,0.94253
10,1100,1.00964,0.96111,0.96428
11,1200,1.00753,0.92329,0.98639
12,1300,0.97158,0.93286,0.92887
13,1400,0.92236,0.92434,0.93062
14,1500,0.93366,0.95711,0.92753
15,1600,0.98787,0.94013,0.98161
16,1700,0.94997,0.98315,0.98197
17,1800,0.89885,0.94812,0.98047
18,1900,1.00681,0.98038,0.97414
19,2000,0.89650,0.93166,0.93112
20,2100,0.92775,0.97111,0.99234
21,2200,1.00620,1.00809,0.95756
22,2300,0.92679,0.96714,0.94878
23,2400,0.92262,0.93083,0.96752
24,2500,0.93145,0.96577,0.95307
25,2600,0.91040,0.92573,0.94659
26,2700,0.93713,0.94889,0.95208
27,2800,1.01414,0.91179,1.01762
28,2900,0.94148,0.95366,0.96131
29,3000,0.94673,0.89731,0.89066
30,3100,0.96443,0.96145,0.95903
31,3200,0.93196,0.96059,0.93454
32,3300,0.95897,0.95579,0.93180
33,3400,0.94122,0.93902,0.94943
34,3500,0.96065,0.93698,0.94431
35,3600,0.94814,0.95134,0.96370
36,3700,0.94759,0.94023,0.95691
37,3800,0.94770,0.90950,0.96402
38,3900,0.97350,0.90962,0.92189
39,4000,0.92802,0.95008,0.87983
40,4100,0.90836,0.98568,0.95498
41,4200,0.91416,0.96637,0.96899
42,4300,0.97799,0.90183,0.98846
43,4400,0.92569,0.92436,0.92949
44,4500,0.96122,0.94261,0.92087
45,4600,0.97776,0.96763,0.94549
46,4700,0.99674,0.94845,0.92868
47,4800,0.99160,0.89882,0.98247
48,4900,0.97541,0.96769,0.96069
49,5000,0.95824,0.91484,0.95078
50,5100,0.94260,0.97493,0.93027
51,5200,0.94998,0.95512,0.97289
52,5300,0.98007,0.93754,0.95213
53,5400,0.98669,0.93267,0.94612
54,5500,1.00685,0.94986,0.96641
55,5600,0.92503,0.95001,0.95648
56,5700,0.96456,0.89037,0.92828
57,5800,0.94486,0.96598,0.96557
58,5900,0.97708,0.96791,0.93413
59,6000,0.93622,0.94379,0.88893
60,6100,0.91282,0.96530,0.98484
61,6200,0.93620,0.97244,0.98647
62,6300,0.96343,0.97610,0.92598
63,6400,0.92455,0.92024,0.93592
64,6500,0.94964,0.97126,0.94655
65,6600,0.93007,0.97269,0.99118
66,6700,0.94275,0.94717,0.97780
67,6800,0.96233,0.95355,0.94543
68,6900,0.90717,0.96105,0.98371
69,7000,0.95744,0.95397,0.93369
70,7100,0.98506,0.91170,0.96766
71,7200,0.95962,1.02143,0.99136
72,7300,0.94233,0.97157,0.95086
73,7400,0.94815,0.95474,0.97095
74,7500,0.98529,0.94702,0.96538
75,7600,0.98627,0.91886,0.99471
76,7700,0.99791,0.97711,0.95682
77,7800,0.95226,0.97059,0.93756
78,7900,0.95896,0.95493,0.96154
79,8000,0.94556,0.94820,1.01461
80,8100,0.92019,0.99661,0.92471
81,8200,0.93684,0.99679,0.93620
82,8300,0.97507,0.98647,1.03675
83,8400,0.94275,0.98300,0.98231
84,8500,0.91965,0.92123,0.95562
85,8600,0.94627,0.95873,0.97035
86,8700,0.91521,0.91611,0.91820
87,8800,0.94833,0.94663,0.92231
88,8900,0.98839,0.98948,0.93771
89,9000,0.99680,0.99649,0.92448
90,9100,0.97615,0.95799,0.95702
91,9200,0.93684,0.96732,0.98123
92,9300,0.96799,0.99496,0.92735
93,9400,1.01155,0.93825,0.96986
94,9500,0.96693,0.96575,0.94350
95,9600,0.97378,0.98732,0.94736
96,9700,0.99651,0.95758,0.95563
97,9800,1.00007,0.91251,1.01480
98,9900,0.94409,0.99365,0.98029
99,10000,0.93822,0.97146,0.93158
100,10100,0.99256,0.99660,1.01897
101,10200,0.96873,1.00249,0.94440
102,10300,0.96350,0.98729,0.95387
103,10400,0.95642,0.96588,0.97200
104,10500,0.95849,0.91627,0.93766
105,10600,0.96055,0.98280,0.96799
106,10700,0.96488,0.99072,1.04735
107,10800,1.00201,0.96840,0.97153
108,10900,0.98056,0.98977,0.98583
109,11000,0.97044,0.95754,0.98665
110,11100,1.00476,0.93032,1.01082
111,11200,0.98886,1.00048,0.97543
112,11300,1.01773,0.98911,0.98732
113,11400,0.96638,0.95444,0.98795
114,11500,1.01946,0.98743,0.95323
115,11600,0.93552,0.98188,1.01497
116,11700,0.97195,0.97528,0.92917
117,11800,0.96246,1.01524,0.99307
118,11900,0.93419,0.96959,0.91083
119,12000,0.89726,0.98869,0.96888
120,12100,0.97704,0.93779,0.96730
121,12200,0.98110,0.97936,0.96955
122,12300,1.03385,0.95281,0.97800
123,12400,1.00991,0.99909,1.02605
124,12500,0.94558,1.02826,0.97379
125,12600,0.98386,0.97421,0.99512
126,12700,0.98575,0.95331,0.97867
127,12800,0.98318,0.97527,1.01826
128,12900,0.96744,0.99844,0.99125
129,13000,0.94650,0.96646,0.97058
130,13100,0.96338,0.97588,1.02284
131,13200,1.00250,0.96599,0.93273
132,13300,0.98768,0.95166,0.98732
133,13400,0.94050,0.96927,0.97636
134,13500,1.02778,0.94211,1.00405
135,13600,0.96187,0.98793,0.95419
136,13700,0.97985,0.99331,0.99174
137,13800,0.99993,0.96423,1.03892
138,13900,1.02714,0.97567,1.05257
139,14000,0.98111,0.91554,0.99739
140,14100,1.05221,0.94460,0.96375
141,14200,0.97798,0.98516,0.93012
142,14300,0.91866,0.95045,0.93653
143,14400,0.94680,0.96964,0.97244
144,14500,0.97221,1.00273,1.03501
145,14600,1.00164,0.97985,0.98973
146,14700,0.99359,1.00036,0.94004
147,14800,1.01859,0.94848,0.95079
148,14900,0.99441,1.01250,0.95390
149,15000,1.00513,0.99223,0.95405
150,15100,0.93073,0.97444,0.93833
151,15200,0.96904,0.99559,0.97410
152,15300,0.97171,1.04476,0.95699
153,15400,0.99944,0.98397,0.98234
154,15500,0.94430,0.99145,0.91542
155,15600,0.97995,1.00793,1.03638
156,15700,1.00515,0.99610,0.96749
157,15800,0.98478,0.99600,0.94662
158,15900,0.97246,0.98949,1.05287
159,16000,0.95560,0.94353,0.98920
160,16100,0.97964,0.95898,0.97412
161,16200,0.96077,0.91734,1.00749
162,16300,0.97524,1.01011,0.95619
163,16400,0.93271,0.93935,0.94756
164,16500,1.03474,0.98192,1.00944
165,16600,0.94478,0.99352,1.00842
166,16700,0.94791,0.95510,0.98076
167,16800,0.99341,0.97886,0.93985
168,16900,0.98065,0.96288,0.95866
169,17000,0.97311,0.90306,0.97152
170,17100,1.00382,0.99874,1.01845
171,17200,0.95973,1.00253,0.95974
172,17300,0.99354,1.02320,0.97052
173,17400,0.96405,1.01786,0.98043
174,17500,0.96935,0.99044,1.00884
175,17600,0.94993,1.01590,0.96333
176,17700,1.02748,1.01599,1.04337
177,17800,1.01218,1.00137,1.01014
178,17900,0.95508,1.00281,0.96845
179,18000,0.99473,0.97553,0.99395
180,18100,0.97273,0.99563,1.01077
181,18200,0.92457,0.96796,0.99717
182,18300,1.00152,0.97363,0.99223
183,18400,1.01542,1.00884,1.02624
184,18500,0.95214,0.98513,0.97076
185,18600,0.96744,1.01546,1.00048
186,18700,0.94158,0.95708,0.95673
187,18800,0.98163,0.99044,0.98693
188,18900,0.96261,0.99201,0.97268
189,19000,0.98897,0.98272,0.99998
190,19100,0.95494,1.05867,0.95514
191,19200,0.98990,0.98791,0.96063
192,19300,1.05435,1.01638,0.96317
193,19400,0.97153,0.95466,0.95253
194,19500,1.03066,0.98514,0.97050
195,19600,0.92051,1.01303,1.04924
196,19700,0.97246,0.94990,0.98449
197,19800,0.95497,0.99802,1.00223
198,19900,0.96774,0.95856,1.00009
199,20000,0.94414,0.92990,0.98060
200,20100,0.98566,1.04454,0.91696
201,20200,0.97417,0.98022,0.96062
