iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss
77,7800,-1.58979,1.22923,-1.75813,1.17481
78,7900,-1.60211,1.21829,-1.83962,1.20120
79,8000,-1.59132,1.19629,-1.81584,1.17174
80,8100,-1.63702,1.18852,-1.88747,1.19914
81,8200,-1.58300,1.22571,-1.92294,1.41655
82,8300,-1.68774,1.31141,-1.77933,1.17151
83,8400,-1.67720,1.30637,-1.89027,1.20813
84,8500,-1.68994,1.37426,-1.87075,1.31531
85,8600,-1.78042,1.22464,-1.84847,1.21885
86,8700,-1.76126,1.21754,-1.92490,1.23995
87,8800,-1.67454,1.27250,-1.93871,1.36082
88,8900,-1.70556,1.24268,-1.97007,1.34591
89,9000,-1.77285,1.33884,-2.00256,1.31991
90,9100,-1.70994,1.32811,-1.92669,1.28737
91,9200,-1.77434,1.33263,-1.93840,1.26741
92,9300,-1.80504,1.30900,-1.95467,1.31965
93,9400,-1.76739,1.34598,-1.96807,1.26994
94,9500,-1.76731,1.36004,-2.00747,1.37001
95,9600,-1.76498,1.29876,-2.07018,1.24947
96,9700,-1.75627,1.35346,-2.01579,1.25630
97,9800,-1.76747,1.26018,-2.02795,1.31187
98,9900,-1.91897,1.36970,-2.07216,1.33389
99,10000,-1.89297,1.38481,-2.00296,1.28613
100,10100,-1.85378,1.33876,-1.92532,1.33092
101,10200,-1.88023,1.40327,-2.09064,1.32935
102,10300,-1.78151,1.41634,-2.08526,1.32414
103,10400,-1.87329,1.44814,-2.03211,1.33370
104,10500,-1.84474,1.40555,-2.04102,1.27558
105,10600,-1.86119,1.47146,-2.00711,1.33114
106,10700,-1.79975,1.42638,-2.09830,1.19585
107,10800,-1.78175,1.49641,-2.17496,1.35106
108,10900,-1.84006,1.39805,-2.14327,1.36158
109,11000,-1.84326,1.36075,-2.10861,1.30810
110,11100,-1.74243,1.48543,-2.17389,1.41120
111,11200,-1.83845,1.45823,-2.13347,1.30015
112,11300,-1.84351,1.39106,-2.17498,1.31846
113,11400,-1.87538,1.34336,-2.19916,1.44767
114,11500,-1.90538,1.34330,-2.19898,1.33672
115,11600,-1.93060,1.51811,-2.09578,1.24635
116,11700,-1.80758,1.40201,-2.10818,1.39078
117,11800,-1.82815,1.44325,-2.15804,1.40340
118,11900,-1.85032,1.48716,-2.25599,1.31378
119,12000,-1.81019,1.43710,-2.13112,1.29565
120,12100,-2.03815,1.37681,-2.13173,1.34356
121,12200,-1.86777,1.41204,-2.14367,1.28851
122,12300,-1.82952,1.35083,-2.25292,1.35783
123,12400,-1.77839,1.50669,-2.11078,1.32474
124,12500,-1.90891,1.52076,-2.14404,1.33577
125,12600,-1.84583,1.47941,-2.13485,1.38716
126,12700,-1.92808,1.38259,-2.18602,1.31322
127,12800,-1.92047,1.46300,-2.17536,1.34867
128,12900,-1.88295,1.42803,-2.23611,1.26643
129,13000,-1.84183,1.50872,-2.26780,1.43520
130,13100,-1.82389,1.39555,-2.28593,1.38372
131,13200,-1.78802,1.42863,-2.23537,1.27867
132,13300,-1.88101,1.47800,-2.22905,1.36279
133,13400,-1.87337,1.53261,-2.21338,1.20073
134,13500,-1.80264,1.63409,-2.23598,1.39413
135,13600,-1.94188,1.47225,-2.15498,1.44813
136,13700,-1.73823,1.41321,-2.13251,1.45056
137,13800,-1.88440,1.47775,-2.31096,1.32655
138,13900,-1.81672,1.45925,-2.18557,1.52926
139,14000,-1.79029,1.35736,-2.18251,1.40305
140,14100,-1.79471,1.52767,-2.18698,1.37194
141,14200,-1.82628,1.58083,-2.28386,1.26325
142,14300,-1.83013,1.47462,-2.19911,1.34946
143,14400,-1.83641,1.51106,-2.16385,1.40446
144,14500,-1.87631,1.42969,-2.28444,1.30152
145,14600,-1.96454,1.50409,-2.19313,1.49491
146,14700,-1.81674,1.49286,-2.24943,1.39835
147,14800,-1.88597,1.49949,-2.22104,1.32841
148,14900,-1.87133,1.34459,-2.28126,1.29406
149,15000,-1.76982,1.65117,-2.29966,1.41834
150,15100,-1.85128,1.62476,-2.20795,1.44899
151,15200,-1.93843,1.57328,-2.27931,1.43911
152,15300,-1.97069,1.48712,-2.26365,1.41425
153,15400,-1.86281,1.50453,-2.25107,1.27599
154,15500,-1.70412,1.40132,-2.41884,1.45831
155,15600,-1.63193,1.69500,-2.31737,1.54577
156,15700,-1.40728,1.57252,-2.35095,1.55832
157,15800,-1.56140,1.69426,-2.40214,1.75978
158,15900,-1.41795,1.64886,-2.48661,1.69033
159,16000,-1.46058,1.75216,-2.11111,1.65570
160,16100,-1.57967,1.59332,-2.03198,1.42717
161,16200,-1.62439,1.73107,-2.17048,1.49428
162,16300,-1.57597,1.66446,-2.06260,1.43607
163,16400,-1.62243,1.63946,-2.07019,1.54896
164,16500,-1.62060,1.83756,-2.11534,1.40722
165,16600,-1.68926,1.59051,-2.06793,1.48211
166,16700,-1.55194,1.71852,-2.10902,1.45951
167,16800,-1.69907,1.75826,-2.06334,1.46100
168,16900,-1.72986,1.75618,-2.16330,1.48861
169,17000,-1.67401,1.67080,-2.07764,1.61661
170,17100,-1.65298,1.68443,-2.11598,1.45796
171,17200,-1.74460,1.58406,-2.14023,1.46157
172,17300,-1.77132,1.65185,-2.11339,1.51650
173,17400,-1.62444,1.70557,-2.09569,1.58820
174,17500,-1.68322,1.64145,-2.11427,1.36966
175,17600,-1.66351,1.74098,-2.07123,1.39169
176,17700,-1.71546,1.75601,-2.11866,1.49071
177,17800,-1.76161,1.55819,-2.08421,1.57816
178,17900,-1.72281,1.60263,-2.07324,1.46558
179,18000,-1.75122,1.56154,-2.03034,1.48872
180,18100,-1.70070,1.78064,-2.12485,1.49369
181,18200,-1.63571,1.65957,-2.01301,1.42799
182,18300,-1.73979,1.56678,-2.10233,1.53062
183,18400,-1.74178,1.72472,-2.08236,1.49125
184,18500,-1.73963,1.54012,-2.03164,1.44630
185,18600,-1.74907,1.73797,-2.03984,1.57382
186,18700,-1.75836,1.88427,-1.98805,1.53102
187,18800,-1.76978,1.68475,-2.07810,1.52406
188,18900,-1.71407,1.57837,-2.12407,1.52191
189,19000,-1.77693,1.54617,-2.16481,1.50620
190,19100,-1.77010,1.58641,-2.06273,1.47924
191,19200,-1.83181,1.61907,-2.06328,1.53268
192,19300,-1.79810,1.67397,-2.15131,1.59959
193,19400,-1.67692,1.66149,-2.07127,1.60772
194,19500,-1.93009,1.62173,-2.14745,1.60053
195,19600,-1.76235,1.69422,-2.07666,1.62130
196,19700,-1.80829,1.57975,-2.04692,1.61094
197,19800,-1.87544,1.57738,-2.05079,1.63030
198,19900,-1.78656,1.75201,-2.03180,1.49580
199,20000,-1.82944,1.84252,-2.09051,1.43796
200,20100,-1.91613,1.48228,-2.00248,1.39984
201,20200,-1.94268,1.56576,-2.05954,1.59715
202,20300,-1.85791,1.53378,-2.08832,1.49207
203,20400,-1.80131,1.66602,-2.04948,1.54859
204,20500,-1.80921,1.53595,-2.11822,1.66056
205,20600,-1.86038,1.56646,-2.09375,1.47540
206,20700,-1.87213,1.57972,-2.00762,1.57561
207,20800,-1.84757,1.68519,-1.97408,1.48555
208,20900,-1.84271,1.57974,-2.01389,1.72425
209,21000,-1.83170,1.66934,-2.04780,1.56666
210,21100,-1.85234,1.56693,-1.98412,1.55041
211,21200,-1.89077,1.53394,-1.98214,1.51923
212,21300,-1.82527,1.61707,-2.00256,1.56337
213,21400,-1.92170,1.58853,-2.00882,1.59406
214,21500,-1.80243,1.62909,-2.18653,1.65668
215,21600,-1.91691,1.46790,-2.05757,1.61502
216,21700,-1.80888,1.55267,-2.03461,1.44686
217,21800,-1.92318,1.55622,-2.05526,1.46674
218,21900,-1.88884,1.51856,-2.00023,1.50523
219,22000,-1.92526,1.52912,-1.94350,1.44394
220,22100,-1.88706,1.52836,-1.98541,1.61853
221,22200,-1.90130,1.66028,-1.99850,1.50247
222,22300,-1.82308,1.41633,-2.08707,1.58998
223,22400,-1.93334,1.69916,-2.06552,1.57387
224,22500,-1.83737,1.63241,-1.99612,1.56252
225,22600,-1.85909,1.54266,-1.97557,1.56267
226,22700,-1.80943,1.52294,-2.01022,1.55712
227,22800,-1.77152,1.48722,-1.94728,1.66546
228,22900,-1.87225,1.60319,-1.95708,1.71360
229,23000,-1.85479,1.54780,-2.01355,1.57097
230,23100,-1.83958,1.58681,-2.19936,1.59851
231,23200,-1.68171,1.68816,-2.00835,1.69217
232,23300,-1.71666,1.56326,-2.12177,1.65547
233,23400,-1.72141,1.68822,-2.01348,1.67052
234,23500,-1.80548,1.73434,-2.10713,1.63600
235,23600,-1.72674,1.56100,-1.95652,1.60339
236,23700,-1.78757,1.68364,-2.03563,1.57432
237,23800,-1.75327,1.64461,-2.06028,1.66997
238,23900,-1.69602,1.42962,-2.05284,1.74260
239,24000,-1.78671,1.64159,-2.00955,1.60877
240,24100,-1.77200,1.69103,-1.95836,1.63165
241,24200,-1.65914,1.65325,-1.90360,1.59320
242,24300,-1.74039,1.74287,-1.89499,1.68359
243,24400,-1.85701,1.71570,-1.89667,1.72656
244,24500,-1.71866,1.60379,-1.92655,1.72131
245,24600,-1.76486,1.69846,-1.93257,1.50900
246,24700,-1.82399,1.60708,-1.91185,1.52959
247,24800,-1.81575,1.71109,-1.92631,1.60479
248,24900,-1.82070,1.64580,-1.81745,1.69403
