iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss
0,100,-0.01514,0.85335,-0.02480,0.82555
1,200,-0.04179,0.59530,-0.05354,0.58730
2,300,-0.02588,0.44229,-0.04055,0.44932
3,400,-0.04822,0.39075,-0.06485,0.37739
4,500,-0.05268,0.42195,-0.08469,0.41043
5,600,-0.11877,0.39461,-0.13802,0.39557
6,700,-0.13003,0.42042,-0.16846,0.40251
7,800,-0.14404,0.43116,-0.16469,0.41089
8,900,-0.19861,0.42108,-0.19617,0.42749
9,1000,-0.17861,0.44560,-0.24755,0.42006
10,1100,-0.21801,0.43842,-0.26795,0.45623
11,1200,-0.25973,0.43816,-0.26573,0.44796
12,1300,-0.29545,0.45056,-0.31310,0.50354
13,1400,-0.34016,0.46041,-0.36347,0.46741
14,1500,-0.38094,0.47799,-0.39534,0.48722
15,1600,-0.43993,0.50542,-0.42672,0.49406
16,1700,-0.46658,0.50992,-0.46913,0.50042
17,1800,-0.52025,0.51785,-0.48274,0.53090
18,1900,-0.52756,0.53583,-0.53016,0.55572
19,2000,-0.57185,0.51902,-0.55393,0.53292
20,2100,-0.59048,0.57232,-0.59038,0.53118
21,2200,-0.61210,0.56708,-0.61523,0.57912
22,2300,-0.67922,0.57753,-0.65534,0.56825
23,2400,-0.67693,0.59424,-0.67094,0.61117
24,2500,-0.71513,0.62681,-0.65608,0.61051
25,2600,-0.71481,0.63872,-0.71379,0.63286
26,2700,-0.74050,0.65704,-0.72093,0.67152
27,2800,-0.79883,0.65007,-0.77874,0.65005
28,2900,-0.75695,0.67061,-0.76539,0.68542
29,3000,-0.77583,0.67433,-0.80906,0.72608
30,3100,-0.78129,0.68565,-0.83295,0.71423
31,3200,-0.83738,0.67932,-0.83959,0.74704
32,3300,-0.83909,0.74415,-0.95013,0.71737
33,3400,-0.82995,0.76806,-0.97255,0.73160
34,3500,-0.89211,0.76061,-0.99142,0.76511
35,3600,-0.98850,0.72694,-1.02407,0.80343
36,3700,-1.02748,0.80970,-1.01798,0.80437
37,3800,-1.00841,0.77100,-1.07180,0.76360
38,3900,-0.95888,0.77748,-1.06567,0.75532
39,4000,-1.04956,0.84263,-1.13315,0.83787
40,4100,-1.10722,0.91092,-1.17791,0.82126
41,4200,-1.11511,0.89938,-1.28477,0.84465
42,4300,-1.19076,0.85344,-1.23143,0.80103
43,4400,-1.20716,0.83271,-1.23771,0.80697
44,4500,-1.19146,0.89264,-1.25393,0.88608
45,4600,-1.18118,0.88712,-1.26050,0.87593
46,4700,-1.20140,0.90717,-1.33447,0.91488
47,4800,-1.25140,0.89799,-1.33810,0.94385
48,4900,-1.22651,0.97402,-1.33267,0.98190
49,5000,-1.23452,1.01986,-1.34136,0.90819
50,5100,-1.22831,1.04429,-1.34009,0.90875
51,5200,-1.28384,1.00142,-1.35392,0.94808
52,5300,-1.26086,0.93061,-1.35871,0.93457
53,5400,-1.28829,1.01048,-1.36638,1.03485
54,5500,-1.32385,1.03923,-1.37365,0.97074
55,5600,-1.33674,1.06423,-1.40984,0.94456
56,5700,-1.36579,1.13601,-1.36672,1.03936
57,5800,-1.41987,1.11522,-1.50694,1.03241
58,5900,-1.32617,1.03429,-1.44728,1.04047
59,6000,-1.40584,1.09844,-1.43686,1.02808
60,6100,-1.36762,1.09232,-1.51561,1.04856
61,6200,-1.38325,1.11811,-1.47044,1.07881
62,6300,-1.36297,1.17750,-1.53066,1.10898
63,6400,-1.44614,1.10422,-1.50367,1.03583
64,6500,-1.39723,1.19061,-1.67019,1.07147
65,6600,-1.44590,1.19933,-1.55767,1.06442
66,6700,-1.49783,1.16341,-1.61963,1.04752
67,6800,-1.43063,1.26585,-1.58036,1.11936
68,6900,-1.46245,1.17244,-1.67095,1.11466
69,7000,-1.49905,1.21262,-1.63607,1.12678
70,7100,-1.52021,1.22690,-1.73417,1.12790
71,7200,-1.48070,1.24616,-1.78943,1.11969
72,7300,-1.53516,1.15770,-1.74040,1.21752
73,7400,-1.61265,1.15802,-1.79215,1.18153
74,7500,-1.63334,1.37872,-1.79529,1.16427
75,7600,-1.56583,1.21800,-1.70979,1.21188
76,7700,-1.62641,1.22228,-1.78598,1.21387
