iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,16.41064,0.85571,2.69183,16.65467,0.85304,2.69207,16.64708,0.85424,2.69200
1,200,4.57931,0.81258,2.69150,4.74885,0.80899,2.69106,4.76606,0.81071,2.69183
2,300,1.85484,0.79105,2.69111,1.80904,0.79302,2.69086,1.97059,0.79019,2.69102
3,400,1.24143,0.77479,2.69080,1.17668,0.77515,2.69026,1.22725,0.77546,2.69052
4,500,1.18951,0.75568,2.69023,1.01442,0.75533,2.69021,0.97018,0.75630,2.69024
5,600,1.06656,0.73584,2.68870,0.97125,0.73865,2.68912,0.97996,0.73459,2.68932
6,700,1.00389,0.71757,2.68785,0.99188,0.71753,2.68811,1.04394,0.71955,2.68788
7,800,1.11101,0.69567,2.68765,0.94253,0.69673,2.68779,0.98503,0.69846,2.68768
8,900,1.06267,0.67875,2.68647,1.04042,0.67885,2.68628,0.98332,0.67902,2.68604
9,1000,0.88385,0.65794,2.68507,0.94529,0.65753,2.68599,0.92201,0.65667,2.68542
10,1100,1.02701,0.63949,2.68362,0.94478,0.63715,2.68428,1.03233,0.63696,2.68386
11,1200,0.82378,0.61845,2.68229,0.93484,0.62215,2.68307,0.90787,0.61844,2.68277
12,1300,0.92646,0.60098,2.68192,0.94644,0.59999,2.68183,0.98340,0.60200,2.68172
13,1400,0.97850,0.58238,2.68087,0.91801,0.58198,2.68086,0.90947,0.58279,2.68019
14,1500,1.03852,0.56556,2.67949,0.96730,0.56294,2.68033,0.95855,0.56592,2.67989
15,1600,0.94921,0.55026,2.67858,0.98618,0.54960,2.67812,0.99990,0.54942,2.67854
16,1700,0.91959,0.53403,2.67760,0.95658,0.53409,2.67738,1.00235,0.53404,2.67740
17,1800,1.03245,0.51926,2.67597,0.94036,0.51836,2.67559,1.02865,0.51912,2.67595
18,1900,1.00544,0.50671,2.67516,0.95150,0.50416,2.67522,0.99244,0.50522,2.67505
19,2000,1.00756,0.48952,2.67477,1.00215,0.48935,2.67407,1.02852,0.49056,2.67410
20,2100,0.92253,0.47745,2.67323,0.99924,0.47577,2.67357,0.98776,0.47638,2.67274
21,2200,0.96005,0.46311,2.67157,1.04758,0.46417,2.67156,0.91623,0.46149,2.67172
22,2300,1.06941,0.45058,2.67007,0.92840,0.45081,2.67030,0.90824,0.45034,2.67042
23,2400,0.96023,0.43689,2.66880,0.97947,0.43677,2.66957,0.89930,0.43717,2.66940
24,2500,0.90452,0.42506,2.66775,1.01478,0.42641,2.66794,0.97534,0.42511,2.66778
25,2600,0.95401,0.41389,2.66730,0.94379,0.41303,2.66695,1.03456,0.41400,2.66609
26,2700,0.99012,0.40183,2.66548,0.95002,0.40109,2.66518,1.01994,0.40282,2.66503
27,2800,0.96498,0.39020,2.66378,0.98159,0.38865,2.66333,1.02115,0.39005,2.66341
28,2900,0.93816,0.37816,2.66206,0.99649,0.37715,2.66229,0.89579,0.37648,2.66226
29,3000,0.94147,0.36538,2.66043,0.90656,0.36633,2.66052,0.98547,0.36622,2.65975
30,3100,1.02380,0.35519,2.65907,0.93318,0.35437,2.65956,1.00750,0.35556,2.65914
31,3200,1.03801,0.34503,2.65771,1.09495,0.34395,2.65779,0.93405,0.34448,2.65787
32,3300,0.92562,0.33361,2.65610,0.95541,0.33491,2.65600,0.92817,0.33388,2.65629
33,3400,0.92504,0.32394,2.65486,0.98703,0.32452,2.65498,0.96589,0.32423,2.65532
34,3500,0.87361,0.31481,2.65157,0.91885,0.31454,2.65296,1.04905,0.31426,2.65203
35,3600,1.01819,0.30438,2.65089,1.00953,0.30568,2.65064,0.98862,0.30520,2.65063
36,3700,0.87426,0.29569,2.65047,0.97183,0.29593,2.65001,0.93205,0.29515,2.64928
37,3800,0.88891,0.28525,2.64738,1.01463,0.28737,2.64704,0.93946,0.28678,2.64726
38,3900,0.93720,0.27798,2.64712,0.93542,0.27824,2.64567,1.02970,0.27765,2.64579
39,4000,1.01180,0.27034,2.64381,0.94728,0.26924,2.64384,1.00805,0.26987,2.64357
40,4100,1.02852,0.26145,2.64218,0.91707,0.26003,2.64182,1.04820,0.26049,2.64228
41,4200,0.89321,0.25254,2.64032,0.90553,0.25189,2.63944,1.02417,0.25320,2.64035
42,4300,0.82575,0.24414,2.63838,0.99152,0.24417,2.63839,0.95133,0.24361,2.63881
43,4400,0.92170,0.23661,2.63479,0.99230,0.23715,2.63588,0.89611,0.23685,2.63646
44,4500,1.03625,0.23025,2.63458,0.98424,0.22998,2.63415,0.97518,0.22993,2.63359
45,4600,0.88962,0.22386,2.63183,0.95904,0.22386,2.63051,0.95848,0.22261,2.63169
46,4700,0.96249,0.21771,2.62835,0.92870,0.21624,2.62963,1.03957,0.21608,2.62930
