iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,6.18419,0.44630,6.23093,0.44416,6.60736,0.45824,5.68092,0.41212
1,200,2.43038,0.35270,2.46941,0.35078,2.43619,0.36467,2.73079,0.33347
2,300,2.31954,0.35085,2.27318,0.34540,2.18170,0.35280,2.47217,0.32962
3,400,2.24651,0.34796,2.25191,0.34351,2.22743,0.34552,2.19340,0.32404
4,500,2.30915,0.34343,2.25393,0.34746,2.25143,0.34608,2.14387,0.32615
5,600,2.31771,0.34554,2.20066,0.34660,2.28110,0.34536,1.95637,0.32371
6,700,2.33648,0.34258,2.27007,0.34153,2.45922,0.34192,1.98024,0.32476
7,800,2.31623,0.34169,2.20748,0.34289,2.27288,0.33799,1.87467,0.32194
8,900,2.27179,0.34159,2.25554,0.34539,2.26071,0.34278,1.85894,0.32170
9,1000,2.30835,0.34202,2.22948,0.34225,2.24993,0.33819,1.99728,0.32153
10,1100,2.17403,0.34222,2.27350,0.34542,2.29406,0.34060,1.97904,0.32044
11,1200,2.21736,0.34144,2.23163,0.34225,2.34240,0.34076,1.95654,0.32168
12,1300,2.30082,0.33719,2.24070,0.34221,2.25351,0.33823,1.94597,0.32399
13,1400,2.22007,0.33688,2.23196,0.34001,2.25773,0.33617,1.97664,0.32169
14,1500,2.20420,0.33483,2.21560,0.33788,2.21334,0.33790,1.99449,0.32389
15,1600,2.18906,0.33417,2.17401,0.33802,2.29026,0.33753,1.98082,0.32236
16,1700,2.24926,0.33627,2.19999,0.33720,2.22168,0.33452,1.99666,0.32632
17,1800,2.20953,0.33391,2.23349,0.34097,2.19717,0.33176,1.98497,0.32506
18,1900,2.10750,0.33365,2.30808,0.33733,2.16266,0.33081,1.95197,0.32538
19,2000,2.17597,0.33053,2.18132,0.33571,2.14908,0.32986,1.96920,0.32853
20,2100,2.21695,0.33225,2.22335,0.33338,2.11011,0.33185,2.07094,0.32617
21,2200,2.21985,0.33206,2.27561,0.33578,2.34640,0.32773,1.96384,0.32749
22,2300,2.18747,0.33207,2.26686,0.33755,2.22144,0.32942,2.00519,0.32733
23,2400,2.17273,0.33085,2.17313,0.33502,2.26280,0.33050,2.05988,0.32675
24,2500,2.20206,0.33331,2.21577,0.33403,2.31052,0.33103,2.01800,0.32795
25,2600,2.17872,0.33029,2.20636,0.33266,2.22802,0.32977,2.13071,0.32986
26,2700,2.24340,0.33164,2.22262,0.33311,2.29772,0.32936,2.10131,0.33088
27,2800,2.24324,0.33091,2.13081,0.32547,2.25213,0.32607,2.09841,0.32965
28,2900,2.21503,0.32797,2.23979,0.33096,2.20688,0.32910,2.03254,0.33114
29,3000,2.36218,0.32828,2.21503,0.32699,2.27417,0.32809,2.07140,0.33205
30,3100,2.26363,0.32701,2.30795,0.33065,2.17719,0.32698,2.06495,0.33284
31,3200,2.14105,0.32582,2.12912,0.32685,2.37129,0.32787,2.02695,0.32864
32,3300,2.25895,0.32550,2.26941,0.32732,2.20390,0.32439,2.05929,0.33499
33,3400,2.35125,0.32295,2.20456,0.32866,2.30560,0.32374,2.03308,0.33295
34,3500,2.33992,0.32530,2.27887,0.32536,2.28043,0.32199,1.97248,0.33140
35,3600,2.10381,0.32205,2.27904,0.32723,2.23349,0.32361,1.96103,0.33359
36,3700,2.20086,0.31970,2.18185,0.32617,2.20562,0.32316,1.91563,0.33076
37,3800,2.26325,0.32223,2.20533,0.32303,2.30907,0.32412,1.98851,0.32974
38,3900,2.25006,0.32104,2.42533,0.32689,2.22238,0.32065,1.92326,0.32729
39,4000,2.27727,0.31940,2.25255,0.32339,2.19493,0.32213,2.00432,0.33166
40,4100,2.29120,0.32068,2.22722,0.32514,2.28689,0.32049,1.96028,0.32972
41,4200,2.19252,0.31937,2.20609,0.32419,2.19012,0.31974,1.99298,0.33268
42,4300,2.23331,0.31754,2.17575,0.32334,2.13934,0.31865,2.02949,0.33168
43,4400,2.20740,0.31569,2.27765,0.32368,2.23992,0.31894,2.02186,0.33181
44,4500,2.23562,0.31765,2.28735,0.32372,2.29975,0.31941,1.98230,0.32971
45,4600,2.21122,0.31607,2.25871,0.32292,2.23221,0.31787,2.02413,0.33100
46,4700,2.15828,0.31489,2.31561,0.32212,2.23113,0.31743,1.83096,0.33227
47,4800,2.16427,0.31292,2.23891,0.31816,2.34797,0.31634,1.92903,0.33225
48,4900,2.26399,0.31178,2.22967,0.32039,2.25338,0.31407,1.91589,0.33209
49,5000,2.18911,0.31062,2.23983,0.32089,2.30009,0.31682,1.97946,0.33040
50,5100,2.22597,0.31230,2.22328,0.31580,2.27095,0.31484,1.91501,0.33134
51,5200,2.31313,0.31013,2.22192,0.31726,2.33248,0.31568,2.05156,0.33459
52,5300,2.22822,0.30700,2.27840,0.32041,2.26147,0.31799,1.92279,0.33203
53,5400,2.23772,0.30744,2.24387,0.31591,2.27358,0.31833,1.85874,0.33293
54,5500,2.19936,0.30847,2.22662,0.31495,2.15740,0.31621,1.90483,0.33224
55,5600,2.32050,0.30923,2.29765,0.31729,2.30180,0.31654,1.94664,0.33318
56,5700,2.19854,0.30638,2.27068,0.31708,2.29102,0.31848,2.06156,0.32875
57,5800,2.25801,0.30643,2.20506,0.31576,2.41595,0.31681,1.87340,0.33105
58,5900,2.27778,0.30666,2.27361,0.31624,2.32495,0.31855,2.01797,0.33189
59,6000,2.23462,0.30659,2.26995,0.31874,2.28700,0.31878,2.00376,0.33223
60,6100,2.16777,0.30667,2.23655,0.31510,2.26962,0.31833,1.92276,0.33106
61,6200,2.31141,0.30536,2.34384,0.31623,2.36745,0.31658,2.01847,0.33139
62,6300,2.24713,0.30512,2.31905,0.31708,2.37353,0.31753,1.90365,0.32874
63,6400,2.24729,0.30365,2.35820,0.31822,2.33333,0.32069,1.92078,0.33388
64,6500,2.29553,0.30661,2.33929,0.31839,2.36460,0.31715,1.94334,0.33182
65,6600,2.29631,0.30679,2.42680,0.31936,2.35328,0.31961,1.92086,0.33272
66,6700,2.32514,0.30576,2.46239,0.32096,2.36148,0.31873,1.90768,0.33165
67,6800,2.34490,0.30828,2.31987,0.31911,2.33501,0.32245,1.85797,0.33055
68,6900,2.38805,0.30516,2.32611,0.31901,2.38124,0.32135,1.89965,0.33073
69,7000,2.37959,0.30636,2.35497,0.31997,2.40132,0.32243,1.91096,0.32847
70,7100,2.34656,0.30466,2.43809,0.31798,2.37469,0.32165,1.91157,0.32664
71,7200,2.34935,0.30506,2.35591,0.32247,2.36009,0.32038,1.93456,0.32863
72,7300,2.28324,0.30730,2.44998,0.32413,2.31913,0.32109,1.86900,0.33188
73,7400,2.28961,0.30436,2.41595,0.32305,2.38745,0.32632,1.93360,0.33410
74,7500,2.37829,0.30597,2.40129,0.32220,2.32772,0.32457,1.92814,0.33112
75,7600,2.36874,0.30792,2.41243,0.32347,2.37219,0.32468,1.88002,0.33235
76,7700,2.40521,0.31002,2.41205,0.32239,2.36901,0.32552,1.86180,0.33133
77,7800,2.28050,0.30938,2.39890,0.32699,2.41001,0.32568,1.83770,0.32958
78,7900,2.34487,0.31093,2.40016,0.32529,2.43156,0.32447,1.85246,0.32997
79,8000,2.43123,0.30966,2.39822,0.32320,2.41086,0.32653,1.85922,0.32965
80,8100,2.41875,0.31380,2.41417,0.32722,2.39761,0.32815,1.80303,0.32857
81,8200,2.44582,0.31382,2.42293,0.33014,2.43765,0.32574,1.83378,0.33122
82,8300,2.40915,0.31547,2.35867,0.32599,2.40121,0.32537,1.81198,0.32775
83,8400,2.41734,0.31476,2.47265,0.32646,2.40757,0.32975,1.80299,0.32874
84,8500,2.36373,0.31569,2.43930,0.33012,2.34716,0.32859,1.83950,0.33010
85,8600,2.42129,0.31683,2.48445,0.33042,2.39352,0.33012,1.82598,0.32877
86,8700,2.42271,0.31766,2.43630,0.32798,2.42113,0.32743,1.79060,0.32844
87,8800,2.39224,0.31890,2.46522,0.33105,2.39185,0.33029,1.80426,0.32617
88,8900,2.40041,0.31823,2.38251,0.33236,2.37489,0.33090,1.90028,0.32958
89,9000,2.42432,0.31913,2.47467,0.33071,2.42892,0.32930,1.80761,0.32553
90,9100,2.43973,0.31788,2.46311,0.33118,2.39632,0.32964,1.80595,0.32389
91,9200,2.48073,0.32306,2.38070,0.33141,2.42133,0.33557,1.80071,0.32517
92,9300,2.46779,0.32220,2.48594,0.33366,2.41490,0.33106,1.79848,0.32415
93,9400,2.44172,0.32034,2.35554,0.33101,2.48542,0.33390,1.78016,0.32570
94,9500,2.42481,0.32211,2.45750,0.33213,2.49620,0.33392,1.79189,0.32583
95,9600,2.54644,0.32639,2.44600,0.33433,2.43293,0.33165,1.82031,0.32586
96,9700,2.49694,0.32437,2.47769,0.33355,2.44668,0.33201,1.75910,0.32359
97,9800,2.44922,0.32488,2.52563,0.33753,2.56005,0.33275,1.73502,0.32235
98,9900,2.51280,0.32486,2.45180,0.33340,2.45988,0.33322,1.76388,0.32161
99,10000,2.51719,0.32566,2.50954,0.33734,2.44673,0.33481,1.80794,0.32330
100,10100,2.57762,0.32820,2.45900,0.33461,2.50358,0.33349,1.79796,0.32290
101,10200,2.53610,0.32589,2.55144,0.33569,2.54921,0.33269,1.80467,0.32122
102,10300,2.52370,0.32613,2.48860,0.33763,2.53524,0.33571,1.74517,0.31863
103,10400,2.54800,0.32518,2.46568,0.33462,2.52729,0.33391,1.80742,0.31878
104,10500,2.51481,0.32748,2.56085,0.33771,2.61013,0.33644,1.76260,0.31820
105,10600,2.52623,0.32594,2.48622,0.33375,2.56340,0.33524,1.75050,0.31679
106,10700,2.51299,0.32544,2.55787,0.33548,2.49373,0.33396,1.77406,0.31587
107,10800,2.48758,0.32601,2.50156,0.33457,2.57792,0.33593,1.77800,0.31732
108,10900,2.56866,0.32854,2.56028,0.33385,2.53462,0.33274,1.79876,0.31577
109,11000,2.49399,0.32761,2.49126,0.33596,2.60741,0.33671,1.77072,0.31712
110,11100,2.62946,0.32863,2.51606,0.33437,2.59178,0.33484,1.77909,0.31369
111,11200,2.55713,0.32894,2.65066,0.33672,2.57719,0.33240,1.74453,0.31312
112,11300,2.47815,0.32720,2.50376,0.33640,2.55496,0.33555,1.76997,0.31034
113,11400,2.53424,0.32643,2.57037,0.33510,2.58438,0.33729,1.76409,0.31264
114,11500,2.55869,0.32670,2.55324,0.33595,2.61267,0.33375,1.77554,0.31263
115,11600,2.52403,0.32947,2.55744,0.33554,2.62774,0.33524,1.79415,0.31081
116,11700,2.56915,0.32860,2.55540,0.33367,2.60238,0.33443,1.75941,0.30733
117,11800,2.52512,0.32862,2.53198,0.33638,2.58732,0.33633,1.75084,0.30653
118,11900,2.57486,0.32947,2.65561,0.33449,2.55818,0.33375,1.71406,0.30627
119,12000,2.58336,0.32940,2.56842,0.33600,2.57318,0.33199,1.79439,0.30770
120,12100,2.60500,0.32780,2.54295,0.33370,2.56678,0.33314,1.76291,0.30430
121,12200,2.60782,0.32814,2.56428,0.33365,2.60621,0.33272,1.75714,0.30486
122,12300,2.51435,0.32709,2.60448,0.33306,2.64543,0.33492,1.75288,0.30086
123,12400,2.58821,0.33072,2.59131,0.33490,2.59191,0.33245,1.74779,0.30059
124,12500,2.59716,0.32754,2.54147,0.33825,2.61770,0.33039,1.75693,0.29941
125,12600,2.59801,0.32741,2.61133,0.33629,2.59017,0.32950,1.77494,0.30056
126,12700,2.64053,0.32702,2.67893,0.33209,2.61023,0.33234,1.73811,0.29800
127,12800,2.55312,0.32594,2.55403,0.33197,2.54635,0.33351,1.76004,0.29825
128,12900,2.57099,0.32415,2.63241,0.33340,2.61335,0.33512,1.75370,0.29591
129,13000,2.59764,0.32533,2.64986,0.32953,2.55596,0.33096,1.76893,0.29592
130,13100,2.50053,0.32734,2.58299,0.33381,2.48685,0.32908,1.75865,0.29730
131,13200,2.49123,0.32467,2.54043,0.33023,2.51830,0.32973,1.75710,0.29121
132,13300,2.53992,0.32522,2.55334,0.33281,2.61232,0.33083,1.77420,0.29521
133,13400,2.56041,0.32614,2.49482,0.33233,2.54059,0.32999,1.76897,0.29035
134,13500,2.52021,0.32533,2.61282,0.33134,2.58777,0.32698,1.74813,0.29147
135,13600,2.54241,0.32623,2.50558,0.32820,2.53608,0.32785,1.77763,0.28981
136,13700,2.52869,0.32248,2.60083,0.33212,2.53003,0.32732,1.74643,0.28903
137,13800,2.50010,0.32354,2.65541,0.33237,2.61075,0.32927,1.73193,0.28725
138,13900,2.45607,0.32267,2.56013,0.32835,2.53581,0.32344,1.75919,0.28516
139,14000,2.45850,0.32026,2.51101,0.32817,2.50950,0.32612,1.74053,0.28653
140,14100,2.45317,0.32406,2.51155,0.32738,2.52214,0.32611,1.76392,0.28605
141,14200,2.44684,0.32382,2.51850,0.32815,2.50137,0.32528,1.77776,0.28276
142,14300,2.42938,0.32318,2.48757,0.32497,2.48802,0.32288,1.78009,0.28154
143,14400,2.45165,0.32179,2.52650,0.32792,2.52394,0.32690,1.75181,0.27979
144,14500,2.40514,0.31875,2.51518,0.32720,2.51856,0.32494,1.80553,0.28269
145,14600,2.43320,0.31891,2.51889,0.32763,2.47235,0.32327,1.74785,0.27832
146,14700,2.42973,0.32000,2.46417,0.32768,2.42657,0.32190,1.77898,0.27892
147,14800,2.42284,0.32163,2.48253,0.32694,2.42593,0.32137,1.80350,0.27749
148,14900,2.38394,0.31878,2.46600,0.32814,2.40874,0.32245,1.75075,0.27614
149,15000,2.36797,0.32180,2.46438,0.32529,2.43782,0.32164,1.71938,0.27549
150,15100,2.41057,0.32053,2.48632,0.32370,2.50700,0.32206,1.76839,0.27536
151,15200,2.39712,0.31963,2.42623,0.32186,2.42303,0.32009,1.81302,0.27396
152,15300,2.35088,0.31680,2.48418,0.32464,2.41056,0.31790,1.73638,0.27452
153,15400,2.31235,0.31908,2.48896,0.32314,2.45218,0.31912,1.79016,0.27327
154,15500,2.37745,0.31881,2.36757,0.32305,2.42993,0.31862,1.80799,0.27317
155,15600,2.37050,0.31800,2.38432,0.32397,2.38475,0.31936,1.75313,0.27153
156,15700,2.34749,0.31876,2.42006,0.32183,2.40008,0.31845,1.78096,0.27073
157,15800,2.29615,0.31604,2.45457,0.32235,2.34983,0.31782,1.80703,0.27081
158,15900,2.29912,0.31418,2.40713,0.32023,2.35739,0.31940,1.77243,0.27022
159,16000,2.30241,0.31585,2.35960,0.32068,2.38297,0.31687,1.72404,0.26963
160,16100,2.32858,0.31451,2.35743,0.32114,2.36879,0.31754,1.80533,0.26884
161,16200,2.28826,0.31474,2.48198,0.32258,2.40164,0.31596,1.75845,0.27072
162,16300,2.25321,0.31463,2.35364,0.32011,2.33980,0.31674,1.75926,0.26963
163,16400,2.27884,0.31570,2.41287,0.32180,2.33834,0.31466,1.82034,0.26613
164,16500,2.24964,0.31498,2.34142,0.31814,2.33196,0.31821,1.72636,0.26787
165,16600,2.18329,0.31130,2.32870,0.31908,2.31031,0.31610,1.74205,0.26607
166,16700,2.23402,0.31443,2.36026,0.31845,2.30025,0.31480,1.74330,0.26872
167,16800,2.19652,0.31549,2.34225,0.31854,2.31297,0.31609,1.80100,0.26630
168,16900,2.25532,0.31081,2.33504,0.31856,2.31476,0.31615,1.77924,0.26705
169,17000,2.19131,0.31055,2.30198,0.31765,2.28153,0.31316,1.80977,0.26558
170,17100,2.26527,0.31310,2.35541,0.31983,2.28145,0.31499,1.80496,0.26631
171,17200,2.18407,0.31202,2.25594,0.31575,2.31303,0.31345,1.79642,0.26494
