iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.32880,8.97724,1.16927,-5.81536,6.75204,1.13917
1,200,-7.08511,1.24965,1.16637,-6.65115,1.17714,1.14527
2,300,-7.68924,1.03420,1.16818,-7.44885,1.04149,1.14054
3,400,-8.82073,1.18674,1.16750,-8.33468,1.11388,1.13650
4,500,-9.61778,1.46144,1.16448,-9.18817,1.43299,1.14385
5,600,-10.64098,1.53051,1.15764,-10.24489,1.54313,1.13976
6,700,-11.21659,1.53596,1.15236,-10.47598,1.64496,1.13260
7,800,-12.37812,1.62494,1.14684,-12.12278,1.51992,1.11979
8,900,-13.07458,2.01499,1.14242,-12.95958,1.89433,1.11847
9,1000,-13.62540,2.88932,1.13496,-13.41334,3.09139,1.12175
10,1100,-14.47508,2.31238,1.12883,-14.50751,2.48198,1.11632
11,1200,-15.65712,1.88165,1.12406,-15.32953,1.84301,1.11228
12,1300,-16.20766,1.79613,1.11876,-15.76663,1.86239,1.11853
13,1400,-16.65786,1.69507,1.11326,-16.38755,2.23373,1.11926
14,1500,-17.52859,1.89153,1.10862,-17.02674,2.19318,1.11554
15,1600,-17.95768,1.49180,1.10414,-17.79158,1.69112,1.11023
16,1700,-18.91299,1.99784,1.09942,-18.27670,2.08704,1.10180
17,1800,-19.11252,2.17820,1.09291,-18.42356,2.21625,1.10001
18,1900,-19.47269,1.63451,1.08843,-18.98212,2.45464,1.09709
19,2000,-20.38797,2.55625,1.08383,-19.63624,3.40729,1.08927
20,2100,-21.26937,1.33497,1.07852,-20.23249,2.26035,1.08191
21,2200,-21.86226,2.39216,1.07175,-20.76819,2.19917,1.07611
22,2300,-22.26304,3.54943,1.06746,-21.38411,4.48061,1.07013
23,2400,-23.09406,2.70083,1.06375,-22.19794,2.60201,1.06099
24,2500,-23.88985,2.65487,1.05869,-22.82004,2.72227,1.05531
25,2600,-24.82202,1.97265,1.05215,-23.58853,1.76144,1.04842
26,2700,-25.32705,1.70804,1.04699,-24.04969,1.47818,1.04448
27,2800,-25.65902,1.73015,1.04348,-24.69163,1.69974,1.03756
28,2900,-26.28552,2.05824,1.03762,-25.26685,2.24729,1.03370
29,3000,-26.47037,2.09419,1.03174,-24.91618,2.22175,1.02989
30,3100,-27.24594,1.72202,1.02843,-25.29128,1.91815,1.02282
31,3200,-27.58065,1.90398,1.02368,-26.37553,2.30813,1.01950
32,3300,-27.91858,2.27433,1.01853,-26.98426,3.14047,1.01492
33,3400,-28.53775,2.12088,1.01397,-27.28815,2.62915,1.00872
34,3500,-28.95393,2.16190,1.00988,-27.53249,2.04370,1.00446
35,3600,-29.52134,2.33112,1.00506,-27.40438,2.23713,1.00079
36,3700,-29.50959,3.78924,0.99930,-28.13195,3.34898,0.99614
37,3800,-30.46917,6.82524,0.99526,-28.85643,3.22121,0.99348
38,3900,-30.57548,5.53956,0.99074,-28.00031,3.37926,0.98757
39,4000,-30.50648,3.26832,0.98509,-28.66325,3.86441,0.98353
40,4100,-31.14742,2.95856,0.98099,-29.30060,4.44454,0.97927
41,4200,-31.56154,2.86215,0.97676,-30.08275,3.75841,0.97654
42,4300,-31.66546,3.40956,0.97222,-30.06784,3.20902,0.96987
43,4400,-31.88397,3.32462,0.96701,-30.11599,3.57119,0.96606
44,4500,-31.54650,3.81553,0.96290,-29.74373,4.64152,0.96299
45,4600,-31.12443,5.95243,0.95902,-29.55625,5.19954,0.95980
46,4700,-31.51988,5.78621,0.95446,-30.10975,4.64273,0.95691
47,4800,-31.67519,5.52351,0.95098,-30.69047,4.13281,0.95647
48,4900,-31.62707,6.03979,0.94534,-30.29333,6.26655,0.95399
49,5000,-31.56619,5.70901,0.94007,-30.92773,5.61887,0.95368
50,5100,-31.94868,4.98509,0.93638,-31.71605,6.21529,0.95149
51,5200,-32.29238,5.09521,0.93191,-31.77821,5.05960,0.94978
52,5300,-32.29418,5.77259,0.92752,-31.78638,4.70438,0.94814
53,5400,-32.84474,3.68661,0.92241,-31.90206,4.63434,0.94490
54,5500,-33.12865,1.93388,0.91780,-31.80238,3.40024,0.94097
55,5600,-33.27833,1.75552,0.91418,-32.08916,1.54743,0.93531
56,5700,-33.18122,1.77996,0.90962,-31.80417,1.58494,0.92938
57,5800,-32.91649,2.44592,0.90531,-31.69595,2.49336,0.92536
58,5900,-32.94416,2.86326,0.90111,-31.68365,3.98172,0.92043
59,6000,-33.58956,3.53003,0.89650,-31.27612,4.65169,0.91518
60,6100,-33.70962,3.22245,0.89169,-31.51926,3.58876,0.91045
61,6200,-33.78675,2.89455,0.88764,-31.93415,3.03115,0.90542
62,6300,-33.73549,2.34805,0.88462,-31.61583,2.69859,0.90188
63,6400,-33.18467,2.28231,0.87995,-31.37046,3.28535,0.89745
64,6500,-33.00863,2.65976,0.87576,-32.09879,4.02456,0.89538
65,6600,-32.89317,1.83121,0.87186,-31.78360,2.55003,0.89103
66,6700,-32.74689,1.93820,0.86655,-31.90960,1.74433,0.88863
67,6800,-32.63771,1.47175,0.86300,-31.53469,2.35135,0.88603
68,6900,-32.72306,1.94938,0.85841,-31.76823,2.00309,0.88204
69,7000,-32.88574,2.00464,0.85500,-32.06546,2.62016,0.87912
70,7100,-32.95164,2.36248,0.85007,-31.97072,2.92416,0.87384
71,7200,-32.94839,2.48171,0.84642,-32.31188,3.30783,0.87117
72,7300,-33.51753,3.02207,0.84255,-32.31855,3.41179,0.86626
73,7400,-33.34992,2.67599,0.83677,-32.39370,3.12782,0.86194
74,7500,-33.66785,2.05126,0.83371,-32.31839,2.95303,0.85810
75,7600,-33.87532,1.59895,0.82943,-32.57764,2.21052,0.85444
