iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,29.57562,1.13593,30.62081,1.13521
1,200,12.71825,1.16162,13.31687,1.16105
2,300,1.24583,1.17121,2.57688,1.16704
3,400,1.03651,1.14886,1.50922,1.14990
4,500,1.09784,1.13742,1.09196,1.13507
5,600,0.98387,1.12812,1.01725,1.12788
6,700,1.06524,1.12217,1.06614,1.12089
7,800,0.97026,1.11719,1.09034,1.11392
8,900,1.01849,1.09776,1.19414,1.10285
9,1000,1.09442,1.08843,1.01517,1.08857
10,1100,1.03831,1.07781,0.97602,1.07564
11,1200,1.08085,1.06901,1.00739,1.06845
12,1300,1.05360,1.06484,1.12689,1.06356
13,1400,1.07669,1.05300,1.04799,1.05542
14,1500,0.84392,1.04543,1.05646,1.04898
15,1600,1.06104,1.03814,1.13460,1.03780
16,1700,1.08834,1.03238,1.02151,1.02961
17,1800,0.83260,1.02401,1.08595,1.02267
18,1900,0.97574,1.01450,1.11456,1.01761
19,2000,0.96217,1.01045,1.11788,1.00739
20,2100,1.03988,0.99715,1.11280,0.99980
21,2200,1.00547,0.99133,1.22798,0.99222
22,2300,1.03496,0.99021,1.09728,0.98944
23,2400,0.97336,0.97939,1.02584,0.98317
24,2500,0.97527,0.97480,1.22374,0.96990
25,2600,0.93831,0.96535,1.15124,0.96387
26,2700,0.97945,0.96213,1.20159,0.96073
27,2800,0.88318,0.95376,1.25864,0.95500
28,2900,1.02826,0.94752,1.21395,0.94660
29,3000,0.96899,0.93900,1.31400,0.93887
30,3100,0.98767,0.93034,1.18907,0.93412
31,3200,1.04173,0.92557,1.30555,0.92202
32,3300,0.91494,0.91532,1.29974,0.91627
33,3400,1.01211,0.91335,1.38760,0.91035
34,3500,1.02792,0.90547,1.29660,0.90226
35,3600,1.12307,0.89675,1.24263,0.89421
36,3700,1.00017,0.88827,1.27612,0.88753
37,3800,0.96767,0.88212,1.28544,0.87883
38,3900,0.93054,0.87307,1.35179,0.87509
39,4000,1.17554,0.86666,1.31674,0.86879
40,4100,1.01550,0.86145,1.22818,0.85859
41,4200,0.93553,0.85600,1.30231,0.85344
42,4300,1.09617,0.84572,1.39086,0.84392
43,4400,1.04500,0.83822,1.49290,0.83845
44,4500,1.08683,0.82915,1.19542,0.82854
45,4600,1.20842,0.82642,1.37357,0.82358
46,4700,1.00335,0.81651,1.18158,0.81639
