iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,30.10913,1.15069,30.28911,1.14840,29.70734,1.14946,29.47044,1.14822
1,200,9.93933,1.15575,10.05403,1.15677,10.08450,1.15704,8.88837,1.15498
2,300,2.04841,1.16326,2.26132,1.15990,2.30033,1.15842,2.93923,1.15940
3,400,1.67176,1.14496,1.87659,1.14369,1.62798,1.14380,1.82743,1.14266
4,500,1.17794,1.11415,1.26832,1.11536,1.36225,1.11414,1.15687,1.11452
5,600,1.00648,1.09201,1.34526,1.09255,1.40096,1.09267,1.10405,1.09382
6,700,0.81882,1.07269,1.06073,1.07558,1.25051,1.07573,1.20558,1.07434
7,800,0.97976,1.04856,1.22126,1.05013,1.27144,1.04918,0.95918,1.05092
8,900,0.95971,1.02327,0.96889,1.02329,1.08639,1.02801,1.07480,1.02253
9,1000,1.19365,1.00346,1.05632,1.00218,1.12151,1.00018,0.91788,1.00201
10,1100,0.94940,0.98133,0.98750,0.98237,1.16322,0.98200,1.02833,0.98251
11,1200,1.09380,0.96617,1.13387,0.96726,1.05701,0.96788,0.90783,0.96530
12,1300,1.03210,0.94728,1.00362,0.95037,1.28113,0.94564,0.99476,0.94750
13,1400,1.19865,0.92705,1.19452,0.93107,1.10998,0.92736,0.97691,0.92976
14,1500,1.01744,0.91462,1.10183,0.91402,1.07279,0.90924,0.87734,0.91227
15,1600,1.19545,0.89604,1.10843,0.89632,1.24652,0.89634,1.18450,0.89656
16,1700,1.14523,0.88086,1.15313,0.88023,1.11103,0.87566,1.04901,0.87789
17,1800,1.02996,0.86184,0.96640,0.86330,1.14444,0.86303,1.05177,0.86483
18,1900,0.95628,0.84445,1.19582,0.84733,1.02818,0.84803,0.91439,0.84801
19,2000,0.88741,0.83091,1.03191,0.82912,1.11727,0.82950,0.98421,0.82825
20,2100,1.09245,0.81403,1.02310,0.81144,1.14682,0.81563,0.98758,0.81236
21,2200,0.80982,0.79766,1.07121,0.79672,1.10541,0.79934,0.88970,0.79692
22,2300,1.08459,0.78533,1.07407,0.78331,1.18994,0.78217,0.97979,0.78160
23,2400,1.10995,0.76640,0.92317,0.76716,1.05341,0.76513,1.03062,0.76856
24,2500,1.05457,0.75403,0.90131,0.75307,1.05728,0.75311,1.06326,0.75077
25,2600,1.05681,0.74065,1.14574,0.73943,1.24406,0.73912,0.92352,0.73743
26,2700,1.15879,0.72302,1.06359,0.72280,0.95197,0.72246,0.92348,0.72233
27,2800,1.07813,0.71023,1.02118,0.71052,1.02940,0.70760,1.05773,0.70938
28,2900,0.97222,0.69363,1.11377,0.69488,0.99757,0.69434,0.91784,0.69394
29,3000,0.92968,0.68346,0.77299,0.68395,1.00833,0.68241,0.77453,0.68014
30,3100,1.02291,0.67034,0.88634,0.66767,1.08427,0.67013,1.00553,0.66898
31,3200,0.91041,0.65506,1.16693,0.65457,1.31092,0.65558,0.98521,0.65557
32,3300,0.83664,0.64399,0.97075,0.64361,0.91060,0.64411,1.02020,0.64317
33,3400,1.09149,0.63370,0.91742,0.63288,1.13742,0.63257,0.97868,0.63405
34,3500,1.14126,0.61867,0.92475,0.62035,0.97300,0.62060,1.02384,0.62019
35,3600,1.14155,0.60886,1.15014,0.60995,1.03871,0.60535,0.93123,0.60638
36,3700,1.10039,0.59572,0.86389,0.59454,1.09420,0.59486,0.96762,0.59376
37,3800,1.07566,0.58316,1.17555,0.58208,0.97055,0.58179,0.97019,0.58400
38,3900,1.19786,0.57014,0.99461,0.57004,0.96544,0.57037,0.92380,0.57000
39,4000,1.32051,0.56087,0.84287,0.56103,1.13411,0.56103,1.00490,0.55984
40,4100,0.92882,0.54659,1.16717,0.54593,0.92412,0.54943,1.04611,0.54672
41,4200,0.90794,0.53459,0.99844,0.53356,1.18866,0.53587,1.01603,0.53581
42,4300,1.07338,0.52431,1.06952,0.52712,0.85407,0.52588,0.88001,0.52579
43,4400,1.23225,0.51618,1.16169,0.51482,1.07462,0.51411,0.95286,0.51459
44,4500,0.96143,0.50189,0.99015,0.50227,1.07664,0.50361,0.96548,0.50262
45,4600,1.18774,0.49190,0.93252,0.49280,1.12486,0.49213,0.86664,0.49329
46,4700,0.93766,0.48237,0.88737,0.48161,1.13531,0.48215,0.83420,0.48436
47,4800,1.19942,0.47135,1.07017,0.47414,1.12189,0.47251,0.95637,0.47210
48,4900,1.00149,0.46311,1.14441,0.46308,1.05021,0.46441,0.91548,0.46408
49,5000,1.02900,0.45664,0.85864,0.45488,0.92867,0.45644,0.99192,0.45441
50,5100,0.80940,0.44420,1.03966,0.44393,0.92607,0.44280,0.92518,0.44470
51,5200,0.93373,0.43305,1.01780,0.43289,1.10692,0.43535,0.91076,0.43588
52,5300,0.88444,0.42576,1.01328,0.42700,1.18414,0.42405,0.91576,0.42469
53,5400,0.93960,0.41845,0.84092,0.41828,0.94664,0.41838,0.90930,0.41783
54,5500,1.07070,0.40898,1.10120,0.40802,0.98328,0.40913,0.92151,0.40904
55,5600,0.83802,0.39915,1.04118,0.40285,0.93153,0.39944,0.96325,0.39965
56,5700,1.29424,0.39362,0.95694,0.39159,1.15802,0.39092,0.92537,0.39120
57,5800,0.74798,0.38727,1.07446,0.38597,1.11121,0.38633,0.81674,0.38488
58,5900,1.17030,0.37747,1.26033,0.37692,1.23244,0.37662,0.87784,0.37795
59,6000,0.97858,0.36899,1.01001,0.36870,1.25830,0.36815,0.93687,0.37003
60,6100,0.91346,0.36421,0.88140,0.36271,1.05133,0.36429,0.82857,0.36322
61,6200,0.86567,0.35627,1.02653,0.35775,0.77559,0.35621,0.85722,0.35589
62,6300,0.90003,0.34974,1.20778,0.34897,0.96587,0.35027,0.87923,0.35100
63,6400,1.35491,0.34213,1.06723,0.34572,1.10447,0.34342,0.89625,0.34177
64,6500,1.00130,0.33681,1.10971,0.33466,0.91349,0.33586,0.87853,0.33416
65,6600,1.12423,0.33197,1.24698,0.33001,0.83208,0.33334,0.95071,0.33024
66,6700,1.03303,0.32505,0.80680,0.32538,0.99738,0.32482,0.79208,0.32300
67,6800,0.86497,0.31695,1.06990,0.31733,0.94579,0.31768,0.91070,0.32092
68,6900,0.96593,0.31309,0.99202,0.31475,1.00142,0.31506,0.91339,0.31306
69,7000,0.92785,0.30812,1.07683,0.30940,0.96795,0.30762,1.02639,0.30731
70,7100,1.13483,0.30169,1.00703,0.30182,1.16960,0.30156,0.98336,0.30297
71,7200,0.84869,0.29874,0.89931,0.29683,1.05031,0.29679,0.92140,0.29775
72,7300,0.98379,0.29327,0.97562,0.29141,0.81198,0.29137,0.81901,0.29272
73,7400,1.12380,0.28754,1.06915,0.28848,1.02271,0.28797,0.89933,0.28959
74,7500,0.88357,0.28208,0.88101,0.28269,1.04734,0.28296,0.96267,0.28431
75,7600,1.03233,0.27872,0.82550,0.27867,1.03225,0.27791,1.01301,0.27843
76,7700,1.30971,0.27495,0.85085,0.27319,1.09976,0.27415,0.89185,0.27291
77,7800,1.08033,0.27001,0.87619,0.27017,1.06459,0.27140,0.97559,0.27150
78,7900,1.15661,0.26438,1.01658,0.26639,1.00367,0.26633,0.80977,0.26588
79,8000,0.98306,0.26113,0.96462,0.26297,1.19813,0.26185,0.92533,0.26315
80,8100,0.99111,0.25793,0.84109,0.25976,1.19137,0.26003,0.81108,0.25851
