iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.83345,1.79585,0.49478,1.10123,-2.68747,1.70618,0.47439,1.61453
1,200,-3.16513,0.97241,0.49216,1.10088,-3.09602,0.88273,0.47234,1.61991
2,300,-3.74640,0.79578,0.48758,1.09782,-3.59643,0.77106,0.46915,1.61956
3,400,-4.19207,0.79343,0.48266,1.09478,-4.05003,0.76093,0.46288,1.61798
4,500,-4.52694,0.75642,0.47444,1.08980,-4.37590,0.73604,0.45870,1.61565
5,600,-4.92587,0.76477,0.46594,1.08529,-4.80946,0.73433,0.45445,1.61316
6,700,-5.28820,0.74959,0.45882,1.08191,-5.15774,0.69175,0.45084,1.61064
7,800,-5.63185,0.80714,0.45297,1.07997,-5.56110,0.75913,0.44766,1.60885
8,900,-5.94190,0.85971,0.44768,1.07885,-5.92387,0.82368,0.44374,1.60708
9,1000,-6.30968,0.92882,0.44118,1.07692,-6.26337,0.85144,0.43950,1.60723
10,1100,-6.63558,0.89910,0.43646,1.07663,-6.60717,0.92490,0.43531,1.60626
11,1200,-6.96931,0.99679,0.43204,1.07606,-6.91978,0.95034,0.43141,1.60628
12,1300,-7.22205,0.99394,0.42708,1.07542,-7.20294,1.00375,0.42745,1.60571
13,1400,-7.47939,1.08290,0.42184,1.07418,-7.58623,1.12066,0.42272,1.60526
14,1500,-7.94041,1.14686,0.41791,1.07464,-7.80711,1.06717,0.41849,1.60454
15,1600,-8.20157,0.99745,0.41413,1.07478,-8.09978,0.99435,0.41412,1.60414
16,1700,-8.45697,1.04824,0.40978,1.07437,-8.30923,1.11092,0.40940,1.60378
17,1800,-8.62417,1.13588,0.40480,1.07395,-8.56618,1.15131,0.40563,1.60273
18,1900,-8.91357,1.04150,0.39983,1.07242,-8.81855,1.10773,0.40123,1.60204
19,2000,-9.11086,1.08678,0.39604,1.07257,-9.10656,1.21356,0.39781,1.60175
20,2100,-9.25821,1.31113,0.39087,1.07140,-9.38106,1.53817,0.39319,1.60115
21,2200,-9.45476,1.42281,0.38484,1.06917,-9.53039,1.67783,0.38918,1.60076
22,2300,-9.70269,1.33593,0.38087,1.06874,-9.69628,1.66879,0.38525,1.60004
23,2400,-9.92958,1.30847,0.37750,1.06900,-10.00833,1.81505,0.38174,1.59968
24,2500,-10.14865,1.25372,0.37310,1.06830,-10.08116,1.69165,0.37764,1.59902
25,2600,-10.29883,1.16296,0.36753,1.06650,-10.38694,1.41388,0.37451,1.59887
26,2700,-10.45952,1.09217,0.36275,1.06525,-10.55460,1.31864,0.37046,1.59877
27,2800,-10.71691,1.07882,0.35888,1.06458,-10.80056,1.17202,0.36821,1.59822
28,2900,-10.88878,1.10814,0.35434,1.06395,-11.00246,1.16805,0.36519,1.59784
29,3000,-11.05221,1.05548,0.34930,1.06243,-11.18690,1.14025,0.36218,1.59707
30,3100,-11.20148,1.03400,0.34543,1.06182,-11.40469,1.08612,0.35865,1.59670
31,3200,-11.33018,1.12048,0.34131,1.06120,-11.55413,1.11235,0.35569,1.59595
32,3300,-11.48374,1.19015,0.33708,1.06024,-11.66384,1.04949,0.35238,1.59571
33,3400,-11.64454,1.12469,0.33302,1.05938,-11.83339,1.08480,0.34939,1.59525
34,3500,-11.72282,1.09907,0.32916,1.05898,-11.94801,1.07137,0.34600,1.59459
35,3600,-11.84190,1.11141,0.32481,1.05767,-12.07315,1.18958,0.34302,1.59444
36,3700,-11.89374,1.08403,0.32040,1.05663,-12.20506,1.22508,0.33998,1.59371
37,3800,-11.97248,1.17985,0.31663,1.05585,-12.29944,1.23534,0.33684,1.59359
38,3900,-12.06804,1.11587,0.31256,1.05504,-12.41059,1.27194,0.33334,1.59313
39,4000,-12.09891,1.20880,0.30837,1.05383,-12.52849,1.27726,0.33120,1.59253
40,4100,-12.23205,1.36152,0.30477,1.05346,-12.55480,1.30763,0.32752,1.59222
41,4200,-12.13765,1.31515,0.30095,1.05272,-12.67166,1.23424,0.32449,1.59139
42,4300,-12.28111,1.19292,0.29714,1.05183,-12.75873,1.28330,0.32137,1.59188
43,4400,-12.28647,1.19568,0.29317,1.05108,-12.85330,1.13565,0.31828,1.59156
44,4500,-12.37686,1.19965,0.28951,1.05064,-12.90998,1.17149,0.31508,1.59118
45,4600,-12.43551,1.35561,0.28635,1.05021,-12.99013,1.27215,0.31207,1.59085
46,4700,-12.46757,1.39104,0.28250,1.04935,-13.08873,1.19894,0.30892,1.59048
47,4800,-12.55311,1.29823,0.27942,1.04896,-13.12565,1.18042,0.30604,1.59043
48,4900,-12.52587,1.28205,0.27526,1.04797,-13.17190,1.16707,0.30307,1.58991
49,5000,-12.56404,1.08483,0.27169,1.04744,-13.25848,1.24144,0.29957,1.58890
50,5100,-12.58508,1.16704,0.26825,1.04673,-13.34832,1.44302,0.29717,1.58948
51,5200,-12.63860,1.13334,0.26490,1.04591,-13.43217,1.31938,0.29399,1.58996
52,5300,-12.61123,1.17294,0.26135,1.04535,-13.43284,1.36864,0.29111,1.58931
53,5400,-12.64947,1.22788,0.25771,1.04426,-13.43858,1.31073,0.28820,1.59007
54,5500,-12.64229,1.25733,0.25424,1.04356,-13.42947,1.42007,0.28486,1.59011
55,5600,-12.56656,1.24467,0.25121,1.04289,-13.46584,1.23364,0.28210,1.59109
56,5700,-12.63275,1.22326,0.24792,1.04252,-13.41906,1.24970,0.27962,1.59107
57,5800,-12.56424,1.24748,0.24460,1.04183,-13.51306,1.32053,0.27679,1.59119
58,5900,-12.56635,1.27823,0.24146,1.04134,-13.47905,1.40957,0.27382,1.59194
59,6000,-12.58206,1.27732,0.23826,1.04031,-13.40542,1.42708,0.27097,1.59183
60,6100,-12.51557,1.33828,0.23477,1.03962,-13.45620,1.32897,0.26817,1.59212
61,6200,-12.56890,1.32897,0.23184,1.03925,-13.51252,1.26288,0.26555,1.59252
62,6300,-12.51950,1.36541,0.22909,1.03915,-13.47649,1.43096,0.26241,1.59273
63,6400,-12.44820,1.38190,0.22585,1.03828,-13.53533,1.31263,0.25958,1.59306
64,6500,-12.42510,1.40232,0.22300,1.03805,-13.45948,1.32563,0.25678,1.59331
65,6600,-12.41666,1.33332,0.21996,1.03702,-13.43054,1.29182,0.25419,1.59336
66,6700,-12.44030,1.36062,0.21665,1.03613,-13.46714,1.33129,0.25172,1.59422
67,6800,-12.36071,1.36629,0.21376,1.03539,-13.42238,1.32109,0.24895,1.59523
68,6900,-12.35556,1.50217,0.21080,1.03475,-13.50172,1.33095,0.24618,1.59490
69,7000,-12.29023,1.41749,0.20838,1.03499,-13.42120,1.36284,0.24329,1.59438
70,7100,-12.21501,1.51829,0.20525,1.03363,-13.44008,1.48636,0.24088,1.59463
71,7200,-12.19421,1.40472,0.20254,1.03337,-13.37491,1.43100,0.23834,1.59503
72,7300,-12.19056,1.41027,0.19984,1.03281,-13.35985,1.44046,0.23539,1.59500
73,7400,-12.11712,1.44250,0.19666,1.03142,-13.32462,1.46566,0.23277,1.59595
74,7500,-12.09149,1.42575,0.19413,1.03105,-13.28715,1.37936,0.23046,1.59537
75,7600,-12.09351,1.50020,0.19133,1.03034,-13.28304,1.32435,0.22779,1.59590
76,7700,-11.89850,1.43650,0.18862,1.02950,-13.23309,1.48734,0.22545,1.59584
77,7800,-11.85906,1.48785,0.18579,1.02879,-13.22409,1.50825,0.22254,1.59610
78,7900,-11.82456,1.42501,0.18313,1.02794,-13.17172,1.52606,0.22018,1.59634
79,8000,-11.71202,1.59601,0.18063,1.02784,-13.02984,1.50800,0.21769,1.59583
80,8100,-11.64562,1.52725,0.17807,1.02711,-13.03714,1.56660,0.21528,1.59652
81,8200,-11.58638,1.49919,0.17545,1.02629,-12.97311,1.53457,0.21277,1.59541
82,8300,-11.63826,1.48427,0.17287,1.02589,-12.93542,1.38778,0.21049,1.59645
83,8400,-11.50966,1.45169,0.17041,1.02501,-12.92849,1.40642,0.20801,1.59655
84,8500,-11.40524,1.54736,0.16787,1.02434,-12.78985,1.55556,0.20573,1.59741
85,8600,-11.28583,1.51073,0.16561,1.02414,-12.78362,1.49702,0.20311,1.59757
86,8700,-11.22699,1.56379,0.16321,1.02323,-12.69916,1.50946,0.20070,1.59658
87,8800,-11.12122,1.51209,0.16116,1.02368,-12.65255,1.55243,0.19855,1.59849
88,8900,-11.08631,1.51541,0.15844,1.02191,-12.58661,1.55637,0.19617,1.59840
89,9000,-11.05268,1.45911,0.15637,1.02213,-12.51107,1.52954,0.19384,1.59764
90,9100,-10.90502,1.47099,0.15396,1.02074,-12.42250,1.61768,0.19134,1.59821
91,9200,-10.80387,1.53244,0.15174,1.02070,-12.40368,1.58028,0.18938,1.59904
92,9300,-10.83472,1.64525,0.14957,1.02031,-12.33459,1.48518,0.18688,1.59842
93,9400,-10.74078,1.54751,0.14749,1.02018,-12.33381,1.53313,0.18458,1.59860
94,9500,-10.65620,1.58646,0.14517,1.01867,-12.24418,1.56544,0.18244,1.59969
95,9600,-10.56411,1.65951,0.14286,1.01837,-12.21467,1.53479,0.18024,1.59960
96,9700,-10.55239,1.61729,0.14110,1.01844,-12.10751,1.60003,0.17804,1.60059
97,9800,-10.47689,1.67273,0.13878,1.01698,-12.05997,1.64317,0.17562,1.59931
