iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,61.88521,1.63275,58.92877,1.58942,66.43506,1.69449,36.60024,1.27506
1,200,26.45306,1.63318,24.47745,1.58383,28.19880,1.65738,12.36270,1.30555
2,300,4.10629,1.66547,4.05985,1.60617,4.29471,1.64359,3.63591,1.35371
3,400,2.65709,1.65655,2.85615,1.60152,2.71073,1.61976,2.11939,1.36186
4,500,1.66862,1.65199,1.72925,1.60541,1.87050,1.61490,1.29025,1.34763
5,600,1.39573,1.64859,1.67855,1.60091,1.65166,1.62031,1.21834,1.34042
6,700,1.10204,1.63098,1.22591,1.61506,1.47469,1.62199,1.25441,1.35060
7,800,1.24197,1.61565,1.42535,1.60775,1.44684,1.61836,1.03590,1.33569
8,900,1.13561,1.61847,1.20711,1.60501,1.20158,1.61911,1.14888,1.33915
9,1000,1.39086,1.61336,1.20127,1.59842,1.10885,1.61725,0.95913,1.33270
10,1100,1.12032,1.60378,1.15673,1.59670,1.14800,1.62020,1.11905,1.33767
11,1200,1.31185,1.60470,1.20363,1.59628,1.13844,1.62094,0.92944,1.33879
12,1300,1.20928,1.60534,1.16304,1.59311,1.36010,1.61028,1.02609,1.34323
13,1400,1.32168,1.60587,1.42439,1.59410,1.18646,1.61381,0.99332,1.33842
14,1500,1.11028,1.60270,1.15898,1.58940,1.11311,1.60995,0.97045,1.32864
15,1600,1.45528,1.61074,1.21176,1.57747,1.27190,1.61137,1.17490,1.32939
16,1700,1.10896,1.61450,1.35869,1.58337,1.31556,1.60240,1.11063,1.31845
17,1800,1.15351,1.61172,0.94835,1.58656,1.13483,1.60676,1.12814,1.32893
18,1900,1.17988,1.61006,1.09101,1.58312,1.09557,1.60857,0.95448,1.32891
19,2000,0.92492,1.61050,1.14593,1.59124,0.99665,1.60417,1.04543,1.32534
20,2100,1.18697,1.61573,1.12568,1.58583,1.22454,1.60867,0.98154,1.32483
21,2200,0.88863,1.60163,1.08366,1.58920,1.22661,1.60894,0.91644,1.32565
22,2300,1.39922,1.60484,1.12229,1.58846,1.16746,1.60589,1.00985,1.32326
23,2400,1.10814,1.60281,1.11620,1.58519,1.24461,1.61100,1.01247,1.32813
24,2500,1.08996,1.59838,1.03917,1.59356,1.10756,1.61636,1.03883,1.32513
25,2600,1.08416,1.60385,1.17620,1.58792,1.05716,1.62033,0.99141,1.32973
26,2700,1.28173,1.59985,1.36126,1.58961,1.10231,1.61509,0.96180,1.32737
27,2800,0.99904,1.60515,1.22536,1.59888,1.10872,1.61733,1.07567,1.33369
28,2900,1.10953,1.59801,1.12521,1.59895,0.99505,1.61754,0.99570,1.33581
29,3000,0.96113,1.60635,1.01336,1.59912,1.29328,1.61850,0.79396,1.33610
30,3100,1.13536,1.60967,0.98687,1.59670,1.04713,1.61733,1.06973,1.33878
31,3200,0.98911,1.60306,1.14035,1.60063,1.45962,1.61461,1.01252,1.34669
32,3300,1.07244,1.61284,1.16807,1.60005,1.00982,1.61643,1.15565,1.34343
33,3400,1.08164,1.61067,0.95222,1.59623,1.15663,1.62555,1.00847,1.35778
34,3500,1.12239,1.61285,1.12698,1.60351,1.09766,1.62029,1.01294,1.35078
35,3600,1.29231,1.60818,1.23336,1.60255,1.05984,1.62433,0.92508,1.34712
36,3700,1.19449,1.60975,1.03588,1.60075,1.06452,1.63248,1.10472,1.34842
37,3800,1.23912,1.60610,1.22842,1.60229,1.09975,1.62777,0.99396,1.35135
38,3900,1.30752,1.60797,1.07432,1.60387,1.12450,1.63016,1.03631,1.35069
39,4000,1.22506,1.60615,1.02089,1.61309,1.28727,1.63046,1.10155,1.35144
40,4100,1.31326,1.61320,1.24930,1.60726,1.12460,1.63609,1.08158,1.35016
41,4200,1.23636,1.60598,1.02325,1.60676,1.29840,1.63905,1.00492,1.35338
42,4300,1.14947,1.60616,1.22333,1.61214,1.05209,1.63661,1.05901,1.35877
43,4400,1.03620,1.61688,1.16837,1.61130,1.33418,1.64102,0.99573,1.35387
44,4500,1.20354,1.60654,0.95315,1.61236,1.25327,1.64012,1.00634,1.34745
45,4600,1.08782,1.60759,1.14746,1.60888,1.34660,1.63662,0.97044,1.34465
46,4700,1.11898,1.60969,1.06559,1.60647,1.26272,1.64098,0.88652,1.34769
47,4800,1.20583,1.59137,1.45898,1.61738,1.23735,1.63648,0.99326,1.34903
48,4900,1.25616,1.60619,1.28736,1.61281,1.11627,1.64486,0.94458,1.35538
49,5000,1.22698,1.60597,1.03943,1.61397,1.23230,1.64408,1.02629,1.34464
50,5100,1.04098,1.59908,1.25274,1.60569,1.15129,1.65224,0.94995,1.34776
51,5200,1.13871,1.59463,1.10715,1.62772,1.24425,1.65149,0.92953,1.34494
52,5300,1.17666,1.58398,1.18871,1.60870,1.17292,1.64211,0.93526,1.33476
53,5400,0.98719,1.58842,1.14014,1.60467,1.16051,1.64270,0.94959,1.34028
54,5500,1.03690,1.58472,1.15372,1.61310,1.39246,1.64479,0.92739,1.33197
55,5600,0.96529,1.57481,1.06770,1.61609,1.14518,1.64333,0.92999,1.32342
56,5700,1.47050,1.57864,1.03053,1.60605,0.98908,1.63253,0.97471,1.32286
57,5800,0.92352,1.57384,1.20499,1.60307,1.13223,1.64097,0.89106,1.32758
58,5900,1.00752,1.56128,1.43651,1.60063,1.26837,1.64428,0.97507,1.32277
59,6000,0.99669,1.56392,1.28247,1.59967,1.18391,1.62747,0.96673,1.30413
60,6100,1.12478,1.56597,0.99237,1.59059,1.02586,1.62756,0.91216,1.30120
61,6200,0.95578,1.56530,0.88480,1.59534,0.91044,1.62275,0.99633,1.29987
62,6300,1.20458,1.54817,1.16532,1.58467,1.01464,1.63609,0.97629,1.29837
63,6400,1.35724,1.55491,1.41195,1.58120,1.26768,1.62798,0.98214,1.28338
64,6500,0.95901,1.54657,0.87278,1.56383,1.06688,1.62456,0.98395,1.28435
65,6600,1.30384,1.54986,1.35791,1.57161,1.00896,1.61968,0.96787,1.27767
66,6700,1.20443,1.54184,0.99812,1.56733,1.23928,1.61131,0.97165,1.26693
67,6800,0.70590,1.53286,1.49478,1.55983,1.01569,1.60580,0.87520,1.27179
68,6900,1.03852,1.52658,1.13631,1.55373,0.85777,1.60350,0.95423,1.26371
69,7000,1.02723,1.52688,1.21164,1.54983,1.20422,1.60943,1.13535,1.25640
70,7100,1.05576,1.50641,1.30590,1.54203,1.00815,1.59732,1.33215,1.25127
71,7200,1.01155,1.51495,1.18678,1.54193,1.12464,1.58310,1.05104,1.24776
72,7300,1.40480,1.51729,1.10718,1.54009,1.13066,1.58208,0.92091,1.23960
73,7400,1.14894,1.51222,1.33013,1.53296,1.28870,1.57996,1.25201,1.24218
74,7500,1.00612,1.50020,1.04152,1.52549,1.30592,1.57277,0.94232,1.22929
75,7600,1.13124,1.49305,1.24854,1.52515,1.17735,1.56966,1.13486,1.22175
76,7700,1.04315,1.49579,0.98138,1.51383,1.27002,1.56052,1.10901,1.21298
77,7800,1.20352,1.48991,1.04917,1.50345,1.00450,1.55483,1.23994,1.20864
78,7900,1.33486,1.47582,1.11430,1.50353,1.14956,1.54434,0.94724,1.19446
79,8000,1.01396,1.46591,0.90045,1.49892,1.31191,1.54040,1.12249,1.19765
80,8100,0.89491,1.46438,1.13956,1.49881,1.07688,1.54230,1.25608,1.18565
81,8200,0.79723,1.46273,1.24245,1.48658,1.36592,1.52450,1.02079,1.18276
82,8300,1.41090,1.46294,1.19879,1.48396,0.81548,1.53159,1.36019,1.17792
83,8400,1.03165,1.45432,1.18733,1.47415,1.15841,1.52170,1.01833,1.17261
84,8500,0.93878,1.44821,0.99359,1.46997,1.20874,1.51179,0.87760,1.16893
85,8600,1.01116,1.43598,1.27496,1.46997,1.23958,1.51236,0.99217,1.15758
86,8700,0.91071,1.43850,0.85545,1.46662,1.03327,1.49778,0.94221,1.15030
87,8800,1.53251,1.43171,1.01926,1.45701,1.08838,1.49783,1.06752,1.14285
88,8900,0.89676,1.41603,0.99906,1.44762,0.95696,1.48536,0.96453,1.14180
89,9000,1.22290,1.42046,1.07774,1.43494,1.32952,1.47863,1.10194,1.13212
90,9100,1.39258,1.41697,0.98917,1.43576,1.09070,1.47961,0.93413,1.12428
91,9200,1.11207,1.40024,0.91991,1.43023,0.81321,1.48344,1.05409,1.11636
92,9300,0.73060,1.39253,1.17090,1.42651,0.84880,1.47169,1.14212,1.11496
93,9400,1.08381,1.39613,1.53849,1.42031,1.13240,1.47052,1.02636,1.11084
94,9500,0.99572,1.38448,1.26390,1.40442,1.07324,1.46029,0.86597,1.09117
95,9600,1.16787,1.37695,1.10060,1.40162,1.26523,1.45500,1.00291,1.09301
96,9700,1.36142,1.37640,1.15951,1.40406,1.12319,1.44986,1.30735,1.08774
97,9800,1.32531,1.37542,1.03009,1.38508,1.02336,1.43222,0.97440,1.08119
98,9900,1.53789,1.36017,1.24412,1.38171,1.06407,1.43710,1.07251,1.07344
99,10000,0.91243,1.35354,1.33962,1.37994,1.03104,1.42529,0.89491,1.06891
100,10100,1.63477,1.35089,0.89094,1.37167,0.99475,1.41104,0.99347,1.06401
101,10200,1.44343,1.34480,1.13467,1.36302,0.92837,1.41008,1.05206,1.05633
102,10300,0.98695,1.33673,1.00554,1.35695,1.11640,1.39949,0.88954,1.05655
103,10400,0.94732,1.33470,1.14221,1.34791,0.96684,1.39242,0.92761,1.04675
104,10500,1.47030,1.32666,0.76522,1.35334,1.27308,1.38752,1.14398,1.04137
105,10600,1.17376,1.31813,1.16228,1.33842,1.35753,1.39499,1.06083,1.03572
