iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-0.22797,1.00147,0.02310,-3.05422,6.46447,0.49201
1,200,-0.16738,0.89110,0.01047,-2.81229,2.11645,0.37558
2,300,-0.19136,0.89843,0.00749,-3.04840,2.08301,0.35813
3,400,-0.20056,0.90394,0.00616,-3.33329,1.90057,0.34405
4,500,-0.20366,0.85507,0.00535,-3.59465,1.96545,0.33555
5,600,-0.20003,0.76954,0.00479,-4.02150,1.91374,0.33705
6,700,-0.20021,0.83156,0.00437,-4.37150,1.92815,0.33662
7,800,-0.20149,0.82147,0.00405,-4.64591,1.84323,0.33181
8,900,-0.19702,0.80274,0.00380,-4.98136,1.76633,0.32738
9,1000,-0.14649,0.81798,0.00359,-5.32130,1.81383,0.32146
10,1100,-0.14713,0.91361,0.00340,-5.58268,1.88836,0.31672
11,1200,-0.17959,0.85040,0.00325,-5.85743,1.92483,0.31057
12,1300,-0.15189,0.87470,0.00311,-6.08485,1.84043,0.30985
13,1400,-0.17887,0.84345,0.00299,-6.40826,1.79483,0.30133
14,1500,-0.17867,0.89041,0.00288,-6.60217,1.80071,0.29509
15,1600,-0.20590,0.76711,0.00279,-6.94315,1.71391,0.29217
16,1700,-0.18901,0.82433,0.00270,-7.12695,1.61694,0.29009
17,1800,-0.20553,0.87104,0.00262,-7.37785,1.71697,0.28481
18,1900,-0.22326,0.85893,0.00254,-7.57276,1.73397,0.27964
19,2000,-0.21422,0.85743,0.00248,-7.79786,1.63185,0.27913
20,2100,-0.23923,0.87850,0.00241,-8.03532,1.69689,0.27685
21,2200,-0.23510,0.90154,0.00236,-8.15687,1.61457,0.27285
22,2300,-0.23046,0.86490,0.00230,-8.29864,1.76352,0.27077
23,2400,-0.24562,0.90750,0.00225,-8.46750,1.76053,0.26622
24,2500,-0.23347,0.94428,0.00221,-8.67669,1.82083,0.26559
25,2600,-0.23950,0.80259,0.00216,-8.80597,1.77813,0.26301
26,2700,-0.22956,0.88612,0.00212,-8.98557,1.82251,0.26388
27,2800,-0.27315,0.82522,0.00208,-9.07206,1.85387,0.26065
28,2900,-0.22080,0.98915,0.00204,-9.22611,1.78920,0.25838
29,3000,-0.23735,0.83784,0.00201,-9.48022,1.79390,0.25908
30,3100,-0.25557,0.86490,0.00197,-9.57060,1.83811,0.25899
31,3200,-0.24135,0.92283,0.00194,-9.76228,1.92554,0.26302
32,3300,-0.21985,0.88090,0.00191,-9.95753,2.09555,0.26374
33,3400,-0.21474,0.92944,0.00188,-10.09721,1.83039,0.26017
34,3500,-0.24907,0.85570,0.00185,-10.23793,1.97992,0.25994
35,3600,-0.22784,0.89372,0.00183,-10.51039,1.88386,0.25915
36,3700,-0.19380,0.89803,0.00180,-10.63697,1.86515,0.25928
37,3800,-0.16938,0.96649,0.00178,-10.79718,1.89807,0.25841
