iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,4.12739,0.30586,3.32395,0.27500,2.47198,0.25538,2.37358,0.24230
1,200,1.83102,0.21350,1.67103,0.20685,1.63092,0.20210,1.52344,0.19880
2,300,1.30272,0.20038,1.48425,0.19855,1.48420,0.19708,1.55069,0.19294
3,400,1.76070,0.19931,1.92101,0.19802,1.58793,0.19260,1.62052,0.19383
4,500,1.65403,0.20052,1.53184,0.19580,1.62973,0.19354,1.38724,0.19287
5,600,1.60216,0.19816,1.95403,0.19815,1.66986,0.19457,1.50782,0.19526
6,700,1.55035,0.19750,1.67306,0.19558,1.86640,0.19421,1.66357,0.19445
7,800,1.66218,0.20003,1.51897,0.19622,1.71632,0.19569,1.49441,0.19631
8,900,1.74653,0.19874,1.46462,0.19718,1.71443,0.19584,1.62856,0.19527
9,1000,1.66014,0.19880,1.59950,0.19835,1.72820,0.19843,1.48642,0.19540
10,1100,1.59753,0.19827,1.55338,0.19826,1.65102,0.19729,1.66022,0.19573
11,1200,1.81359,0.19749,1.88025,0.19901,1.59033,0.19659,1.47395,0.19565
12,1300,1.79491,0.19769,1.59012,0.19776,1.82434,0.19418,1.65642,0.19772
13,1400,1.58100,0.19624,1.90375,0.19632,1.77259,0.19860,1.62996,0.19600
14,1500,1.74269,0.19656,1.76320,0.19551,1.73766,0.19783,1.50858,0.19645
15,1600,2.07289,0.19551,1.86807,0.19508,1.92915,0.19600,1.73236,0.19573
16,1700,1.55733,0.19736,1.93437,0.19683,1.85230,0.19789,1.63579,0.19530
17,1800,1.55709,0.19688,1.60178,0.19627,1.54360,0.19569,1.58361,0.19477
18,1900,1.73342,0.19510,1.76269,0.19459,1.74195,0.19713,1.53230,0.19396
19,2000,1.64073,0.19573,1.56556,0.19445,1.61894,0.19531,1.58418,0.19516
20,2100,1.59910,0.19716,1.55063,0.19445,1.75185,0.19520,1.56704,0.19457
21,2200,1.38066,0.19681,1.54166,0.19617,1.57336,0.19432,1.53961,0.19475
22,2300,1.77891,0.19674,1.64220,0.19565,1.75254,0.19727,1.58363,0.19619
23,2400,1.72965,0.19597,1.53911,0.19405,1.71545,0.19487,1.63691,0.19463
24,2500,1.69913,0.19546,1.68868,0.19567,1.66327,0.19513,1.56038,0.19454
25,2600,1.57935,0.19474,1.51417,0.19633,1.70158,0.19476,1.59866,0.19563
26,2700,1.69240,0.19312,1.67418,0.19374,1.65778,0.19281,1.46539,0.19285
27,2800,1.79309,0.19317,1.65507,0.19237,1.57989,0.19219,1.61922,0.19353
28,2900,1.61654,0.19306,1.81868,0.19518,1.62148,0.19127,1.50220,0.19031
29,3000,1.56629,0.19252,1.54641,0.19407,1.55193,0.19360,1.45279,0.19301
30,3100,1.51067,0.19162,1.62685,0.19262,1.46958,0.19238,1.55227,0.19277
31,3200,1.48974,0.19129,1.72602,0.19115,1.84129,0.19126,1.60849,0.19163
32,3300,1.58578,0.19152,1.51016,0.19166,1.60770,0.19211,1.43803,0.19256
33,3400,1.65324,0.19278,1.44314,0.19230,1.60949,0.19285,1.61136,0.19237
34,3500,1.68536,0.19084,1.72328,0.19232,1.59781,0.18945,1.57521,0.19256
35,3600,1.54357,0.19179,2.03407,0.19059,1.68332,0.19382,1.41933,0.19018
36,3700,1.79627,0.19356,1.86507,0.19168,1.62382,0.18970,1.52949,0.19144
37,3800,1.69863,0.19105,1.88721,0.19291,1.54877,0.19017,1.57865,0.19163
38,3900,1.70575,0.19231,1.66566,0.18985,1.67096,0.19111,1.44915,0.19059
39,4000,1.91455,0.19176,1.55837,0.19202,1.71620,0.19029,1.56010,0.19079
40,4100,1.74320,0.19261,1.66182,0.19142,1.60881,0.19012,1.60450,0.18985
41,4200,1.69967,0.19197,1.58267,0.19160,1.66293,0.19108,1.49518,0.19227
42,4300,1.61763,0.19078,1.57668,0.19062,1.59528,0.19267,1.53679,0.19411
43,4400,1.61301,0.19079,1.80779,0.19031,1.67328,0.19055,1.55611,0.19064
44,4500,1.65053,0.18957,1.46904,0.19081,1.72281,0.19005,1.57078,0.19185
45,4600,1.65192,0.19174,1.72648,0.19201,1.64103,0.19137,1.49828,0.19131
46,4700,1.67375,0.19093,1.77831,0.19164,1.67961,0.19067,1.38054,0.19052
47,4800,1.59989,0.19183,1.66774,0.19239,1.77317,0.19148,1.57774,0.18962
48,4900,1.70565,0.19162,1.96969,0.19284,1.63529,0.19093,1.52334,0.19099
49,5000,1.73292,0.19012,1.41614,0.19255,1.47213,0.19135,1.50993,0.19183
50,5100,1.68194,0.19024,1.73475,0.19062,1.60907,0.19150,1.64269,0.19145
51,5200,1.70220,0.19069,1.54206,0.19220,1.62260,0.19236,1.46407,0.19219
52,5300,1.77679,0.19030,1.79327,0.18988,1.63986,0.19052,1.54027,0.19212
53,5400,1.71325,0.19236,1.77256,0.19141,1.59639,0.18995,1.45329,0.19104
54,5500,1.83245,0.19020,1.77459,0.19173,1.84642,0.19209,1.43974,0.19217
55,5600,1.61965,0.18942,1.82698,0.19135,1.64745,0.19114,1.56892,0.18973
56,5700,1.70853,0.19098,1.69854,0.19312,1.61841,0.19134,1.42352,0.19000
57,5800,1.64537,0.19209,1.58421,0.19124,1.72939,0.19282,1.57621,0.19144
58,5900,1.58105,0.19254,1.96383,0.19136,1.65649,0.19087,1.39365,0.18995
59,6000,1.72064,0.19094,1.71759,0.19324,1.44484,0.19317,1.55370,0.19020
60,6100,1.65426,0.19472,1.67268,0.19182,1.59768,0.19306,1.40878,0.19069
61,6200,1.79916,0.19211,1.68292,0.19192,1.64000,0.19203,1.51476,0.19077
62,6300,1.63653,0.19211,1.73499,0.19130,1.84148,0.19416,1.37322,0.19270
63,6400,1.83538,0.19041,1.74581,0.19323,1.40632,0.19084,1.26859,0.19155
64,6500,1.62528,0.19131,1.60629,0.19014,1.63406,0.19084,1.43659,0.19118
65,6600,1.77879,0.19317,1.73733,0.19133,1.59889,0.19303,1.46377,0.19226
66,6700,1.72216,0.19161,1.59288,0.19165,1.68928,0.19170,1.36339,0.19077
67,6800,1.77148,0.19187,1.58506,0.19009,1.50366,0.19259,1.33697,0.19275
68,6900,1.59127,0.18990,1.59399,0.19349,1.60063,0.19246,1.43609,0.19101
69,7000,1.70900,0.19203,1.63572,0.18961,1.73874,0.19069,1.49695,0.19152
70,7100,1.50825,0.19205,1.75778,0.19124,1.40918,0.18997,1.50733,0.19430
71,7200,1.87490,0.19101,1.86424,0.19219,1.66138,0.19203,1.36329,0.19323
72,7300,1.82803,0.19209,1.57238,0.19147,1.44771,0.19225,1.29905,0.19289
73,7400,1.85789,0.19076,1.70109,0.19127,1.72891,0.19229,1.59957,0.19044
74,7500,1.66395,0.19016,1.93557,0.19143,1.59077,0.19043,1.62021,0.19052
75,7600,1.45866,0.18976,1.62794,0.19144,1.60031,0.18799,1.59849,0.19179
76,7700,1.66910,0.19099,1.75390,0.19211,1.85149,0.18807,1.37464,0.18882
77,7800,1.64177,0.19088,1.58892,0.19110,1.43122,0.18995,1.53066,0.19129
78,7900,1.73853,0.18849,1.76885,0.19031,1.83741,0.18990,1.39490,0.18876
79,8000,1.65250,0.18989,1.71633,0.18998,1.64638,0.18914,1.54047,0.18881
80,8100,1.52125,0.18873,1.69909,0.18939,2.01964,0.18801,1.39561,0.18787
81,8200,1.61287,0.18889,1.71864,0.18858,1.56644,0.18803,1.34284,0.18902
82,8300,1.63201,0.18870,1.67866,0.18523,1.44218,0.18966,1.39045,0.18867
83,8400,1.85398,0.18714,1.72925,0.18459,1.69129,0.18699,1.57083,0.18763
84,8500,1.72146,0.18534,1.79707,0.18746,1.70144,0.18771,1.35024,0.18645
85,8600,1.49818,0.18591,1.68947,0.18536,1.72332,0.18460,1.44153,0.18602
86,8700,1.63092,0.18379,1.67796,0.18362,1.76505,0.18468,1.46584,0.18543
87,8800,1.40052,0.18636,1.74737,0.18319,1.80955,0.18486,1.50828,0.18303
88,8900,1.67840,0.18215,1.71777,0.18363,1.61655,0.18308,1.32476,0.18343
89,9000,1.85750,0.18267,1.59230,0.18245,1.79448,0.18256,1.32230,0.18172
90,9100,1.62842,0.18108,1.66026,0.18152,1.65509,0.18056,1.36820,0.18108
91,9200,1.57153,0.18159,1.47734,0.18123,1.76198,0.18151,1.38191,0.18064
92,9300,1.73283,0.18085,1.93715,0.18013,1.59004,0.17995,1.33747,0.18037
93,9400,1.64424,0.17960,1.80060,0.17780,1.66295,0.17987,1.48713,0.18074
94,9500,1.67046,0.17958,1.68206,0.17786,1.54553,0.17822,1.32844,0.18044
95,9600,1.54669,0.17913,1.76750,0.17884,1.96160,0.17930,1.40899,0.17781
96,9700,1.73924,0.17612,1.82031,0.17836,1.54146,0.18030,1.35664,0.17894
97,9800,1.83918,0.17751,1.68315,0.17901,1.76787,0.17797,1.35951,0.17605
98,9900,1.93537,0.17632,1.60129,0.17675,1.61999,0.17791,1.41784,0.17633
99,10000,1.79206,0.17701,1.69322,0.17847,1.68823,0.17633,1.39283,0.17632
100,10100,1.64615,0.17751,1.64994,0.17644,1.89970,0.17629,1.30455,0.17387
101,10200,1.82474,0.17526,1.86427,0.17585,1.66741,0.17550,1.34597,0.17675
102,10300,1.58684,0.17586,1.75881,0.17506,1.86943,0.17448,1.25146,0.17614
103,10400,2.10225,0.17488,1.57097,0.17412,1.60313,0.17512,1.31807,0.17543
104,10500,1.79981,0.17544,1.72261,0.17360,1.58231,0.17338,1.31619,0.17424
105,10600,1.74776,0.17499,1.88011,0.17197,1.68946,0.17421,1.30703,0.17252
106,10700,1.89813,0.17418,1.78510,0.17379,1.83175,0.17509,1.33913,0.17402
107,10800,1.67223,0.17287,1.51014,0.17415,1.64233,0.17412,1.36866,0.17422
108,10900,1.77138,0.17457,1.71103,0.17394,1.66048,0.17315,1.37117,0.17468
109,11000,1.73553,0.17318,1.54351,0.17383,1.58548,0.17313,1.24146,0.17200
110,11100,1.67377,0.17265,1.79786,0.17179,1.50923,0.17330,1.36028,0.17240
111,11200,1.72219,0.17293,1.68015,0.17234,1.74273,0.17248,1.25484,0.17327
112,11300,1.71123,0.17182,1.71914,0.17202,1.68339,0.17074,1.32697,0.17146
113,11400,1.61867,0.17204,1.85470,0.17194,1.93363,0.16960,1.29813,0.17160
114,11500,1.98808,0.17161,1.81325,0.17292,1.90083,0.17133,1.39035,0.17094
115,11600,1.80203,0.17101,2.06080,0.17175,2.00744,0.17095,1.37350,0.17062
116,11700,1.91075,0.17088,1.72353,0.17138,1.82127,0.17066,1.27406,0.17190
117,11800,1.78247,0.17173,1.53762,0.17188,1.66513,0.16987,1.39312,0.17023
118,11900,2.00271,0.17060,1.64788,0.16952,1.92009,0.17113,1.27790,0.17066
119,12000,1.65641,0.16819,1.72560,0.17111,1.87048,0.16947,1.39611,0.16832
120,12100,1.79310,0.17015,1.68538,0.17009,1.61180,0.16919,1.36814,0.17012
121,12200,1.83233,0.16883,1.70944,0.16849,1.73844,0.16925,1.33384,0.16867
122,12300,1.81547,0.16894,1.66312,0.17034,1.77898,0.16815,1.24969,0.16893
123,12400,1.73539,0.16855,1.61392,0.16825,1.91859,0.16914,1.38117,0.16877
124,12500,1.87914,0.16847,1.84611,0.17029,1.77923,0.16760,1.23148,0.16912
125,12600,1.75837,0.16854,1.74461,0.16771,1.63687,0.16793,1.31888,0.16950
126,12700,1.77928,0.16937,1.83965,0.16811,1.75605,0.16680,1.30107,0.16847
127,12800,1.85380,0.16818,1.92843,0.16849,1.86370,0.16937,1.30438,0.16763
128,12900,1.72000,0.16912,1.72566,0.16747,2.03763,0.16769,1.24279,0.16725
129,13000,1.58517,0.16822,1.79662,0.16867,1.59823,0.16655,1.38602,0.16839
130,13100,1.60841,0.16663,1.79007,0.16727,1.77059,0.16788,1.37097,0.16929
131,13200,1.70096,0.16750,1.78577,0.16809,1.67138,0.16665,1.38555,0.16641
132,13300,1.64983,0.16638,1.83591,0.16771,1.83576,0.16703,1.31081,0.16716
