iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-3.13881,2.24321,0.57310,1.61444,-3.47455,2.00601,0.59652,1.61413,-3.36404,2.10797,0.59410,1.61364,-2.61472,1.94169,0.44032,1.60867
1,200,-3.64284,1.03054,0.57094,1.61372,-3.71110,1.12286,0.57339,1.61562,-3.74289,0.96831,0.58022,1.60881,-2.66889,0.85637,0.42009,1.60582
2,300,-4.14318,1.08200,0.57032,1.60994,-4.07753,0.98225,0.56294,1.62233,-4.13356,0.96535,0.56290,1.61176,-3.01009,0.63221,0.41455,1.60293
3,400,-4.51359,1.17345,0.55474,1.61203,-4.43100,1.00353,0.54450,1.62260,-4.61330,1.00525,0.55811,1.61306,-3.20824,0.61438,0.39493,1.60232
4,500,-5.03473,1.04573,0.55903,1.61259,-4.92168,1.09320,0.54534,1.62104,-5.16839,1.05764,0.56536,1.61440,-3.48518,0.59454,0.38492,1.60106
5,600,-5.40323,1.07440,0.55481,1.61328,-5.35931,0.98618,0.55043,1.62100,-5.56322,1.11022,0.55751,1.61398,-3.75223,0.65812,0.36959,1.59965
6,700,-5.86095,1.12385,0.54919,1.61386,-5.80447,1.05329,0.54055,1.62089,-5.89423,1.19950,0.54439,1.61388,-4.03453,0.72778,0.35822,1.59948
7,800,-6.29699,1.07285,0.54454,1.61377,-6.18845,1.18500,0.52913,1.62164,-6.41347,1.23039,0.53320,1.61324,-4.31312,0.73547,0.34835,1.59852
8,900,-6.70662,1.05293,0.53317,1.61203,-6.60130,1.11171,0.52185,1.62146,-6.73268,1.22654,0.52182,1.61296,-4.56114,0.83882,0.33801,1.59811
9,1000,-7.09302,1.17256,0.52555,1.61292,-6.95136,1.13951,0.51100,1.62159,-7.10368,1.09524,0.51721,1.61213,-4.80033,0.71357,0.32576,1.59678
10,1100,-7.42047,1.24743,0.51282,1.61154,-7.35391,1.00922,0.50588,1.62208,-7.47660,1.20338,0.50777,1.61160,-4.99313,0.77563,0.31878,1.59626
11,1200,-7.77299,1.15199,0.50084,1.61137,-7.74706,1.16204,0.49891,1.62265,-7.75807,1.46208,0.49621,1.61108,-5.20041,0.92156,0.30967,1.59539
12,1300,-8.05353,1.19356,0.48550,1.61096,-7.99297,1.23724,0.49012,1.62350,-8.07361,1.30912,0.48596,1.61092,-5.37808,0.83700,0.30296,1.59582
13,1400,-8.37519,1.17795,0.47466,1.60976,-8.44705,1.20143,0.48209,1.62374,-8.34015,1.07251,0.47030,1.61035,-5.59899,0.89910,0.29435,1.59520
14,1500,-8.65263,1.19372,0.46303,1.60970,-8.76350,1.19212,0.47276,1.62283,-8.65655,1.15414,0.46070,1.60903,-5.78733,0.95124,0.28688,1.59373
15,1600,-8.96860,1.22253,0.44900,1.60904,-9.02954,1.19034,0.46712,1.62224,-8.92862,1.14629,0.45518,1.60959,-5.89744,0.91831,0.27961,1.59370
16,1700,-9.26124,1.17044,0.44098,1.60835,-9.30378,1.12151,0.46012,1.62179,-9.23413,1.22632,0.44535,1.60865,-6.07162,0.88557,0.27504,1.59264
17,1800,-9.43463,1.31190,0.43439,1.60781,-9.52917,1.52298,0.45308,1.62114,-9.52323,1.28776,0.43758,1.60802,-6.20282,0.94841,0.26866,1.59236
18,1900,-9.67462,1.19959,0.42161,1.60682,-9.91885,1.46292,0.44094,1.61983,-9.74198,1.25714,0.42858,1.60672,-6.39038,0.90839,0.26181,1.59130
19,2000,-9.85066,1.21072,0.41022,1.60750,-10.09244,1.14250,0.43310,1.62065,-9.94397,1.61070,0.41936,1.60684,-6.53232,0.99304,0.25454,1.58999
20,2100,-10.08250,1.18939,0.40398,1.60732,-10.36765,1.48792,0.42901,1.61950,-10.05922,1.30380,0.41215,1.60670,-6.62379,1.05743,0.25016,1.59037
21,2200,-10.19166,1.44398,0.39286,1.60611,-10.57646,1.46802,0.42033,1.61910,-10.23021,1.21406,0.40410,1.60713,-6.80196,1.04202,0.24456,1.58922
22,2300,-10.46084,1.32084,0.38523,1.60665,-10.76487,1.83583,0.41253,1.61860,-10.49404,1.20355,0.39444,1.60641,-6.90399,0.95187,0.24004,1.58870
