iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-2.58774,2.02168,0.46763,1.60380,-2.56368,1.93446,0.45580,1.60945,-2.59702,2.02011,0.46471,1.60628,-3.47229,2.28522,0.65066,1.61379
1,200,-2.99578,0.97458,0.46494,1.59545,-2.93935,1.06234,0.45885,1.60768,-3.09186,1.15720,0.48140,1.60301,-4.04955,1.07709,0.67214,1.61785
2,300,-3.37898,0.97399,0.46503,1.59872,-3.38107,1.20666,0.46177,1.61042,-3.50940,0.94804,0.48728,1.60164,-4.56358,1.07680,0.67969,1.62191
3,400,-3.69353,1.08879,0.45603,1.59820,-3.68983,1.06182,0.45506,1.61170,-3.93147,1.03322,0.48603,1.60370,-4.93532,1.06897,0.66543,1.62209
4,500,-4.06042,1.23113,0.44965,1.59906,-4.00530,0.80647,0.44673,1.61070,-4.27485,1.10205,0.48067,1.60282,-5.30207,1.05871,0.64866,1.62160
5,600,-4.38363,0.79479,0.44557,1.59561,-4.49271,1.07450,0.44213,1.61021,-4.59960,1.10802,0.47471,1.60299,-5.85427,1.00933,0.65297,1.62444
6,700,-4.73175,1.05011,0.44015,1.59505,-4.92652,1.01039,0.43603,1.60915,-4.93998,1.19553,0.46879,1.60226,-6.37365,1.11743,0.65213,1.62547
7,800,-5.17104,1.07016,0.43548,1.59638,-5.33024,1.42464,0.43310,1.60789,-5.35605,1.08267,0.46048,1.60335,-6.85115,1.24584,0.64407,1.62243
8,900,-5.46491,1.07482,0.43492,1.59682,-5.67387,1.02330,0.42834,1.60542,-5.69910,1.09583,0.45832,1.60413,-7.30298,1.23691,0.63852,1.62198
9,1000,-5.87788,1.15543,0.43657,1.59871,-6.04878,1.14474,0.42535,1.60439,-6.07907,1.12430,0.45444,1.60447,-7.68462,1.17140,0.63169,1.62085
10,1100,-6.25004,1.23900,0.43746,1.59883,-6.31902,1.44743,0.42099,1.60502,-6.44939,1.17180,0.45170,1.60414,-8.19179,1.05985,0.62638,1.62032
11,1200,-6.58830,1.12278,0.43620,1.59915,-6.63283,1.13312,0.41903,1.60444,-6.71501,1.32001,0.44741,1.60500,-8.68329,1.37408,0.61777,1.62004
12,1300,-6.97905,1.02933,0.43449,1.60024,-6.91801,1.23216,0.41499,1.60484,-7.14755,1.15908,0.44270,1.60528,-9.11056,1.10375,0.61432,1.61896
13,1400,-7.23804,1.06503,0.42931,1.59997,-7.17763,1.04750,0.41154,1.60543,-7.40997,1.03653,0.44059,1.60500,-9.60508,1.40205,0.61103,1.61843
