iteration,episode,1_iql_loss,2_iql_loss
115,11600,0.98563,0.50903
116,11700,0.97056,0.52406
117,11800,1.00212,0.50530
118,11900,0.97657,0.52854
119,12000,0.98217,0.52076
120,12100,0.98564,0.51379
121,12200,0.98994,0.53177
122,12300,1.00688,0.53256
123,12400,0.97899,0.52727
124,12500,0.98333,0.54126
125,12600,0.98688,0.55770
126,12700,0.99187,0.51509
127,12800,0.99300,0.53417
128,12900,0.96695,0.53047
129,13000,0.99314,0.52669
130,13100,0.98389,0.53071
131,13200,1.00650,0.50723
132,13300,0.98598,0.52794
133,13400,0.97431,0.53148
134,13500,0.97683,0.53067
135,13600,0.98272,0.52392
136,13700,0.95701,0.52908
137,13800,0.96116,0.55229
138,13900,0.98014,0.52165
139,14000,0.97743,0.51712
140,14100,0.99345,0.54420
141,14200,1.00038,0.52774
142,14300,0.97998,0.54220
143,14400,0.94154,0.52281
144,14500,0.98402,0.50902
145,14600,0.97650,0.51026
146,14700,0.99028,0.54199
147,14800,0.97740,0.55637
148,14900,0.96984,0.54102
149,15000,0.99949,0.54292
150,15100,0.99107,0.52406
151,15200,0.98012,0.52938
152,15300,0.98688,0.52623
153,15400,0.98126,0.53180
154,15500,0.96132,0.53750
155,15600,0.97524,0.53367
156,15700,1.01581,0.52473
157,15800,0.97993,0.52544
158,15900,0.98840,0.50965
159,16000,0.97741,0.51656
160,16100,1.00054,0.52039
161,16200,0.99629,0.52826
162,16300,0.98177,0.54935
163,16400,0.94911,0.52746
164,16500,0.98518,0.55536
165,16600,0.99632,0.54735
166,16700,0.98219,0.52733
167,16800,0.95850,0.53624
168,16900,0.99504,0.52511
169,17000,0.95802,0.52867
170,17100,0.98858,0.52122
171,17200,0.98662,0.52757
172,17300,0.97688,0.52951
173,17400,0.97023,0.54879
174,17500,0.98646,0.52980
175,17600,1.00110,0.54333
176,17700,0.97654,0.52861
177,17800,0.99657,0.53837
178,17900,0.97795,0.53795
179,18000,0.97051,0.56339
180,18100,1.01764,0.52643
181,18200,0.96684,0.51247
182,18300,1.00774,0.52539
183,18400,0.95342,0.51456
184,18500,1.01224,0.53271
185,18600,0.97968,0.52650
186,18700,0.96969,0.53119
187,18800,0.98684,0.53599
188,18900,0.97552,0.53347
189,19000,0.99342,0.54692
190,19100,0.96175,0.53993
191,19200,0.96546,0.52635
192,19300,0.95502,0.53676
193,19400,0.92241,0.54323
194,19500,0.93926,0.53795
195,19600,1.00252,0.53613
196,19700,0.95551,0.53976
197,19800,0.96372,0.56198
198,19900,0.97031,0.52506
199,20000,0.96826,0.52881
200,20100,1.00510,0.54718
201,20200,1.03017,0.52813
202,20300,1.00489,0.54331
203,20400,0.93237,0.52134
204,20500,0.98314,0.52884
205,20600,0.99493,0.53172
206,20700,0.95787,0.55545
207,20800,1.03337,0.52797
208,20900,1.02191,0.54283
209,21000,0.98554,0.52582
210,21100,0.96867,0.52219
211,21200,0.97315,0.54476
212,21300,0.97048,0.53117
213,21400,0.95485,0.53994
214,21500,0.98488,0.52288
215,21600,0.96994,0.55565
216,21700,0.97366,0.52860
217,21800,1.01877,0.54194
218,21900,0.99350,0.53685
219,22000,0.97169,0.53737
220,22100,0.94921,0.52370
221,22200,0.95796,0.52880
222,22300,0.95601,0.52399
223,22400,1.00534,0.53844
224,22500,0.94458,0.53950
225,22600,0.98240,0.52977
226,22700,0.97983,0.53759
227,22800,0.96379,0.53641
228,22900,0.96866,0.52735
229,23000,0.99302,0.55137
230,23100,0.96710,0.53419
231,23200,1.00571,0.55545
232,23300,1.00034,0.54744
233,23400,0.96288,0.53148
234,23500,1.00776,0.54318
235,23600,0.97327,0.53985
236,23700,0.99643,0.53593
237,23800,0.99383,0.53760
238,23900,0.99149,0.51980
239,24000,1.01303,0.55570
240,24100,0.97740,0.54699
241,24200,0.98275,0.52734
242,24300,0.99535,0.54841
243,24400,0.98842,0.54164
244,24500,0.94793,0.58165
245,24600,0.95709,0.53219
246,24700,0.96039,0.54683
247,24800,0.99921,0.53163
248,24900,0.95553,0.54374
